Id,preco,fold,previsao_correspondencia,catboost_alpha_1.00,catboost_alpha_1.50
2954,190000.0,5,,226887.79724433576,226614.33003947345
2955,550000.0,5,,420449.81764017936,462084.81722778745
2956,270000.0,3,,300629.7846711137,282033.55698023393
2957,260000.0,5,,313019.97731031914,302559.0164152536
2958,330000.0,4,389500.0,317689.91790637444,314731.8620218328
2959,1200000.0,2,1150000.0,1318723.5058440869,1301183.243837854
2960,545000.0,5,618000.0,569010.822397176,556317.6138493315
2961,1600000.0,1,,1235069.0802176204,1214638.0893880024
2962,395000.0,3,485000.0,541271.632878069,532505.4568926665
2963,1050000.0,3,,617408.6385418187,625542.8221243422
2964,350000.0,4,,281122.13936106383,279511.3843754284
2965,950000.0,1,,886212.3356149227,863969.0041441928
2966,380000.0,3,,376211.211241224,369800.28132031654
2967,990000.0,4,1000000.0,895079.8139244403,818544.0391280301
2968,470000.0,2,430000.0,290520.6002509215,285297.11610597564
2969,320000.0,3,273000.0,278823.6238317159,273124.5646467037
2970,870000.0,1,,638544.6936002929,588560.3432943692
2971,1450000.0,4,1400000.0,896953.0557430977,841953.8140046926
2972,490000.0,5,,424581.3954261856,427723.0966952599
2973,740000.0,4,,606411.0531846015,633195.1812512474
2974,800000.0,4,789000.0,772264.3694551808,799007.9713614068
2975,521000.0,4,521000.0,360803.6311629958,343183.1045167102
2976,720000.0,5,,563268.0461420866,559702.7406677677
2977,650000.0,2,534500.0,529460.5140365573,514779.11491198826
2978,230000.0,1,,366121.019766012,344227.2039510713
2979,265000.0,2,350000.0,327359.51277685096,325315.0381236575
2980,550000.0,2,350000.0,356557.8860362249,354950.73881313583
2981,1800000.0,5,1560000.0,1508484.404994749,1480489.7021452878
2982,631000.0,2,620170.0,505433.6543218106,486549.2765602022
2983,1072000.0,3,614419.0,645723.8692992674,609045.5237465468
2984,390000.0,4,380000.0,363373.90763524844,358713.539593508
2985,1200000.0,4,,1358318.9936041671,1345437.1907611631
2986,2100000.0,2,,1675405.9630936,1564752.2726156705
2987,585000.0,3,570000.0,503342.4707844161,494755.44482842676
2988,314000.0,4,,390334.437081726,375552.9577490124
2989,295000.0,4,,350372.7831518504,333397.5661819549
2990,730000.0,4,,606473.1171773059,605971.206649412
2991,500000.0,2,527500.0,550324.6581133712,531776.3950568824
2992,670000.0,5,570000.0,561430.9635640748,557307.8678482525
2993,590000.0,4,650000.0,622204.2605556094,624540.748475326
2994,360000.0,4,,303020.7474242629,298566.7854139475
2995,299000.0,1,300000.0,325842.1932672601,309219.9269210757
2996,270000.0,5,,419978.6236808173,416937.7054897842
2997,450000.0,1,395000.0,290083.25372131437,284191.7556271225
2998,2700000.0,3,3100000.0,1863053.0265149348,1624579.6213868628
2999,382000.0,3,420000.0,314253.54704952025,306736.03477054025
3000,680000.0,1,570000.0,537554.1078796004,541895.5265845768
3001,750000.0,3,674500.0,628575.2402220526,614171.0538908915
3002,890000.0,1,,776053.0157702446,732606.9419253621
3003,1300000.0,4,1047500.0,763264.4501412833,727492.5603505245
3004,240000.0,2,220000.0,217352.46649183103,213957.85625059222
3005,490000.0,3,,445970.9393564694,470353.7748121861
3006,330000.0,3,,373930.815967954,385850.98309281643
3007,850000.0,2,,981337.5740984469,941117.0874815221
3008,870000.0,4,,960529.6763770214,960867.7052584898
3009,370000.0,3,,431992.60830719775,430787.92020412383
3010,400000.0,3,,413477.5372821865,409667.38862951717
3011,1400000.0,1,1450000.0,921616.9249190127,886661.949319957
3012,1500000.0,3,,1173240.4511684019,1191721.9207758033
3013,465000.0,5,,491565.4034791004,485892.6552553322
3014,500000.0,4,405000.0,396243.54972295277,384360.8767047112
3015,570000.0,3,,589198.5200060459,576612.9101732535
3016,440000.0,5,601500.0,529386.5289358695,520718.33256092045
3017,275000.0,5,,363511.1686551686,352829.81814551837
3018,490000.0,2,,571231.5535825626,563370.8555241841
3019,1541680.0,2,1520000.0,909232.6333936469,837626.847706867
3020,570000.0,5,,541718.356133129,535061.1230550271
3021,540000.0,1,545000.0,667781.7395432296,675485.2167935383
3022,335000.0,5,270000.0,266856.97110915685,252655.89234857023
3023,780000.0,2,,649094.3044238498,637987.0522852212
3024,300000.0,2,,299848.07515212917,291585.76217297744
3025,650000.0,1,850000.0,811155.6457005122,777855.7120891057
3026,550000.0,1,570000.0,535342.6872040067,522716.7218401333
3027,1250000.0,5,1150000.0,851561.3619108445,790201.139091688
3028,325000.0,1,,277751.8006627948,279974.5523205687
3029,1800000.0,5,1100000.0,1236137.1314651195,1180301.039799449
3030,820000.0,1,,1089764.523810727,1068853.2538733697
3031,199000.0,5,,256252.22050566372,253290.31516640633
3032,416000.0,3,,400048.7867680322,403255.45243140066
3033,400000.0,1,325000.0,398723.5563911423,385013.8479830056
3034,434000.0,2,380000.0,365599.7812351025,361499.71350936015
3035,845000.0,1,767000.0,759000.1687916742,759520.8441199828
3036,400000.0,3,400000.0,421865.25560484565,421413.00313822704
3037,350000.0,3,,260345.97697386725,256350.04654439946
3038,1300000.0,3,1300000.0,1364499.4975801513,1356130.8512002665
3039,1300000.0,1,1300000.0,1376076.0851167832,1341946.2803655844
3040,400000.0,4,373000.0,353842.1658604949,354711.4129236565
3041,280000.0,4,,358470.4420853036,348431.5613494917
3042,774800.0,1,,523946.94773772045,505350.37882901187
3043,275000.0,2,,274528.9932140571,270862.5126078455
3044,330000.0,4,,329370.157884082,314359.55213752115
3045,1900000.0,1,2100000.0,1207092.616973472,1066154.0877968716
3046,140000.0,5,,170666.20757571814,142701.96926562014
3047,570000.0,5,630000.0,748817.3812228712,759424.7240212336
3048,405500.0,1,313458.0,342909.2072980277,337337.3888945418
3049,448000.0,3,388008.0,432678.86198443576,433480.6544082714
3050,259000.0,5,,364308.03019387816,362140.34399804095
3051,2250000.0,4,2250000.0,1221097.6417492821,1176602.3299702446
3052,370000.0,2,306000.0,361146.548272785,359824.4861185912
3053,340000.0,1,460000.0,416898.39857367735,428787.44070728123
3054,475000.0,3,608500.0,366676.71104839677,364178.6491986759
3055,360000.0,4,,340764.09120174125,332155.0820824872
3056,1100000.0,1,,1001823.9708023849,968348.3023003429
3057,590000.0,1,,603474.4046902661,602377.2619229477
3058,250000.0,1,320000.0,328467.41019214754,317125.2338487741
3059,350000.0,3,,305570.9108119222,295710.9604789577
3060,397000.0,5,399500.0,361725.1066598972,349807.22414067097
3061,310000.0,5,,358126.14702306327,350861.7985495484
3062,1295000.0,1,,965708.4553416781,957967.0118949268
3063,450000.0,5,,488504.71242684044,506914.14261026616
3064,480000.0,5,,491013.30485996115,505367.4880664327
3065,1200000.0,2,,855818.2532210748,773294.9984470609
3066,320000.0,5,,326113.11502392916,305165.56600927055
3067,370000.0,5,,388479.67350832344,381802.5039954748
3068,392790.0,3,392793.0,324261.59168935695,327945.17291864177
3069,275000.0,1,,284401.68376204435,274754.9038627708
3070,940000.0,5,,1171877.3743774525,1140395.6726548208
3071,345000.0,3,339242.0,338254.4130344609,339365.49377735483
3072,420000.0,2,,385163.6447058475,383049.9702429099
3073,313458.0,3,393000.0,348335.07509318145,343732.4385834711
3074,380000.0,1,,348763.5533784378,340536.19339006214
3075,820000.0,1,800000.0,666267.3436748639,642643.2613304436
3076,168000.0,1,,184818.13267529817,181926.06212338284
3077,270000.0,5,,271439.97675182985,275971.74146621936
3078,790000.0,5,,691840.3954434545,715859.5292023844
3079,230000.0,3,,273570.51746870874,282178.4613255981
3080,750000.0,5,675000.0,620353.3810066486,623246.5528333127
3081,494000.0,3,,374300.0368807062,366919.36870730575
3082,1750000.0,5,2100000.0,1515849.3941237803,1358934.3588302415
3083,450000.0,5,450000.0,367167.2654308661,360842.62591109064
3084,331000.0,4,,397784.66033816466,384623.1762185735
3085,400000.0,1,,348121.12633471,331084.197610574
3086,980000.0,4,,1153034.3092995698,1051052.9158258943
3087,430000.0,4,,362550.69744685,362760.72557306226
3088,400000.0,4,,388132.7162741788,373080.1334741541
3089,250000.0,2,,400998.0001887875,397999.83004617016
3090,1350000.0,3,,1086407.2155174434,977168.4445635335
3091,315000.0,1,,305206.87053029053,295531.6033270063
3092,370000.0,3,,290487.8074788738,274563.79329323256
3093,550000.0,3,,606126.0248719627,627713.73141384
3094,945000.0,3,,1064777.5796306129,1065978.0127812466
3095,400515.0,1,350977.0,369166.0325293768,359241.7862016909
3096,1300000.0,2,,1156138.806046179,1110079.9302605325
3097,210000.0,2,160000.0,166615.7961792689,164436.953810921
3098,550000.0,2,,488105.66568664624,475942.42358356714
3099,478000.0,4,,772592.9583743354,700457.6691853752
3100,975000.0,3,,651684.6202373767,654418.0921955758
3101,1144000.0,3,1100000.0,1120781.0781046008,1116217.015668138
3102,260000.0,5,,269603.3990076066,245125.20379666812
3103,360000.0,1,367500.0,375176.47072303965,370726.28743617865
3104,699800.0,1,590000.0,591698.2049228409,580917.1576718291
3105,430000.0,2,,342665.36645300663,353313.8893216571
3106,190000.0,3,195000.0,204911.74443101863,207367.6567384549
3107,383000.0,2,416000.0,304973.91737453855,295639.9153331825
3108,950000.0,4,950000.0,1088394.8577015062,1054479.4548000298
3109,950000.0,1,,745846.4068469569,740335.8530595993
3110,1000000.0,4,1000000.0,986505.9319257083,985102.2129978844
3111,1150000.0,2,1100000.0,1227310.1484718397,1183932.0720520387
3112,270000.0,4,,272607.7352851979,278844.6297960027
3113,980000.0,4,,1305882.079519346,1255780.9220439815
3114,255000.0,1,,289097.71433371364,287045.5162372383
3115,1200000.0,2,1250000.0,1531776.1909339125,1467499.2118429746
3116,185000.0,1,195000.0,214321.55279858975,215636.87889346274
3117,370000.0,2,357500.0,337250.97138632275,327499.0000217991
3118,591000.0,1,,527668.8939504763,521094.98419101286
3119,830000.0,5,830500.0,621282.8991433682,615837.0218539014
3120,1400000.0,2,1250000.0,1086807.7088540664,1053975.053766856
3121,260000.0,4,,223083.47742926015,220281.07530547513
3122,410000.0,4,,521491.7561217409,527209.9371445884
3123,480000.0,5,530000.0,451781.6225329434,444033.8364533262
3124,750000.0,1,1100000.0,872990.3800991273,830152.8451038761
3125,1300000.0,3,,614771.286917418,604463.0142054354
3126,1200000.0,3,,993076.5356009426,943072.3880692744
3127,570000.0,1,632500.0,634700.3966298146,630097.6204061083
3128,680000.0,2,,685185.2591069967,672703.573904085
3129,1200000.0,1,,875173.1979369115,824549.4151510425
3130,800000.0,1,,919130.0477332589,928175.7912148647
3131,500000.0,2,,408049.03538109607,391582.0821775078
3132,360000.0,4,350000.0,343959.87144018954,344455.5359702809
3133,200000.0,3,,228173.0627945008,229364.1464199937
3134,375000.0,3,,287474.01908550056,258519.41542436133
3135,260000.0,3,,172861.7991926455,166482.58569115656
3136,635000.0,3,,756668.0484947392,749362.017774626
3137,410000.0,4,,410174.1244700395,408580.84631316416
3138,1100000.0,4,1050000.0,1013932.0416827513,992871.6692520515
3139,330000.0,2,350000.0,383225.7094130945,379011.13168310956
3140,453600.0,5,447300.0,411830.98784455203,405917.7949541647
3141,475000.0,3,471450.0,427169.21016013087,435429.20738900226
3142,706200.0,5,727600.0,346145.9808571982,327175.6058269905
3143,500000.0,3,,440862.92740825994,437898.00447972986
3144,1300000.0,2,,1040234.8513295242,1035296.1368103967
3145,1200000.0,5,,879895.5108922581,866805.0968449574
3146,270000.0,5,520000.0,569797.5725500565,559326.078104527
3147,930000.0,2,,1015183.6756819698,976837.3948818184
3148,290000.0,5,530000.0,237468.8479712228,217393.1226873236
3149,1290000.0,5,1270000.0,1315486.3567835535,1316718.470129013
3150,417000.0,1,439000.0,384809.3597574044,387509.69282648334
3151,310000.0,5,,340807.8509750465,334745.19780318055
3152,320000.0,2,,319317.3359093901,320252.77643568703
3153,956000.0,2,,1003181.5582682713,1028279.5225097705
3154,355000.0,3,,318783.6421310148,310006.3468582959
3155,330000.0,5,330000.0,350732.4477269338,346944.40017511975
3156,780000.0,5,,561343.7209498726,520987.7895399125
3157,2950000.0,5,2680000.0,1359286.8747819576,1144002.9528776451
3158,475000.0,2,,517960.9826536617,525825.7826336558
3159,360000.0,1,,421178.97990605317,414527.5135274128
3160,400000.0,2,450000.0,347045.77057824953,343398.46236291603
3161,1200000.0,5,,962626.5629200888,863918.7403212029
3162,390000.0,2,400000.0,407878.34797563107,405260.04462722066
3163,350000.0,1,,311386.13258857286,304885.1653834399
3164,400000.0,2,501449.0,398724.57531071187,400002.1411151956
3165,342900.0,1,342900.0,304403.01721190376,297133.9040614571
3166,740000.0,4,,713415.7195415574,741814.1871245129
3167,618000.0,5,650000.0,528086.8697195706,527156.2898110684
3168,295000.0,5,,358744.7812599752,353519.795855125
3169,420000.0,1,,375527.7832938587,365997.1289272338
3170,290000.0,5,270000.0,271416.62131927366,261783.67607025668
3171,315000.0,1,,296828.88574324537,292550.55099716445
3172,1150000.0,3,,858035.0424403733,842184.364874041
3173,1900000.0,1,,747993.1975682128,833764.1872836251
3174,350000.0,1,,314938.79756590386,302454.47624723194
3175,720000.0,2,,704780.126235075,691178.2702512112
3176,454231.0,1,457713.0,451198.6759727051,443362.6570702467
3177,485000.0,2,,495725.0723323274,503475.8590851565
3178,850000.0,3,,1074816.8237482607,1052635.945406343
3179,370000.0,2,,358919.37002208974,349846.86089699506
3180,3450000.0,3,3500000.0,2238201.8964942163,1926185.3874224965
3181,1050000.0,1,,1100293.214894215,1148755.3114123517
3182,750000.0,1,590000.0,506372.52878851676,478547.96487568214
3183,420000.0,4,650000.0,523421.09317920107,526944.9728222019
3184,535000.0,1,500000.0,472335.28854463313,476318.8669465279
3185,450000.0,5,495000.0,523088.1615702868,524523.3063515979
3186,350000.0,2,,304169.7922031077,298835.20799195376
3187,340000.0,2,,369271.37120679446,357552.93371534825
3188,360000.0,1,,289682.30769594945,295047.0993420379
3189,600000.0,2,,600908.6566083942,599296.3102669973
3190,340000.0,1,,325270.8538466065,303533.3957587803
3191,600000.0,3,550000.0,551132.5847510912,554722.9689137033
3192,600000.0,5,,692194.3393859942,671313.8437315567
3193,210000.0,1,300000.0,245298.79800110759,233741.39022157266
3194,900000.0,4,,1035186.9736886068,1050947.7446350197
3195,1120000.0,4,,879643.3700631041,944415.094022035
3196,410000.0,3,452096.5,415365.5712799013,416407.4734019875
3197,335000.0,1,380000.0,366662.8678842676,372963.0003147543
3198,970000.0,1,,803496.7728544241,740236.9017976149
3199,1541680.0,3,,840265.1235368148,791744.9232679313
3200,840000.0,4,,539599.9823170657,540835.1659660757
3201,2650000.0,1,2100000.0,1259385.9300209014,1191151.8679217633
3202,501449.0,4,400000.0,403618.4978308382,407690.7980091651
3203,3000000.0,4,,3025860.7864416395,2707747.3636047943
3204,600000.0,4,450000.0,523588.5887516927,516537.32052241184
3205,830000.0,1,,972878.0772169502,953976.9696429301
3206,380000.0,4,388750.0,367199.05632336007,360049.22773014987
3207,300000.0,3,,269148.79417004733,258804.72201424616
3208,275000.0,2,,334517.1722381915,320027.9557138614
3209,225000.0,3,350000.0,343367.90946975246,327332.82840459474
3210,409100.0,1,350000.0,297907.85098442447,298503.67934976035
3211,2300000.0,2,,1365381.5580748771,1318918.8289224778
3212,472000.0,2,499000.0,506410.802480937,508543.34615332645
3213,3200000.0,1,,1839933.4562423024,1613322.9210187544
3214,650000.0,2,,681394.0136058256,662170.2917282848
3215,1100000.0,5,,996327.9993981028,1009800.4769822888
3216,439000.0,5,385000.0,278215.52640705503,260849.98660181102
3217,750000.0,2,,1085893.6079330265,1020607.9822288947
3218,690000.0,5,,573031.2895644393,571866.1840407148
3219,650000.0,5,,683120.7941382937,650274.3787572937
3220,1700000.0,4,,1287581.3783518816,1250877.5347822534
3221,1400000.0,1,1250000.0,1301670.6328390883,1213717.2323485233
3222,560000.0,1,665000.0,493868.3574228255,470161.3972184772
3223,600000.0,1,,688566.7731103475,696724.1153492847
3224,195000.0,4,,249400.908153119,241123.63489413992
3225,250000.0,2,,248308.77087685704,244438.20586810334
3226,850000.0,2,1300000.0,1472736.583295846,1404245.2991976338
3227,380000.0,3,,349720.49105083774,348588.82979547494
3228,280000.0,2,,284078.63796766894,279273.4721500048
3229,480000.0,1,485000.0,553378.1113973213,538067.9964376087
3230,1500000.0,3,,1327794.8928960138,1188783.0662562842
3231,865000.0,3,1100000.0,1250893.4927542724,1193954.803218964
3232,680000.0,1,,562359.5566567576,555991.0605818137
3233,420000.0,3,380000.0,406776.2224184892,402396.01522702735
3234,328400.0,2,309000.0,326456.2657809956,322060.83596931613
3235,580000.0,3,,358146.16515637236,355509.423643407
3236,3000000.0,1,3050000.0,2212303.8056254154,1802460.6712300908
3237,254200.0,2,,198980.37434097068,205443.16630438852
3238,1900000.0,2,1711000.0,1194864.4001660598,1177426.5171980406
3239,695000.0,2,747500.0,622174.587512176,599099.5948245323
3240,330000.0,3,300000.0,291025.0540478651,280024.7102406156
3241,190000.0,4,,188124.38834183777,176039.85432504775
3242,560000.0,3,,533983.3935623113,548895.7398949533
3243,750000.0,2,650000.0,517845.4302388747,482184.2712454763
3244,630000.0,5,475000.0,578425.0759941663,562619.257719927
3245,850000.0,1,,832924.0652947467,797479.4383107201
3246,3500000.0,4,,2401491.452933379,2038071.2324434037
3247,270000.0,5,,248979.81643069314,256867.55195922594
3248,1300000.0,4,,720313.837572265,691367.2024074616
3249,510000.0,4,527500.0,398824.5474829452,384310.3311536987
3250,265000.0,3,,327691.3724392057,318787.08104967943
3251,790000.0,5,,807732.9469477951,784852.254224505
3252,260000.0,3,250000.0,222912.51114816443,222037.30912952786
3253,360000.0,5,,331255.3460700694,346309.7384801248
3254,2000000.0,2,,1917010.2455206006,1768472.0693078283
3255,450000.0,5,525000.0,489546.20611574233,484615.95907586865
3256,1100000.0,2,1190000.0,1357850.1201132643,1280291.3748439297
3257,470000.0,5,490000.0,427588.32388375874,425062.3216057096
3258,570000.0,2,442613.5,387183.14982597344,364810.5804473875
3259,255000.0,2,255500.0,316749.0356744811,315324.7667393555
3260,364000.0,4,,310514.7949492544,314307.1993740368
3261,249000.0,1,,241725.7176378864,236328.3312586331
3262,375000.0,1,,283390.65849789156,284460.66810441663
3263,360000.0,4,350000.0,354313.8816018418,344899.3868651375
3264,349000.0,2,,399099.0883435764,388420.15394879587
3265,1000000.0,1,,891126.2898139395,889189.0406332389
3266,980000.0,4,,964826.0800804736,900387.8278848028
3267,320000.0,4,440000.0,416090.13311948563,402515.0998775946
3268,1800000.0,5,2000000.0,2361095.7106600422,2283337.314404724
3269,457000.0,1,394000.0,374943.2717357431,367277.92226458155
3270,400000.0,3,382500.0,361353.71943780815,357270.2034431778
3271,450000.0,1,365000.0,395470.1704956886,385242.6094367246
3272,260000.0,3,,351275.3706501467,362479.2966077461
3273,350000.0,1,418500.0,346328.5215605751,342194.0003127856
3274,512000.0,3,608500.0,314595.64591513877,300072.5526740343
3275,430000.0,4,,514875.25398162025,510093.2547707309
3276,380000.0,5,287500.0,268524.7877810598,265268.15891974553
3277,1300000.0,5,1300000.0,1281495.9858952223,1264826.131977286
3278,480000.0,4,,424286.10257000424,402342.246302777
3279,500000.0,2,,522452.299947336,512468.3879628679
3280,620000.0,4,,286071.43137748825,276968.29575434845
3281,330000.0,5,340000.0,264511.2568050022,264555.24085339287
3282,550000.0,1,,574743.358536198,579490.9013793416
3283,185000.0,5,,160435.0463960107,166586.78357653465
3284,352000.0,3,,314253.85023730266,304420.1318879804
3285,400000.0,3,,508132.0944288082,495340.3886767851
3286,400000.0,4,415000.0,335178.3067030231,330822.71719472454
3287,990000.0,3,1800000.0,1180669.0906315865,1061987.7752056231
3288,562000.0,4,623500.0,600048.3347608328,606809.5197823078
3289,570000.0,1,,487506.58353520645,476096.02836674225
3290,1700000.0,2,,847077.2142741854,769195.4293508547
3291,170000.0,4,160000.0,174078.98731249664,171243.87886290278
3292,850000.0,5,,1155409.708388611,1102906.0139506296
3293,1465000.0,1,1375000.0,940833.3438687723,914494.340399128
3294,379000.0,1,360000.0,377617.62082926487,373261.5807700359
3295,1050000.0,4,,832053.8748981218,818951.9722258111
3296,408000.0,1,313458.0,342909.2072980277,337337.3888945418
3297,410000.0,5,300000.0,352497.4794478893,343348.92162890907
3298,1450000.0,4,1500000.0,1500692.317742621,1417454.1790694953
3299,1000000.0,2,664500.0,480625.09054457163,437736.7145692845
3300,365000.0,2,,374432.1593350222,382729.49241015594
3301,300000.0,5,,210149.71776268497,199022.79677564735
3302,4000000.0,4,,2687912.0478218948,2294835.7472600243
3303,1600000.0,2,,1042727.5943360709,1006529.9796413819
3304,215000.0,4,,255812.95592117327,236469.26486565804
3305,260000.0,4,,264344.3428277775,265610.03938215424
3306,158000.0,5,,187201.73215200673,184214.4625520479
3307,340000.0,5,380000.0,336646.8714613894,324481.2733932635
3308,360000.0,3,320000.0,259403.98484643514,251544.4649203701
3309,490000.0,4,,517529.9910102354,523189.89557031036
3310,380000.0,1,,376981.4860758062,380378.9854603413
3311,380000.0,3,476000.0,353432.76583596563,349052.4190953579
3312,540000.0,4,585000.0,439169.7612743973,409940.7958494072
3313,1210000.0,5,,877447.0921915767,848063.1460114503
3314,480000.0,2,465722.0,456878.11630831286,453219.42738102947
3315,800000.0,5,647500.0,445086.6338313172,433226.0145848231
3316,650000.0,1,,629503.4785505714,608260.7541760813
3317,200000.0,3,,239054.9479814712,234385.19193884105
3318,1140000.0,3,900000.0,952760.1699138512,958378.1251682526
3319,255000.0,5,255000.0,282936.32996436226,287556.5643942884
3320,850000.0,5,,956743.7025675392,937914.1278344098
3321,990000.0,2,,1067073.1220270363,1060619.4423799743
3322,273000.0,2,320000.0,256407.03475834057,247175.6659033792
3323,680000.0,1,,865853.5875747802,828547.668445612
3324,350000.0,1,350000.0,377287.689116654,374521.16551851854
3325,330000.0,5,340000.0,264511.2568050022,264555.24085339287
3326,270000.0,4,,309672.57175028475,316615.09408398316
3327,440000.0,3,,445323.4911165867,429773.3600314192
3328,265000.0,3,200000.0,208021.26324076892,207493.26250279477
3329,850000.0,4,,814184.4335754156,832504.0325081272
3330,330000.0,5,550000.0,440037.8720854466,423291.8355830555
3331,770000.0,1,,721033.2534702977,738998.8684943459
3332,450000.0,5,388000.0,377384.2573259218,372351.53250538843
3333,487200.0,4,640000.0,521886.14484189136,513878.5085226312
3334,360000.0,4,360000.0,350760.7287240154,356294.88175391615
3335,255000.0,2,,270266.4421717523,271583.95626099
3336,500000.0,5,620000.0,596247.9458375555,578949.778509782
3337,1300000.0,3,,984037.8568885823,913087.8970643549
3338,622000.0,3,570000.0,548490.346380539,540520.7907055938
3339,462000.0,2,,391118.29740902025,378796.26186984184
3340,430000.0,3,405000.0,385051.7694526936,380176.8534662891
3341,1220630.0,1,1000000.0,1301497.816919934,1260694.6570960975
3342,609017.0,4,590000.0,539814.113122678,528911.4943268052
3343,650000.0,5,650000.0,593630.229154663,589983.3346948182
3344,300000.0,4,,361918.00589940423,360102.9285876985
3345,460410.0,1,,422924.88281954924,429564.02693019673
3346,281036.0,2,,395723.9490235078,412481.83073836623
3347,945000.0,4,1070000.0,732028.4175077492,704369.8789963045
3348,550000.0,4,,520148.310447606,528376.5438019756
3349,670000.0,5,665000.0,625267.0122488622,614497.6529782851
3350,1100000.0,4,,1181644.3366856854,1273286.418312016
3351,795000.0,2,,820506.7913682023,836549.6119883901
3352,550000.0,1,570000.0,550972.5713983703,536187.3615569577
3353,360000.0,3,369000.0,339383.9477218653,332361.7866646961
3354,918000.0,5,,477634.1936524884,450919.0554962539
3355,230000.0,3,,185530.21867735023,179175.28006527005
3356,690000.0,4,,545658.3210575689,535876.7586116125
3357,480000.0,2,487500.0,595169.3273124612,591365.4647989688
3358,4400000.0,3,,2654535.9934871094,2105129.094350172
3359,350000.0,5,,282920.5531059406,264426.909344866
3360,392793.0,3,,389169.8252012345,379781.36784336227
3361,3000000.0,1,,3196409.9756799373,2620100.750339295
3362,560000.0,1,,690566.1419889565,669423.2579332168
3363,650000.0,1,512500.0,553574.4449741833,537073.057356731
3364,470000.0,5,,437783.68483962887,425576.2749109762
3365,250791.0,3,,260835.77347107758,259961.61884143698
3366,606900.0,5,590100.5,531766.9292269264,528591.341411703
3367,810000.0,2,,700371.9729467194,706724.6146502786
3368,295000.0,4,,305335.45937329985,302323.2227901639
3369,310000.0,3,,300728.0704393655,296380.1680680624
3370,1500000.0,5,,927636.3356309009,896019.5562923336
3371,607000.0,1,532500.0,549971.3835259182,552817.3829811754
3372,580000.0,1,,640707.463229148,637980.3515485663
3373,350000.0,5,,319806.4434162281,302185.0823004962
3374,350000.0,3,,282336.3461371341,278248.42355150223
3375,230000.0,1,,315821.6404085045,305154.8191674094
3376,600000.0,1,,851559.60439986,773893.9288382004
3377,2000000.0,3,1975000.0,1399057.0151769235,1313928.7484580106
3378,200000.0,3,,279714.6362498429,276662.6860449633
3379,210000.0,2,,199287.03680307162,197193.0467106168
3380,800000.0,4,,816562.7868014975,824650.7374356037
3381,480000.0,4,,486259.5089655724,473234.8349563434
3382,650000.0,3,,458696.7030988362,443352.859914221
3383,350000.0,3,,301053.34886064974,303668.5584497064
3384,1100000.0,4,1003680.0,919734.9238559034,879556.1680457975
3385,2000000.0,5,2100000.0,898152.7550376485,840376.1994094158
3386,1600000.0,3,,1117771.3149689883,1025962.1800791727
3387,450000.0,4,,470018.45396822446,467248.4372293779
3388,690000.0,4,,764797.6413240458,749412.9161321108
3389,1400000.0,5,,1423706.5551063723,1189840.842875464
3390,550000.0,4,350000.0,480596.6486080217,466322.5808496975
3391,706000.0,3,630000.0,588743.1895934376,586465.9704244167
3392,302000.0,1,303800.0,313137.64703283465,290566.05490698764
3393,150000.0,2,,203730.57768140512,196220.6635866283
3394,800000.0,1,,874908.862209535,879632.1104521113
3395,370000.0,4,322500.0,342184.98455471586,342876.9254542476
3396,5000000.0,2,,3477150.940972506,2999734.7784242257
3397,800000.0,5,,779817.964359647,731429.6720185042
3398,250000.0,2,250000.0,265454.7330725614,254005.53204589002
3399,353500.0,2,399000.0,384233.9289499135,379992.87450096174
3400,190000.0,3,,280246.2134814798,267027.57299185643
3401,1200000.0,2,,1179913.8275899142,1013410.5855174862
3402,371000.0,4,360000.0,346460.2886474824,334335.35204385134
3403,1050000.0,2,1139000.0,1081418.3929428542,1040238.5685072559
3404,850000.0,3,950000.0,908895.3194031832,918910.3331004849
3405,690000.0,3,,636509.2328781211,622009.2816815788
3406,850000.0,2,,839042.0977251637,867293.0638844117
3407,384000.0,1,380000.0,386263.39819600584,389309.9234431975
3408,490000.0,2,480000.0,473819.86381206074,475554.7595887747
3409,850000.0,3,660000.0,704720.668043358,708992.1696096121
3410,1100000.0,5,,1011858.6955491172,968400.2084329182
3411,234000.0,4,241000.0,215036.13183473292,211397.33809755233
3412,600000.0,1,,657945.8985680277,618513.3118518635
3413,370000.0,1,,387494.1719011647,376483.50463082286
3414,1400000.0,1,1300000.0,1554701.756818441,1493472.900745965
3415,240000.0,3,,213388.17807395392,205058.90273735372
3416,350000.0,5,,222830.6015326143,207126.44084685494
3417,500000.0,3,,508192.70022138086,517582.2703295737
3418,320000.0,2,,296085.7178160257,291144.42636383796
3419,460000.0,4,455616.5,488019.55719019705,494670.8771992901
3420,290000.0,1,284499.5,293112.2658046569,293773.2009344162
3421,760000.0,2,,444111.9517111714,464474.18885870697
3422,3100000.0,2,2850000.0,1838719.2298932825,1520542.715460031
3423,375000.0,3,380000.0,370822.9473255204,375650.95602911024
3424,551419.0,3,1106500.0,818721.9706905388,805753.5784447663
3425,430000.0,2,420000.0,371437.3383710274,380377.53106398816
3426,270000.0,1,270000.0,287886.7272915705,280099.04118295986
3427,554000.0,2,420000.0,397718.80641598685,396588.313062509
3428,260000.0,1,,268553.22050475335,274571.72894668137
3429,380000.0,5,360000.0,350781.7495344386,340776.0327975849
3430,590000.0,2,665000.0,687566.6624669291,705503.0838922547
3431,1200000.0,4,,1305939.2323424013,1266570.7187427867
