Id,preco,fold_busca,log_a200_d5_i1200_bruto,log_a200_d5_i1200_calibrado_cf,log_a200_d7_i800_bruto,log_a200_d7_i800_calibrado_cf,log_a200_d6_l2_10_bruto,log_a200_d6_l2_10_calibrado_cf
3309,490000.0,4,495763.3338334295,451425.5592760956,485641.7974232318,441727.6474533766,500400.80922961823,455833.7666497403
3310,380000.0,1,378405.27135254134,347613.7052701401,374852.9738939484,344093.4740762372,381663.6900982516,350882.41522820666
3311,380000.0,3,333823.0902812288,306309.59344322525,338437.4984234875,310162.7957067649,334201.2715847907,306665.04519571306
3312,540000.0,4,406116.16154827847,369795.83371042495,398131.0376488843,362130.046408564,407235.7179174348,370966.20906429196
3313,1210000.0,5,814133.2316881679,747145.7152552535,823811.1901363578,754694.9357932969,821846.7746025638,754033.6298595014
3314,480000.0,2,459195.4784378002,421138.76294095407,459593.00560841744,420805.22103584534,477491.4113664972,437994.06131680775
3315,800000.0,5,422757.6730566697,387972.8424309726,415925.00443910755,381029.6561619206,421066.3182518413,386322.8209620347
3316,650000.0,1,594351.7484185668,545988.2013881374,606923.2170431843,557120.6120642888,591469.8944833032,543767.6952126306
3317,200000.0,3,233409.91737271933,214172.41340562454,235531.33463932713,215853.90971324308,236789.88011320145,217279.7815593562
3318,1140000.0,3,920608.0953910969,844732.1339642078,928654.978550749,851070.6577611219,916630.342691271,841105.373825194
3319,255000.0,5,292007.8568507786,267981.22294373286,290253.8556701459,265902.0872640487,287770.28851632995,264025.4630440298
3320,850000.0,5,969156.3319909876,889413.3941174287,945037.8279455798,865750.8800840325,946871.3165949421,868742.0063273946
3321,990000.0,2,1035978.8711509198,950120.1137993385,1040789.6405110457,952951.2185401439,1014865.6141615543,930917.5022966368
3322,273000.0,2,240394.67391929205,220471.49927604952,240222.04675628853,219948.28086894576,238946.7405698086,219181.43625049357
3323,680000.0,1,848050.4389674504,779042.9406328206,795643.9681431886,730355.4091680972,773116.8152210927,710764.7450258691
3324,350000.0,1,367789.2403614984,337861.5211769618,367044.62045991037,336925.854643949,379278.45916971465,348689.5537881608
3325,330000.0,5,270712.8088154606,248438.34804750612,262397.31196935783,240382.6567059257,259186.57286010173,237800.2790593868
3326,270000.0,4,323446.46236298815,294519.5624675721,309881.0250994317,281860.0395062795,315605.95403955545,287497.2385204932
3327,440000.0,3,438185.7627261737,402070.757658465,431123.820702189,395105.6550992783,425874.81656163034,390785.2272652213
3328,265000.0,3,194037.46319440732,178045.01304497034,196614.75989671904,180188.6135279049,200129.79794553938,183640.2753375125
3329,850000.0,4,796440.9126048064,725212.5356325519,824288.1495159933,749751.9098259947,819582.6495708975,746588.4134157065
3330,330000.0,5,411781.87899766676,377900.1452562071,408736.3665903956,374444.1319002546,413519.01982153696,379398.27370225213
3331,770000.0,1,721382.4334289217,662682.1547826558,737644.855074153,677115.5586156213,715246.4839355418,657561.6708578673
3332,450000.0,5,364451.2190778884,334463.8889005511,361585.74241081276,331249.3589791266,363445.4527906531,333456.43311211374
3333,487200.0,4,499295.5517778298,454641.8791453091,497593.8105340793,452598.9000140073,496063.5547429398,451882.79971860186
3334,360000.0,4,348150.10710375116,317013.877561483,350860.5036386837,319133.9495054932,358514.1653636414,326583.92908394936
3335,255000.0,2,266861.8304274285,244745.13887790596,260629.30081429958,238633.24550031073,268275.1435308544,246083.839139966
3336,500000.0,5,550156.0776093074,504888.80702620826,571235.149797048,523309.56396404386,566701.2464528496,519940.95628761145
3337,1300000.0,3,898023.1384426003,824008.6154832103,914834.1504209137,838404.4883452008,886452.1238582467,813413.6633823523
3338,622000.0,3,523661.49201032665,480501.6291246511,533136.1888113193,488595.41742403037,522834.2114113613,479755.73615270125
3339,462000.0,2,371937.50111992966,341112.4596563597,375632.9252645984,343931.0307498193,374296.870167436,343335.6127467048
3340,430000.0,3,368245.0420163947,337894.5087725945,376214.5147867025,344783.7377219238,375366.13688722264,344438.16681964713
3341,1220630.0,1,1259028.489801107,1156578.9155529223,1235609.783718775,1134218.7275874915,1252306.7522208984,1151307.8902337875
3342,609017.0,4,517279.77791928314,471017.7157391082,521074.6409565682,473956.47680787306,518386.43598085234,472217.54508565675
3343,650000.0,5,578634.7717098122,531024.2519940254,585525.9147526077,536401.3598387613,601625.3159068758,551983.3316715381
3344,300000.0,4,353110.6323224551,321530.76640407136,361784.47491455346,329070.1208938322,343737.94611165026,313123.71967931825
3345,460410.0,1,419267.0790457202,385150.5089343485,416225.2469550364,382070.8416295437,430922.8936272565,396168.85131025984
3346,281036.0,2,393917.7388263701,361271.0425507953,398660.117315587,365014.8212396754,393738.415415127,361168.98348093726
3347,945000.0,4,671073.4397132181,611057.0955206155,699836.6044749987,636553.8932949186,677600.1340872592,617251.2428165005
3348,550000.0,4,518070.022855747,471737.2864254877,515201.4571854449,468614.3755636124,511605.7856176283,466040.79768958077
3349,670000.0,5,612935.9213652561,562503.0763386018,602869.6146867309,552289.955022853,607288.0975235946,557178.8594870741
3350,1100000.0,4,1222429.194819303,1113103.2597342934,1255933.978818693,1142366.173512974,1314616.2508156176,1197532.9900661036
3351,795000.0,2,833133.208985713,764085.6791336993,845431.2094475587,774080.2462631434,845393.2062887206,775463.589538429
3352,550000.0,1,515588.9072654373,473634.4443884493,516085.2419517492,473736.5745773523,529800.691306542,487072.129149507
3353,360000.0,3,336053.65979119233,308356.32076567673,332508.357604962,304729.0039402515,335426.53792528535,307789.35676970193
3354,918000.0,5,439973.22286377166,403771.8833907283,434044.9963148525,397629.4138114578,445710.420374776,408933.4612329915
3355,230000.0,3,175478.94447243423,161016.07619147995,177258.13999432867,162449.13911290918,174673.56283263554,160281.4848266549
3356,690000.0,4,520701.15033546847,474133.1033667604,528689.3090966549,480882.5887313229,524814.0080541825,478072.660294422
3357,480000.0,2,556045.8500344617,509962.4722321477,566417.7629380404,518614.40235853265,566741.7182197154,519861.7210104982
3358,4400000.0,3,2045135.3798779694,1876576.5610132883,1483728.8745845028,1359771.0004230542,1440262.421695302,1321593.2379563616
3359,350000.0,5,260783.26200182343,239325.81207983414,279719.2689919252,256251.33316903238,262087.46216729577,240461.80692774392
3360,392793.0,3,368527.90101183567,338154.0547010151,370301.1476091594,339364.40179026424,363453.40597307606,333506.9751252904
3361,3000000.0,1,2199329.177996014,2020365.524875745,2206845.7186284224,2025757.464813281,2181484.98115042,2005547.6557727298
3362,560000.0,1,629751.1264456558,578507.0638137894,633541.7435564524,581554.8887023932,642114.295269371,590327.6120363299
3363,650000.0,1,521703.6379833841,479251.60768534837,528726.1651403042,485340.2151468716,523644.86027362826,481412.7674742858
3364,470000.0,5,413754.4068553369,379710.3719853432,420921.9399764064,385607.3579334403,419362.53524420614,384759.6224128144
3365,250791.0,3,249810.35441366406,229221.13636265803,260082.84407990906,238354.26751160767,253548.03800740157,232657.16544437804
3366,606900.0,5,521997.78476646246,479047.40045100974,517507.17929292034,474089.27206292853,524519.3504491793,481239.6202954068
3367,810000.0,2,685814.7060416426,628976.4827207758,682075.1138732332,624510.7422305351,700205.6206486544,642285.6961281849
3368,295000.0,4,301228.34328175767,274288.4841529397,303817.5505099008,276344.85448711895,288643.65531681845,262936.27467384795
3369,310000.0,3,282865.9106191809,259552.2736540346,287481.46161240333,263463.8722450205,288407.15678651247,264644.0971074031
3370,1500000.0,5,910754.8100630211,835817.1949027295,960558.0174490669,879968.954032379,903228.1172375912,828699.9436861932
3371,607000.0,1,522665.5029860166,480135.2038792906,511052.947886562,469117.2180080927,533088.2779802006,490094.5711115087
3372,580000.0,1,636706.3811175697,584896.3560109084,627801.3284024692,576285.5176941941,643578.2252904184,591673.4757242745
3373,350000.0,5,289500.89631660003,265680.5370749819,303963.7655565089,278461.76074907137,295481.4608050308,271100.36241822626
3374,350000.0,3,267704.3821632886,245640.34918712662,265788.8012403339,243583.52146042947,270855.44328544143,248538.5419473517
3375,230000.0,1,287519.71300116536,264123.6799299972,290969.3298834127,267093.1126120499,288639.28460508154,265360.451988243
3376,600000.0,1,701497.1538266371,644414.9786987292,702640.5201312903,644983.5920659162,701210.2399103839,644657.4535271277
3377,2000000.0,3,1277750.4778606065,1172439.0576626847,1270757.0516191837,1164591.8718531057,1297247.3635975898,1190361.7825904735
3378,200000.0,3,280021.9914937653,256942.74861980887,271557.9796605236,248870.71485972035,272445.163516945,249997.2785473975
3379,210000.0,2,203212.5895568396,186370.95223834505,205117.15792733745,187806.10219599213,204556.22820497554,187635.65380734572
3380,800000.0,4,826062.6398508232,752185.0926495456,840189.8688251025,764215.7164796777,821682.9772842844,748501.6802912457
3381,480000.0,4,491733.3081959315,447755.9523222344,487234.27677118307,443176.1268876448,477738.5963908243,435189.91146727325
3382,650000.0,3,414987.5394851271,380784.51792117226,442395.3698245766,405435.5245848733,422751.8822268031,387919.6044194684
3383,350000.0,3,308870.5666291078,283413.64167181053,311932.4462224434,285872.1035425569,302099.4011514073,277208.1807719558
3384,1100000.0,4,823506.516676726,749857.5721277616,843065.4002732578,766831.228053252,825732.7843192026,752190.8006141593
3385,2000000.0,5,809353.6706250285,742759.4201991966,827223.3493098781,757820.8210437146,809831.77756443,743010.0277606839
3386,1600000.0,3,947329.1059093573,869250.8149857788,933766.8096880761,855755.4218434705,937994.0328353026,860708.8210906676
3387,450000.0,4,476238.72596835316,433647.1024527842,468159.1035774573,425825.8258543773,479859.2458612866,437121.69018951955
3388,690000.0,4,787186.8716951205,716786.1145801583,759792.2654428344,691088.0648002466,801877.0588682088,730459.7302643135
3389,1400000.0,5,1155234.1700485079,1060180.602723265,1071062.253623955,981202.0866038005,1043275.2401504589,957191.3409937223
3390,550000.0,4,456343.0194165952,415530.73554062756,450971.8294483114,410192.71064994717,460782.566481158,419744.0312077108
3391,706000.0,3,564570.6891371509,518039.11501111166,562908.9498807002,515880.81828003627,573508.8301892218,526255.063291992
3392,302000.0,1,290689.3755696395,267035.4209476239,297536.67975028185,273121.5621337134,297004.5579308829,273051.0638665845
3393,150000.0,2,186551.5900333458,171090.76535028007,184515.44748162758,168943.0925069155,184386.2795351077,169134.13205392886
3394,800000.0,1,828511.3035242435,761093.7422907593,840413.0423688956,771450.8448571273,839720.7901705296,771997.0922476896
3395,370000.0,4,345788.2450928582,314863.244776771,341461.42686397175,310584.7840630696,343002.51967045455,312453.792295907
3396,5000000.0,2,2568958.0775484713,2356050.6965498803,2481866.6841144133,2272407.2077809237,2406841.845517132,2207751.6155702216
3397,800000.0,5,708024.6524719336,649767.8325850646,728351.5982519388,667244.2293320975,718080.2614534891,658829.2158670048
3398,250000.0,2,254178.29883428363,233112.77955452673,255654.547241697,234078.34094090253,253820.04141739447,232824.44068648483
3399,353500.0,2,368203.99684122903,337688.3767827307,368638.3305107641,337526.75140804186,370561.95510276157,339909.6440718578
3400,190000.0,3,273577.7484247444,251029.6361599782,263315.98755067476,241317.2985660417,271309.3257872434,248955.02719071598
3401,1200000.0,2,975366.4566178262,894531.0706271963,911612.3213587902,834675.9409024391,935406.2705206616,858030.9125017689
3402,371000.0,4,326025.3050738106,296867.7706418564,330439.7961577996,300559.78409649053,331452.4634859743,301932.4151948323
3403,1050000.0,2,979451.5549034649,898277.6084728191,969550.4650251319,887724.3403654507,991109.8672374253,909126.7939671685
3404,850000.0,3,927978.2052720861,851494.8038543459,933319.384934006,855345.3771136836,929718.5229000035,853115.1646802903
3405,690000.0,3,631871.7501216917,579793.2633269317,611511.960618074,560423.2988275274,627461.1842099922,575762.0594974116
3406,850000.0,2,862241.4674420522,790781.5342396174,841170.7392177047,770179.3424310301,863497.8180809878,792070.6158821404
3407,384000.0,1,390547.6328041061,358768.019373168,389207.63235084806,357270.2250735758,391755.6757388505,360160.4796285957
3408,490000.0,2,472780.57895229815,433597.97191349877,471445.7136761398,431657.60864280746,470299.22666683735,431396.80299685284
3409,850000.0,3,699949.1627510351,642259.7768553803,699384.5453691753,640954.5835679589,689999.2884761129,633147.390439692
3410,1100000.0,5,901408.7123098167,827240.1013523485,928727.2164889671,850808.6991408964,902209.937120211,827765.7767909953
3411,234000.0,4,214522.88830512468,195337.3882692215,213182.25436365732,193905.25321031793,210038.6901884009,191332.0792549384
3412,600000.0,1,601853.1709195809,552879.218685687,603544.7433658914,554019.3675080065,588794.1497170266,541307.7499506548
3413,370000.0,1,357147.17095005646,328085.41745982604,348839.3284446005,320214.4434710644,364956.7214835293,335522.8679336592
3414,1400000.0,1,1359497.063272412,1248872.1676070895,1425536.5647446236,1308560.5908103513,1420204.392495497,1305664.5425930987
3415,240000.0,3,199121.9701749781,182710.45804089864,201854.91702270927,184990.9826262195,200146.99850578886,183656.05867239114
3416,350000.0,5,194997.48649713254,178952.94142430977,210360.37842147122,192711.52684872868,205364.18698547952,188418.94637925786
3417,500000.0,3,531143.1325514079,487366.63738545263,509654.3261988403,467075.3429931079,507648.1776959401,465820.94262663374
3418,320000.0,2,287814.88723744993,263961.6704840621,285808.72949126054,261687.63257902217,288696.5944914831,264816.0593041576
3419,460000.0,4,479579.622049006,436689.21101299237,485333.9086997809,441447.5995616815,479956.11008620175,437209.92742591543
3420,290000.0,1,296827.83312415995,272674.3803826852,302196.55122988607,277399.05618560646,297892.4289017993,273867.3278151041
3421,760000.0,2,464280.9749610053,425802.7890807786,442010.7705138556,404706.85523178626,433989.7572386342,398090.79664669756
3422,3100000.0,2,1372409.281931819,1258668.20206449,1389073.464560291,1271841.301230227,1376989.3525865292,1263086.925905894
3423,375000.0,3,365947.496678867,335786.3257297061,375018.43198105163,343687.5814489766,379245.42481455364,347997.8241540458
3424,551419.0,3,793438.2577926993,728043.5573286313,781730.0583542611,716420.5548044058,782695.2887254658,718205.7834587547
3425,430000.0,2,361759.4164839541,331777.90351637866,365641.6900087721,334783.015203579,366024.9712435039,335747.9524909388
3426,270000.0,1,283481.185136316,260413.77485938548,274333.919993763,251822.7629542899,275413.1620184143,253201.01959340484
3427,554000.0,2,395387.5415142185,362619.0324914489,395719.5019924373,362322.38191631954,392053.86245179304,359623.7741298363
3428,260000.0,1,270278.55764330574,248285.4706057405,269950.61778869166,247799.1435922738,268671.7230389779,247003.27940331944
3429,380000.0,5,328708.9096667545,301662.4845475044,335047.6483082965,306937.7625058378,334320.24246711953,306734.43487674225
3430,590000.0,2,688754.9652159342,631673.0622158517,666350.1500923283,610112.9015783598,672833.4508105963,617177.709787416
3431,1200000.0,4,1166099.2188705944,1061811.0621043683,1226749.1952761796,1115820.4234476527,1225769.1075570313,1116598.8124615937
3432,420000.0,3,358631.64896540315,329073.4457521233,359889.4012620934,329822.5030047023,361009.436155271,331264.3740990283
3433,680000.0,2,708131.04635609,649443.313067993,687106.6344522686,629117.6228914027,710377.6145976955,651616.2784912903
3434,270000.0,5,253171.89999569478,232340.71886807118,271107.7237703953,248362.28086450152,260415.50128889614,238927.80476446668
3435,400000.0,2,519214.2532096712,476183.3653979472,517868.3831839122,474162.3932346258,520165.31801743567,477138.04849933885
3436,160000.0,4,147891.91340697938,134665.44450943373,152331.959628247,138557.3451782331,150345.95417715065,136955.73893780875
3437,380000.0,1,320700.9805040285,294604.9237588762,325391.2897309911,298690.4923138232,316307.47336540784,290797.19420156174
3438,385000.0,2,277276.52934310393,254296.69943044343,270150.2337166386,247350.65030313708,268893.2498560246,246650.8166671892
3439,200000.0,2,201498.5500447872,184798.96707378418,201827.3664253437,184793.95574627476,205053.0905229109,188091.41644384005
3440,2000000.0,4,1645440.3261361453,1498283.0895094397,1599459.1419429565,1454828.080525633,1478315.8161873645,1346653.0316527833
3441,650000.0,3,522732.5488473019,479649.2488942774,527441.303294304,483376.3101400697,527891.0258392544,484395.8987042154
3442,750000.0,3,799113.8472768582,733251.3681663381,807667.9593913006,740191.4783512608,813108.6841683672,746113.2933369334
3443,450000.0,3,464722.1891817916,426420.0679239971,461962.2907947752,423367.73050106305,441891.5136178198,405482.24234039045
3444,695000.0,3,631833.9065445046,579758.538794447,627349.885541906,574938.0470320032,623920.8934455174,572513.4679461429
3445,1200000.0,2,731032.4237450939,670446.6944080283,746030.8880360414,683068.9085966035,736007.5056923635,675126.1046880274
3446,930000.0,5,833245.1731433263,764685.1112811612,805022.3706842358,737482.4639795746,802882.1358878447,736633.8227288487
3447,600000.0,3,434753.03137960704,398920.9499495949,442482.47309907764,405515.3508312565,439941.9342037405,403693.2968456706
3448,380000.0,3,370214.1667773092,339701.33946380456,356891.75176742673,327075.291622554,371856.62856878527,341217.8214212447
3449,364350.0,2,221063.5362195989,202742.4670896127,219337.0588217707,200825.90116153195,223386.16512978234,204908.00751195545
3450,330000.0,4,360678.307295474,328421.6388707765,349215.12167325115,317637.3511718878,354648.61862817797,323062.6583424019
3451,185000.0,3,247835.59447354692,227409.1349403009,251621.92423126666,230600.21375949643,251297.3209427668,230591.8942768688
3452,1500000.0,2,1195684.0156318108,1096589.384818302,1260686.6277079075,1154289.7923941866,1223175.7270831482,1121996.5252905432
3453,299990.0,3,280895.85454736464,257744.58841000302,283851.16286162724,260136.86618027723,285563.26693887333,262034.5271182697
3454,750000.0,4,689545.9326073217,627877.5315368582,690152.7869445285,627745.7347739697,683952.3340340159,623037.698743101
3455,240000.0,2,205801.2038638768,188745.03011625816,208552.2207951037,190951.25969774486,209007.8351938043,191719.03076033315
3456,570000.0,2,427677.4818821037,392232.88145231217,413146.25137235364,378278.3843690637,409112.5501125991,375271.39356640156
3457,700000.0,1,784866.0911567009,721000.0249539072,798487.1982623759,732965.3309172738,784267.8186511362,721016.4171583281
3458,1400000.0,2,625984.6882981408,574104.993687491,580111.6317088718,531152.5641769813,619671.5330595095,568413.263539991
3459,650000.0,5,519946.0438530723,477164.4783780774,525689.5488807372,481585.15578562027,524645.9035187537,481355.7310758709
3460,790000.0,3,667437.2942921012,612427.516895933,677514.7173268166,620911.8665556841,669632.0555712917,614458.298176068
3461,250000.0,5,294287.1017690811,270072.9298148501,290245.4102946744,265894.3504401556,281449.7871849197,258226.48602211493
3462,415000.0,1,337252.5153388685,309809.6283109073,335271.62861668307,307760.0752409954,337837.5249728381,310590.84160369815
3463,330000.0,3,341816.66260942287,313644.34038342466,341764.5216541648,313211.8633526822,342034.987881224,313853.3091741959
3464,727600.0,4,302194.5944901117,275168.3202811173,307647.16429712565,279828.17552303796,293763.3087390065,267599.95798597136
3465,620000.0,5,399377.7913599498,366516.6756108842,407780.37512397044,373568.346371955,413444.3264572969,379329.74352083047
3466,315000.0,3,338019.56008537376,310160.1927487482,317538.7076791047,291009.99084807443,335557.57224260014,307909.5946271193
3467,360000.0,4,415443.094711355,378288.628017975,407166.676275423,370348.6375902069,409991.975067877,373476.9865362061
3468,950000.0,1,442683.90667002863,406661.8641727758,441380.54931873287,405161.96264119487,444442.46259821556,408598.0635629456
3469,350000.0,2,334483.8756021563,306762.87596300594,334242.99428866565,306034.24198139866,335220.8707970367,307491.91952660284
3470,410000.0,2,291307.1592374853,267164.51367178623,289160.1349639513,264756.1930303489,284763.41767988476,261208.22878704115
3471,480000.0,5,547002.9102989853,501995.0847781863,528967.5871951181,484588.1726720384,539636.2493107673,495109.17660818103
3472,550000.0,4,460641.96861417784,419445.215320349,448901.2512283492,408309.36442475603,444420.55126411375,404839.2610938334
3473,416000.0,3,312759.44993385003,286982.0055708452,316506.5072217356,290064.0254007504,314701.7220760847,288772.14430091134
3474,550000.0,5,497870.75037074223,456905.5572379531,497914.14538148465,456140.05791430874,500831.4673565344,459506.29843541386
3475,550000.0,1,504298.3476674804,463262.61938085675,508714.59635864646,466970.74577260885,502647.8751694282,462109.19462465006
3476,520000.0,3,366415.961806882,336216.1802457125,373888.59850459517,342652.1397163872,365171.57350903004,335083.5757245896
3477,1750000.0,2,2111330.9576269686,1936350.3113726806,1929436.631120108,1766600.0094112041,1873752.2006127054,1718758.320487873
3478,340000.0,2,339656.5280094526,311506.83477406244,333607.00232926366,305451.92516241473,339053.6603499876,311007.6666636359
3479,270000.0,5,395690.0760361566,363132.3883762998,399873.3254916515,366324.683763306,394184.4031378146,361659.0166405943
3480,1100000.0,2,1104356.2108694892,1012830.5489287041,1106955.9837895434,1013533.3909593751,1174742.72828522,1077569.8291442238
3481,330000.0,2,299426.63219557056,274611.06956761854,289065.84989269014,264669.8652364785,290518.2543683981,266487.0342972878
3482,475000.0,4,495722.2611426607,451388.1598535568,491199.25648122374,446782.57338547433,487685.1937560049,444250.63810618274
3483,700000.0,2,658438.9194501918,603869.5175152794,609412.591961426,557980.64229213,620195.60011754,568893.9805826122
3484,355000.0,2,258963.10437798643,237501.03506271107,273630.1676416423,250536.89192699027,270437.30493645923,248067.149902673
3485,330000.0,5,423031.0037626834,388223.6832735978,408268.62363526755,374015.63172483246,414871.8637003911,380639.4902065073
3486,900000.0,2,959057.0989621088,879573.3826054038,979039.0163748193,896412.0964872598,963603.768798499,883895.9573919779
3487,400000.0,4,273081.5505574041,248658.95332586006,271964.2154146234,247371.85659064946,261185.21539644492,237923.35729967552
3488,280000.0,1,196892.92887185037,180871.37185483184,198774.9647866574,182463.9870995748,197966.5823411416,182000.52650659945
3489,260000.0,2,262377.62239450484,240632.5682790403,256230.00237601897,234605.22999717525,256400.6371416785,235191.57352906576
3490,680000.0,5,789538.616048392,724574.7637471019,765059.8365270967,700872.7134554678,774649.7160571435,710730.9480537539
3491,300000.0,2,330342.82852638734,302965.02619170025,332477.41526984103,304417.6706667652,332443.55250767234,304944.3367048577
3492,291000.0,2,300761.41533281095,275835.229964677,291654.2983265826,267039.85912688175,290957.2136619105,266889.6835578641
3493,234000.0,4,273694.7865372427,249217.34555915877,267264.6027319754,243097.20629229594,269842.19471107057,245809.3227417976
3494,595000.0,5,721162.2553808943,661824.4632937771,724310.8566321788,663542.4985547123,732184.9781040584,671770.1082849519
3495,440000.0,3,408452.13482023,374787.7573489628,414309.9987080631,379696.5409777444,415669.4580002134,381420.73044677824
3496,2500000.0,5,1352559.1497942386,1241269.5294387904,1381203.0372711406,1265322.6249067015,1412960.0781379016,1296372.3281387968
3497,1100000.0,3,773729.6727033722,709959.3418809606,754290.1820635312,691273.1382686326,777757.6615775714,713674.987853794
3498,411558.0,2,423595.33809260966,388489.05324323825,418263.4670449533,382963.7278053629,415925.18545989017,381520.4982686015
3499,470000.0,1,408615.2278328499,375365.41937981517,410041.66085381643,376394.6651763717,406554.76411520166,373766.01771720196
3500,399000.0,2,271881.77657446713,249349.04725606833,264064.2680967671,241778.315483776,268030.4552977368,245859.39113853936
3501,280000.0,5,227045.11619098575,208363.66718500524,226135.60425259676,207163.24004259225,226945.05980793672,208219.1139685545
3502,1200000.0,1,833786.4576216023,765939.6469344753,828235.8515746137,760272.8839585723,820494.6713705458,754321.5648789055
3503,670000.0,1,733581.4512291929,673888.5149981242,763774.0049562996,701100.615648009,729509.3755848989,670674.2566235615
3504,650000.0,1,538337.8361365604,494532.2490822181,540359.8987020511,496019.31355752295,548634.7549007114,504387.2206657645
3505,650000.0,2,550452.0993811354,504832.3145085649,537266.7657798342,491923.63106114283,545683.8583432327,500545.7346903554
3506,320000.0,1,354493.97545848414,325648.11759786867,354922.001722572,325797.98775549646,359062.0347498773,330103.58920272975
3507,570000.0,3,516334.0046724436,473778.06885344133,525907.4943662615,481970.6430156592,514863.73472465307,472441.9800386985
3508,791574.0,2,781152.6556132184,716413.1148942763,798795.148785244,731380.0798642511,794964.0513883452,729205.856230978
3509,520000.0,4,551665.3396588126,502328.0615834929,554106.1437758838,504001.1066351324,552266.657380623,503080.3028005388
3510,550000.0,2,565094.4574114903,518261.1587306829,578388.7236706029,529575.0625853103,558856.1570481448,512628.4412465459
3511,310000.0,1,254751.75343942118,234022.11237866158,256707.11690135373,235642.3713465637,253610.1488035578,233156.4250077581
3512,100000.0,3,145709.0079666516,133699.7598149382,149629.0551256215,137128.32139733015,143605.9358030771,131773.64821082115
3513,760000.0,2,814893.4286930069,747357.5559933806,843092.2928304055,771938.724716786,849237.6176426514,778989.9971390638
3514,790000.0,1,577840.1713483691,530820.2031604447,564625.868328116,518294.078257198,567239.9016503375,521491.8575399284
3515,330000.0,2,332966.35241795453,305371.1204546478,338519.6207195749,309949.9384967626,332397.5252644389,304902.1167639014
3516,400000.0,2,374161.53737127676,343152.1745917388,376316.7899352701,344557.18001751683,375647.92345932196,344574.90900268365
3517,1900000.0,5,1075320.9609545576,986842.7147180852,1116843.2577147288,1023142.1480602616,1119168.185002126,1026822.121883388
3518,607000.0,3,526418.7259920506,483031.6135522058,515803.4315259349,472710.7223710766,534973.8074882063,490895.1006497596
3519,618000.0,3,499399.02100594074,458238.8562798471,503153.4849908694,461117.6134480592,501231.18222927075,459932.66998339945
3520,430000.0,1,327304.41733334644,300671.0262091721,328998.5398708027,302001.7405068839,327357.01961342373,300955.59169984487
3521,450000.0,4,400205.25575427094,364413.5600088674,404694.82190481067,368100.3006023872,402392.6437209343,366554.4720877796
3522,168000.0,4,189597.2080396836,172640.89503088847,193080.7744066888,175621.4491826662,192508.69813954312,175363.35546875416
3523,470000.0,2,484889.83364627947,444703.648649057,474635.3486719523,434578.0513890144,485181.9185399823,445048.421647313
3524,230000.0,4,225005.75455313348,204882.73669632775,224984.09524672886,204639.91286391238,227223.46361468348,206986.3305180099
3525,300000.0,4,316606.8450518992,288291.6350288515,316460.14444272773,287844.2421124989,320054.46287853806,291549.5511919494
3526,380000.0,3,385655.6620919855,353870.15609062713,388231.84245041094,355797.0798086096,390560.78725104814,358380.8670327832
3527,550000.0,5,537428.4031783935,493208.37556107494,530339.4975161246,485844.982222604,523133.48202705214,479968.10420610954
3528,1300000.0,5,1061618.5092038736,974267.711370308,1048272.2218100086,960324.0968380794,1064919.412080933,977049.5846838932
3529,850000.0,5,808162.8872216622,741666.6153817623,801069.0731019225,733860.8408445916,800521.7941100681,734468.2401246381
3530,250000.0,5,252251.4835048743,231496.03496302923,256961.45511602212,235402.85831519164,253273.39776098295,232375.01850988893
3531,457713.0,4,435552.9555265631,396599.9966609007,442800.73313686275,402760.48556157487,436758.59311665036,397859.69755626074
3532,295000.0,5,305154.391991204,280046.05093294784,308579.8683409297,282690.58094017254,312564.32379824674,286773.6650206442
3533,240000.0,1,261626.2777925807,240337.24343862306,261500.38880629773,240042.31931771367,259828.097332344,238872.89438681677
3534,350000.0,2,391793.205264514,359322.5838266143,391613.50355081854,358562.91308038525,389845.04548671894,357597.6670832832
3535,240000.0,2,235685.30741876166,216152.43065408448,237850.74011596854,217777.1028859331,242303.0488407445,222260.11589922567
3536,470000.0,3,413069.71024970856,379024.7550093267,413445.18117926066,378903.97448094934,421539.159628639,386806.80305694725
3537,340000.0,1,466026.27280922065,428104.8170006112,478687.3535837142,439407.46362487227,465909.2915983395,428333.5872773323
3538,235000.0,3,366852.3781890452,336616.6274540819,361469.8484887799,331270.91203910165,364054.65609865857,334058.6857637968
3539,650000.0,1,842586.193107673,774023.3309877567,873294.4726130674,801634.1069712848,848797.7207088991,780341.9660011814
3540,895000.0,2,922197.1953447106,845768.31495891,912896.6307411767,835851.8597848818,927212.5015734414,850514.9194320424
3541,350000.0,5,308648.47917209024,283252.64189904096,309756.40182815614,283768.40541649953,320262.83290219645,293836.946089022
3542,560000.0,5,530175.9682555579,486552.67663262284,530924.7221872539,486381.1076126092,533123.2967524186,489133.6281112617
3543,1050000.0,5,915072.8176180563,839779.9134328337,935014.2013549688,856568.2174584315,884129.3206504983,811177.0484683126
3544,375000.0,2,397013.2499907629,364110.0072263129,394135.04515469517,360871.64680570754,396528.9181359594,363728.6601383984
3545,545000.0,4,304445.91567509837,277218.29827602924,313281.5352709861,284953.0586125261,311202.7509522757,283486.19654858165
3546,590000.0,1,442112.66854156833,406137.1087915521,446560.6001978445,409916.95146886643,451022.3074016454,414647.2421889235
3547,356979.0,3,284335.54175803176,260900.77868486897,290845.7206357178,266547.06482567015,288197.6621530756,264451.86360414163
