Id,preco,fold_busca,log_a200_d6_rs0_bruto,log_a200_d6_rs0_calibrado_cf,log_a200_d6_bt0_bruto,log_a200_d6_bt0_calibrado_cf,log_a200_d6_rs0_bt0_bruto,log_a200_d6_rs0_bt0_calibrado_cf
2643,268000.0,1,289949.66131824243,266074.7703670102,276243.0670479058,254133.92539985682,289925.67291841906,266306.6171458663
2644,299000.0,2,418748.26902230905,383603.94518439955,410519.448421695,376572.62727308355,422729.65807460446,387172.4579629226
2645,1500000.0,2,1583086.5734575551,1450222.7234625723,1656282.7476290232,1519320.821899412,1731471.7030095384,1585831.8486590318
2646,290000.0,5,340228.277753732,311763.77595646394,322661.04113063094,295982.0249728005,331362.8498806743,303879.63787735836
2647,155000.0,5,195761.38057305713,179383.40574407825,194891.40245463312,178776.93491033377,184677.38262813774,169360.25320094236
2648,240000.0,2,239544.70264116724,219440.41272270933,253524.1843650767,232559.6717784569,234116.729435137,214424.39122557492
2649,336000.0,2,348214.1417241963,318989.5419658081,349595.9740921175,320687.0586865093,341904.3123844912,313145.60141570267
2650,722000.0,3,577503.9571007068,529714.2366446728,578521.2555953619,532131.0118816815,584008.91008789,536069.1729809254
2651,850000.0,1,595274.5523537581,546258.7509250727,575474.743015438,529416.5640929006,595089.110626146,546609.6408640018
2652,894000.0,3,684518.9589423221,627873.5121146662,712385.4742774008,655260.9772080499,658954.6752028101,604862.8397034616
2653,400000.0,2,433991.31920598756,397567.6905170193,441549.78881323506,405036.9956515996,442713.1568314745,405475.07805264177
2654,380000.0,5,324047.631915329,296936.85070116183,300381.1040211277,275544.28982253297,324880.8853035883,297935.28699696227
2655,550000.0,2,396904.0971293206,363593.0910810478,406095.2211352901,372514.24977282115,398773.1928359766,365231.05084048706
2656,630000.0,1,565797.3327572237,519208.72989884584,522851.59613267356,481005.1160622756,563014.8872421486,517148.37294318323
2657,488000.0,3,370094.08889123326,339467.9904323817,416350.91601741017,382964.72617969214,387723.8876907,355896.6656656369
2658,450000.0,1,456287.4816603734,418716.08455121453,444964.8010283383,409351.99843581056,457436.21984831383,420170.76667120523
2659,620000.0,2,472770.9017127942,433092.61549628514,465945.39185955306,427415.2687599333,467690.6100508963,428351.5944547882
2660,950000.0,5,902594.5500505315,827080.8262597233,877105.81334555,804582.8955356518,950336.26057312,871515.4364126117
2661,3200000.0,2,2146446.177692603,1966301.1952533966,2180912.9812672934,2000568.1444991333,2344835.3047160897,2147603.394046571
2662,770000.0,4,720011.2497094534,654532.1762348157,717570.4830250725,653918.8712439411,727917.8213205943,662758.5653461339
2663,950000.0,3,934630.3569413238,857287.6427680941,912459.5318637487,839291.5719095917,935212.4657834419,858443.3635071306
2664,540000.0,5,626380.5888515592,573975.7402162419,644665.0414371366,591361.3361102619,652260.3400455967,598161.9122547825
2665,750400.0,3,857949.4402849409,786952.2403307279,864538.79077939,795213.4810932095,879588.9434979667,807385.8281257384
2666,269000.0,2,223925.4828200259,205132.06857580377,230952.7382098963,211854.71172677612,227661.7394734736,208512.35197816032
2667,1300000.0,5,1268286.6540117457,1162178.0495744052,1262387.904523458,1158008.1901823152,1272743.5836864915,1167182.3182974714
2668,185000.0,5,206926.99894280534,189614.87552908313,203668.42985382158,186828.23956660868,207121.72062524853,189943.05934657736
2669,520000.0,1,573238.0928675013,526036.8066370529,582063.4054823293,535477.9022967493,567602.0752986358,521361.86159783835
2670,220000.0,2,287844.42956625484,263686.4840988412,278662.04916704615,255618.82726769763,287981.6336081319,263758.538826156
2671,240000.0,1,308037.53030213644,282673.25702996174,304673.79906285333,280289.2009192131,315398.61934740364,289704.38707757415
2672,546300.0,5,566167.1487077499,518799.93417653773,544057.2304016865,499072.2158185512,559548.1143537323,513139.23219214706
2673,270000.0,3,257084.41470280438,235810.11491457338,238668.84426687463,219530.55721982647,256368.95163473603,235324.3067132951
2674,180000.0,5,293389.4258869367,268843.6006674851,287431.68831152114,263665.58804151375,286948.5759605528,263149.08078475576
2675,390000.0,4,297781.0152296303,270700.29255558684,311353.2758588728,283734.89089102286,303842.5075335254,276644.1739518844
2676,1030000.0,5,895157.8342242184,820266.2880266468,904857.2235701679,830039.6986419427,905982.7240650886,830840.5791753132
2677,730000.0,1,962988.142195574,883694.2510500541,970532.5972779206,892855.923265518,953229.6325253773,875573.9229497644
2678,260000.0,1,287893.0188480891,264187.4749292946,272474.63419480744,250667.09944908068,293739.64474127936,269809.8803229819
2679,1200000.0,3,950598.8689700903,871934.7253649571,945050.5355438046,869269.1805087093,965597.8985609573,886334.5369778553
2680,2500000.0,3,1411067.6082410647,1294298.6654255863,1549931.285878325,1425645.9819315257,1355602.245928671,1244324.4654549947
2681,196000.0,2,252505.3826333325,231313.34055325337,257850.39436177645,236528.13726981363,253690.90225995044,232352.11515129145
2682,720000.0,5,690718.224715587,632930.6995909004,706591.840075659,648167.758096894,690185.530135117,632941.5896838713
2683,480000.0,2,545646.412086447,499851.89632132545,529011.4316316358,485266.229000644,551458.7209643878,505073.69043690496
2684,470000.0,1,421965.62870902114,387220.3445628237,417356.83909343457,383953.64251041034,426206.9417408642,391485.6097998352
2685,1940000.0,4,1263878.4957369678,1148939.1903875435,1243194.1581971068,1132917.4483852182,1226260.3662318785,1116492.1880745154
2686,370000.0,3,296019.7505173952,271523.4662015039,298166.23343284,274256.99223840033,290849.3367300082,266974.2887646043
2687,315000.0,4,378799.1371006498,344350.4857214502,370136.9570358714,337304.20478026697,372857.3390319492,339481.1719917432
2688,530000.0,3,517462.6036325814,474641.4370068085,527032.5281148058,484771.0430132393,524851.2181750939,481767.57855083287
2689,315000.0,4,329548.8099684829,299579.0688705302,331138.6129412841,301765.18282495014,332850.999846265,303055.98334153
2690,310000.0,5,338407.3147269904,310095.16007055866,346303.5640633618,317669.68143288884,347150.8115135292,318358.14705707255
2691,1800000.0,2,1369506.0018231506,1254567.347775916,1404649.6781764287,1288495.8842822881,1394614.797499057,1277309.0999067787
2692,280000.0,1,306369.5395909699,281142.6111811955,308129.1459846365,283467.99880266836,309033.6478570438,283857.9437158489
2693,265000.0,4,215753.94873870263,196132.9099457594,220023.4489733149,200506.41547194432,198249.26191098135,180503.06306099312
2694,650000.0,1,701285.971874029,643541.030810813,678500.529806526,624196.6716786864,710870.9552723723,652959.2133743358
2695,620000.0,4,496809.31848269847,451628.6162631979,494583.68188748776,450711.9657878095,500820.8099837673,455990.04695083917
2696,1650000.0,2,798408.3882581979,731400.2952638969,783890.0679729033,719068.3499277353,814254.9603726553,745765.262489214
2697,240000.0,4,236561.32769184333,215048.02972123152,261010.65622335137,237857.87980112692,245445.5611900217,223474.60556709027
2698,750000.0,3,655292.7507115089,601065.836785952,642697.1647450599,591160.807492409,633024.4485333317,581061.1563287623
2699,670000.0,5,800174.1273013913,733229.1983405357,875756.0052469957,803344.6954327363,770486.3206035766,706582.2381078221
2700,330000.0,5,330103.2705229371,302485.85671147995,339007.1542242252,310976.5704466611,338450.4832402547,310379.4234130404
2701,380000.0,2,421610.1783545104,386225.6627933003,417170.8869007251,382674.0426209399,424187.666764918,388507.8286840854
2702,520000.0,4,475284.8182706046,432061.5914814689,486070.3966734786,442953.84586869896,484476.78094702004,441109.0467622212
2703,553079.0,3,375246.33301206963,344193.8750396103,366125.9108862833,336767.14477071713,379953.67566564877,348764.2896655365
2704,590000.0,4,457649.2491899428,416029.8316802672,463156.6398302232,422072.6385652261,461315.0380846737,420020.6175182229
2705,520000.0,4,414737.9560232544,377020.9660371586,420438.43895178963,383143.72724457865,418036.03779284284,380615.71863693045
2706,2680000.0,1,1259099.2551870807,1155423.1298979563,1176324.8746136772,1082177.5949918248,1206856.3045444735,1108538.6699605444
2707,504193.0,4,405522.5769592396,368643.6495493505,410679.88326088723,374250.79773685377,408063.80531427625,371536.1463319105
2708,2650000.0,3,1286028.8385427804,1179607.1284632422,1204170.2465981632,1107610.6981422235,1241595.9406937596,1139676.6343924645
2709,860000.0,3,867374.1510752267,795597.0356095982,890172.9388074621,818792.0877510841,863419.9497713886,792544.1040608846
2710,250000.0,5,242751.366701788,222442.07095661233,223035.05863474213,204593.5513730399,248624.3535972931,228003.46679129664
2711,470000.0,4,417812.97987771675,379816.3418819769,415544.3224344645,378683.74007334805,426587.4374307365,388401.6433522092
2712,950000.0,4,956722.5880517922,869716.5743774668,931861.4556342749,849201.305849713,946581.4927504114,861848.6506901453
2713,680000.0,2,657420.3462158175,602244.9693742995,688262.3862834754,631348.3467165089,657275.9274923461,601990.2591319017
2714,640000.0,5,465230.5020923356,426307.94530081406,455905.2161793807,418208.9929654831,455841.6999046665,418034.22063249326
2715,410000.0,3,325596.53014735127,298652.7023763441,321346.3864029988,295578.38386624784,328694.7431379525,301713.0664849315
2716,290000.0,4,294470.7207865166,267691.0420380379,293696.44607998274,267644.2984378843,286493.10501733125,260847.7958657086
2717,420000.0,5,465333.7282565954,426402.5352595312,455634.88174198155,417961.01095339726,460772.4371757824,422556.00289310166
2718,490000.0,5,403247.3720309696,369510.5068247581,377670.87895682215,346443.4105065738,398138.0432459661,365116.5012926223
2719,525000.0,1,476456.46796980983,437224.32621088857,470571.77133703034,432909.5123010072,471672.28982840775,433247.0824030563
2720,350000.0,3,240669.12750421153,220753.22877415625,243880.4977646035,224324.30061732559,239948.84403952138,220252.08204894912
2721,606976.0,2,516053.2764135587,472742.4264218992,513624.6374479225,471151.8051083096,509846.9246161709,466962.00093356665
2722,270000.0,1,286548.39287874213,262953.56748344033,279103.2645227896,256765.20668223893,277191.30256616994,254609.66373069104
2723,645000.0,4,920051.7512971616,836380.6472026543,909376.4447718771,828710.8129004189,864089.6802797439,786741.0579310132
2724,1050000.0,5,1203915.0506239631,1103191.9644992738,1185867.2124437008,1087814.5612436505,1288053.86359255,1181222.764639991
2725,360000.0,5,339358.4244765215,310966.69717153255,346810.0791353448,318134.31563898775,347852.6308807546,319001.7575741977
2726,200000.0,5,186558.2237658089,170950.21219564555,187155.39287172235,171680.57219627462,176758.04472136477,162097.74463607091
2727,320000.0,4,296271.36680279166,269327.9341784547,296224.3497577371,269947.9661035355,311559.3944975853,283670.2870424527
2728,358000.0,2,313292.8609802321,286999.10270846274,308147.19174999977,282665.7738878216,304908.07959208125,279261.24503804365
2729,650000.0,5,811198.7149685674,743331.4364677549,782028.6174924317,717367.0951442175,925257.1330505329,848516.3700037242
2730,650000.0,2,658239.4668969659,602995.3436399753,682136.0563426673,625728.6174437022,666027.5571431315,610005.7600515882
2731,480000.0,4,418769.3004768488,380685.6930250051,415760.0924111855,378880.3703179909,415861.46300771285,378635.79999416944
2732,350000.0,1,390000.43603962316,357887.21390635346,387370.07825280546,356366.8750888981,392001.197076946,360066.46689776273
2733,5800000.0,5,1286943.717619233,1179274.2081798355,1251209.73883412,1147754.2837775683,1274764.5088177486,1169035.6280371868
2734,500000.0,2,475124.6623983433,435248.83189594856,456374.2358458109,418635.57420467533,462607.3895362944,423695.9405553908
2735,450000.0,1,390005.5327137908,357891.89091270906,385204.93603590975,354375.02024704166,390624.7748819199,358802.17617513664
2736,420000.0,4,378535.2652630065,344110.610846982,374818.04148128506,341570.05674764165,381225.33126911713,347100.10694221815
2737,337657.0,2,323938.1584223673,296750.9713096125,330908.2559129714,303544.6719871314,319762.28642648517,292866.01504013047
2738,570000.0,4,526103.8125693344,478259.01818255836,527000.6294541997,480253.38961092074,521381.167987013,474709.9532014
2739,420000.0,4,455202.844431257,413805.90721894806,443474.67212796427,404136.54669943074,463700.32248212374,422192.384191456
2740,320000.0,3,396256.5692338428,363465.46808256506,408140.21966125583,375412.4260386069,400580.3754213603,367697.7985356427
2741,1800000.0,5,1053967.62538736,965789.5833822323,1026105.2275112735,941262.3910520542,1043307.491688938,956775.6400071327
2742,650000.0,3,478068.07672646927,438506.8936994105,497295.4237023041,457418.4862862248,494387.7710225004,453804.7946974474
2743,350000.0,1,348494.7206916226,319799.1415494884,347693.774105097,319866.0679331943,352070.0331589227,323388.33117192757
2744,360000.0,3,374587.40328843135,343589.4731973929,382593.73518273595,351914.4533987172,373961.24009728635,343263.7571842939
2745,1550000.0,2,1190849.0470072543,1090904.55136121,1172386.6915696235,1075439.2716879616,1148271.6739796752,1051686.7173427655
2746,386910.0,4,342959.3333894252,311770.01600184146,333138.39151272556,303587.5723701025,341631.98074127384,311050.938444772
2747,285000.0,1,236813.76948815433,217314.16774151067,248388.7702649921,228508.9500607766,236370.26342551468,217114.1472678015
2748,850000.0,4,949922.3495256286,863534.7613526817,954803.9224554934,870108.6764316752,975351.0955731863,888042.9546815057
2749,650000.0,2,559309.3690471776,512368.16105779336,596595.0875309367,547261.2330389833,568982.166002654,521123.1801233995
2750,775000.0,4,950243.322092204,863826.5441166274,876323.6053543574,798589.9035896097,928361.8769236315,845259.9560699101
2751,1000000.0,4,1066840.805061285,969820.4494924818,1087247.4802139688,990803.9166091168,1021115.4314455808,929710.7153797952
2752,1400000.0,2,983084.6714575035,900577.2353445038,925438.8637656657,848912.1420402767,880344.1081384122,806295.4318217548
2753,380000.0,2,379084.886377602,347269.39484132105,383821.28736867965,352082.20010879874,383087.2524986294,350864.50721179595
2754,725000.0,5,396676.83628325583,363489.681488638,418575.03967444156,383965.4375743298,396196.75344846933,363336.2219375565
2755,1050000.0,4,1101762.8727900174,1001566.6437336559,1105977.0895601667,1007872.1284325368,1121381.3103002496,1021001.3364863532
2756,350000.0,2,368339.81448992604,337426.1255735432,366639.48380842607,336321.2003977001,361398.9398444323,331000.47080223815
2757,525000.0,1,563054.649136709,516691.8829703135,541265.2834470838,497945.0620609388,568358.9778991644,522057.10244707635
2758,690000.0,4,696639.0945719939,633285.5254754113,745201.6971340739,679099.0769083184,698509.3243065572,635982.5575068849
2759,230000.0,5,227909.7485704641,208842.14639868157,210907.0547626046,193468.34353147732,222769.3028063437,204292.83213661614
2760,1000000.0,1,988753.1088888797,907337.6916571829,1007800.1426603154,927140.7569058962,967095.7436818837,888310.4188864205
2761,450000.0,5,410517.06622448657,376171.99694775173,412336.526792152,378242.75203024084,408554.896661602,374669.3816016397
2762,1300000.0,2,1457512.523985843,1335187.7385954147,1495124.4227581122,1371489.058905255,1417695.3819916511,1298448.2995312384
2763,630000.0,4,611981.585039727,556326.9168826506,593376.4423695713,540741.3802491898,607237.6142429407,552880.9959752448
2764,400000.0,5,419678.0686928995,384566.5629137418,450893.50410103943,413611.6710070272,415305.8166290806,380860.38073082746
2765,350000.0,1,294405.70838818734,270163.8998231017,294443.56370746606,270877.74347916775,298819.4839790157,274475.8858871979
2766,550000.0,1,526095.011623717,482775.5575660783,516817.93953176826,475454.3637741217,526491.9963277181,483600.8521944901
2767,445000.0,5,415719.1584522084,380938.8667873077,415556.84869282646,381196.8037307062,413258.3215745422,378982.70477544237
2768,225000.0,3,263681.6771380072,241861.43939787665,254410.4673401569,234009.89697377427,260579.8742379649,239189.56588726878
2769,420000.0,4,368720.12672620267,335188.0780544279,378191.620452516,344644.38464309735,370969.4790886897,337762.30303302046
2770,180000.0,5,272152.21770227765,249383.15999472208,273625.21259170014,251000.69169403068,270579.44435888727,248137.60383351575
2771,850000.0,5,988627.8132086981,905916.2927210408,971491.4468678647,891164.3149731635,985616.121916491,903869.1884800134
2772,330000.0,4,224566.84390823758,204144.34512343572,223133.76747390692,203340.83524147267,225921.9902129084,205698.6787904244
2773,1500000.0,3,691955.941466379,634695.0680057257,645756.4538298103,593974.7794607016,669969.9177654604,614973.8703208808
2774,2450000.0,3,977682.5882725619,896777.2074283407,952775.8643673391,876375.0335853703,980277.7387811211,899809.3481842991
2775,1300000.0,4,1127663.3069604603,1025111.6474399834,1186473.195814551,1081227.881193566,1113025.7471243443,1013393.7180149778
2776,260000.0,5,262658.5897144935,240683.79694195453,260860.27275357215,239291.21251828017,249459.36728409378,228769.22450028243
2777,270000.0,1,210014.6125833787,192721.693699469,223128.7143743197,205270.58528327037,209144.36255547585,192106.22890560492
2778,360000.0,4,330909.2281062902,300815.7682202801,324706.4204200432,295903.55365734326,332522.9528965599,302757.3013758126
2779,320000.0,4,285624.8375794478,259649.61881225056,277184.7567764262,252597.26753690027,291877.46321497305,265750.1755160718
2780,1200000.0,3,450827.88321157015,413520.8860082429,455404.41597990075,418886.61885271897,505658.4057320341,464150.2530001308
2781,357000.0,4,392092.8905645196,356435.2821583767,377824.894223172,344310.18861968064,394401.79602260876,359097.0860249872
2782,450000.0,3,319900.4453156678,293427.9810711837,322449.4378077617,296592.9842020124,319927.80625113536,293665.7841142143
2783,510000.0,3,459609.27601925883,421575.5992800875,451154.97264394886,414977.92827234115,437683.8302320658,401755.5294906665
2784,730000.0,2,830909.77406654,761173.9343266916,870934.8766199917,798915.2181059413,854908.8608814814,782999.6279640028
2785,860000.0,5,925272.681137889,847861.6379726989,940663.2065056062,862885.0874073064,939635.733214728,861702.410058161
2786,1400000.0,2,1340769.3190294595,1228242.4511574532,1346706.4901302096,1235344.155079122,1322900.1865812072,1211626.6438723875
2787,1850000.0,3,1381305.7111496904,1266999.6306657162,1439923.908946572,1324459.8349490766,1343904.3186427455,1233586.789886289
2788,320000.0,1,386462.12061350624,354640.2486910474,384725.28301667585,353933.7563054323,374617.013526434,344098.50149967143
2789,331685.0,3,226610.60704014736,207858.08174631235,229975.5079030995,211534.3188255728,221151.0092525507,202997.31148976888
2790,550000.0,1,517126.21863612265,474545.2684745377,514564.86935601244,473381.6182964338,518028.2217638312,475826.5866397864
2791,330000.0,1,383383.8833251094,351815.4780880344,369330.14693574695,339770.7714887566,377107.5786250741,346386.1704719429
2792,313449.0,4,335748.38165139756,305214.84073795495,332002.89708803553,302552.8012220937,347505.46454445255,316398.65982891986
2793,348285.0,4,290072.05599119567,263692.39945825783,269256.6472717665,245372.41570557948,291661.1126157673,265553.19144926977
2794,170000.0,4,193757.88303098216,176137.20465353242,206941.72488794808,188585.09700889257,203926.54149510234,185672.143363787
2795,452000.0,1,413017.4302085869,379008.9541774139,392814.67316101026,361375.7112961583,405742.00955728313,372687.87172762735
2796,320000.0,4,408624.34597648855,371463.3383054039,414358.5184374639,377603.1220301333,413526.56133841723,376509.9060604844
2797,550000.0,5,614587.5998253503,563169.3874553897,612983.5686427361,562299.4250752355,620550.9295316457,569082.4780703112
2798,400000.0,5,322486.64724276104,295506.4626130729,332997.8338742733,305464.1268009811,334783.58274023235,307016.655388561
2799,750000.0,1,557651.5921696506,511733.7218355362,555500.0059077241,511040.507078108,602919.3125843753,553801.948375354
2800,900000.0,4,944505.4753659585,858610.5071364458,908315.2896722645,827743.7868571678,963089.5112223874,876878.9608690408
2801,690000.0,1,746767.0794180125,685277.1555946267,779073.965764511,716720.7025768858,756938.8758132287,695274.1693238632
2802,505000.0,2,417935.76814086,382859.6351378951,443624.0645987077,406939.7446814628,420520.7684774623,385149.36543000326
2803,850000.0,1,591389.6288490318,542693.7178613544,579744.3379094248,533344.4415302298,595415.5788547144,546909.5130646266
2804,200000.0,1,230437.28277494578,211462.7305290937,222242.11932283753,204454.94895588272,226515.69469835222,208062.3898475453
2805,497000.0,5,339638.19772357156,311223.06376306864,337975.89690487296,310030.5819610964,339416.18611865496,311265.03096105333
2806,950000.0,1,605999.7442757635,556100.814422631,635641.3164694336,584767.6997906197,599864.2203279064,550995.7419580366
2807,375000.0,4,358292.4521550938,325708.714318305,351786.54828955804,320581.55682007363,356893.4394031466,324946.274087856
2808,560000.0,1,579665.4934026169,531934.9653507499,569073.9433114947,523528.0530368774,557689.1691017026,512256.51922226895
2809,650000.0,4,462308.4297392302,420265.29825891665,449654.8902084094,409768.5526511929,468549.1428005691,426607.1644094261
2810,440000.0,2,571931.8175852486,523931.2442160742,556806.253762461,510762.6317524113,568155.0933105622,520365.6752713158
2811,470000.0,1,884304.9311295286,811489.933855979,835176.3001391867,768332.8809786668,872178.8385645682,801126.004835375
2812,354000.0,1,371495.39475548215,340905.9055374305,376270.70689020294,346155.84302936855,366494.8942078136,336638.0579383124
2813,420000.0,1,376329.2574539575,345341.74071528506,373359.57056774484,343477.6997951998,370749.7282088809,340546.2680596709
2814,319000.0,4,342295.0131334505,311166.110183654,334473.8771935473,304804.5946830659,344219.7387065453,313407.0543500192
2815,390000.0,4,441407.75710656925,401265.36909316067,439323.4179063777,400353.5267187556,436180.4219800194,397135.91594596975
2816,950000.0,5,846281.2911090935,775478.9007528002,845495.9379801691,775586.661943275,803540.9360322481,736895.3060038073
2817,460000.0,2,329031.7997661564,301417.11815576884,330174.9805851615,302872.03292515874,331104.7178439194,303254.3967571021
2818,750000.0,2,687253.1517950709,629573.9943821881,691278.3849096806,634114.945304928,664456.6762034298,608567.0111420332
2819,1500000.0,2,1195752.9983670786,1095396.9283518374,1129748.1912922827,1036326.6495353354,1182284.5187406067,1082838.6283971756
2820,650000.0,3,676556.5291987114,620569.9909151775,666865.3034431625,613390.9606221901,669407.5903575975,614457.7028733118
2821,390000.0,4,381458.32256800355,346767.8402442599,391102.5153528105,356410.0272101631,393300.3167590022,358094.2052119004
2822,320000.0,3,298362.3048871254,273672.1690536713,304612.4992335148,280186.34731428477,304032.05988363054,279074.87725996703
2823,280000.0,4,316767.05139557994,287959.70562001684,316551.93940613227,288472.41045073164,312172.7982783046,284228.78224311955
2824,1500000.0,5,690056.0706120369,632323.9432538,733519.5558377542,672868.9733760272,715431.0305853363,656093.2300612036
2825,1500000.0,4,849111.7209223297,771892.0263899384,886874.185461247,808204.6015150049,847983.8465494342,772076.9310966983
2826,320000.0,5,323264.71846936154,296219.43810461514,333064.72261696175,305525.48489193455,323279.24389130267,296466.4856133732
2827,745000.0,4,677825.822931508,616183.1654304633,675090.0024881667,615206.5934402525,684178.2541599935,622934.3270445782
2828,280000.0,4,240871.972411985,218966.65692433147,246245.21263644195,224402.19505352766,247828.05879120601,225643.83490294695
2829,890000.0,1,862782.9445083835,791740.099964027,837321.2424164277,770306.15258507,863168.9723679697,792850.1354941037
2830,457000.0,1,378897.4831398673,347698.4948377846,364414.48347487923,335248.53364726057,372756.7079582766,342389.7473982262
2831,450000.0,5,395516.66663666174,362426.5750585662,391569.04173287,359192.4128262893,400856.05595848156,367609.08221749874
2832,365000.0,2,363011.1331369406,332544.66494229494,360110.11297444085,330331.7586334981,360068.6985274026,329782.1205148606
2833,750000.0,4,859048.5847729903,780925.2145849097,881772.3288443091,803555.3016913388,900898.7835685307,820255.2099036842
2834,730000.0,1,662941.1916631812,608353.6174405428,663820.6390436015,610691.6874490689,685444.1834920987,629603.8564320412
2835,900000.0,3,817067.3553211115,749453.2376610697,746720.4336595347,686842.69784877,821884.5920542931,754418.2733136801
2836,1541680.0,2,813122.7978910288,744879.7673089802,808932.1380158886,742039.6321524855,841518.4009498256,770735.4842353453
2837,1950000.0,3,1445304.9292469996,1325702.7729445496,1511819.9531395037,1390590.7063330554,1346041.0450052875,1235548.118068563
2838,130000.0,3,237482.17612704902,217830.00462093554,232882.37574572623,214208.09184867705,236370.5335537889,216967.50554742466
2839,416000.0,1,307988.8664718827,282628.60025264014,312888.9701897584,287846.86999892216,299879.82787058636,275449.8479097157
2840,480000.0,2,317622.2812422875,290965.1673247137,310827.88687425223,285124.79601147247,312363.15253660455,286089.24695626856
2841,1200000.0,3,768568.5381743409,704967.8041204106,705922.2353482955,649316.0100385403,748973.9933261961,687492.7115858068
2842,357000.0,3,360835.5614166073,330975.6264349174,359146.24374230084,330347.16053677135,352934.5630525161,323963.1040962602
2843,970000.0,1,714586.8901853028,655746.7315150403,733632.4058115295,674916.0624439936,715083.41807759,656828.5041074333
2844,603166.0,1,519283.3053680955,476524.7374425716,503589.2156517488,463284.40214001795,524660.2019008744,481918.2865485817
2845,558000.0,3,420139.9473057932,385372.44417913427,418803.3490438487,385220.5044338339,423287.66713700304,388541.1091091223
2846,360000.0,3,224589.0081249764,206003.77458012832,216818.60973577717,199432.4410340706,213926.8128482189,196366.13014128723
2847,550000.0,5,421516.5988016424,386251.27616772434,416718.25512137305,382262.1800318956,416029.72755240486,381524.2505319064
2848,750000.0,2,666502.6837273701,610565.0527242852,704210.973451024,645978.1076062006,671734.3674242258,615232.5515043644
2849,1150000.0,4,1126403.8461621355,1023966.7241939333,1050739.8669693787,957534.6868826224,1118360.2182017844,1018250.6761696092
2850,310000.0,4,334743.4882364034,304301.3340752943,325952.23441781936,297038.8585541825,333903.6532244446,304014.4088976778
2851,440000.0,3,402155.55837144813,368876.3029168222,405962.1522009138,373409.01262828097,407372.75376498105,373932.60861874634
2852,590000.0,5,599453.8752303297,549301.7949225786,572552.6128262411,525211.4762723084,612133.7236437169,561363.3946604356
2853,140000.0,3,236315.238881266,216759.6339944458,239088.20847421166,219916.29360866072,230338.06462690566,211430.22593951464
2854,465722.0,5,461645.7149510327,423023.0720311627,494184.17546704534,453322.8816584394,461409.9691453689,423140.65800493135
2855,1400000.0,5,1186102.8682473812,1086870.0018675611,1193113.443023279,1094461.6420094226,1220695.0599833059,1119450.6955743122
2856,650000.0,3,529312.3992606347,485510.636028444,529764.7054396572,487284.13353575976,528846.5057117306,485434.9035669247
2857,520000.0,1,527635.9000250384,484189.5669002461,519015.9859525417,477476.48932858993,529031.6993275211,485933.65600459994
2858,2350000.0,2,1071858.737892668,981900.7526789167,1051181.2633865247,964256.6061500714,1033965.2987611521,946995.0322223968
2859,390000.0,3,552735.4033413626,506995.335092392,615195.70989113,565864.6289024283,545436.7795004921,500663.3259348816
2860,370000.0,1,374980.7867339817,344104.3051013479,368376.0930175626,338893.0753718464,369358.50597315107,339268.3829949717
2861,440000.0,5,431220.5729263787,395143.38717885385,415261.43365778535,380925.81489371345,423139.61673499737,388044.4459941689
2862,400000.0,3,394755.490954645,362088.6073268378,395252.3704467522,363558.02280421805,409676.1524249534,376046.9274131478
2863,210000.0,2,201949.16180502833,185000.15624175477,200559.31397823524,183974.59140910214,195922.86645101555,179443.14132223447
2864,360000.0,5,389600.0810220851,357004.98845750984,402543.2159166442,369259.1946290626,401368.69059136265,368079.19896914845
2865,350000.0,2,328011.54914059455,300482.4941967107,331014.14872389176,303641.80827183346,321330.277204816,294302.1168894178
2866,4700000.0,2,2020231.9088895838,1850679.7228006402,2219995.5737142502,2036418.9052243002,2042908.9049111984,1871073.0297736072
2867,620000.0,2,549336.2967951566,503232.0997424437,525722.1443349365,482248.94062627776,548197.1623889644,502086.47242104996
2868,360000.0,3,354452.73453174747,325120.99248933734,342714.2162674986,315232.7782684214,355662.76553394983,326467.35569702194
2869,420000.0,4,355836.6135387134,323476.2139306936,338456.9773778762,308434.3766183644,350729.28010258434,319333.8969005603
2870,185000.0,1,164761.95631599496,151195.2091707429,168789.7415402375,155280.63760387147,158354.2713082414,145453.7981345403
2871,700000.0,5,1032137.5022398746,945785.8327622414,1024396.4515016939,939694.9040639505,1126906.8866993126,1033441.3069389177
2872,1800000.0,1,1329659.7009235902,1220173.5224694768,1307682.8977275973,1203022.3655174738,1299973.8916162725,1194070.3490293869
2873,400000.0,5,331484.539958754,303751.5650698993,335849.5348161003,308080.03672435204,336844.5688150736,308906.7034199519
2874,980000.0,4,1057402.8487812262,961240.7973472012,1044955.9498326458,952263.8282633045,1059340.3112322448,964513.911215799
2875,450000.0,3,443737.083915713,407016.8659231467,443174.0045626207,407636.9350420371,454903.01238943177,417561.23481306975
2876,570000.0,4,572294.2808659106,520248.8450743788,585031.5341071741,533136.7015163407,573775.9724077958,522414.6588596716
2877,300000.0,5,297729.9948198503,272821.0247936007,277332.8707804187,254401.78460180323,280845.86339509534,257552.5267801996
2878,950000.0,1,1071789.08441214,983536.3601402012,1082813.5902669842,996150.4956905922,1074817.3701466026,987256.406140685
2879,1250000.0,5,1167001.4783657198,1069366.6906353482,1152525.8707624394,1057230.0264899353,1147246.6371461183,1052094.0798810774
