Id,preco,fold_s7,especialista_s7_bruto,especialista_s7_calibrado_cf,fold_s42,especialista_s42_bruto,especialista_s42_calibrado_cf,fold_s2026,especialista_s2026_bruto,especialista_s2026_calibrado_cf
2538,226580.0,5,962666.2234291804,988754.3182150947,5,973043.5718165259,983257.2797426145,3,972455.9569837584,996113.3925153906
2539,350000.0,4,663008.2633402843,710739.8684002863,1,671867.8125975671,712046.6001741628,1,680005.1684320812,733398.5709907715
2540,670000.0,2,891647.1486779465,913269.2677778169,5,897974.4114260492,913684.1176460685,4,944377.8925690653,946248.4305046543
2541,567000.0,1,777353.6157245171,806083.5969805984,2,756646.832315265,787158.2081215635,1,797367.3228292579,842187.8755247461
2542,520000.0,1,833963.5367377773,858773.5738485507,5,816137.7620050188,837264.9497779242,4,829016.0272989023,835832.6881722966
2543,550000.0,2,977187.3261115523,990453.8601269015,3,979438.4321637019,990538.3442977187,2,988300.5097721256,1020981.5941695359
2544,250000.0,5,1033450.4288053373,1051761.015556815,2,999066.0190196838,1006638.1838075535,2,911649.7235904697,954040.9208813724
2545,1278000.0,3,1151962.7756130726,1156036.9633936603,1,1146075.3011428202,1146531.5171597966,2,1207424.2180555428,1208015.7323941237
2546,310000.0,2,625111.19648844,666806.7258068731,4,638202.6313446625,671013.0826761484,5,634746.4975122138,689634.0541829225
2547,800000.0,2,832135.0641613384,859072.9659614443,3,843056.7977385662,862663.173055153,4,828216.4316582937,835064.92683393
2548,980000.0,2,979996.7204043868,992975.3654627313,3,1011830.1835437209,1020697.9448275664,3,943543.173794033,969591.4414291562
2549,230000.0,5,976700.739633908,1001293.091839021,4,948130.099467692,967313.8063413061,1,977841.8644466619,1005510.7503436535
2550,210000.0,3,929139.7566795708,964563.60778182,2,906981.6508639461,924081.6438061344,4,938191.9109943399,940344.7160359635
2551,4100000.0,3,3662862.110348964,3063091.7316519762,2,3659769.824260776,3175756.3919367027,5,3705088.540400627,3231878.280341704
2552,285000.0,3,989781.5407543781,1017327.3996068755,1,1066246.2530045793,1075021.6874594027,5,1000853.4184927618,1027481.7880751564
2553,1239000.0,5,1491438.962640359,1447532.0845528506,4,1513853.9026344805,1490492.3302405584,1,1524835.282779988,1479144.5370041614
2554,700000.0,2,740497.4156483749,774736.3416290098,2,1069452.5000917232,1069149.090428799,1,763887.4159172875,811382.1931864249
2555,750000.0,3,1079221.6615939455,1094232.0430881858,2,1068737.6137372088,1068516.624359183,3,1101098.268009487,1113142.9702276753
2556,330000.0,2,672147.4493387341,711056.9526597232,1,649480.5512309776,690844.7421502249,5,692540.5060831233,744309.1249254402
2557,1100000.0,3,1209641.261769144,1204606.2410599298,4,1198816.9801856943,1201446.514608786,3,1177421.5655323772,1181883.1239486076
2558,1700000.0,4,1432202.8866721825,1394143.0066651842,2,1441020.9601596724,1392015.0138225355,3,1393443.7991401355,1373993.2781390552
2559,350000.0,3,906236.4046619269,944495.8255639283,5,968235.182396714,978815.134177713,1,978218.705432373,1005847.3755882151
2560,300000.0,5,658196.0381631268,710106.3001140881,5,616545.7771083908,647939.3647625259,4,656478.1457497836,669279.1119560798
2561,830000.0,5,1030164.5838675993,1048848.8488612212,3,1037544.1471877666,1044586.1271999796,2,1040960.9589046864,1066487.691699522
2562,700000.0,1,1085323.236958912,1088768.82945188,1,1069722.542459483,1078147.4576414477,1,1022188.2922790893,1045009.6595307195
2563,490000.0,1,842095.9133351765,866313.1238388866,5,788753.6019383101,811549.2524158393,3,798386.2982383174,835070.2272651995
2564,490000.0,3,1172201.339935397,1173121.950577438,5,1064377.4816571255,1067287.2540507982,4,1009745.4340628672,1008522.9886828448
2565,340000.0,2,930146.3962654134,948108.0959453774,2,934925.2543358739,949231.7097573895,1,970111.8877739368,998601.9334762654
2566,350000.0,2,954481.1311803912,970043.7897399906,2,994364.7661247598,1002445.256394682,4,962714.7757038535,963737.8188067622
2567,570000.0,5,800501.6531560606,842046.6838825552,4,812539.2081038863,838765.6310505412,1,780123.8934500527,826343.4417019371
2568,479000.0,1,741102.8273129778,772144.0441644414,1,720551.8914305714,757893.5433528987,1,720546.3077143532,771237.5610681758
2569,1290000.0,3,1362280.7942653014,1331433.6054253776,2,1330251.3036897616,1296894.3822927482,2,1355604.290592547,1331378.2723214312
2570,370000.0,1,737031.9172204351,768322.5275235564,5,1005818.1175980172,1013485.7259351207,2,739414.7677631562,800162.8623637068
2571,820000.0,5,878717.6488785024,913244.3342526434,3,882290.3692773196,899604.8584260842,1,870720.0838402488,909100.0837499034
2572,600000.0,2,853451.620860441,878534.8461757016,4,942343.2458707534,961857.5658432702,4,984112.4462543563,984126.4855221829
2573,1300000.0,1,1440849.492485659,1405341.695028669,3,1409368.4753872664,1385366.1764636782,1,1372176.6529301282,1349621.148310375
2574,750000.0,4,1140455.674296592,1142273.4917608404,2,1194035.441054231,1178655.858847581,3,1217085.7404264195,1217418.5106863484
2575,310000.0,4,710327.2071172643,754919.6691826986,5,675131.108803601,703993.1426940927,3,664633.409856603,708802.1597160258
2576,575000.0,5,995916.8254777344,1018423.5172130506,3,986468.8456119293,997090.8231263915,5,1000882.5808724244,1027508.0001379262
2577,259000.0,3,598568.6614159718,665989.277977471,2,627108.8449363469,666647.2542653925,2,609271.0099873678,680070.6459504245
2578,400000.0,3,645017.6895542903,709264.7340749044,5,650532.1763709243,680510.275676639,4,631986.7043782122,645478.8440466404
2579,380000.0,1,750611.2876275643,781061.901857542,2,777098.6231145341,805957.3331108643,1,752044.7057416517,800443.3106663538
2580,1050000.0,3,1123055.5913987742,1131551.6852741912,4,1214315.5649522995,1215790.8891045968,3,1208724.1652878537,1209937.6571354654
2581,1150000.0,2,1038758.8102682694,1045530.3586280219,5,1058929.008908135,1062292.408961642,2,1121727.1498219138,1135575.1357477012
2582,120000.0,4,955170.456517928,978172.1050051801,3,958066.1534805344,970596.2717347323,1,967181.4606943468,995980.9207033239
2583,300000.0,2,625852.8394141439,667507.3258463759,1,650751.2280683628,692050.2257751178,3,615246.239103219,661520.0454786319
2584,295000.0,5,1051402.1398060129,1067650.1658490559,4,1009399.8593784875,1024930.956227123,2,965417.7347492722,1001087.5604926768
2585,405000.0,1,670968.0434528354,706003.473651396,1,669303.1264865418,709621.6310711368,5,639823.408823248,694461.0588235793
2586,470000.0,4,970965.3136021567,992307.0738915313,4,1003644.4714745069,1019530.2460653553,3,937219.5939268847,963779.376794922
2587,360000.0,4,1013786.3472782939,1030484.7871628013,1,987318.2878752509,1003747.8089817388,4,1047017.3729934811,1043944.5675889993
2588,340000.0,1,833963.5367377773,858773.5738485507,4,838857.0653894576,863836.4383128405,2,841658.0635408091,892125.1787493515
2589,360000.0,3,1024631.7442125471,1047418.3099769211,4,975661.2667381148,993237.6744934467,2,998912.0417621642,1030182.0539825204
2590,1290000.0,5,1488864.4752173235,1445356.3076241044,2,1460356.7869558958,1408531.1845636633,5,1537847.2494661168,1496578.5603889371
2591,324000.0,2,960394.8440115745,975364.7840354682,4,975067.4358893271,992679.1046432536,3,947144.2796124644,972899.4085706524
2592,595000.0,4,726173.0436970639,769630.8425176458,4,711968.6721237611,742370.9027878788,3,736418.4983063196,776873.817843038
2593,410000.0,2,976082.772799264,989462.2675343148,4,997524.371184146,1013784.7143812728,4,1025578.3481970716,1023577.3636980453
2594,850000.0,4,1274406.4318058046,1258808.501443147,3,1325424.084654219,1309120.3692844512,2,1025993.3838059427,1053591.8646862297
2595,630000.0,1,848352.7566338502,872108.9410947666,1,849650.377176624,877914.169980526,2,838545.8178581344,889353.3470837593
2596,1150000.0,3,1256962.0021048198,1244180.9927689005,5,1357112.1576292545,1332695.8124283839,2,1373516.5278700339,1346139.9460392327
2597,450000.0,1,901737.2569601925,921390.8285717583,1,899305.2588753282,923537.5456173791,1,897918.8512434689,933719.7841135272
2598,223000.0,4,595133.5076164755,646666.232922617,3,570706.1371013686,602063.0320351647,2,575606.7080549959,648364.3880527641
2599,250000.0,5,636752.2263562896,689920.4144359269,1,636440.4596412202,678458.8613684882,3,610971.842921457,657409.3540227859
2600,300000.0,4,918896.6225200496,945598.4676863373,1,610705.2133496698,653933.5991617033,3,617921.2152872935,664091.0334756689
2601,340000.0,1,957044.8132337378,972143.530458695,5,881206.6504596715,898076.9591642626,5,904007.379019083,939889.1421041229
2602,220000.0,4,615379.604866344,665869.9134554345,3,602949.0876454497,633350.8482968353,4,629583.1755455361,643140.8025141244
2603,390000.0,3,928859.7551830646,964318.7466117574,1,990506.2921464392,1006638.2789301676,5,944236.4306037168,976409.506684263
2604,295000.0,2,635923.3192135575,677011.1559514994,5,615512.5507557847,646946.7935888636,1,633510.2239846304,689635.1097528675
2605,450000.0,4,1046099.0070692233,1059159.7162368456,2,1020671.6045429113,1025878.649185413,2,1001333.3877892769,1032279.2241809387
2606,450000.0,5,723746.1117980022,771297.3490563242,1,735929.0879270976,772304.1060720717,3,686739.6522585977,729844.1791868669
2607,1200000.0,4,1226448.4277831512,1217270.881628327,5,1188307.2703471216,1180328.0730881076,1,1149338.1181335447,1157052.3459729082
2608,890000.0,5,1207760.0776245634,1204629.3606986664,3,1140399.8385936122,1139688.086409039,4,1189915.1738637201,1179209.977425354
2609,1100000.0,4,1219109.654402042,1210896.817792658,5,1229029.3944456736,1217246.0566057414,5,1183961.2717832034,1190308.6416387043
2610,2150000.0,1,3163940.778741327,2854223.5954712587,4,2764160.4184416863,2599708.763948521,1,2948655.110283872,2623094.133258637
2611,650000.0,3,864892.7619749383,908066.2917816215,3,863037.9804719955,881493.5350384508,2,991623.7259612305,1023864.5967420511
2612,1100000.0,4,1187351.5927309361,1183257.6393827298,2,1161371.2556644948,1150077.4223374797,1,1180354.7815103692,1184130.5270635993
2613,850000.0,3,936593.6870804434,971077.8024891642,2,916094.7051015988,932293.3295951259,2,935855.4481427802,975274.203656483
2614,335000.0,2,700613.1556842308,737663.4197430224,2,687357.3947056051,723021.5571005808,2,711087.7838264169,774333.4836736353
2615,386000.0,5,678819.6426367976,729439.9722699338,4,671227.5127687268,703033.3048182188,1,680344.0128293086,733716.0356326835
2616,460000.0,1,862700.0137355891,885383.0860254309,5,759536.733934036,784027.6732671661,2,785001.9685264162,841402.002701514
2617,600000.0,1,1296557.3759721022,1277918.698389819,5,1264220.844878272,1249065.2986650188,2,1381686.6862425955,1352862.8174275525
2618,380000.0,4,958916.7551550972,981527.3341664248,3,930762.2382813024,945068.7480518329,1,919036.5445220182,952767.4745345573
2619,750000.0,4,783788.6753243449,822789.437214574,1,761158.3924344075,795877.4179958239,5,968661.9075191792,998488.3685771067
2620,670000.0,2,797348.4173229858,827189.603842519,3,777640.1254550114,800764.9383332521,2,802215.1065513314,856872.7361966452
2621,235000.0,3,609031.6402992358,675782.2208812909,2,630944.5466513059,670254.3044150908,5,1021851.9145434592,1046331.4790073197
2622,690000.0,3,928802.0659257655,964268.2959393043,1,942132.1924278383,962668.7288641495,3,885697.9863790607,916267.7112035002
2623,290000.0,1,1008694.8513681495,1019277.3195584157,5,945594.3268911013,957873.1168900058,4,1026371.58668459,1024331.3041031531
2624,519000.0,3,920712.9956542241,957189.2983192226,5,934072.5438672844,947199.365589308,3,987054.2301112803,1009472.6657903807
2625,370000.0,5,961218.8276326368,987459.8405424441,5,933388.4363157181,946565.2554095454,2,905804.3035579294,948899.866030832
2626,1500000.0,3,1306409.7778044178,1285284.51257377,1,1362293.2345541287,1337630.466762262,3,1341071.9545995146,1327728.059364567
2627,500000.0,3,1008051.3348256936,1033122.6544110758,1,997726.2596414217,1013180.702967982,1,1005202.8514841606,1029908.0204381869
2628,530000.0,4,911773.760307498,939183.4490528106,3,702604.1664297013,729258.9667158062,1,718624.159227867,769449.9594460346
2629,1450000.0,5,1507775.773632003,1461327.5353657866,4,2086168.2315991656,2004493.267382074,5,1516861.144908834,1478682.2255367173
2630,600000.0,4,764280.42676209,804846.9508160889,3,758267.1073066205,782357.1208437753,3,752885.8010811956,792387.8210698355
2631,610000.0,3,759744.8670074089,814136.3521850791,3,777161.762674413,800310.8437169202,1,780426.561245309,826621.9470792954
2632,630000.0,2,752192.2615633375,785563.0615999106,3,765584.0117506568,789313.7538121288,1,744736.2796536561,793681.3886190039
2633,1390000.0,2,1588343.617218179,1522919.1196611896,3,1366573.4622825077,1346541.6508099788,3,1353152.7477729588,1338416.9333650502
2634,800000.0,4,1171491.3804698056,1169419.878198449,1,1001923.6108534358,1016981.8097723415,4,991731.2814791378,991380.931776606
2635,370000.0,5,978523.5447064079,1002919.9133415681,4,970508.5726421267,988390.078599905,1,983412.5055087989,1010485.172416196
2636,535000.0,1,993965.2629669895,1005860.6335523768,5,911394.8280517343,926157.5631153105,1,1007831.7527445825,1032247.5361336812
2637,2100000.0,2,1697140.5004558652,1614953.2043802931,3,1701181.1678615976,1647791.6624625346,2,1689438.8741462624,1601815.740714513
2638,300000.0,1,929954.1517838514,947321.3715738724,3,969338.1392176973,981118.2352965672,2,983185.1697287075,1016540.829026479
2639,350000.0,1,805727.4393235552,832538.6181658659,5,751001.624360801,775970.7703341094,3,762292.2450285105,801233.5578519108
2640,1500000.0,3,1117582.9560814272,1126905.0758042817,2,1143405.2438366713,1134319.351097105,5,1365648.3496348301,1348789.5902559087
2641,490000.0,1,708885.5745397004,741842.4660220825,3,683217.958220749,710689.9521439638,2,680274.783103708,746049.422747182
2642,500000.0,5,1072929.6833103136,1086658.14430965,3,1006966.6300325536,1016174.4178757132,3,1025731.2896585416,1044766.8968092721
2643,268000.0,5,612583.0717635077,667063.2431308969,1,615627.4504598901,658632.905704914,1,625879.0858417415,682412.7142725008
2644,299000.0,2,919622.1966404615,938601.1777398019,2,903194.4987284355,920666.2890579113,4,968948.5334141699,969679.8334964731
2645,1500000.0,1,1517483.455283478,1472494.5459753594,2,1465592.0063556067,1412998.6342226795,3,1377875.9899737672,1360260.2431016678
2646,290000.0,5,1049993.4389032433,1066404.5936392015,5,996670.2529586693,1005057.1523773551,4,1075326.8315668378,1070808.351752209
2647,155000.0,5,998102.9557024392,1020369.648482694,5,1027686.9784988554,1033608.4771938764,4,1009272.0346121413,1008072.6949299794
2648,240000.0,5,930753.823162439,960154.3022264923,2,924446.1284370744,939810.4645913966,5,946701.9888151623,978641.3893926343
2649,336000.0,1,1047436.8515561464,1054474.130273633,2,1017843.0667159028,1023362.4326763265,2,987098.9607423976,1019938.8281007535
2650,722000.0,3,846707.7212325374,891956.3486886921,3,776395.8251213252,799583.7179845818,1,811537.3335692153,855174.5705755049
2651,850000.0,4,1059448.4009726923,1070973.7067851087,1,1130757.255557533,1132852.6878020926,1,1072329.1254788265,1089399.8617176937
2652,894000.0,1,987821.6823251732,1000258.8353793984,3,922402.6830411095,937241.4317546079,4,985515.1691150186,985462.3202769298
2653,400000.0,2,761164.5162017755,793856.2374465695,2,765064.9813914084,794903.0970466895,4,755485.2139029253,765076.8916838468
2654,380000.0,1,748693.4953271972,779264.1372338013,5,792075.4543069854,814672.7503394561,1,775407.6379292232,822001.855262956
2655,550000.0,3,1061154.250326757,1078780.5465993339,2,1087220.4720192254,1084853.028266397,2,1083036.8890285096,1102582.4570720848
2656,630000.0,5,977234.0856532786,1001769.1343969959,1,968570.921208407,986729.6028142768,2,955106.1786656801,992098.2219657509
2657,488000.0,4,1026587.9742698765,1041858.7111348626,3,981015.2487149418,992008.2861676873,3,972484.6419733335,996139.6636492095
2658,450000.0,4,960877.2585249688,983282.5294445443,1,957815.5109498431,976950.1862025943,5,944382.0154124297,976541.3136939838
2659,620000.0,1,1013914.8935142972,1024027.4008023989,2,1014262.2816947878,1020175.8759528499,3,980864.4227099307,1003810.7792188259
2660,950000.0,4,1175888.7190073011,1173258.8176173905,5,1111146.3964157172,1110073.1518205646,5,1103257.7984580167,1118961.4859282414
2661,3200000.0,3,3121099.5185734937,2676731.679982815,2,3179330.005821476,2803897.6270764964,3,3134412.4726847443,2836399.19635327
2662,770000.0,1,875820.2246214689,897502.7885356392,4,875075.9411157535,898241.8160233614,4,909902.3405460069,913322.1557195216
2663,950000.0,1,1089118.2518521827,1092197.459296585,3,1028169.4639423809,1035882.5003358916,3,989229.3996686549,1011461.4240187821
2664,540000.0,4,870167.4428065638,901584.5262602854,5,798436.2624356407,820650.6044128254,2,763030.6121327586,821575.5075059624
2665,750400.0,1,936255.5259045466,953101.4158842404,3,927225.4386665464,941757.8040727833,2,935855.4481427802,975274.203656483
2666,269000.0,5,999638.3086560867,1021736.116885869,2,968850.1537278644,979649.3142174671,1,968753.4882822256,997387.0924079634
2667,1300000.0,2,1312077.1888957857,1285822.761373905,5,1342695.530596131,1319749.56660809,3,1316496.067218364,1305952.1491937772
2668,185000.0,1,878494.5614671593,899970.9695201197,5,954052.8790869702,965701.9777353178,4,954759.8025384978,956152.4768693746
2669,520000.0,2,985307.0915853295,997739.3080356688,1,762909.2072577078,797510.1511711192,1,749338.284916739,797940.2787725263
2670,220000.0,3,965868.1818834753,996583.2600932834,2,940346.3995879304,954100.8078462704,2,972986.6466576951,1007676.1554728328
2671,240000.0,1,954286.1293510769,969619.0731124247,1,1036922.7950931992,1048610.745478773,4,982484.3920542811,982575.9504240332
2672,546300.0,4,773093.7429381558,812959.9131629934,5,765822.6267791702,789956.3995935937,2,913285.2636994852,955478.4350483752
2673,270000.0,1,1029994.146949972,1038643.8480997218,3,974335.9957185346,985780.4752044554,1,1054244.179323295,1073421.1610096514
2674,180000.0,5,999004.4527125793,1021172.0162539405,5,974028.5781739294,984167.0273125288,4,1003957.2425946168,1003016.6153298924
2675,390000.0,1,626443.4034757925,663661.1323544753,4,627547.4022552944,660655.3905180421,1,639729.9599813723,695513.2528683618
2676,1030000.0,4,963828.996777704,985924.3098708852,5,965521.7126570742,976307.506608845,2,936141.8951318208,975524.9449297911
2677,730000.0,2,1937079.348843302,1815609.631095349,1,2072333.2015259913,1944670.7799925602,1,1875345.7422691607,1770405.3433030255
2678,260000.0,4,647752.6838586723,696413.2707208575,1,646904.3622861832,688399.9444193369,5,633359.2034951621,688314.2140201796
2679,1200000.0,1,1003668.0677817471,1014700.7914866997,3,999318.4036928046,1009057.4448753287,2,1014045.5785926398,1043276.2173864098
2680,2500000.0,5,2285203.5726324427,2098842.2682990655,3,2221026.4577536792,2106946.2657167413,1,2262132.0585534987,2083620.350618324
2681,196000.0,4,1028039.1950516596,1043146.959620584,2,1028554.569896338,1032886.9678135483,3,959443.8532834802,984187.7596999856
2682,720000.0,1,1162549.861280885,1158311.5901086633,5,1119725.6483493308,1117904.7767155226,1,1158846.116825242,1165363.1034895708
2683,480000.0,5,776399.3736271284,819929.0392493556,2,761587.960068012,791705.3531003695,4,800127.8113606955,808071.9155682353
2684,470000.0,4,710880.61027549,755434.1327620042,1,731314.7895693562,767983.3157291074,2,701185.5459851382,765265.7536494087
2685,1940000.0,2,1804651.330639345,1705238.4071019928,4,1804679.4152018377,1753243.9463718215,1,1932466.7037336668,1817158.2950833053
2686,370000.0,5,675194.3712413341,726047.0160064845,3,661418.7187213087,689760.3041658383,2,949058.3706016811,986818.6860335922
2687,315000.0,4,728039.746081986,771361.2144900701,4,721638.8690340712,751682.4674084008,5,693463.7195391284,745177.7845100658
2688,530000.0,1,786977.4393235552,815067.1723462829,3,729155.0229228261,754625.9243327422,1,770714.5990000247,817678.19864595
2689,315000.0,3,934716.635157183,969438.1675669496,4,997973.9591393388,1014206.8772313221,3,963736.4900546568,988123.8564693457
2690,310000.0,2,660812.7932747612,700426.9980117619,5,666345.5695003339,695614.7913020513,1,684225.1987053131,737350.856332474
2691,1800000.0,3,1639469.2232517116,1556239.3244910014,2,1617736.5116529395,1542056.761682815,2,1614221.8208989915,1541693.9311547428
2692,280000.0,2,612859.0634510193,655218.7805339149,1,604468.6970586021,647973.6549198644,2,602162.9266271917,673399.856736027
2693,265000.0,4,712561.9329017188,756996.8435780746,4,945994.3223307558,965300.3455688121,2,723140.8990916325,785343.6231079398
2694,650000.0,4,845560.9570808345,879242.5440758964,1,820847.2769336527,851318.3531676363,3,809655.7766294065,845601.3978852518
2695,620000.0,2,777489.822883796,808917.384767229,4,789003.1002162481,816292.4476649448,2,786208.7528578438,842488.3865219908
2696,1650000.0,2,1042746.9835660039,1049084.730252126,2,1340284.8647176917,1305546.9454306704,2,1333825.812561243,1313388.251834066
2697,240000.0,4,963041.802258455,985219.8767251763,4,972986.150571717,990721.1993379988,3,953881.1599398827,979084.3190900994
2698,750000.0,5,1177613.9681927152,1178407.50041031,3,1129296.5056929942,1129455.1519820578,3,1048392.2925291429,1065380.1552448214
2699,670000.0,4,803998.4944924861,841318.309605828,5,795698.2183057818,818077.9086275648,1,817626.7709838552,860746.3193376494
2700,330000.0,1,1004068.5001822286,1015065.4398836351,5,973932.0677872326,984077.8942367241,4,1003496.4466229595,1002578.1898864509
2701,380000.0,1,705862.7835651927,738992.4882003104,2,691127.6760149064,726529.9829299678,4,1065008.5438835593,1061020.9378145398
2702,520000.0,1,1317352.996308459,1296366.532915251,4,1299538.9938265788,1294423.854105202,5,1293495.2706458787,1286187.3094346013
2703,553079.0,3,967079.0429750523,997635.5770877647,3,964962.8588558808,977035.2217839783,2,931004.7320644073,971026.2626953592
2704,590000.0,5,836028.8791956557,874492.5801047251,4,821837.1018014292,847629.9056508216,5,846733.7243440107,887542.8729355851
2705,520000.0,2,725123.5156689611,760473.8389758836,4,730907.7303081444,760598.6767033319,2,997687.865317981,1029121.4638313119
2706,2680000.0,1,2017501.9654871686,1903127.3958437534,1,2332330.258214769,2160887.302300809,5,1657731.0506394512,1598243.1337422167
2707,504193.0,4,677296.4385037755,724120.5621475461,4,689610.4252495473,720804.7569705656,4,702989.3275256978,714362.5855963388
2708,2650000.0,2,2135271.7464674343,1979203.9877368908,3,2569896.6780879274,2410252.6408820995,4,2539670.4738228666,2427493.2697763517
2709,860000.0,5,988020.5735726629,1011389.5234913543,3,1001604.6123909105,1011185.2959472302,3,993218.4551710563,1015107.416311232
2710,250000.0,5,612650.7805143244,667127.4373649824,5,636424.5328898779,667008.401877755,4,630219.279885193,643759.6166890486
2711,470000.0,4,756933.3975552338,798074.8016392728,4,738056.9823660611,767470.0442692793,4,771098.1347092278,780127.0216967482
2712,950000.0,4,1042553.1057807719,1056018.4878441184,4,1034084.5708003172,1048068.085736866,2,1079528.1380693335,1099581.1715495794
2713,680000.0,1,985514.9453488165,998154.6301906608,2,1005422.5174679151,1012303.7753469651,2,1011310.9691498547,1040912.4476402586
2714,640000.0,1,819245.169792051,845109.5160031,5,817627.9296547936,838662.1748722375,2,957622.3545953308,994293.1829501641
2715,410000.0,4,988727.5228337634,1008168.3051587434,3,933802.6347265998,947914.2024345999,2,967755.7222872991,1003123.6138161331
2716,290000.0,3,914432.1764219806,951685.996397787,4,973026.1196222876,990758.8019932818,3,955013.1123689045,980123.0730233089
2717,420000.0,2,946430.0502728928,962793.5840322247,5,922664.4864141879,936619.8133191582,2,924620.54705778,965430.0061398929
2718,490000.0,2,760192.4213010417,792958.2592530029,5,875984.6554867917,893211.2186404784,3,789374.558782794,826637.5578963985
2719,525000.0,1,764903.7991005173,794445.626194172,1,742612.3339742396,778557.060254762,1,744260.9877696227,793241.3369212822
2720,350000.0,2,964031.7946749217,978635.3494476374,3,954891.5727160431,967631.1811991434,1,994279.7972955923,1020178.7294584241
2721,606976.0,2,796780.7900015721,826668.049002884,2,778396.7344991916,807148.6104446468,2,800512.3599387269,855344.7355537938
2722,270000.0,2,637265.8323794317,678276.8224932092,1,632433.532286753,674647.4752570135,4,638296.4489515648,651614.6590460193
2723,645000.0,2,1021544.8422014808,1030170.795636837,4,971221.7117521045,989061.1082142523,5,1014515.31565664,1039751.1743906024
2724,1050000.0,1,1216854.7024707142,1206937.4356831454,5,1252580.8807050118,1238549.261180519,1,1185883.2049639793,1188947.0814555818
2725,360000.0,5,657592.8640537274,709539.6840896392,5,652936.6576824496,682808.9860632388,5,657276.2713550484,711018.7344689505
2726,200000.0,4,955015.7495351622,978033.5122176415,5,962513.0752932663,973526.3942803683,5,962211.9116933689,992664.8433106451
2727,320000.0,5,985031.8213831303,1008725.2441004027,4,975829.6226761464,993396.0289434459,3,955689.3577988069,980743.5780465041
2728,358000.0,2,963097.8477894687,977795.6229207657,2,979673.7418779847,989327.9452219469,4,1001579.2830101701,1000753.9968522092
2729,650000.0,4,1267263.9809188014,1252634.828594827,5,1217588.4891033163,1206884.6982704878,5,1275605.8000500218,1270599.401881029
2730,650000.0,2,1105394.3351460525,1104717.980791054,2,1089142.0280058743,1086549.5871449423,3,1064419.8983441668,1079930.9149395505
2731,480000.0,2,667503.1759092973,706703.9227373668,4,702085.5774263263,732844.3918359808,5,672107.5739420814,725046.3078411925
2732,350000.0,3,657447.6442101476,720760.8300794258,1,671731.5008696319,711917.73952321,4,676002.5216557313,688222.1123580716
2733,5800000.0,1,2603026.8508009966,2394139.3725557933,5,3487473.9089546665,3157855.560311778,2,3504589.5649468005,2956657.4860366834
2734,500000.0,4,916869.5842445954,943773.5049458087,2,907768.5022406268,924791.0412454722,2,914193.2000111104,956276.263514072
2735,450000.0,3,991081.4064698933,1018452.7152979322,1,1047430.2111676799,1058083.684574123,3,1019420.9125707482,1039018.2073793442
2736,420000.0,1,691268.8586484027,725215.7506786018,4,692364.6563157947,723464.2501393438,2,686334.8367489433,751628.0240170591
2737,337657.0,2,650744.930945802,690967.5876697778,2,652801.7568592785,690760.9356615603,2,644737.8847954408,713172.9048879026
2738,570000.0,1,810989.3768316763,837434.458883012,4,812539.2081038863,838765.6310505412,3,778659.3732812629,816597.6145696541
2739,420000.0,2,694815.8778183914,732254.977566883,4,705612.6044730437,736245.326093369,1,705828.2236276558,757533.6229549868
2740,320000.0,2,1146350.3233224335,1140892.6990524924,3,1119715.5125652282,1120618.8995420241,1,1098436.6113087083,1112404.6070096195
2741,1800000.0,1,1287524.0156642788,1269896.06143262,5,1280993.631220779,1264203.9353055349,4,1279667.9128198707,1263767.1971656026
2742,650000.0,4,966834.3234854238,988613.010763388,3,899598.2215662125,915860.525824659,4,890274.0832523366,894549.5185392211
2743,350000.0,1,697927.3853678642,731504.9774225238,1,694573.2648596519,733471.9962422155,3,671264.5670853544,715121.7578842931
2744,360000.0,2,940222.39297688,957198.6145668657,3,936783.6298935695,950703.3611593866,5,658246.4975122138,711937.577926211
2745,1550000.0,1,1282257.2136391117,1265215.9744415826,2,1392057.8596187367,1350076.9472039104,5,1360680.82875028,1344493.0504435273
2746,386910.0,2,968894.618540945,983006.0910664276,4,973606.366102019,991304.6813511892,3,947260.4377112158,973006.0889208253
2747,285000.0,1,963651.3936033181,978186.2469596615,1,962414.2238399445,981133.0353922244,2,949187.6120618244,986931.5657218714
2748,850000.0,4,1076096.608183745,1085681.0204219294,4,1118348.3392270845,1126739.1567452212,1,1180025.5723079904,1183843.6152791756
2749,650000.0,2,951170.2207977865,967063.0796168529,2,965718.2098086943,976846.3625360173,3,960598.8245459858,985246.9838201825
2750,775000.0,2,942746.2441251016,959473.8728494393,4,957958.278140365,976574.6911923721,1,943228.5160895272,974517.6705829246
2751,1000000.0,3,1634416.4812227413,1552198.1713832107,4,1636709.0403126827,1601917.9514780843,3,1568657.1967741807,1527481.074542531
2752,1400000.0,2,1240314.9730200937,1223339.4611127013,2,1296615.8593136715,1267833.2711894156,1,1235472.6717678844,1232021.1867024174
2753,380000.0,3,657463.3099301984,720775.2970943841,2,673997.9890630406,710572.0710371452,1,677003.6325646614,730585.5121846506
2754,725000.0,5,748755.5442839714,794451.7011743048,5,734687.7620050188,760548.9497825626,2,760158.0635408091,818976.6761650926
2755,1050000.0,2,1170089.428166444,1161792.554670885,4,1213218.3900769965,1214775.8829606853,1,1118148.8563277577,1129726.561101747
