Id,xgb_caro_bruto,lightgbm_caro_bruto,preco_correspondencia,tem_correspondencia,xgb_caro_corr50,lightgbm_caro_corr50,especialista_caro_blend_bruto,especialista_caro
406,1022987.961769104,1053444.1812093684,330000.0,1,676493.980884552,691722.0906046842,680681.7110575883,713649.5397101989
407,931344.9263572693,982862.60132919,490000.0,1,710672.4631786346,736431.300664595,717756.1434872737,748801.0889881861
408,1055137.5150680542,1156333.1025406155,900000.0,1,977568.7575340271,1028166.5512703077,991483.1508115043,1003620.4967152353
409,876760.6616020203,949754.0919047736,495000.0,1,685880.3308010101,722377.0459523868,695916.9274676387,728115.6838879882
410,878948.0328559875,1016408.9419257705,,0,878948.0328559875,1016408.9419257705,916749.782850178,934789.7875129104
411,1004957.5567245483,1012931.9921523803,303950.0,1,654453.7783622742,658440.9960761901,655550.2632336011,689720.2025379244
412,952311.6946220398,1000459.7843745867,,0,952311.6946220398,1000459.7843745867,965552.4193039902,979794.6676824706
413,856967.1511650085,999584.748298579,,0,856967.1511650085,999584.748298579,896186.9903767405,915760.720026166
414,986957.1328163147,1140303.0244939595,,0,986957.1328163147,1140303.0244939595,1029127.2530276671,1038105.8483103594
415,1195683.5985183716,1323159.0411910901,435000.0,1,815341.7992591858,879079.5205955451,832869.6726266847,856905.0203877236
416,1023420.0954437256,1009425.2977227463,674500.0,1,848960.0477218628,841962.6488613731,847035.7630352281,870108.1370746439
417,916160.0470542908,994276.3524105967,,0,916160.0470542908,994276.3524105967,937642.0310272749,954082.9516708285
418,891141.6530609131,1016541.6225494837,372500.0,1,631820.8265304565,694520.8112747418,649063.322335135,683529.7547500975
419,982320.0702667236,1026977.9041347295,,0,982320.0702667236,1026977.9041347295,994600.9745804253,1006481.2858832419
420,1006209.3734741211,1102484.4052252544,,0,1006209.3734741211,1102484.4052252544,1032685.0072056828,1041358.9098532682
421,971711.8740081787,1008585.1077556645,,0,971711.8740081787,1008585.1077556645,981852.0132887373,994778.0335022872
422,964129.0903091431,1009954.9211248648,,0,964129.0903091431,1009954.9211248648,976731.1937834666,990073.2525564195
423,940393.328666687,981424.3281472728,270000.0,1,605196.6643333435,625712.1640736364,610838.426761924,646932.4016568819
424,935024.6787071228,1016541.6225494837,259000.0,1,597012.3393535614,637770.8112747418,608220.919131886,644418.6560085352
425,1063826.9186019897,1132913.2588800392,,0,1063826.9186019897,1132913.2588800392,1082825.6621784533,1087095.8934749104
426,1033549.427986145,1030262.6348872923,1100000.0,1,1066774.7139930725,1065131.317443646,1066322.7799419803,1072064.692842729
427,1139531.4931869507,1084823.229387969,1139000.0,1,1139265.7465934753,1111911.6146939844,1131743.3603211152,1131526.9535265595
428,2899587.392807007,2845579.2576415194,,0,2899587.392807007,2845579.2576415194,2884735.155636498,2642819.251518918
429,960951.1494636536,994400.0890461059,399000.0,1,679975.5747318268,696700.0445230529,684574.803924414,717348.9601099734
430,932794.6305274963,1001548.4266520274,,0,932794.6305274963,1001548.4266520274,951701.9244617424,967044.0654294759
431,1004957.5567245483,1012931.9921523803,330000.0,1,667478.7783622742,671465.9960761901,668575.2632336011,702132.6719011153
432,1025062.2034072876,1071212.4382507005,1200000.0,1,1112531.1017036438,1135606.2191253502,1118876.758994613,1119858.1560669837
433,943764.2097473145,999058.1824496483,,0,943764.2097473145,999058.1824496483,958970.0522404562,973737.1635417918
434,1331689.1193389893,1445955.7788863727,,0,1331689.1193389893,1445955.7788863727,1363112.4507145197,1339377.8545286534
435,1105707.6454162598,1228850.3464285638,,0,1105707.6454162598,1228850.3464285638,1139571.8881946434,1138620.6222794342
436,1571100.115776062,1504996.559270834,1360000.0,1,1465550.057888031,1432498.279635417,1456460.818868562,1422274.0060901863
437,1705995.3212738037,1439755.0578404022,1050000.0,1,1377997.6606369019,1244877.5289202011,1341389.624414809,1320012.4496011501
438,1174421.6680526733,1184709.2215160767,330000.0,1,752210.8340263367,757354.6107580384,753625.3726275547,782648.7486536712
439,970787.1675491333,1001548.4266520274,,0,970787.1675491333,1001548.4266520274,979246.5138024292,992384.5037436982
440,987202.4059295654,1153155.2282438574,,0,987202.4059295654,1153155.2282438574,1032839.4320659958,1041500.0857543609
441,870945.0960159302,1028214.3719304389,,0,870945.0960159302,1028214.3719304389,914194.14689242,932426.9571564565
442,922424.7932434082,1016541.6225494837,270000.0,1,596212.3966217041,643270.8112747418,609153.4606512894,645314.345810386
443,977847.5761413574,1046846.8225448275,,0,977847.5761413574,1046846.8225448275,996822.3689023117,1008519.0364987338
444,1141953.468322754,1104914.577761833,830000.0,1,985976.734161377,967457.2888809165,980883.8867092503,993888.7379557191
445,1165481.5673828125,1218808.0251094026,,0,1165481.5673828125,1218808.0251094026,1180146.343257625,1175314.2200906412
446,832490.9210205078,1046015.973053751,,0,832490.9210205078,1046015.973053751,891210.3103296497,911149.1399494812
447,1010085.4635238647,1074880.7271070885,431000.0,1,720542.7317619324,752940.3635535443,729452.0805046257,759854.840176152
448,986518.6810493469,1182959.1427232854,850000.0,1,918259.3405246735,1016479.5713616427,945269.90400484,961116.9423860442
449,1032215.2376174927,989833.1370337559,353000.0,1,692607.6188087463,671416.568516878,686780.0799784826,719443.6563433369
450,907558.0835342407,992759.2166697329,,0,907558.0835342407,992759.2166697329,930988.395146501,947942.982512119
451,1226611.0181808472,1160199.7770196483,1214727.0,1,1220669.0090904236,1187463.3885098242,1211537.4634307588,1203621.8881373715
452,1178849.5779037476,1190123.6148610583,1425000.0,1,1301924.7889518738,1307561.807430529,1303474.969033504,1286141.8472833356
453,1022987.961769104,1053444.1812093684,,0,1022987.961769104,1053444.1812093684,1031363.4221151767,1040150.6301439251
454,960944.9505805969,1001548.4266520274,,0,960944.9505805969,1001548.4266520274,972110.9065002403,985826.3610675673
455,882444.2028999329,1003973.7512988109,,0,882444.2028999329,1003973.7512988109,915864.8287096244,933971.6669519993
456,1125721.2162017822,1060886.6070628096,,0,1125721.2162017822,1060886.6070628096,1107891.6986885648,1109885.8216631876
457,932946.3839530945,1055974.077318131,547000.0,1,739973.1919765472,801487.0386590655,756889.4998142398,785721.3381312758
458,891632.4973106384,1001548.4266520274,400000.0,1,645816.2486553192,700774.2133260136,660929.6889397602,694849.414916291
459,944640.2192115784,1014976.0162346788,353229.0,1,648934.6096057892,684102.5081173393,658605.7816964656,692634.079880074
460,910483.8371276855,973531.4933839364,285000.0,1,597741.9185638428,629265.7466919682,606410.9712990773,642679.8665076902
461,971962.6903533936,1031236.4297817595,748000.0,1,859981.3451766968,889618.2148908798,868131.4843480971,889731.740960104
462,888720.691204071,1028214.3719304389,400000.0,1,644360.3456020355,714107.1859652195,663540.7267019111,697337.5981511947
463,1039919.8532104492,1168377.609942368,,0,1039919.8532104492,1168377.609942368,1075245.736311727,1080194.6013021576
464,970452.1298408508,1091293.3971661767,,0,970452.1298408508,1091293.3971661767,1003683.4783553155,1014810.261434858
465,1037023.3058929443,988391.8596290946,558600.0,1,797811.6529464722,773495.9298145473,791124.8290851929,817874.286937256
466,1186292.5291061401,1306844.0301282452,,0,1186292.5291061401,1306844.0301282452,1219444.191887219,1210741.0981447147
467,1413741.2309646606,1403422.087855089,1400000.0,1,1406870.6154823303,1401711.0439275445,1405451.7333047641,1377040.024302191
468,1374522.9244232178,1328092.4942835092,,0,1374522.9244232178,1328092.4942835092,1361754.5561347979,1338168.1716786851
469,3197352.170944214,3015364.6505440157,,0,3197352.170944214,3015364.6505440157,3147305.6028341595,2860004.272139199
470,1239324.8081207275,1109939.9644085437,,0,1239324.8081207275,1109939.9644085437,1203743.976099877,1196600.3922549002
471,961208.5819244385,1000679.1247679465,650000.0,1,805604.2909622192,825339.5623839733,811031.4906032016,836510.0742845804
472,942935.2879524231,1021138.6890829222,,0,942935.2879524231,1021138.6890829222,964441.2232633104,978772.3471880716
473,909158.9450836182,1009004.7024549973,200000.0,1,554579.4725418091,604502.3512274986,568308.2641803737,605960.1015679903
474,990669.846534729,998857.5691021758,,0,990669.846534729,998857.5691021758,992921.4702407769,1004940.3447783402
475,1195325.3746032715,1156954.8564560697,1195000.0,1,1195162.6873016357,1175977.4282280349,1189886.7410563955,1184105.2895371942
476,952275.8722305298,1112845.1577957338,890000.0,1,921137.9361152649,1001422.5788978669,943216.2128804805,959223.6685154146
477,924927.6518821716,1049642.8080492052,550000.0,1,737463.8259410858,799821.4040246026,754612.1599140529,783577.762494533
478,937922.5969314575,996257.227273925,,0,937922.5969314575,996257.227273925,953964.6202756361,969128.2545384009
479,1061616.4207458496,1101702.4849518102,820000.0,1,940808.2103729248,960851.2424759051,946320.0442012444,962084.9058725396
480,1020608.5443496704,1101552.6882297595,,0,1020608.5443496704,1101552.6882297595,1042868.183916695,1050664.208833164
481,1595838.5467529297,1687076.5916703823,,0,1595838.5467529297,1687076.5916703823,1620929.0091052293,1567142.2894125176
482,999276.7572402954,1134074.38624065,,0,999276.7572402954,1134074.38624065,1036346.105215393,1044705.3720290378
483,924927.6518821716,1049642.8080492052,420000.0,1,672463.8259410858,734821.4040246026,689612.1599140529,722132.8054107322
484,982929.7661781311,972760.0937047676,,0,982929.7661781311,972760.0937047676,980133.1062479562,993199.0343826504
485,1073550.820350647,1061504.6805730062,730000.0,1,901775.4101753235,895752.3402865031,900119.0659558979,919402.6382311063
486,1536979.4368743896,1617924.9475681318,1300000.0,1,1418489.7184371948,1458962.4737840658,1429619.7261575845,1398490.5675095876
487,1014189.3625259399,1034719.9063407668,,0,1014189.3625259399,1034719.9063407668,1019835.2620750174,1029604.6753589303
488,1075295.4483032227,1147156.7283529127,861500.0,1,968397.7241516113,1004328.3641764564,978278.6501584437,991495.2289419797
489,1004957.5567245483,1012931.9921523803,499000.0,1,751978.7783622742,755965.9960761901,753075.2632336011,782130.7972020755
490,971554.3389320374,1079617.018092003,765000.0,1,868277.1694660187,922308.5090460015,883135.7878505139,903661.8567625689
491,920044.1241264343,1032533.6630228155,,0,920044.1241264343,1032533.6630228155,950978.7473229391,966377.8430205982
492,1020399.6896743774,1054058.9959351737,430000.0,1,725199.8448371887,742029.4979675869,729827.9994480482,760209.8426881472
493,920493.9603805542,1006897.3333693263,362500.0,1,641496.9801902771,684698.6666846632,653377.4439762332,687647.3345525312
494,990576.1480331421,992867.5240181532,655000.0,1,822788.074016571,823933.7620090765,823103.13821451,847790.1871584299
495,1647100.567817688,1752273.8800431718,,0,1647100.567817688,1752273.8800431718,1676023.228679696,1615357.3564685385
496,1039223.1941223145,1012534.9910679171,,0,1039223.1941223145,1012534.9910679171,1031883.9382823552,1040626.5373918765
497,908648.8485336304,984518.151149269,585000.0,1,746824.4242668152,784759.0755746345,757256.4533764655,786066.6815188094
498,968989.9682998657,1033883.9139441604,615000.0,1,791994.9841499329,824441.9569720803,800917.9016760234,827047.5595974752
499,980655.9681892395,1069635.533404196,550000.0,1,765327.9840946198,809817.766702098,777562.6743116763,805152.9196952019
500,1106756.567955017,1075495.9091662879,,0,1106756.567955017,1075495.9091662879,1098159.8867881165,1101043.481433415
501,1881777.8825759888,1861667.098679127,,0,1881777.8825759888,1861667.098679127,1876247.4170043517,1789373.3065470757
502,953751.802444458,1033529.0067964087,,0,953751.802444458,1033529.0067964087,975690.5336412445,989116.8590358173
503,963015.4371261597,1018321.1261442271,320000.0,1,641507.7185630798,669160.5630721136,649112.2508030641,683576.4684463926
504,929879.7249794006,986019.2134708161,,0,929879.7249794006,986019.2134708161,945318.0843145399,961161.3546354831
505,1318911.9100570679,1352917.0307983053,1375000.0,1,1346955.955028534,1363958.5153991526,1351631.659130454,1329146.6112531768
506,1284487.3666763306,1261587.2305090572,1180000.0,1,1232243.6833381653,1220793.6152545286,1229094.9146151652,1219424.7606120182
507,941458.4636688232,915120.2136773091,,0,941458.4636688232,915120.2136773091,934215.4449211569,950921.4111931828
508,899174.8690605164,993957.4334751812,200000.0,1,549587.4345302582,596978.7167375906,562620.0371372746,600458.9392464391
509,962608.814239502,982624.1352009061,499000.0,1,730804.407119751,740812.067600453,733556.5137519441,763729.9762488801
510,1072705.0304412842,1112394.3928812167,,0,1072705.0304412842,1112394.3928812167,1083619.6051122658,1087818.4928079078
511,1018435.5974197388,986789.8910265729,580000.0,1,799217.7987098694,783394.9455132864,794866.5140808091,821380.4070800034
512,1829324.48387146,2019763.2508620492,,0,1829324.48387146,2019763.2508620492,1881695.144793872,1794082.876446083
513,978041.6488647461,998093.0557851811,,0,978041.6488647461,998093.0557851811,983555.7857678658,996342.8751369653
514,901823.5206604004,1014410.4881065121,,0,901823.5206604004,1014410.4881065121,932784.9367080812,949601.2321744993
515,924927.6518821716,1049642.8080492052,520000.0,1,722463.8259410858,784821.4040246026,739612.1599140529,769443.6255930227
516,1287948.489189148,1371526.684442747,,0,1287948.489189148,1371526.684442747,1310932.4928838876,1292811.1255171786
517,985599.935054779,971179.2995462775,,0,985599.935054779,971179.2995462775,981634.2602899412,994578.0184816364
518,962843.7757492065,1015885.0886696295,,0,962843.7757492065,1015885.0886696295,977430.1368023229,990715.5457906103
519,981866.2405014038,968984.0612021664,535000.0,1,758433.1202507019,751992.0306010832,756661.8205970568,785507.0592552414
520,1911405.8017730713,1850803.2375038357,2100000.0,1,2005702.9008865356,1975401.618751918,1997370.0482995159,1893789.666316027
521,972619.6527481079,999785.1249612117,,0,972619.6527481079,999785.1249612117,980090.1576067115,993159.578172883
522,973622.5605010986,961407.1641331683,650000.0,1,811811.2802505493,805703.5820665841,810131.6632499589,835668.6230214485
523,1006928.563117981,1012931.9921523803,300000.0,1,653464.2815589905,656465.9960761901,654289.7530512204,688517.7550379392
524,1226611.0181808472,1160199.7770196483,1214727.0,1,1220669.0090904236,1187463.3885098242,1211537.4634307588,1203621.8881373715
525,1300942.4209594727,1254120.7006045787,,0,1300942.4209594727,1254120.7006045787,1288066.4478618768,1272350.658841099
526,1016636.6100311279,1035064.3723047321,1003680.0,1,1010158.305015564,1019372.186152366,1012692.1223281845,1023064.5533637963
527,1778615.2362823486,1804369.2097874396,,0,1778615.2362823486,1804369.2097874396,1785697.5789962485,1710902.5690522743
528,1007710.6952667236,1220958.1427508146,,0,1007710.6952667236,1220958.1427508146,1066353.7433248486,1072092.9152425542
529,925046.443939209,994400.0890461059,287000.0,1,606023.2219696045,640700.0445230529,615559.3481718028,651463.6385125333
530,974309.8616600037,1098787.769031442,990000.0,1,982154.9308300018,1044393.884515721,999270.6430935746,1010764.4194629751
531,1258633.9712142944,1288080.1215192773,1075000.0,1,1166816.9856071472,1181540.0607596387,1170865.8312740824,1166931.9082625546
532,954780.5190086365,1001992.5259056574,,0,954780.5190086365,1001992.5259056574,967763.8209053173,981828.8704190135
533,928849.3394851685,1057201.2951957535,,0,928849.3394851685,1057201.2951957535,964146.1273055794,978500.8350757854
534,962461.7099761963,1009954.9211248648,,0,962461.7099761963,1009954.9211248648,975522.3430420802,988962.278594338
535,958161.7116928101,1036348.3258108271,,0,958161.7116928101,1036348.3258108271,979663.0305752647,992767.1748090283
536,1013244.9865341187,999522.5373592608,,0,1013244.9865341187,999522.5373592608,1009471.3130110328,1020114.2341003353
537,2359713.077545166,2508520.2467763694,,0,2359713.077545166,2508520.2467763694,2400635.049083747,2237378.20767281
538,1308383.1071853638,1434687.1728970571,,0,1308383.1071853638,1434687.1728970571,1343116.7252560793,1321553.186574813
539,1447571.7544555664,1503215.3776919984,,0,1447571.7544555664,1503215.3776919984,1462873.7508455853,1427950.3115504466
540,933358.8480949402,1121699.3486201125,386500.0,1,659929.4240474701,754099.6743100563,685826.2428696813,718537.7249943893
541,946696.6986656189,991129.2247926266,260000.0,1,603348.3493328094,625564.6123963133,609457.821675273,645606.6515147055
542,966147.8996276855,1032455.9490118647,,0,966147.8996276855,1032455.9490118647,984382.6132083349,997102.189254379
543,1089218.7356948853,1139496.4590629067,,0,1089218.7356948853,1139496.4590629067,1103045.1096210913,1105483.113739353
544,1015559.6733093262,1062810.5997219733,382500.0,1,699029.8366546631,722655.2998609866,705526.8390364021,737225.2439237811
545,1076340.675354004,1125942.6717492517,495000.0,1,785670.337677002,810471.3358746258,792490.6121813485,819154.2636926981
546,931955.7547569275,1034499.6324451694,375000.0,1,653477.8773784637,704749.8162225847,667577.660560597,701182.7879435578
547,1236401.5579223633,1323574.3266489417,,0,1236401.5579223633,1323574.3266489417,1260374.0693221723,1247526.0779112948
548,954586.2078666687,1003254.3818482528,356400.0,1,655493.1039333344,679827.1909241264,662184.9778558022,696045.7543624674
549,972761.869430542,1028136.8261984953,360000.0,1,666380.934715271,694068.4130992477,673994.9912708646,707290.8484137114
550,1110395.073890686,1074647.8051940515,600000.0,1,855197.536945343,837323.9025970257,850282.2874995559,873131.0548500839
551,923719.1677093506,1008332.6167717841,,0,923719.1677093506,1008332.6167717841,946987.8662015198,962700.4165467105
552,930517.315864563,965659.7943080376,,0,930517.315864563,965659.7943080376,940181.4974365185,956425.2945801144
553,951267.4808502197,995214.3395071363,,0,951267.4808502197,995214.3395071363,963352.8669808718,977770.9330303255
554,888145.5659866333,1011661.7125018907,460000.0,1,674072.7829933167,735830.8562509454,691056.2531391645,723503.6200889981
555,917692.7208900452,1013169.4577150014,405000.0,1,661346.3604450226,709084.7288575007,674474.411758454,707746.945530925
556,991154.4919013977,1011661.7125018907,535000.0,1,763077.2459506989,773330.8562509454,765896.9887832666,794193.8699285861
557,1016506.3142776489,1063447.4261124309,,0,1016506.3142776489,1063447.4261124309,1029415.120032214,1038369.1008641584
558,997179.9850463867,1006519.8414841043,350000.0,1,673589.9925231934,678259.9207420521,674874.2227833795,708127.2829569144
559,1444182.6343536377,1554622.0032968647,,0,1444182.6343536377,1554622.0032968647,1474553.460813025,1438282.4600418182
560,929913.8188362122,1007628.9877249991,674500.0,1,802206.9094181061,841064.4938624995,812892.7451403143,838250.3037732968
561,901459.7535133362,992092.1419798371,,0,901459.7535133362,992092.1419798371,926383.6603416239,943691.3387013435
562,977051.9137382507,1008843.1860537393,,0,977051.9137382507,1008843.1860537393,985794.5136250101,998398.6654336134
563,920567.7509307861,1119708.9130724072,535000.0,1,727783.8754653931,827354.4565362036,755165.7852598659,784098.9250347705
564,931971.01354599,1024284.7227915621,540000.0,1,735985.506772995,782142.361395781,748678.6417942612,777989.9183139309
565,1025579.2140960693,1108712.3621674029,,0,1025579.2140960693,1108712.3621674029,1048440.8298156861,1055752.84737981
566,899331.5696716309,996384.5573200462,,0,899331.5696716309,996384.5573200462,926021.1412749451,943356.5338920939
567,978213.6678695679,968984.0612021664,335000.0,1,656606.8339347839,651992.0306010832,655337.7630180162,689517.505832091
568,905174.3745803833,979701.0746327518,630000.0,1,767587.1872901917,804850.5373163759,777834.6085473923,805408.1977991002
569,1133513.09299469,1126181.8193993708,750000.0,1,941756.546497345,938090.9096996854,940748.4963779886,956948.2000520355
570,890830.0399780273,981424.3281472728,237500.0,1,564165.0199890137,609462.1640736364,576621.7346122849,613990.9413059877
571,981952.8460502625,1074030.6538735498,780000.0,1,880976.4230251312,927015.3269367749,893637.1216008333,913398.2147705606
572,989694.0588951111,1015499.2499792377,,0,989694.0588951111,1015499.2499792377,996790.4864432459,1008489.7927797545
573,1032929.6588897705,945786.9211417297,760000.0,1,896464.8294448853,852893.4605708648,884482.7030045297,904911.2570443643
574,1017376.4228820801,1004731.9891983997,313489.5,1,665432.96144104,659110.7445991999,663694.351809534,697483.966371639
575,921052.6943206787,972148.5133452822,,0,921052.6943206787,972148.5133452822,935104.0445524447,951741.381716046
576,1276466.6080474854,1273674.0923438114,,0,1276466.6080474854,1273674.0923438114,1275698.6662289752,1261269.8981566117
577,1182663.5599136353,1095464.2522676552,,0,1182663.5599136353,1095464.2522676552,1158683.7503109907,1155919.4198202358
578,878564.178943634,1020425.8059154574,240000.0,1,559282.089471817,630212.9029577287,578788.0631804428,616081.8398335848
579,1102733.9696884155,1037020.4294665324,675000.0,1,888866.9848442078,856010.2147332663,879831.3730636989,900595.9226168152
580,1114240.4079437256,1220616.3220988777,1200000.0,1,1157120.2039718628,1210308.1610494389,1171746.8921681964,1167727.9628941782
581,995816.5287971497,1003130.0205958786,353000.0,1,674408.2643985748,678065.0102979393,675413.8695209001,708640.6117453635
582,3271446.943283081,3163322.147330363,,0,3271446.943283081,3163322.147330363,3241712.624396084,2937672.5430897186
583,2397477.865219116,2461872.480969146,,0,2397477.865219116,2461872.480969146,2415186.3845503745,2249669.7749425103
584,962461.7099761963,1009954.9211248648,380000.0,1,671230.8549880981,694977.4605624324,677761.1715210401,710872.9932678738
585,1393183.3505630493,1406253.3334467474,,0,1393183.3505630493,1406253.3334467474,1396777.5958560663,1369332.831932138
586,1048828.8402557373,1037020.4294665324,,0,1048828.8402557373,1037020.4294665324,1045581.527288706,1053142.2035267372
587,1214761.49559021,1203769.7053246838,1200000.0,1,1207380.747795105,1201884.852662342,1205869.3766335952,1198515.6791342578
588,1086342.453956604,1224155.3590208322,,0,1086342.453956604,1224155.3590208322,1124241.0028492669,1124724.5360520887
589,942854.7620773315,990918.2838454098,630000.0,1,786427.3810386658,810459.1419227049,793036.1152817765,819665.4375556399
590,987768.4116363525,1017635.1960220216,,0,987768.4116363525,1017635.1960220216,995981.7773424116,1007747.9869702717
591,1144996.6430664062,1112841.8572406697,1150000.0,1,1147498.3215332031,1131420.9286203347,1143077.0384821643,1141795.2694437415
592,1003175.9738922119,1043101.3665123383,,0,1003175.9738922119,1043101.3665123383,1014155.4568627467,1024404.7044184795
593,933427.9298782349,1032257.7744459895,497000.0,1,715213.9649391174,764628.8872229948,728803.0685671838,759241.8995586527
594,1008976.936340332,1012931.9921523803,450000.0,1,729488.468170166,731465.9960761901,730032.2883443227,760402.7576232429
595,906549.2153167725,1003130.0205958786,382500.0,1,644524.6076583862,692815.0102979393,657804.4683842633,691870.0345026207
596,1010763.5259628296,1061342.7715924336,,0,1010763.5259628296,1061342.7715924336,1024672.8185109707,1034031.4181741787
597,983626.3656616211,1099752.6573435517,,0,983626.3656616211,1099752.6573435517,1015561.095874152,1025691.8466910721
598,939299.4046211243,1034702.8904074527,,0,939299.4046211243,1034702.8904074527,965535.3632123646,979778.9765998347
599,952462.7923965454,1018847.8042099586,,0,952462.7923965454,1018847.8042099586,970718.6706452341,984546.2716604103
600,999974.250793457,1103682.040582067,,0,999974.250793457,1103682.040582067,1028493.8929853248,1037526.6203429282
601,927084.5055580139,1043559.068262776,,0,927084.5055580139,1043559.068262776,959115.0103018235,973870.6047061093
602,1126402.735710144,1208291.667518276,,0,1126402.735710144,1208291.667518276,1148922.1919573804,1147087.2586025314
603,907882.7500343323,1039489.5050806697,,0,907882.7500343323,1039489.5050806697,944074.607672075,960015.0594384664
604,964611.1130714417,985905.8473363726,450000.0,1,707305.5565357208,717952.9236681863,710233.5824971488,741682.6887902784
605,1249706.0298919678,1309493.3424873499,,0,1249706.0298919678,1309493.3424873499,1266147.5408556978,1252705.8215286287
606,943245.1128959656,988360.6190255914,,0,943245.1128959656,988360.6190255914,955651.8770816127,970682.1011300333
607,923865.9739494324,1048176.0952247315,,0,923865.9739494324,1048176.0952247315,958051.2573001396,972891.3228972642
608,932279.8252105713,976770.4584802239,530000.0,1,731139.9126052856,753385.229240112,737257.3746798629,767222.3496544567
609,1016632.7953338623,975084.6479449327,1000000.0,1,1008316.3976669312,987542.3239724664,1002603.5274009533,1013820.2783904431
610,908726.0961532593,999202.7308984966,462000.0,1,685363.0480766296,730601.3654492483,697803.5853540997,729905.0326619515
611,944850.2063751221,998626.7878172975,,0,944850.2063751221,998626.7878172975,959638.7662717204,974352.7326428476
612,972018.2418823242,991070.2428655922,675000.0,1,823509.1209411621,833035.1214327961,826128.7710763614,850615.0001433128
613,1060789.1082763672,1147288.8647290221,,0,1060789.1082763672,1147288.8647290221,1084576.5413008472,1088689.373129291
614,920567.7509307861,1119708.9130724072,520000.0,1,720283.8754653931,819854.4565362036,747665.7852598659,777035.6561339532
615,2530518.2933807373,2648104.2916316255,,0,2530518.2933807373,2648104.2916316255,2562854.4428997315,2374021.9855191596
616,1022987.961769104,1053444.1812093684,309500.0,1,666243.980884552,681472.0906046842,670431.7110575883,703899.9673210583
617,1056128.1442642212,972989.3092376789,,0,1056128.1442642212,972989.3092376789,1033264.9646319221,1041889.0993372592
618,923856.258392334,989419.6951628422,530000.0,1,726928.129196167,759709.847581421,735943.1017521119,765982.3040423105
619,857662.6181602478,1033454.2068409356,,0,857662.6181602478,1033454.2068409356,906005.305047437,924851.7429706455
620,1017376.4228820801,1004731.9891983997,376250.0,1,696813.21144104,690490.9945991999,695074.601809534,727316.6570444532
621,916752.9940605164,975973.8357371388,472900.0,1,694826.4970302582,724436.9178685694,702969.3627607938,734802.0638957794
622,3275052.785873413,3327365.7344656647,,0,3275052.785873413,3327365.7344656647,3289438.846736282,2976855.9909554934
623,1555939.6743774414,1606851.7542399403,,0,1555939.6743774414,1606851.7542399403,1569940.4963396287,1522383.7835746892
624,1011475.2054214478,1000459.7843745867,382500.0,1,696987.6027107239,691479.8921872934,695472.9823167805,727694.5705099487
625,1016925.9309768677,999522.5373592608,569500.0,1,793212.9654884338,784511.2686796305,790819.9988660129,817588.5797415178
626,936425.9839057922,1030657.1058187454,,0,936425.9839057922,1030657.1058187454,962339.5424318544,976838.4617810878
627,2205986.261367798,2228405.650396924,,0,2205986.261367798,2228405.650396924,2212151.5933508077,2077519.1553550917
628,851853.2514572144,918252.5041151864,570000.0,1,710926.6257286072,744126.2520575932,720056.5229690784,750976.4828463441
629,1332116.0078048706,1286589.0741972427,,0,1332116.0078048706,1286589.0741972427,1319596.101062773,1300554.560255035
630,977847.5761413574,1046846.8225448275,415000.0,1,696423.7880706787,730923.4112724138,705911.1844511558,737589.3359027214
631,1018912.9114151001,1040634.2219158551,800000.0,1,909456.45570755,920317.1109579275,912443.1359014038,930807.6921036307
632,915871.9778060913,1032409.2023521296,480000.0,1,697935.9889030457,756204.6011760648,713959.857278126,745209.6394975005
633,1000197.5297927856,1015119.4042867653,,0,1000197.5297927856,1015119.4042867653,1004301.04527863,1015376.3357403077
634,944087.5053405762,989833.1370337559,380000.0,1,662043.7526702881,684916.568516878,668333.7770281003,701902.7489507347
635,1071234.941482544,1115465.6549778804,716900.0,1,894067.470741272,916182.8274889402,900149.1938468807,919430.5371676597
636,896070.3611373901,969565.7177670663,600000.0,1,748035.1805686951,784782.8588835332,758140.7921052756,786898.876658199
637,1039681.4346313477,1050560.8601565645,584000.0,1,811840.7173156738,817280.4300782823,813336.6383253911,838665.2785329062
638,927825.3316879272,1006519.8414841043,,0,927825.3316879272,1006519.8414841043,949466.321881876,964984.3775353496
639,905638.6351585388,1020868.3478970287,210000.0,1,557819.3175792694,615434.1739485143,573663.4030808117,611134.4308719821
640,1066525.3400802612,1116054.7355362405,,0,1066525.3400802612,1116054.7355362405,1080145.9238306556,1084656.5903962194
641,1093447.8044509888,1163195.8081993333,1100000.0,1,1096723.9022254944,1131597.9040996665,1106314.2527408917,1108453.0459996385
642,929852.0088195801,1043135.3844791524,,0,929852.0088195801,1043135.3844791524,961004.9371259625,975610.2048485071
643,938569.962978363,998918.6904894041,605000.0,1,771784.9814891815,801959.3452447021,780082.9315219497,807518.4905952943
644,999836.4448547363,1003130.0205958786,535000.0,1,767418.2224273682,769065.0102979393,767871.0890917752,796049.4809998083
645,889026.7014503479,997389.1022915656,527500.0,1,708263.350725174,762444.5511457828,723163.1808408414,753913.3181661487
646,922045.7673072815,1118773.904661815,,0,922045.7673072815,1118773.904661815,976146.0050797781,989535.4607582644
647,944482.7437400818,1001548.4266520274,180000.0,1,562241.3718700409,590774.2133260136,570087.9032704334,607680.1565269807
648,978358.5667610168,993893.8440167368,382500.0,1,680429.2833805084,688196.9220083684,682565.38400317,715439.750316956
