Id,preco,fold_busca,log_a200_d6_rs025_bruto,log_a200_d6_rs025_calibrado_cf,log_a200_d6_rs050_bruto,log_a200_d6_rs050_calibrado_cf,log_a200_d7_i800_rs0_bruto,log_a200_d7_i800_rs0_calibrado_cf
3191,600000.0,3,522237.73238231585,478534.6938414353,527514.4692690792,484568.48779424315,534833.6856048281,489800.18444145366
3192,600000.0,5,643650.6651644104,589965.1815948606,629604.6407205747,578236.7294511785,623212.443221658,569399.3319244605
3193,210000.0,1,231499.51307590737,212437.4467547304,226377.75725116956,208226.90758301658,229967.6495195581,210630.2970583358
3194,900000.0,4,1040205.8972229025,945314.5351128981,1074844.1164521594,979259.8490425159,1047684.7991384842,949952.8852699584
3195,1120000.0,4,1013191.911647084,920764.8634716123,975363.6370831699,888626.0187796605,983309.2655659543,891582.5396199072
3196,410000.0,3,416230.12048041343,381398.24244998023,412422.18808247556,378846.0936224643,418361.75352239964,383135.2989795142
3197,335000.0,1,371906.0275214649,341282.6483719153,372915.3428785378,343015.186565804,374863.9209248309,343342.63617428724
3198,970000.0,1,729404.0192591123,669343.6432984457,704590.5362816445,648096.8371791221,747875.417214344,684988.6130487542
3199,1541680.0,3,708778.4524832072,649464.9059791742,701430.8955490266,644326.0387137908,719478.1462466505,658897.4072092803
3200,840000.0,4,529010.2043807982,480751.97108505975,529564.1584409104,482470.81592157047,530394.8844600174,480917.68749488203
3201,2650000.0,1,1120179.9461188884,1027942.4111847688,1124497.4167210702,1034335.8045071781,1159999.9056411402,1062458.6772238815
3202,501449.0,4,407130.5470432959,369990.61900724965,407947.4846721145,371669.3296660658,405494.7574073054,367668.70634914626
3203,3000000.0,4,2446749.103100882,2223547.758295468,2316545.706646363,2110538.7881532633,2308655.944578345,2093295.977426844
3204,600000.0,4,505958.15000929753,459802.8088857584,507758.25572956534,462604.0792753007,513657.39058145194,465741.52896398987
3205,830000.0,1,984258.4343633964,903212.9094561327,958504.1680614083,881651.8073346533,967940.8261748028,886549.3219503923
3206,380000.0,4,347024.5733958521,315367.73070433334,350298.84228310216,319147.2941641086,356403.69700628665,323157.0416697913
3207,300000.0,3,256963.61425009213,235459.82384807174,247552.28579488845,227398.57153842197,253822.62400891987,232450.51948137878
3208,275000.0,2,317362.29365631193,290837.3460737086,306039.4258786378,281153.86288390035,321162.7359085281,293374.01143239846
3209,225000.0,3,322197.4560375752,295234.6248098318,326863.2997739856,300252.7212312821,335228.57605302794,307002.0135233919
3210,409100.0,1,290555.3424671829,266630.5180280677,293100.5146358596,269599.8693277116,293168.4761231598,268516.7385193851
3211,2300000.0,2,1315058.267950547,1205146.497325292,1312421.3318779941,1205701.9324531672,1331517.7304025507,1216307.6664436474
3212,472000.0,2,499444.96714465617,457701.6603980339,504081.5879469633,463092.24784698547,493346.5264198267,450659.5358038269
3213,3200000.0,1,1384036.2549762484,1270072.339749265,1425515.4509542554,1311218.3708696954,1337570.022126508,1225097.4068979672
3214,650000.0,2,677674.103984723,621034.5143246205,669068.908453365,614663.6421340536,668126.238263578,610316.3684545617
3215,1100000.0,5,989928.440570597,907360.6908461283,1006170.1361724576,924079.1620372124,975410.2852065354,891185.6154183209
3216,439000.0,5,254772.45456286933,233522.4455693805,255982.27469716402,235097.30352202634,256889.50883291615,234707.62867268428
3217,750000.0,2,1042383.4251579469,955261.6521371363,1035373.8606964322,951182.5465888073,1071396.6536715808,978693.6620579879
3218,690000.0,5,538396.3467534469,493489.8939338033,551907.4891064942,506878.69945702306,514783.83970213606,470333.31506773474
3219,650000.0,5,645927.1231704695,592051.7652552607,669311.4624895611,614703.9682096511,649355.7490379679,593285.2171117837
3220,1700000.0,4,1177724.6508215116,1070288.3282575426,1224284.2934532512,1115410.5363198644,1228365.3076372033,1113778.8475264884
3221,1400000.0,1,1168762.2877340305,1072524.399600022,1172600.259698088,1078581.7868010243,1152061.143603303,1055187.4640345545
3222,560000.0,1,464622.67181356513,426364.8454071287,466659.1534174874,429242.66761605564,465406.21889727225,426271.47924470244
3223,600000.0,1,685312.5361871121,628882.7284438479,701633.549579872,645376.9401178971,676009.3149601042,619165.5353338694
3224,195000.0,4,246775.09200197167,224263.3713153211,249476.4474168316,227290.88292678335,255187.4120158458,231382.58618275853
3225,250000.0,2,248062.3618738745,227329.46046294965,246279.18077004925,226253.01567792214,271853.42350069043,248331.20551303172
3226,850000.0,2,1251011.8841409197,1146453.071341352,1277541.2933939535,1173658.1605464194,1320256.2895375872,1206020.6259135029
3227,380000.0,3,350217.23561195715,320909.5919918573,344859.7927412067,316784.0846170281,354585.29389407625,324728.8774512033
3228,280000.0,2,264184.96618417563,242104.54730575695,268970.77781555284,247099.4479506,263547.2300468975,240743.70851908778
3229,480000.0,1,530041.0161663145,486396.531264986,530390.7051845931,487864.2570384095,535592.644487761,490556.11972553725
3230,1500000.0,3,1067430.0503664142,978103.0375172042,1063969.5285150383,977349.6947032585,1132515.2882013873,1037156.4319410889
3231,865000.0,3,1136818.289195826,1041684.5781940098,1151915.4560824286,1058135.7728330975,1161453.4928977988,1063658.01248697
3232,680000.0,1,559727.049692522,513638.1659569563,578026.5196761743,531680.6569454677,560268.7751406735,513157.30185063975
3233,420000.0,3,401799.0543569554,368174.8283207633,398805.80358699284,366338.2455375704,402572.4924489933,368675.5085921474
3234,328400.0,2,319762.9957918048,293037.3989840785,322618.4891161236,296384.8013776356,322118.5868449478,294247.15701311344
3235,580000.0,3,353839.441059104,324228.6761315155,350854.0212082672,322290.31125722115,350011.4490437861,320540.15465461044
3236,3000000.0,1,1577405.8128954044,1447519.5171477199,1584396.5377590654,1457360.4555891228,1532100.88349216,1403270.6986721063
3237,254200.0,2,219370.44386514564,201035.595519876,212864.6144857195,195555.5512566062,224236.47478895358,204834.33089520008
3238,1900000.0,2,1141286.1936820757,1045898.1873899683,1144761.1067399248,1051674.9804870319,1167259.337613072,1066261.7918257
3239,695000.0,2,602143.8089294268,551816.9954159763,590644.2921646885,542616.1150827745,593368.7853674878,542027.3318122749
3240,330000.0,3,287334.0658879417,263288.74901984585,281543.7781736757,258622.75024707592,288819.1158203213,264500.27364868345
3241,190000.0,4,178879.60130590628,162561.55401649102,170765.04652528642,155579.16829285,187290.92704155788,169819.73650311198
3242,560000.0,3,532526.8389721033,487962.7649411339,525769.1962427782,482965.3008478935,514619.6930734371,471288.2291614176
3243,750000.0,2,469844.5015030227,430575.18368091725,467821.89668816037,429781.00948244624,462344.67125494324,422340.1276201872
3244,630000.0,5,551837.259113001,505809.72941316146,558014.3774501777,512487.3416343323,562136.75906038,513597.4073375791
3245,850000.0,1,775349.4985714516,711505.893168212,758510.8306274591,697693.8306467168,749166.0562493758,686170.7257672681
3246,3500000.0,4,1628117.514888159,1479594.7185116387,1697760.2697719473,1546781.007626474,1581284.424701268,1433776.3637619223
3247,270000.0,5,255392.59625881922,234090.86261307634,247576.7702958877,227377.58378041376,254739.2922597865,232743.07887341548
3248,1300000.0,4,652011.7337402694,592532.8539420504,678505.993580465,618167.4781280918,757292.2120927594,686649.1930221239
3249,510000.0,4,371100.98306132876,337247.8027851308,373463.7098294099,340252.1449506243,370220.5926288068,335685.04615442245
3250,265000.0,3,322912.22653435875,295889.58032077295,327006.2313703833,300384.0164877334,333017.4866576722,304977.0999421969
3251,790000.0,5,809788.6447855777,742245.9584537933,778659.0378354434,715130.1408456322,811775.9293667666,741680.7492872786
3252,260000.0,3,216354.3068875755,198248.87323907152,224124.64432152655,205878.22003590802,223004.09586594132,204226.94049798956
3253,360000.0,5,338255.603564158,310042.4490841371,333733.1704370541,306504.6927894867,338418.36174192186,309196.63299836393
3254,2000000.0,2,1581199.1623714129,1449043.4975747047,1630224.136381764,1497662.6360946808,1582348.883496087,1445435.561269601
3255,450000.0,5,489791.92063542624,448939.4558888003,485633.6574352254,446011.9885161167,484546.1855227808,442706.62006837945
3256,1100000.0,2,1228754.475350061,1126055.9232471893,1236289.8702081908,1135761.0923996018,1254007.6555871067,1145504.1795113755
3257,470000.0,5,415486.343074886,380831.5428055171,420634.2841072584,386315.755962106,425298.31441265723,388574.68063909543
3258,570000.0,2,368130.30866281217,337362.2012473065,359923.6051353758,330656.4559006843,371717.5454537544,339554.5473888121
3259,255000.0,2,311904.59553188673,285835.79904084577,311665.4676324753,286322.4236577164,313563.2956447177,286432.11554734805
3260,364000.0,4,309238.89889593574,281029.00274751463,311954.1429054255,284212.5311139025,309179.6430530144,280338.22216993384
3261,249000.0,1,225564.30553345988,206990.9543646426,229464.99623754047,211066.61336907794,234335.61388051495,214630.97120885504
3262,375000.0,1,288137.8291305921,264412.06687930675,286037.37260512105,263103.04631497845,278972.6408043336,255514.59227645767
3263,360000.0,4,332347.1192752969,302029.20728732913,329569.21253074385,300261.1191446027,337500.6470991956,306017.33818797185
3264,349000.0,2,372152.6692995894,341048.37542721245,371144.97400916053,340965.36037157703,373874.6844724675,341525.0391563173
3265,1000000.0,1,900478.3239474257,826331.3967949706,896245.3275633327,824384.847965342,887721.7790208146,813075.6756915337
3266,980000.0,4,909887.23580037,826884.0155704983,911523.8531232028,830463.4105961632,910099.3688497142,825201.9329020318
3267,320000.0,4,382082.8310192922,347227.8466637305,393180.11187126575,358215.1970729166,383337.08909224,347577.9873045829
3268,1800000.0,5,1969387.428444066,1805125.1629730822,1983773.4651949138,1821922.2132376712,1952311.2175461573,1783733.1636589824
3269,457000.0,1,353601.71595921717,324485.54516759026,351086.66246198677,322936.71827921673,354153.6121155728,324373.800749925
3270,400000.0,3,358376.49500672315,328386.05042130844,355326.2396061241,326398.4376355134,356624.1822094855,326596.0894459258
3271,450000.0,1,381487.1678655198,350074.86121351365,382819.9051309016,352125.6062192903,386234.6304746936,353757.21376924566
3272,260000.0,3,355295.2362482673,325562.6442880563,341204.5334574308,313426.40711845754,341144.84508315905,312420.127116754
3273,350000.0,1,344990.0912740352,316583.0164053367,343400.38908453984,315866.72626384534,342716.0527768414,313897.99458252557
3274,512000.0,3,289291.01243175374,265081.9300888108,293921.5471713965,269992.8209368954,296996.02610572416,271988.68036977906
3275,430000.0,4,488363.1286152509,443812.8692845503,472618.9410182375,430589.6508638075,493255.5954974478,447242.88879981736
3276,380000.0,5,256866.49726032867,235441.8287800829,240919.65117017998,221263.6028122771,249925.992006526,228345.39718658885
3277,1300000.0,5,1190879.9289616493,1091551.2584269168,1167749.608645489,1072475.7583556918,1179551.8426938972,1077699.969737752
3278,480000.0,4,386534.7623517074,351273.65664143994,399098.32968639355,363607.1166969198,387747.34571387403,351576.8388732486
3279,500000.0,2,508284.05720283184,465801.9846823369,509873.2546922703,468412.96583390597,499621.2557813734,456391.3418872509
3280,620000.0,4,270398.6764427829,245731.9265340389,272541.1203332577,248304.44924085244,286829.3175117769,260072.8176779718
3281,330000.0,5,263463.80109283334,241488.86603838493,265670.6982244714,243995.27213857978,261366.41898791294,238797.96685361554
3282,550000.0,1,564664.1848773648,518168.76897644094,543282.8170996346,499722.68619187427,552492.6429175826,506035.04337847483
3283,185000.0,5,173589.49163852958,159110.77467981048,166531.94925993902,152945.0125700923,167623.88477990183,153149.90746151056
3284,352000.0,3,266602.3618035638,244291.96067678096,293442.9783317507,269553.21331958415,291697.71541454253,267136.49243992916
3285,400000.0,3,496645.69724856364,455084.3072873211,489382.2571209817,449540.69338614773,489960.20298652723,448705.0914161917
3286,400000.0,4,325236.96762930095,295567.66951316234,328162.70064824505,298979.6862441012,322657.4599907873,292558.77848391864
3287,990000.0,3,1017311.7493629908,932178.8456417528,1024376.9002468805,940980.3794989117,1068692.5963656907,978707.6710009046
3288,562000.0,4,581346.5846596023,528314.0365615524,575397.092777784,524227.8964813542,594050.9910622813,538635.7169839017
3289,570000.0,1,485858.3724103531,445851.9620532459,456109.3691737894,419538.759531588,487767.1132864972,446752.10700922617
3290,1700000.0,2,722659.7633832588,662260.2996569347,749568.8984326569,688617.784087543,752900.8570694802,687755.8320224131
3291,170000.0,4,167069.40129690943,151828.72337123,160480.07498794564,146208.82377414213,167791.61100920642,152139.3888060232
3292,850000.0,5,1105869.290998465,1013631.1704384515,1107497.4755602523,1017139.4502595658,1119177.6951726696,1022539.0055464947
3293,1465000.0,1,901387.8140227132,827165.9979000689,891855.3095211467,820346.8192638569,914213.5076359566,837339.7870978714
3294,379000.0,1,371977.3328138993,341348.08226446906,370643.00277350744,340925.041496815,376383.42392554414,344734.3683117853
3295,1050000.0,4,861689.2373668439,783082.8137082505,881460.6798979327,803073.7100584785,867402.2862032308,786487.7920783894
3296,408000.0,1,338242.0117851532,310390.5853368272,334866.234682327,308016.8358789119,343064.47437242494,314217.11835638084
3297,410000.0,5,350393.1742180791,321167.6517173572,342708.9988700787,314748.2052122779,350962.9910665063,320658.0594097712
3298,1450000.0,4,1368454.7331599484,1243619.319361478,1332046.6981076687,1213589.7927339645,1411562.1464174965,1279886.4074670156
3299,1000000.0,2,430606.0732624392,394616.2794200551,436177.76708467776,400710.0188737198,444111.1776810042,405684.29381966527
3300,365000.0,2,389853.4346413087,357269.7215617794,391427.5760441172,359598.6848038556,378751.26566270395,345979.6723559265
3301,300000.0,5,186116.27794618756,170592.7293468032,191550.20604893853,175922.09063877384,193943.01772245337,177196.43746474705
3302,4000000.0,4,1902742.3207125124,1729167.251547075,1930432.6566244802,1758762.1897700285,1879276.6618200436,1703970.78260985
3303,1600000.0,2,943338.3163243457,864494.6732913704,913129.4061322155,838878.3866976748,959652.627723646,876618.3292731511
3304,215000.0,4,239913.43222323587,218027.65707724987,233663.40577517505,212884.07124694213,237963.1724178291,215765.08737379254
3305,260000.0,4,259845.9477353305,236141.8560884757,254848.5159844892,232185.22153280815,263606.9701249665,239016.73676414927
3306,158000.0,5,173461.215331391,158993.19761676807,170359.76410064712,156460.5253082172,175053.66736908368,159938.1436218073
3307,340000.0,5,312330.0384116014,286279.27818883385,309127.3944952039,283906.44225889945,312315.13894545543,285347.3697446504
3308,360000.0,3,240310.0046828375,220199.85800978018,245705.47268094626,225702.11108094576,244347.3621063396,223773.08357480058
3309,490000.0,4,500825.1860317419,455138.0925357083,507425.7767827699,462301.1671801744,531439.4954705931,481864.8533259575
3310,380000.0,1,379984.25040271034,348695.69654815365,382506.726943721,351837.5384946564,379915.77453095285,347969.6931885052
3311,380000.0,3,338694.55356082553,310351.17618682346,344565.0711439584,316513.35687965096,347967.89642796107,318668.67109796987
3312,540000.0,4,398153.5411350821,361832.5282009153,396313.75399921194,361070.16912904585,395364.1588526585,358483.12750481063
3313,1210000.0,5,826764.1675534707,757805.5902765455,839113.1602600414,770651.9584622132,835767.4515625127,763600.6529392183
3314,480000.0,2,452729.9503933367,414891.0563492237,458988.57628165936,421665.9695746018,450531.7320028898,411549.30730481533
3315,800000.0,5,411194.8371082834,376897.9818944048,407877.4305196164,374599.7030305975,410325.40907547856,374894.65484903683
3316,650000.0,1,587783.4021594757,539384.3103187204,611546.4784968144,562513.0030747202,596539.3930225335,546378.0223950563
3317,200000.0,3,235136.50710865963,215459.30035904303,235929.88769749543,216722.37553113542,232177.33392555322,212627.78325426098
3318,1140000.0,3,920212.491103021,843205.2595860269,923811.8638118356,848602.538758688,927802.1698916986,849680.3514240589
3319,255000.0,5,296120.63790109666,271421.8680542836,283570.34347427223,260434.5288691773,289119.8106091879,264154.91025176155
3320,850000.0,5,980349.9364198997,898581.1086185083,988049.1679972522,907436.6395803774,970710.952740209,886892.0606346828
3321,990000.0,2,1014631.4311669022,929829.1529337186,1006055.9103767644,924248.5822456587,1001846.2606325594,915161.1424932987
3322,273000.0,2,229977.90616948745,210756.4925729854,239812.27571595937,220311.96631266226,226997.42727923312,207356.39095038117
3323,680000.0,1,800418.7925836962,734510.9385833989,790710.0338065351,727311.3186279994,800458.7928162583,733150.3960060535
3324,350000.0,1,372567.92773262475,341890.0465862653,370039.83990454755,340370.2399098681,374615.6301702707,343115.2235121188
3325,330000.0,5,263463.80109283334,241488.86603838493,265670.6982244714,243995.27213857978,261366.41898791294,238797.96685361554
3326,270000.0,4,308780.2258284464,280612.1715040848,313490.55171976465,285612.3094078597,300633.5424513156,272589.333447804
3327,440000.0,3,426470.06219218107,390781.26299436245,432922.74983561056,397677.6646719058,430351.71660695283,394115.69585488894
3328,265000.0,3,203155.80097487458,186154.87352501985,198073.4292064769,181947.88513724008,192583.39757216783,176367.69371498632
3329,850000.0,4,825116.5126965031,749846.3858896273,807354.3278353865,735557.524201317,834059.7074945648,756255.5324591952
3330,330000.0,5,407302.7326932165,373330.50933157513,407532.65701969527,374283.0587619535,402384.1275319883,367639.08661597583
3331,770000.0,1,740344.001925346,679382.8090585639,710350.1181699003,653394.6188168826,730430.8977107427,669010.955614068
3332,450000.0,5,362261.56462976354,332046.1258391537,364849.25792756,335082.09438429505,360311.8828968754,329199.69367966475
3333,487200.0,4,504619.80772421847,458586.5550475336,504947.9303871229,460043.67193020176,506998.2657662429,459703.59194630827
3334,360000.0,4,362408.30811852065,329348.10524026357,369216.9416237811,336383.0354413407,363181.5628700622,329302.64313175855
3335,255000.0,2,277102.4394779141,253942.3860340005,272262.1264793051,250123.1609518088,274493.77207849344,250743.09695385725
3336,500000.0,5,552227.9479052129,506167.8317141751,550997.3495775426,506042.8159985357,548909.2437997275,501512.06078464235
3337,1300000.0,3,853847.1107977735,782393.6119841398,876049.3702831961,804728.4829540697,816652.2352116443,747889.3461597213
3338,622000.0,3,532808.7430014814,488221.0780618189,532800.5828869776,489424.24859580514,538668.6846782514,493312.2729729966
3339,462000.0,2,366015.1213072082,335423.7999650838,373384.5365586168,343022.81313323346,382135.3677900918,349070.9637954522
3340,430000.0,3,369209.8449620675,338312.82032456517,371390.52021880244,341154.8938418686,367875.2954997979,336899.84837714327
3341,1220630.0,1,1242643.2978746858,1140321.9208535324,1233160.8967937585,1134286.7038247292,1254078.704819809,1148626.6467591322
3342,609017.0,4,519709.49039226206,472299.7020258631,515969.06338467787,470084.7121799146,524583.0611658205,475648.0125778254
3343,650000.0,5,600458.8600435213,550375.9097574016,597343.7098915762,548607.8895012998,596847.0031227691,545310.4932924913
3344,300000.0,4,340126.2530946696,309098.70024989935,342770.3305677801,312288.28164962813,335276.8886802859,304001.0201809494
3345,460410.0,1,427321.4088298125,392135.03229129355,433513.6531496364,398754.7561495195,413695.3938105005,378908.87640941946
3346,281036.0,2,390330.8787011061,357707.2611372922,401325.6341570193,368691.8833860387,386212.0155447815,352794.878095805
3347,945000.0,4,657608.5163100216,597619.0776667746,659196.2037202854,600574.8787789528,660731.2598523112,599095.8036242276
3348,550000.0,4,520398.35070394434,472925.7219965575,531549.1578803591,484279.2923524042,516391.24629597337,468220.36050383555
3349,670000.0,5,605957.6898978415,555416.0943313345,598021.6707956719,549230.5372242127,620982.9153773454,567362.319218976
3350,1100000.0,4,1294021.7274342366,1175976.3629116945,1197857.416588856,1091333.7617878388,1288086.5377635737,1167929.0603739668
3351,795000.0,2,853397.6926525484,782071.2322721054,862265.4022496337,792150.3838193769,860239.9208579143,785807.3436273584
3352,550000.0,1,518372.8009180093,475689.096840613,519878.6934569895,478195.0928895364,524782.2417076095,480654.73423214024
3353,360000.0,3,333863.5754956112,305924.4745794037,335332.8131010037,308032.71496474865,330419.90885891765,302598.24064598
3354,918000.0,5,445409.36212696263,408258.7487797633,450326.4837378634,413585.44124422636,434023.7103370512,396546.6565907362
3355,230000.0,3,173079.06497447286,158595.08463721623,177126.85793657342,162706.61507540592,175936.06037510425,161122.07802352172
3356,690000.0,4,538834.556917068,489680.1104807346,547197.5370363937,498536.0847333117,548544.8599169687,497374.56609719415
3357,480000.0,2,566963.0884392586,519576.65815838735,570593.819087746,524196.04406725935,575337.355352019,525556.0779461124
3358,4400000.0,3,1834656.439099597,1681124.71188892,1731167.9937759282,1590230.2320240194,1894058.4109717368,1734576.9049451747
3359,350000.0,5,251422.34499003532,230451.76125338612,255195.42463886863,234374.65064615733,244542.48709298455,223426.7468378629
3360,392793.0,3,375377.5079636829,343964.3474800839,378112.13408538885,347329.2880179783,378691.44687599596,346805.2695979802
3361,3000000.0,1,2153011.281518328,1975728.6458305046,2182971.400211927,2007941.8999807623,2191675.921165861,2007383.8702756602
3362,560000.0,1,624502.120100372,573079.5461480649,627781.2483725375,577446.0776293594,627994.347274025,575188.015330104
3363,650000.0,1,531645.1525697719,487868.580330096,529466.2432440444,487013.9179706667,537747.0233503025,492529.34274512867
3364,470000.0,5,425022.7910789152,389572.5766969835,422338.7415579199,387881.15087506466,419919.19509929727,383660.0372030051
3365,250791.0,3,264702.9510373642,242551.50055082238,260723.11311241845,239497.13612395403,271878.1013139642,248985.70855457307
3366,606900.0,5,522241.943801219,478682.894132392,511927.56149689417,470160.636899206,526209.7526264705,480772.62393665145
3367,810000.0,2,694520.9771103297,636473.3360354255,683767.6983830098,628167.2015417145,699270.4697936653,638765.8338357615
3368,295000.0,4,304510.66791079787,276732.098175492,293879.1931832506,267744.95943028724,307727.0601438824,279021.14156825055
3369,310000.0,3,294378.448074983,269743.62783107295,284395.5445828515,261242.3487925935,297254.80117743247,272225.66633618885
3370,1500000.0,5,907375.2346371158,831693.0658972074,927522.3463711777,851848.0541133445,877867.884787714,802065.800438903
3371,607000.0,1,533747.3274109851,489797.6584951673,540463.8320723441,497129.72590335866,536066.1221946372,490989.78398335
3372,580000.0,1,645523.4656033347,592369.9580658393,647830.709486646,595887.983482613,643015.315327126,588945.9111460516
3373,350000.0,5,303305.672239178,278007.6145118728,295105.56187220936,271028.6168547652,290746.50579751213,265641.1436598887
3374,350000.0,3,281646.14790618955,258076.8198136269,270159.8471683411,248165.60726092747,268612.1516546404,245994.75493933045
3375,230000.0,1,292263.9564396355,268198.4418002368,293076.44829215313,269577.73261080234,293397.24711704126,268726.2727843143
3376,600000.0,1,720482.0722640747,661156.3446967189,727477.0960764679,669148.3646310987,694752.2091859394,636332.3907014322
3377,2000000.0,3,1250392.0740852607,1145754.033559773,1289471.2965977609,1184492.9241698897,1243500.3111120341,1138796.411162665
3378,200000.0,3,265768.18889629235,243527.59484865324,262970.6109986148,241561.66082513222,266313.2699335561,243889.44122910142
3379,210000.0,2,203853.80115787193,186815.82437767278,205651.16862761977,188928.6659725093,207017.1839508784,189104.9455638145
3380,800000.0,4,838860.1603226325,762336.2880341313,802598.0554855015,731224.219983467,844587.872552501,765801.591332636
3381,480000.0,4,475267.6470414934,431912.0051296498,473093.51088438137,431022.0179469657,481335.5336320248,436434.7744022749
3382,650000.0,3,428638.5358554792,392768.2697084042,412133.3651336932,378580.7843130804,408522.9189980697,374124.90360911796
3383,350000.0,3,291110.0734848858,266748.7645018826,298422.19633673853,274127.0634784583,294622.2972598909,269814.82173335395
3384,1100000.0,4,857218.3463450804,779019.7736129557,837238.1809048839,762783.8512544337,855663.0263062444,775843.6137728092
3385,2000000.0,5,826093.6496494305,757190.9987932622,831508.3817469073,763667.6353311089,832083.6539788562,760234.9436920861
3386,1600000.0,3,923578.1299577578,846289.2476992282,954545.3367189884,876833.9397132803,908882.1363949571,832353.4026065724
3387,450000.0,4,472365.6607810544,429274.7486018655,464526.192601115,423216.57836707286,463683.3687421138,420429.2687557093
3388,690000.0,4,751105.9037003773,682587.2936047439,748589.9366248777,682018.9617390463,733029.829709591,664650.0954239088
3389,1400000.0,5,1181621.1763422585,1083064.7579600126,1129544.677826999,1037387.8749180654,1056928.1836908923,965664.6112113653
3390,550000.0,4,454399.722910057,412947.7288726649,459222.1612267971,418384.22650932096,469583.8266238138,425779.31009805185
3391,706000.0,3,573270.2720403407,525296.6170556048,569901.9096311239,523505.083990674,570554.5393933745,522513.3086236944
3392,302000.0,1,292285.12501807924,268217.8673216829,293512.8342738071,269979.12939366547,287460.2862567281,263288.53477097204
3393,150000.0,2,185164.1528966794,169688.24555691064,186454.50919153247,171292.9808334876,180915.5995977767,165261.81044806572
3394,800000.0,1,869146.7604486694,797579.7278861596,834987.1910740614,768038.3566830434,862206.3014512981,789705.7250429079
3395,370000.0,4,341894.4278007775,310705.5756336721,343889.1595454639,313307.61485248123,342746.5285539356,310773.8644140011
3396,5000000.0,2,2572186.539821042,2357204.7524278695,2504282.5762576857,2300647.107954338,2525401.5563659025,2306890.2529205717
3397,800000.0,5,701027.646048005,642556.4749445042,697301.991375215,640410.8179239823,693013.1276924603,633172.8710086424
3398,250000.0,2,263350.2117623658,241339.5611510836,255461.0030449973,234688.21906226914,256154.83106225324,233990.93958996906
3399,353500.0,2,371282.75680084067,340251.1696862985,366410.17017077864,336615.5665979915,373315.1753366947,341013.94175539876
3400,190000.0,3,260502.38927937526,238702.4593763143,263718.5010049965,242248.6636478812,264659.2070733709,242374.6520230321
3401,1200000.0,2,939052.4756505438,860567.0405757675,956845.1142247686,879039.3566891695,968182.3692764058,884410.0317841406
3402,371000.0,4,332911.28848424763,302541.9109308175,330465.8231869016,301077.99556636426,331350.66627087997,300441.0503225591
3403,1050000.0,2,1009999.0607936017,925583.9532602495,976117.7393492439,896744.8303747996,997356.83567012,911060.1666857232
3404,850000.0,3,925678.40981266,848213.7673480904,914888.888303039,840406.0000838083,897243.7195670942,821694.9514612464
3405,690000.0,3,616553.8610660051,564958.0542487175,623432.2921186691,572677.4536679994,626321.5590850917,573584.6926182606
3406,850000.0,2,874446.7753991855,801361.0454782939,824948.14122935,757867.5718647492,853927.4300129276,780041.0433868116
3407,384000.0,1,393624.8796156883,361213.1329938314,395375.1395011353,363674.1684925401,395322.2094391651,362080.64300299494
3408,490000.0,2,475516.3641915318,435772.9955337863,463528.4371236799,425836.67212060513,469258.05611063313,428655.32929497736
3409,850000.0,3,711047.6712051714,651544.2269838454,700989.298892412,643920.3933020029,706487.1096412129,647000.228148404
3410,1100000.0,5,882535.6430299948,808925.2898870729,908824.9498674428,834676.1327132769,878100.7593701766,802278.5667806516
3411,234000.0,4,221160.27844564948,200985.23413724516,213964.0275466916,194936.52903595514,225050.5356147727,204056.98910073066
3412,600000.0,1,591438.4552078692,542738.4000402794,588887.6081828428,541670.9090806181,581190.3555475209,532319.6436201475
3413,370000.0,1,357576.098397489,328132.6701502526,364779.68111192284,335531.8378862603,366326.57588146627,335523.17319186253
3414,1400000.0,1,1430989.3050276784,1313159.195258124,1422684.7991417323,1308614.6792326588,1427150.3550660987,1307145.1739515932
3415,240000.0,3,197225.2921680559,180720.6545090003,193394.29282553532,177649.68637230853,193889.91893821306,177564.20474877054
3416,350000.0,5,206686.04660688603,189446.818933075,201340.69693210942,184913.799183881,221952.3348321341,202787.2077123176
3417,500000.0,3,557572.3444452826,510912.357723407,503664.54826904135,462660.2353646677,523843.426052906,479735.31511763134
3418,320000.0,2,291912.6706046795,267514.78704617417,286772.4994017363,263453.62446092966,295296.12046132016,269745.51445108
3419,460000.0,4,493881.18213220645,448827.54590677976,485334.75001719483,442174.6621321151,484919.57777525054,439684.48564900854
3420,290000.0,1,293158.8159317121,269019.6170293988,297054.13775896485,273236.493025505,299241.9067178341,274079.4708993177
3421,760000.0,2,436832.5801080152,400322.37860850565,437588.07477462664,402005.6475455669,430975.4784275688,393685.1658011286
3422,3100000.0,2,1373153.7513416086,1258386.3955301603,1394047.7370420285,1280690.89526182,1431643.979274246,1307770.4546095014
3423,375000.0,3,376554.8474218055,345043.16224624426,375051.9102686011,344518.2029888464,375813.3762892886,344169.5352713163
3424,551419.0,3,816093.9385804655,747799.7831810408,812131.3433014009,746014.147174284,789323.2451937931,722861.4828975099
3425,430000.0,2,370325.56721349794,339373.98142280045,365054.38614886545,335370.02800797886,374372.8296535586,341980.08214142267
3426,270000.0,1,274758.5880247399,252134.49539641888,265346.9772208431,244071.5959646775,267267.08089882816,244793.3209790308
3427,554000.0,2,391200.715400174,358504.39741381654,397036.94165360386,364751.9254522049,394397.05101636477,360271.70034674875
