Id,generalista,especialista,catboost_global,blend_arvores,score_juiz,peso_juiz,previsao_lambda_0.40,previsao_lambda_0.70,previsao_lambda_1.00
390,510625.57,469167.382805453,504482.9341201747,519839.52,0.4282053784513166,0.2267904735908702,506864.6412367719,504043.9446643508,501223.2480919297
391,413442.97,335641.25222072646,399903.07791987935,433752.8,0.13139146359906345,0.01648315335012299,412930.0029419765,412545.27764845884,412160.5523549412
392,765448.19,588065.7134260263,763706.3745319569,768060.93,0.1680170646224482,0.023302793860160376,763794.7870855967,762554.7348997943,761314.682713992
393,545246.49,480027.5521601237,538429.5198782076,555471.95,0.28443846556731855,0.0683118909825609,543464.3984113135,542127.8297197988,540791.261028284
394,359640.15,279837.89315919473,344707.2716366839,382039.48,0.1115841658110837,0.01365629778686286,359204.2286466073,358877.2876315628,358550.3466165183
395,346745.01,324979.5006208945,350786.5076086788,340682.76,0.4082853733374957,0.19487824402724271,345048.36030073656,343775.873026289,342503.3857518414
396,419986.41,375941.1137737509,417166.0952873047,424216.87,0.3258191488159253,0.09851212360349429,418250.8117336029,416949.11303380504,415647.4143340072
397,458732.07,424163.03766993724,459658.0662632556,457343.07,0.34465255233955994,0.11585820482847975,457130.0275886325,455928.49578010687,454726.96397158125
398,600037.18,507649.3918433985,602135.9142238994,596889.09,0.32032262313701393,0.09390404540335995,596566.9451784906,593964.2690623585,591361.5929462266
399,652340.17,554482.8244278996,651220.1144482107,654020.27,0.24505403557759833,0.04775625262498534,650470.8499534593,649068.8599185538,647666.8698836484
400,613685.13,535363.4346327822,619502.4343624278,604959.18,0.3894017116500693,0.16788103853728462,608425.6389767003,604481.0207092254,600536.4024417506
401,388183.32,325013.49746173125,385718.4821637323,391880.58,0.29284505433712843,0.07365553867977849,386322.1970770551,384926.3548848465,383530.5126926378
402,490936.9,339871.8876577168,488360.4397406321,494801.59,0.1728356889303443,0.024384143129685027,489463.4636468633,488358.3863820107,487253.3091171582
403,383045.96,305000.70468390454,370611.6374905106,401697.44,0.1598612187419244,0.021578293825284582,382372.326619648,381867.101584384,381361.87654911994
404,789306.05,760307.1294446439,822484.0884764632,739539.0,0.5110964370505297,0.394800338247461,784726.5365423737,781291.9014491539,777857.2663559342
405,1412607.67,1209044.3320542034,1431057.5275351128,1384932.89,0.6077022215313188,0.6234980739445816,1361839.1303460263,1323762.725605546,1285686.3208650658
406,333158.52,316104.11585706554,338793.0610931271,324706.7,0.4556530271645786,0.27651055530976953,331272.230895984,329857.51406797196,328442.79723996
407,553208.36,535344.1979699384,550322.2667727668,557537.5,0.43447055101821297,0.23755948833275028,551510.839523458,550237.6991660517,548964.5588086452
408,923484.57,796072.4424554681,942696.3349843908,894666.92,0.4167411698255989,0.20799122731241768,912884.3280870105,904934.1466522685,896983.9652175264
409,520975.97,486011.9431773898,514857.9295474549,530153.02,0.3254832271463507,0.09822481445645274,519602.23598107946,518571.93546688906,517541.63495269866
410,492755.5,448138.9091393645,493192.293617283,492100.31,0.3959456516058526,0.17688232935091375,489598.74539234967,487231.1794366119,484863.6134808741
411,300393.72,267849.60335979733,289291.8210670827,317046.58,0.3034704393993434,0.08095937865453695,299339.8194151793,298549.3939765639,297758.9685379484
412,255768.79,238484.48007350808,265959.56692860386,240482.62,0.5233746187927653,0.42341358327514894,252841.42535983433,250645.9018797101,248450.37839958584
413,414910.58,374234.1836458551,420046.1196541112,407207.28,0.5193411472702876,0.41394710355624476,408175.4294184384,403124.06648226717,398072.70354609593
414,455909.25,411603.6100275313,447925.9561421546,467884.18,0.3965879879500128,0.17778598774357732,452758.48121395335,450395.40462441836,448032.3280348833
415,590191.36,537205.8841081444,577342.1088863568,609465.24,0.2777877474985422,0.06434128577860605,588827.6985414106,587804.9524474686,586782.2063535267
416,649548.23,568470.9593461714,644761.3726521125,656728.53,0.3008245101020387,0.07908107996843752,646983.5587503208,645060.0553130613,643136.5518758019
417,430284.95,342848.2405956564,403531.9570249395,470414.43,0.1913222034188039,0.029004680281779018,429270.52047953446,428509.6983391853,427748.8761988362
418,358181.07,327981.25765508495,360371.8459702083,354894.91,0.3307357191448584,0.10280355591270396,356939.21076121856,356007.81633213244,355076.4219030464
419,284351.45,254046.5918914144,281899.0956450177,288029.98,0.37046024028262625,0.1438864573491404,282607.2665305149,281299.1289284011,279990.9913262873
420,464988.4,370337.15356716205,444908.5159247047,495108.21,0.24276167746414876,0.046760962191281716,463218.0066576786,461890.2116509375,460562.4166441964
421,394569.73,336788.36441052577,373384.9729394966,426346.88,0.1993535824669527,0.03126731934138495,393847.062636053,393305.0621130928,392763.0615901326
422,274514.58,245344.10610023694,270187.7019518821,281004.91,0.3604390217618976,0.13238699457661715,272969.8634520139,271811.3260410243,270652.7886300347
423,262442.59,235866.39871887743,262437.8808128587,262449.65,0.34091281466758383,0.11221490479955788,261249.69209018163,260355.01865781783,259460.34522545402
424,259032.24,241893.72639272685,262566.18480272125,253731.32,0.4207925412063354,0.21450047778814865,257561.75225706448,256458.88644986285,255356.02064266123
425,625924.19,560647.8809373716,644944.5830160072,597393.6,0.43789670109343404,0.24359555085475848,619563.7826144494,614793.4770752864,610023.1715361235
426,899739.43,747684.8533201586,889967.120162244,914397.89,0.3199357565368409,0.09358709707074903,894047.2914288848,889778.1875005484,885509.083572212
427,1009766.49,861241.1285041873,985696.170986632,1045871.97,0.2789674391261264,0.06502955043217817,1005903.0750056602,1003005.5137599054,1000107.9525141505
428,1867999.26,1580718.323647186,1658707.330849141,2181937.15,0.16446584954267493,0.02253596691241944,1865409.5985295137,1863467.3524266488,1861525.1063237842
429,361052.31,293573.14034976636,348345.2464735549,380112.91,0.14760364411003943,0.019218871719739652,360533.56059789506,360144.49854631635,359755.43649473763
430,243701.43,202562.3274118146,231681.83582278783,261730.81,0.3476696629617966,0.11887202225190302,241745.31467268555,240278.22817719972,238811.1416817139
431,305632.19,270302.9835412574,305130.8207578906,306384.24,0.3874642334597243,0.16528714901735572,303296.4044749556,301544.5653311722,299792.7261873889
432,1003054.28,799202.6253977446,976276.759140508,1043220.56,0.131974657838254,0.016574573821982477,1001702.7782808247,1000689.1519914431,999675.5257020617
433,203334.83,187449.16926476458,199964.0728198661,208390.97,0.47226131139238325,0.30966671115048855,201367.12587426687,199891.34777996704,198415.5696856672
434,1124897.36,958675.2323915426,1112517.3212303112,1143467.41,0.325504643451385,0.09824310921936961,1118365.2885450746,1113466.2349538805,1108567.1813626864
435,499753.46,403886.2411057149,476800.7404888587,534182.53,0.16379133571830873,0.022393128069061907,498894.7532358702,498250.72316277283,497606.6930896755
436,1494269.6,1207633.4891973366,1429804.8755887223,1590966.68,0.12452686054035343,0.015443645705024772,1492498.917383399,1491170.9054209483,1489842.8934584975
437,1297350.38,1094643.4987102721,1257677.440523422,1356859.79,0.28061823380020134,0.0660041738420777,1291998.5799073467,1287984.7298378572,1283970.8797683674
438,328668.61,300874.165712385,330997.957446612,325174.58,0.3539455019989219,0.12535860848472838,327274.90085619927,326229.6189983488,325184.3371404983
439,207600.92,166105.59469200965,196289.386177586,224568.21,0.2958582707513338,0.07566286445398585,206345.057930299,205403.16137802324,204461.2648257475
440,690531.46,635422.5857542334,706527.5427926931,666537.34,0.4273909115331187,0.22541614997837667,685562.4878951507,681835.7588165137,678109.0297378767
441,358522.36,330314.25976082956,356969.87715580733,360851.09,0.4587517692128484,0.282528297993102,355334.52537992335,352943.6494148658,350552.77344980836
442,265423.11,242862.8738683726,267663.7762307554,262062.1,0.3463734016025547,0.11756895105855639,264362.15668094845,263566.44169165986,262770.7267023712
443,416666.32,374327.2892911805,412116.9916525639,423490.32,0.3721901927054774,0.14595369211244424,414194.50485903426,412340.6435033099,410486.78214758565
444,831088.63,749060.4371971171,821428.5863884435,845578.69,0.38096793041863986,0.15682427675161958,825943.0251961782,822083.8215933118,818224.6179904455
445,777465.94,681244.0936628709,787956.2273217591,761730.5,0.4033527985959694,0.18752317506049365,770248.4095458714,764835.261705275,759422.1138646785
446,245247.22,209534.16255572805,227905.28985202836,271260.12,0.447927361839785,0.26185718798599933,241506.5316813042,238701.01544228234,235895.4992032605
447,378782.59,299412.5973301361,361445.1556996836,404788.74,0.11864394039578705,0.014604341469167555,378318.93140985764,377971.1874672508,377623.443524644
448,882090.81,791723.9736124132,881173.3949348103,883466.95,0.31920165738367373,0.09298830784001834,878729.5863197851,876208.6685596238,873687.7507994625
449,359412.28,325630.93821690057,358122.50899991544,361346.93,0.3396992143334489,0.11105428665782911,357911.65487437346,356786.18603015353,355660.7171859336
450,267548.78,257388.61796078418,282336.657479672,245366.95,0.5433142403948011,0.47090999456472454,265634.9712597345,264199.61470453534,262764.25814933615
451,1178426.2,1090345.1518616488,1185306.0686056025,1168106.39,0.46101496594285485,0.28697322473390496,1168315.439031118,1160732.3683044566,1153149.297577795
452,1002920.68,695346.8141335056,964377.4014883536,1060735.6,0.12181625456690195,0.015051187974608506,1001068.9391715066,999680.1335501365,998291.3279287664
453,431423.42,388810.9840168507,430358.7623781036,433020.42,0.3560819365802344,0.12763501654247103,429247.8844113503,427616.232719863,425984.5810283757
454,297097.35,243374.55023059985,279210.56514537416,323927.52,0.24218001187049185,0.04651157077641404,296097.85727848735,295348.2377373529,294598.6181962184
455,518269.38,441280.5432001604,500129.7777221722,545478.78,0.2055059740873465,0.03311523853531394,517249.5785219268,516484.72741337185,515719.876304817
456,764256.61,641278.6623074607,737604.5072008477,804234.76,0.2264272407053027,0.040220172715846686,762278.1322814262,760794.273992496,759310.4157035657
457,401595.08,298769.11849469284,394111.94293699006,412819.8,0.17304457811454038,0.024432110416032077,400590.17790194706,399836.5013284074,399082.8247548677
458,351059.7,256320.19567250044,331948.32666251226,379726.75,0.1293665412191185,0.01616956327313989,350446.94143612427,349987.37251321744,349527.8035903106
459,348180.28,315371.50772677775,344445.08171810326,353783.07,0.2859263593149557,0.0692307658224289,347271.72942793247,346590.31649888185,345908.90356983116
460,261189.52,222850.14021862665,260421.24208966855,262341.94,0.3962843940061138,0.17735843232528564,258469.59508226073,256429.6513939563,254389.70770565188
461,658423.65,559125.9528560494,656021.8693058365,662026.32,0.23791665632820494,0.04472190424377639,656647.3371586803,655315.1025276906,653982.8678967007
462,370920.58,330221.72005699633,374073.26771500736,366191.55,0.4356483805923759,0.23962286884818793,367019.62896864273,364093.91569512483,361168.20242160687
463,484817.39,454383.02676146943,516265.8799465304,437644.65,0.46105046041825215,0.2870432679937716,481322.9983666811,478702.2046416919,476081.4109167027
464,339594.11,312036.9460142837,350562.0054183098,323142.26,0.3616494324733046,0.133733454473588,338119.984105878,337014.3896852865,335908.795264695
465,520404.33,450005.63719295734,520858.7284713252,519722.72,0.25096847677801115,0.05041787858379839,518984.5889014386,517919.7830775175,516854.9772535964
466,1272832.18,1130860.5248498733,1236783.762473465,1326904.81,0.4840956117231159,0.3345769879590544,1253832.0004977235,1239581.8658710162,1225331.7312443089
467,1353537.59,1222339.9899492988,1348063.4411681942,1361748.81,0.5541569446479151,0.4970170652473618,1327454.6115421215,1307892.3776987125,1288330.1438553033
468,967272.18,789315.8453859487,958192.4352356108,980891.79,0.2224782007578991,0.03877558529249417,964512.0355875334,962441.9272781833,960371.8189688333
469,2597696.83,1751980.2448582004,2508558.87326999,2731403.76,0.030067647865291394,0.00626872282646286,2595576.2048552013,2593985.7359966026,2592395.2671380034
470,1188894.46,1031259.3411150618,1212949.1623108822,1152812.41,0.6034408378786696,0.6138035183862197,1150191.663762878,1121164.5665850365,1092137.4694071948
471,550319.06,457993.87253380945,544973.4193075357,558337.51,0.17716852886489198,0.02539814495070566,549381.1046024531,548677.6380542929,547974.1715061327
472,350702.31,322512.25184640655,354174.9140636007,345493.41,0.4182135148301325,0.21033982332290502,348330.5132594043,346551.6657039575,344772.81814851076
473,198340.17,174978.99325091162,195578.3575377142,202482.89,0.4725771099876342,0.3103181020811006,195440.4115875367,193265.59277818925,191090.77396884176
474,390704.42,360726.044169978,397645.34124125127,380293.05,0.40792804995027415,0.19433816629585168,388374.04296506627,386626.26018886594,384878.4774126656
475,1295574.94,1160127.3271664935,1300134.7070065688,1288735.29,0.4802508252658299,0.32637370212962863,1277892.324461963,1264630.3628084355,1251368.401154908
476,870370.39,791224.5738638153,860221.8007132482,885593.27,0.29809086595141,0.07718242783164926,867926.9235031568,866094.3236305243,864261.7237578919
477,453843.84,368991.4907541722,451499.1983726859,457360.8,0.22700700487449238,0.040436549325802144,452471.3855177244,451442.0446560177,450412.7037943109
478,253488.15,230203.75560650192,257634.42732673636,247268.72,0.4936009877076565,0.3552839804090634,250179.1210713854,247697.34937492447,245215.5776784635
479,703675.59,556125.4582170603,702762.6027605472,705045.08,0.21596173655144849,0.036500097015470044,701521.3523501109,699905.6741126941,698289.9958752773
480,537936.66,494875.7335826611,550158.9529170458,519603.23,0.4511744169644459,0.2679544675421381,533321.3129559883,529859.8026729795,526398.2923899707
481,1366436.92,1125860.5298171947,1333751.3767795267,1415465.24,0.4294739267575659,0.22894278054240777,1344405.6289194773,1327882.1606090853,1311358.6922986933
482,672163.27,505328.2493112383,634171.8962524139,729150.32,0.07928389001169205,0.010038025777343636,671493.392304705,670990.9840332338,670488.5757617626
483,411420.32,369301.2721141051,410881.79786387656,412228.1,0.3554211706059232,0.1269272146063568,409281.89862798864,407678.0825989801,406074.26656997163
484,545878.99,472326.01474671025,533233.3227499699,564847.5,0.21336560245870154,0.03562980177014848,544830.7188288482,544044.5154504845,543258.3120721206
485,638070.53,512191.5164837753,636536.1009752993,640372.17,0.2007586905155942,0.03168035872888237,636475.3730781473,635279.0053867578,634082.6376953681
486,1260457.38,1033718.1705470403,1253446.6563208168,1270973.46,0.25421798696148634,0.05193943329410428,1255746.6975821839,1252213.685768822,1248680.6739554598
487,450659.12,426751.4334159151,455509.923661792,443382.93,0.47273045759505566,0.31063468057363774,447688.49736587924,445460.5303902887,443232.5634146981
488,991398.68,874367.9698033573,1005881.8445668456,969673.95,0.4027785650472542,0.18668094786365802,982659.7184365335,976105.4972639336,969551.2760913337
489,391887.64,301745.6234951792,389681.5332114231,395196.81,0.277705252044377,0.06429341026857155,389569.4249401677,387830.7636452935,386092.1023504192
490,780677.6,680387.3995491152,780922.8571191886,780309.71,0.26356119767796554,0.05655947984577328,778408.6553715478,776706.9469002087,775005.2384288696
491,250636.1,258444.6262056141,288232.3802296941,194241.67,0.5319817657810519,0.44379497455901856,252022.2538755056,253061.86928213475,254101.48468876394
492,375626.69,317846.9922408217,380040.21528103633,369006.39,0.2577777645287999,0.0536560422074575,374386.59803931974,373456.5290688096,372526.4600982994
493,367015.9,340436.86835929565,378623.05855953554,349605.16,0.4566525925624115,0.27844303550259897,364055.6014996971,361835.37762446987,359615.15374924266
494,557041.86,435067.09107871656,563655.6060849038,547121.24,0.247364406496323,0.04877970282336545,554661.9028080284,552876.9349140498,551091.9670200711
495,1368978.63,1119053.1393815924,1296477.7127494367,1477730.0,0.43523650844038825,0.23889993763783876,1345095.7563508623,1327183.6011140093,1309271.445877156
496,938704.46,845259.3816698075,936614.7842019008,941838.97,0.339389799762555,0.11076006543571963,934564.4668038008,931459.4719066513,928354.4770095019
497,576215.08,497313.4965172526,556475.3801843195,605824.64,0.21783684808849274,0.0371413697864871,575042.8748444511,574163.7209777895,573284.5671111279
498,620041.15,558497.8194706477,619895.8273502655,620259.13,0.3073271282919188,0.08377007526811224,617978.9542277224,616432.3073985141,614885.6605693059
499,499487.85,413851.3100332207,496939.66437570966,503310.14,0.30516472127629735,0.08218339760485134,496672.6892745625,494561.31873048446,492449.9481864064
500,1188608.79,1091292.1233028106,1190194.510245785,1186230.21,0.45130965144795104,0.268210352427167,1178168.255011244,1170337.8537696768,1162507.4525281098
501,1528473.35,1188448.9296527663,1350407.5891378676,1795571.98,0.30646666643231674,0.08313539957709286,1517166.1235793855,1508685.7037639245,1500205.2839484634
502,503250.55,429414.4528963187,502788.3480007534,503943.86,0.3269184530914959,0.09945758212426462,500313.12612343015,498110.05821600277,495906.99030857545
503,293312.07,236608.38067021023,288801.014677952,300078.66,0.20838629421262272,0.03401620910546901,292540.5321786825,291961.87881269446,291383.22544670635
504,372615.11,322791.83493936044,360454.9179301779,390855.4,0.2940994878192306,0.07448518423129212,371130.67167124077,370017.3429246713,368904.0141781019
505,1329875.01,1170319.4983817555,1323692.1289000115,1339149.32,0.43614463897056394,0.24049590561276046,1314526.0310951453,1303014.2969165042,1291502.562737863
506,1310508.13,1247843.6047742323,1327399.8630307568,1285170.53,0.5614572481937736,0.5146126634558961,1297608.9467077474,1287934.559238558,1278260.1717693685
507,536250.61,470109.2568467927,539069.4659988973,532022.33,0.4191927112187461,0.21191251835992278,530644.1377142284,526439.2834998996,522234.4292855708
508,235746.77,221085.79272637385,238372.073699108,231808.82,0.5101610073339037,0.39264706480339906,233444.13412254452,231717.15721445295,229990.18030636135
509,495867.93,423855.45405783015,474128.7296493687,528476.72,0.16676162199297453,0.023028833929085408,495204.5846602822,494707.0756554938,494209.5666507055
510,671192.94,484882.87048522703,631797.493364553,730286.11,0.10764268415772277,0.013153675987606445,670212.6750849496,669477.476398662,668742.2777123742
511,521556.23,457990.40955806914,522745.1000581886,519772.92,0.28767726084113115,0.07032671269286785,519768.07992347755,518426.96736608574,517085.85480869387
512,1333445.34,1023488.660461365,1291602.0924255876,1396210.21,0.11710078304829101,0.014391725518697713,1331661.0154181572,1330322.7719817753,1328984.5285453931
513,350788.56,324129.67398233566,351918.6412727909,349093.45,0.38305278981776086,0.15950114473466773,349087.7108651326,347812.0740139821,346536.4371628315
514,325851.82,283581.1609598546,313247.7379143596,344757.94,0.33207301221925095,0.10399912094777057,324093.3754471768,322774.54203255934,321455.70861794194
515,441709.04,360194.84430316894,437616.9164290965,447847.21,0.21639859879985462,0.03664854186112506,440514.0894346915,439617.8765107101,438721.66358672874
516,746656.18,646055.9964519541,797469.6444838264,670435.98,0.5351784692324304,0.45141690564968967,728491.1305739802,714867.3435044653,701243.5564349503
517,697522.09,662805.4854842837,746360.1368729629,624265.01,0.5357885886756378,0.4528743256231251,691233.186456808,686516.5087994142,681799.8311420202
518,636689.11,582313.7833684597,626761.0884696896,651581.14,0.34893914444206875,0.12016026389412564,634075.6085610499,632115.4824818374,630155.3564026249
519,452010.36,388045.74240893195,460800.84484575805,438824.65,0.3532474952899608,0.12462244367303085,448821.78921887605,446430.3611330331,444038.93304719013
520,1517027.36,975746.4051263382,1460101.577512508,1602416.02,0.01999591137362045,0.005691808388269155,1515795.013008256,1514870.7527644478,1513946.49252064
521,823873.54,741023.6883186718,836773.9745954948,804522.89,0.45700835874441587,0.27913284340418104,814623.0941298305,807685.2597272034,800747.4253245762
522,600300.86,502517.4788868306,586272.8855366632,621342.82,0.21344508553064778,0.03565614767531068,598906.228529135,597860.2549259863,596814.2813228377
523,259829.06,211296.26940031967,260072.38085137715,259464.07,0.3722421173047963,0.1460161192406333,256994.43210428656,254868.46118250146,252742.49026071638
524,1178426.2,1090345.1518616488,1185306.0686056025,1168106.39,0.46101496594285485,0.28697322473390496,1168315.439031118,1160732.3683044566,1153149.297577795
525,1352898.52,1120817.1314491245,1350694.1359889873,1356205.1,0.6840941616574973,0.7757544977115213,1280883.2475986092,1226871.7932975662,1172860.3389965233
526,887642.49,772402.8808683987,883853.6896111497,893325.68,0.27887081168468714,0.06497291870523342,884647.5084977078,882401.2723709887,880155.0362442696
527,1435995.17,1271286.254162986,1505295.3045866576,1332044.98,0.6429061027309806,0.6992869964520623,1389923.6487821836,1355370.0078688213,1320816.366955459
528,536906.49,471121.777788869,530838.0093483502,546009.2,0.30714753571382114,0.08363724550095089,534705.6691498352,533055.0535122118,531404.4378745882
529,311307.45,303305.14275452186,318396.39280872303,300674.03,0.4572833936490478,0.27966683562184774,310412.25802199333,309740.86403848836,309069.47005498334
530,880849.59,757838.2811466795,882385.4096555501,878545.86,0.30339300824559007,0.08090383832847606,876868.7551823827,873883.1290691696,870897.5029559567
531,945866.52,755659.1339576038,924163.1636097266,978421.57,0.20252328765345748,0.03220655212104247,943416.1503630474,941578.3731353328,939740.5959076183
532,576950.74,519438.0059627451,567626.2624979751,590937.45,0.33170194549469545,0.1036661537942002,574565.8904272676,572777.2532477183,570988.616068169
533,871675.1,845764.065673522,883513.516418939,853917.46,0.5433375921113528,0.47096610140704853,866793.8124719338,863132.8468258841,859471.8811798344
534,365557.48,331906.6333190638,364924.88191914366,366506.38,0.31328513888724885,0.08828666998325975,364369.11152176914,363477.835163096,362586.5588044229
535,361552.66,315750.90095608425,352867.218093841,374580.81,0.3643189283188271,0.1367439474925493,359047.41466649296,357168.4806663626,355289.54666623235
536,464850.02,436163.23443781317,483715.4954536239,436551.81,0.4370649120268197,0.24212062994186198,462071.7549634705,459988.05618607334,457904.35740867624
537,2462675.39,1933075.4838376183,2634633.3527853475,2204738.46,0.22086699021913234,0.03820060584265155,2454582.9750921545,2448513.66391127,2442444.352730386
538,1218261.8,954710.440139134,1166587.2662287902,1295773.59,0.12821703775151114,0.01599416387556864,1216575.6865443026,1215311.1014525294,1214046.5163607565
539,937080.95,826681.588003878,945933.2504504216,923802.51,0.4675174606043489,0.29997342749345285,923834.1999955731,913899.137492253,903964.0749889328
540,358806.79,311988.0703693975,354913.390267988,364646.89,0.29102568733622336,0.07246737190199669,357449.6581730215,356431.80930278765,355413.9604325538
541,299291.88,296791.35952536424,305211.37012223,290412.65,0.49184243254857773,0.351409157182387,298940.3976829964,298676.78594524367,298413.1742074909
542,595516.65,546682.7277141508,597741.3709739198,592179.58,0.3963856984366712,0.17750101098007462,592049.4217696558,589449.0005968976,586848.5794241393
543,1082456.18,1002277.9591150106,1117891.061334458,1029303.86,0.5303467268002454,0.43990650754814414,1068347.8115476242,1057766.5352083424,1047185.2588690605
544,399335.15,380319.3944517885,404530.6580297536,391541.88,0.4737907925141159,0.31282853136735744,396955.681647605,395171.08038330864,393386.47911901237
545,538147.04,505151.48623427143,531508.3995440805,548105.0,0.3013633770269816,0.07946035321814994,537098.3046572588,536311.7531502028,535525.2016431468
546,274587.61,194845.773599083,263667.84107433737,290967.26,0.19551111195120963,0.030164245149572184,273625.46907925024,272903.86338868795,272182.2576981257
547,1167533.07,1059601.2282268086,1176738.3921143927,1153725.09,0.48243460268048244,0.33102039549127965,1153242.0136200543,1142523.7213350951,1131805.429050136
548,356198.53,313620.86354938435,355272.825118051,357587.07,0.2666030986499071,0.058145272799164545,355208.2539876309,354465.546978354,353722.83996907715
549,347744.41,310366.3090886048,348174.3997992721,347099.43,0.34592454913730036,0.1171206345145982,345993.31124172267,344679.98717301467,343366.6631043067
550,583093.72,520237.6330849888,572579.142285069,598865.6,0.3663604076815769,0.13908452078562636,579596.7965091864,576974.1038910762,574351.411272966
551,437208.44,411668.0821721496,445076.2959277145,425406.65,0.4426511626275372,0.25214248272250034,434632.5163070659,432700.57353736536,430768.63076766476
552,1060087.54,1013519.9323679748,1070900.9956539895,1043867.36,0.3532571700461946,0.1246326219348822,1057766.0027854345,1056024.8498745102,1054283.696963586
553,444550.1,398002.96861487394,414627.8674974076,489433.44,0.25020785479812985,0.05006786819043997,443617.89374446654,442918.73905281647,442219.5843611664
554,423815.45,376448.2406645694,429132.7899561874,415839.45,0.48941125415939585,0.3460844308171767,417258.22852709977,412340.3124224246,407422.39631774946
555,363817.06,325210.32717297174,370878.9260053784,353224.25,0.37879896040964295,0.15407834499980078,361437.6754000648,359653.1369501134,357868.598500162
556,426047.16,342309.5338301651,436697.7411695894,410071.3,0.42794269332344326,0.22634657527029256,418465.6700380775,412779.55256663566,407093.4350951938
557,393801.15,354650.6238508228,382678.23972994136,410485.51,0.34305981180734174,0.11429413155713179,392011.27984551,390668.87722964253,389326.47461377503
558,317130.35,273724.241328014,314813.4387537582,320605.71,0.34839027870877143,0.11960181426233193,315053.770261105,313496.33545693377,311938.9006527625
559,1353777.51,1053953.2147152207,1311329.0270765177,1417450.23,0.1538933271648292,0.02039612835611377,1351331.408075636,1349496.8316323631,1347662.2551890903
560,590523.03,489232.8279999852,594236.1457276207,584953.35,0.39200251591211355,0.17141393710520633,583578.0090739983,578369.2433794971,573160.4776849959
561,424669.01,344422.2768019888,406786.2347610349,451493.17,0.2622828478824666,0.055905260688036494,422874.5241844808,421528.6598228413,420182.79546120187
562,234637.31,223061.93306134536,235397.19039532615,233497.49,0.549824703548641,0.48657595676336507,232384.38995647102,230694.69992382426,229005.00989117753
563,554614.06,502773.27682577237,549512.858557019,562265.86,0.27079854713946777,0.06040095056728598,553361.5669672497,552422.197192687,551482.8274181242
564,559456.44,499706.9032165721,552184.8845602467,570363.77,0.29464068069001204,0.07484576003231301,557667.6402031463,556326.0403555059,554984.4405078656
565,538970.1,481627.522172422,530242.8391969368,552061.0,0.2819702482197909,0.06681249243767237,537437.6197810153,536288.2596167768,535138.8994525382
566,300651.26,273577.39054560714,294026.07418513513,310589.04,0.3777028240291388,0.15270565046471704,298997.5268617481,297757.2270080591,296516.9271543701
567,322054.19,288863.04209940194,325041.98358369805,317572.51,0.38542997162774123,0.1625983792178228,319895.4592587935,318276.4112028886,316657.3631469837
568,601390.56,509435.86120088387,582726.6406013209,629386.44,0.20122453585094524,0.031818457941915186,600220.2173134796,599342.4602985892,598464.7032836989
569,784610.3,721483.803823178,809153.2926039691,747795.82,0.43760348420226325,0.24307492698177094,778472.5126204817,773869.1720858428,769265.831551204
570,246939.64,234235.78109284517,248546.17491224303,244529.85,0.46816790429376864,0.30129222321580423,245408.6104425774,244260.3382745104,243112.06610644344
571,803654.45,705306.1002637129,792067.692135228,821034.58,0.30166618246830745,0.07967420688605246,800520.1192944837,798169.3712653464,795818.6232362092
572,397914.83,349882.1462115123,406335.3833701572,385284.01,0.4989330382056233,0.3671474679060412,390860.7987081301,385570.27523922763,380279.75177032524
573,796119.3,745699.4207817599,809845.8618733963,775529.46,0.4931844841448681,0.3543645125071835,788972.4936320629,783612.3888561102,778252.2840801573
574,355299.14,333038.042531393,354209.1809182172,356934.09,0.38941192800828495,0.16789480188544276,353804.1309803023,352682.874215529,351561.61745075573
575,374618.14,342168.1780656931,389495.188330294,352302.56,0.5335034046849892,0.4474199588264869,368810.6357469726,364455.00755720196,360099.37936743133
576,1101229.95,920143.9940797096,1081500.5483136252,1130824.04,0.42690151421894323,0.2245931903643284,1084961.680971875,1072760.4792007816,1060559.2774296878
577,992301.31,938416.8252398546,993623.6159654238,990317.84,0.3316552642347689,0.10362433239352144,990067.8124961444,988392.6893682528,986717.5662403611
578,243120.41,217939.79779897034,243258.45324031624,242913.34,0.4145183720322219,0.20448229280193003,241060.8142731909,239516.11747808405,237971.42068297722
579,740988.99,708351.7173304949,771158.1079453975,695735.3,0.4969267808268529,0.362663855422457,736254.4463452813,732703.5386042423,729152.6308632033
580,1008373.95,820682.6106107443,997918.5514979572,1024057.04,0.18153918339363942,0.026462562997616495,1006387.2324429218,1004897.1942751133,1003407.1561073047
581,387292.59,370385.834507442,391991.1280066493,380244.78,0.47720410357100623,0.31994752342286065,385128.8801804161,383506.09781572816,381883.3154510402
582,2548459.02,1562651.5375513136,2326954.086149441,2880716.42,0.037785840626245376,0.0067498305635329756,2545797.4066100833,2543801.1965676458,2541804.986525208
583,2511550.79,1946388.9611286412,2502952.9541229843,2524447.56,0.07918354773506973,0.010028414710613364,2509283.7191205877,2507583.4159610285,2505883.1128014694
584,381629.91,350694.78547150537,380978.14223344886,382607.57,0.32461293534489855,0.09748393658536256,380423.63891288155,379518.93559754273,378614.2322822039
585,1314266.73,1220077.3129953318,1355721.361871957,1252084.79,0.5419667441911804,0.467673674387662,1296646.765704398,1283431.7924826965,1270216.8192609951
586,809513.15,745953.685974707,820151.9326361577,793554.97,0.472194625939355,0.3095292569602698,801643.7445309833,795741.6904292207,789839.6363274581
