Id,preco,fold,xgb_bruto,lgb_bruto,previsao_correspondencia,especialista_caros_calibrado_cf
3066,320000.0,5,886938.5123252869,1056550.0948150095,,948872.5212735248
3067,370000.0,5,949338.6149406432,1090607.9995173614,,998837.9380052479
3068,392790.0,3,907349.169254303,983284.8249861894,392793.0,670583.4721121814
3069,275000.0,1,942593.8129425048,1061218.0860770089,,999379.0261482481
3070,940000.0,5,1459852.933883667,1642505.0206859873,,1473678.5637843222
3071,345000.0,3,882172.8229522705,994331.5020173852,339242.0,637152.8491454279
3072,420000.0,2,968547.4038124084,1002028.5457188352,,988662.4051048759
3073,313458.0,3,899596.6911315918,991882.667834228,393000.0,669893.7505755514
3074,380000.0,1,1022281.527519226,1062828.25968076,,1048245.5660318875
3075,820000.0,1,1038041.353225708,1170045.0593542098,800000.0,944321.6162391905
3076,168000.0,1,881969.6307182312,1094992.733148283,,972305.9715281753
3077,270000.0,5,917932.92760849,979740.1355884294,,947620.9352489389
3078,790000.0,5,1067525.3868103027,1248313.9282688347,,1118505.81916087
3079,230000.0,3,912664.5922660828,1027012.7976993084,,958783.1270446171
3080,750000.0,5,1008829.3552398682,1009270.2530181244,675000.0,868828.4149680377
3081,494000.0,3,939627.8262138368,994331.5020173852,,968619.46746955
3082,1750000.0,5,1800752.878189087,1844692.2673144431,2100000.0,1857916.948763476
3083,450000.0,5,934287.5480651855,942690.8186243484,450000.0,733148.5942975208
3084,331000.0,4,1002804.2793273926,1047386.6250600686,,1029255.6885854055
3085,400000.0,1,922959.9833488464,1032083.9303818392,,978845.2193936837
3086,980000.0,4,1460799.3364334106,1230835.537651004,,1384416.7759714224
3087,430000.0,4,904543.1017875673,928540.3908150396,,931190.3707956813
3088,400000.0,4,972019.4935798644,1158578.8351747985,,1037016.71348943
3089,250000.0,2,931894.7792053224,1118465.3941745197,,986699.1237622569
3090,1350000.0,3,1281219.9592590332,1341475.7242163585,,1283835.5387291731
3091,315000.0,1,854476.9883155823,1059061.758980125,,944871.5022162825
3092,370000.0,3,905065.2384757996,977307.0311222804,,940897.1767614854
3093,550000.0,3,1257407.4268341064,1187099.9455401665,,1229526.2828393215
3094,945000.0,3,1110772.967338562,1106885.6080957933,,1112034.398404166
3095,400515.0,1,1034496.6650009156,1066073.2506068624,350977.0,673823.6961390387
3096,1300000.0,2,1090273.2610702517,1310001.6231092312,,1132768.4744112089
3097,210000.0,2,948714.1966819764,1051825.3663942134,160000.0,573486.978627142
3098,550000.0,2,1004609.7040176392,1131148.5773191266,,1039172.9990566192
3099,478000.0,4,1075320.1246261597,1043651.5622999612,,1077621.344010097
3100,975000.0,3,1138151.2880325315,1219484.4684154694,,1158670.020473641
3101,1144000.0,3,1126710.057258606,1201176.440347897,1100000.0,1125576.5427164107
3102,260000.0,5,918481.3499450684,1019463.1243096408,,959045.8519402007
3103,360000.0,1,1006509.3040466307,1178973.8445594504,367500.0,698738.6388094969
3104,699800.0,1,951493.6208724976,1026346.0001003084,590000.0,786092.4458843056
3105,430000.0,2,960227.4894714355,1055322.2003053313,,993589.9283571162
3106,190000.0,3,972820.9376335144,1070399.187184678,195000.0,598599.1279433004
3107,383000.0,2,916976.4518737792,1077760.5397083964,416000.0,701811.4873290686
3108,950000.0,4,1189692.8548812866,1133140.800868973,950000.0,1078085.5381579504
3109,950000.0,1,1256938.5766983032,1146447.431608567,,1213104.4974740886
3110,1000000.0,4,1000867.9628372192,955229.553364411,1000000.0,1008430.3917347346
3111,1150000.0,2,1219653.4872055054,1193684.515574225,1100000.0,1141513.922765442
3112,270000.0,4,986246.645450592,996446.020064942,,1004780.5429331356
3113,980000.0,4,1418863.05809021,1449486.2334504114,,1411692.8788864745
3114,255000.0,1,897259.0565681458,1025871.768477204,,961299.0152542302
3115,1200000.0,2,1349115.1332855225,1384305.8631806856,1250000.0,1270509.686104849
3116,185000.0,1,959654.4504165648,1079579.2537120853,195000.0,571666.4107405946
3117,370000.0,2,1016843.4381484984,1143876.0569818208,357500.0,708724.0624825292
3118,591000.0,1,978128.0755996704,1096055.5052329807,,1031180.4806145636
3119,830000.0,5,929283.320903778,925264.4394720136,830500.0,896997.9586696352
3120,1400000.0,2,1172185.5401992798,1213268.7097254826,1250000.0,1203327.7963517413
3121,260000.0,4,955400.8841514589,1007237.157373008,,986501.0124794036
3122,410000.0,4,907851.0403633118,1006981.9621679948,,953878.4563971461
3123,480000.0,5,937267.7803039552,1116388.7761795144,530000.0,799354.3767558954
3124,750000.0,1,1166520.8339691162,1116531.4673032742,1100000.0,1120796.2430045742
3125,1300000.0,3,1185678.482055664,1259353.728419067,,1200213.841677515
3126,1200000.0,3,1261829.7338485718,1247568.138257043,,1247588.3643164306
3127,570000.0,1,1014459.9676132202,1068391.2022199363,632500.0,829277.0792320337
3128,680000.0,2,1087834.8350524902,1105325.259621549,,1090825.9922479505
3129,1200000.0,1,1159570.0979232788,1100964.450561206,,1141962.1447449105
3130,800000.0,1,1038770.079612732,1010689.262463784,,1043027.5094568336
3131,500000.0,2,1007703.9003372192,1065613.7021377152,,1028260.9562764651
3132,360000.0,4,981072.48544693,991191.8330041476,350000.0,714371.8880128076
3133,200000.0,3,908932.3878288268,1070399.187184678,,967376.0271110826
3134,375000.0,3,986693.7398910522,1194076.5989034923,,1051215.2368117638
3135,260000.0,3,905544.638633728,983284.8249861894,,942755.8202182021
3136,635000.0,3,1040922.1649169922,1082178.074442619,,1059107.9666042628
3137,410000.0,4,1011538.26713562,1024512.737978984,,1029295.0012440614
3138,1100000.0,4,1100266.3373947144,1023348.6393304146,1050000.0,1075010.5925107463
3139,330000.0,2,933612.1678352356,1091696.915056242,350000.0,674136.3730185253
3140,453600.0,5,874622.2853660583,947651.8330721522,447300.0,712912.0534050338
3141,475000.0,3,904578.8645744324,935482.2490262772,471450.0,703398.8477900951
3142,706200.0,5,1037914.1569137572,1052960.0218332591,727600.0,908797.5932393303
3143,500000.0,3,938577.7115821838,1040646.8934564644,,979762.3248503611
3144,1300000.0,2,1241230.845451355,1239524.8431895152,,1220554.251235995
3145,1200000.0,5,1069952.6071548462,1098396.9960025882,,1078814.882563222
3146,270000.0,5,955083.5490226746,1138472.974395773,520000.0,804551.9466505286
3147,930000.0,2,1080964.5652770996,1070977.8422987007,,1079368.1908380259
3148,290000.0,5,965839.2667770386,1041178.6351464812,530000.0,796015.9992414153
3149,1290000.0,5,1290377.3784637451,1298178.156987091,1270000.0,1264605.4297018526
3150,417000.0,1,934085.1306915284,1035234.5018155264,439000.0,699101.2161775851
3151,310000.0,5,969237.0891571044,974869.5777635915,,979589.1840396622
3152,320000.0,2,863960.6833457947,1055678.800497502,,927047.1401847953
3153,956000.0,2,1084396.8391418457,1003320.1818842049,,1068324.2337855618
3154,355000.0,3,925041.1987304688,925979.4354304492,,941240.1756851517
3155,330000.0,5,971036.7918014526,1018533.2525760372,330000.0,704685.1552283737
3156,780000.0,5,1043744.9216842653,1081469.514935871,,1057277.7534023165
3157,2950000.0,5,1654358.0293655396,1816720.361161916,2680000.0,2046443.534734475
3158,475000.0,2,969809.9493980408,1015735.1737211318,,992274.0292909323
3159,360000.0,1,953296.5421676636,1068984.9809153292,,1008172.3400738992
3160,400000.0,2,949872.2553253174,1026236.0067325132,450000.0,722392.4100475766
3161,1200000.0,5,1269333.1241607666,1308273.7814947716,,1263528.599563357
3162,390000.0,2,968701.2434005736,1033433.36472457,400000.0,702903.045516896
3163,350000.0,1,1022925.0192642212,1062828.25968076,,1048635.1725615715
3164,400000.0,2,925819.8142051696,1077760.5397083964,501449.0,748387.2834106012
3165,342900.0,1,942458.6296081544,1061218.0860770089,342900.0,650556.7411711663
3166,740000.0,4,1153124.6900558472,1393204.597658086,,1219776.8883510304
3167,618000.0,5,956450.2239227296,940279.4050095382,650000.0,828944.0580108609
3168,295000.0,5,971036.7918014526,1018533.2525760372,,992885.4893119092
3169,420000.0,1,871550.3811836243,1048147.4174635374,,952119.7831452079
3170,290000.0,5,909812.3908042908,1018533.2525760372,270000.0,657189.9804806774
3171,315000.0,1,994052.231311798,1128929.5598096915,,1050423.3106989597
3172,1150000.0,3,1353872.4184036255,1357465.4861089692,,1335544.9403384319
3173,1900000.0,1,1312784.0757369995,1155926.6033546657,,1248932.6493654633
3174,350000.0,1,979706.4661979676,1123368.7078079523,,1040112.4667186487
3175,720000.0,2,1000704.288482666,1044977.855456906,,1019351.5822859858
3176,454231.0,1,1037219.8820114136,970734.711478139,457713.0,717574.1962745695
3177,485000.0,2,971547.00756073,952931.9434603228,,980902.0969048438
3178,850000.0,3,1054844.9754714966,1121413.1861293176,,1078378.747333581
3179,370000.0,2,955949.84292984,1077104.5863808258,,994999.0394423314
3180,3450000.0,3,3122263.193130493,3083845.21537522,3500000.0,3041058.053081206
3181,1050000.0,1,1251911.163330078,1225091.071769579,,1232596.9602123036
3182,750000.0,1,948513.7462615968,1079109.6461574547,590000.0,795101.2283181994
3183,420000.0,4,805875.4801750183,906627.8883186613,650000.0,776358.2897618522
3184,535000.0,1,970800.1613616945,1023252.912586367,500000.0,738508.0916248133
3185,450000.0,5,956450.2239227296,940279.4050095382,495000.0,760174.9115661975
3186,350000.0,2,952388.5846138,1075545.814464642,,992234.7767233959
3187,340000.0,2,957857.4895858763,1059595.603400083,,992812.1230623741
3188,360000.0,1,886216.8192863464,1131658.719389268,,985683.5883707674
3189,600000.0,2,993866.3840293884,1093942.5696191555,,1024412.7160972338
3190,340000.0,1,1002413.1536483763,1026762.1208607892,,1025670.2562323363
3191,600000.0,3,981115.221977234,1237448.075357134,550000.0,812688.9935595217
3192,600000.0,5,1165295.958518982,1240377.639599001,,1178852.8718529025
3193,210000.0,1,1032709.3601226808,1115728.5434019591,300000.0,653472.5180330317
3194,900000.0,4,906807.005405426,1145671.051821642,,989178.0746534701
3195,1120000.0,4,1525159.71660614,1140014.7190560873,,1404319.791965873
3196,410000.0,3,904370.5463409424,955933.4850286294,452096.5,696465.1613319447
3197,335000.0,1,969670.6533432008,1133129.295532958,380000.0,690351.4260340761
3198,970000.0,1,943713.9630317688,1008394.2729972115,,984553.015904958
3199,1541680.0,3,1406280.3983688354,1371810.080693097,,1373431.089028042
3200,840000.0,4,1096727.0135879517,1405149.554744066,,1184859.4444680945
3201,2650000.0,1,1658022.9997634888,1634848.477400757,2100000.0,1811478.9952176241
3202,501449.0,4,969283.5211753844,950873.8096252396,400000.0,726648.7472701363
3203,3000000.0,4,2355947.0176696777,2379304.542984348,,2252217.481038557
3204,600000.0,4,1013026.3566970824,992130.3532041182,450000.0,771263.2832251916
3205,830000.0,1,1334940.0758743286,1286483.746088576,,1299133.0362367502
3206,380000.0,4,963869.6908950806,979590.5676864352,388750.0,724194.6242146958
3207,300000.0,3,919582.6053619384,978387.047239291,,950993.5657336876
3208,275000.0,2,953172.4452972412,1108111.8677696008,,999283.8223164042
3209,225000.0,3,925504.6844482422,986807.1380032238,350000.0,653748.447480461
3210,409100.0,1,939039.0515327454,1061218.0860770089,350000.0,653975.041508977
3211,2300000.0,2,1469617.72441864,1337994.725652089,,1390948.4225833004
3212,472000.0,2,972297.8472709656,951916.4717343028,499000.0,744744.154848908
3213,3200000.0,1,2238171.100616455,2028501.841028329,,2019206.3648907666
3214,650000.0,2,950709.5217704772,979880.3162902148,,971917.8634771178
3215,1100000.0,5,1431467.4139022827,1470396.1052475655,,1409664.3556166608
3216,439000.0,5,885970.3540802002,958925.5884240884,385000.0,690692.8637339118
3217,750000.0,2,1276490.0922775269,1324824.893644996,,1260635.7171610165
3218,690000.0,5,940188.0502700806,942645.686959568,,951755.71333994
3219,650000.0,5,1026571.0353851318,1058546.9594628278,,1039872.8791245382
3220,1700000.0,4,1136767.2681808472,1111529.21499309,,1136703.9321574788
3221,1400000.0,1,1341363.0723953247,1369939.0466810698,1250000.0,1275280.9806899114
3222,560000.0,1,923674.22580719,1149270.6813008494,665000.0,844944.5598790236
3223,600000.0,1,1040519.952774048,1300959.230896894,,1128324.2046828845
3224,195000.0,4,939184.2484474182,1070943.2082400995,,991934.3083205322
3225,250000.0,2,900689.8999214172,1089725.08329626,,959382.8114568186
3226,850000.0,2,1382626.5335083008,1370706.14115159,1300000.0,1301632.6590697796
3227,380000.0,3,934266.9248580931,991088.2874048034,,964169.9291502415
3228,280000.0,2,941240.0126457214,1052686.9458013503,,979973.4921967293
3229,480000.0,1,1066679.1200637815,1043852.3872202756,485000.0,751999.3366376079
3230,1500000.0,3,1169629.5738220215,1710732.3423383387,,1302560.2730935612
3231,865000.0,3,1221343.2788848877,1197141.5337068078,1100000.0,1150147.539823359
3232,680000.0,1,965376.2578964232,1036405.7314939748,,1005977.3722271073
3233,420000.0,3,978926.6586303712,1039616.32527165,380000.0,692759.1707401582
3234,328400.0,2,993880.1527023315,1088111.1051685072,309000.0,669861.5117276007
3235,580000.0,3,932990.4913902284,1024681.0900812144,,971909.0365802234
3236,3000000.0,1,2985473.394393921,3006429.6386868297,3050000.0,2712936.773280311
3237,254200.0,2,931977.9872894288,1040220.9124440803,,971079.6599707744
3238,1900000.0,2,1420823.335647583,1420085.1579736788,1711000.0,1510475.1164559494
3239,695000.0,2,932898.1041908264,1073896.1501210742,747500.0,874744.4781926208
3240,330000.0,3,915957.6296806335,1011945.744658505,300000.0,628754.3586513823
3241,190000.0,4,900748.9085197448,955160.3946592126,,935519.0760905488
3242,560000.0,3,1012857.5563430786,1270374.3414919414,,1088077.680703703
3243,750000.0,2,926427.3643493652,1030872.0759216824,650000.0,818474.4705030452
3244,630000.0,5,954111.5760803224,937903.1272335286,475000.0,750079.6992555915
3245,850000.0,1,1180107.4743270874,1344987.8812318323,,1224246.6629312164
3246,3500000.0,4,2620780.70640564,2118613.702988253,,2358358.481570422
3247,270000.0,5,886899.6500968933,998375.9618967494,,932618.4951359545
3248,1300000.0,4,974483.5495948792,1064086.430843735,,1014263.4405298505
3249,510000.0,4,963085.0553512572,932314.21372967,527500.0,779573.0633777651
3250,265000.0,3,914778.1133651732,986608.4948770336,,949853.6601768398
3251,790000.0,5,1035207.748413086,1050758.4720043866,,1043290.914482104
3252,260000.0,3,909776.4492034912,1052759.6572797396,250000.0,607130.2717598228
3253,360000.0,5,959065.4373168944,901400.2986628828,,952536.5023804602
3254,2000000.0,2,2045206.308364868,2186015.467001078,,1918430.2739996526
3255,450000.0,5,897984.2662811279,933917.4954015524,525000.0,753056.5528401034
3256,1100000.0,2,1166949.1529464722,1152333.383130849,1190000.0,1165909.6137804165
3257,470000.0,5,917998.0754852296,987225.1816216168,490000.0,753199.0279365927
3258,570000.0,2,995724.4396209716,1185475.452035485,442613.5,751675.341469153
3259,255000.0,2,943296.6709136964,1074402.6251918636,255500.0,625322.087378361
3260,364000.0,4,1010933.3992004396,1038221.794603242,,1032426.1779750201
3261,249000.0,1,921323.9550590516,1082146.1005286947,,992557.002997623
3262,375000.0,1,980774.4026184082,1100604.206635859,,1034114.45947434
3263,360000.0,4,979817.9268836976,1078812.3532269965,350000.0,727908.0645251883
3264,349000.0,2,1026216.8645858763,1143876.0569818208,,1056470.170050653
3265,1000000.0,1,994828.6414146425,1084948.901717941,,1038065.9362501241
3266,980000.0,4,1370614.528656006,1492778.936871566,,1390522.943365859
3267,320000.0,4,951969.9811935424,1018532.5008753296,440000.0,749601.8486890963
3268,1800000.0,5,2003185.510635376,2030531.8651362248,2000000.0,1908014.5730915263
3269,457000.0,1,1027104.4969558716,1038065.3015094136,394000.0,691797.352592796
3270,400000.0,3,949431.9558143616,1050362.347948254,382500.0,687559.3785234004
3271,450000.0,1,959329.36668396,1061218.0860770089,365000.0,666489.5077823036
3272,260000.0,3,835442.5430297852,971653.6356036843,,892216.8300464647
3273,350000.0,1,973686.5162849426,1048147.4174635374,418500.0,697386.8340341155
3274,512000.0,3,953608.7512969972,1024122.56547723,608500.0,802002.1339477878
3275,430000.0,4,1063118.2193756104,1142771.241801015,,1094854.8796985615
3276,380000.0,5,924092.411994934,1021914.1206767363,287500.0,670456.7580982735
3277,1300000.0,5,1401269.9127197266,1462512.7492132972,1300000.0,1339131.7936835722
3278,480000.0,4,926282.4058532716,991514.9793427784,,962489.5414411165
3279,500000.0,2,953305.2444458008,1054449.3470719133,,988646.4046552745
3280,620000.0,4,922303.6170005798,1097760.8480182972,,987348.391834947
3281,330000.0,5,873535.4542732239,984636.2809851835,340000.0,670715.5509724299
3282,550000.0,1,1005708.3368301392,1151950.9678793657,,1064176.815451676
3283,185000.0,5,910513.8778686523,1012116.6861220804,,951820.1615477519
3284,352000.0,3,879930.4962158203,967690.310236366,,921401.5865597903
3285,400000.0,3,893129.6467781067,980737.4240113404,,933698.3063607969
3286,400000.0,4,923326.7307281494,934723.3579717416,415000.0,714819.1723409013
3287,990000.0,3,1336064.4578933716,1369895.9303932537,1800000.0,1550796.5069598465
3288,562000.0,4,1017687.5591278076,984625.7296237292,623500.0,850218.7162763382
3289,570000.0,1,969222.2476005554,1158712.0100419838,,1044070.9635052304
3290,1700000.0,2,1193917.2744750977,1188660.8837525162,,1178905.827971532
3291,170000.0,4,975214.660167694,1017756.0820123984,160000.0,629294.7572583677
3292,850000.0,5,1389984.6076965332,1408097.3139801037,,1366791.5969919632
3293,1465000.0,1,1111679.4347763062,1155319.0614497757,1375000.0,1263860.6257879569
3294,379000.0,1,959329.36668396,1061218.0860770089,360000.0,663624.4797265165
3295,1050000.0,4,1166890.3827667236,1352549.1090054016,,1218663.7080526138
3296,408000.0,1,933356.4639091492,1035234.5018155264,313458.0,626992.571797024
3297,410000.0,5,963065.6838417052,1046536.0244355128,300000.0,693371.710011787
3298,1450000.0,4,1564032.4354171753,1689996.316433645,1500000.0,1528025.9263016202
3299,1000000.0,2,979772.448539734,1043256.0764982244,664500.0,842396.0574903886
3300,365000.0,2,929134.964942932,1034482.21641397,,967963.6786451435
3301,300000.0,5,970525.2051353456,981280.211322826,,982206.2699211432
3302,4000000.0,4,2591041.326522827,2811572.8642811785,,2506823.4107492426
3303,1600000.0,2,1182152.9865264893,1253656.3255834177,,1183682.897544246
3304,215000.0,4,886480.0930023193,939443.7670607502,,921620.0146468251
3305,260000.0,4,974725.3656387328,959555.0540003022,,987347.6132382042
3306,158000.0,5,915286.2429618835,981280.211322826,,946328.5321207466
3307,340000.0,5,916568.3388710022,1023051.118078022,380000.0,709691.8187567842
3308,360000.0,3,901513.9937400818,983284.8249861894,320000.0,630672.5953508631
3309,490000.0,4,939769.208431244,887039.2356075086,,944566.3884238459
3310,380000.0,1,989870.6078529358,1119029.558678486,,1045005.0227417592
3311,380000.0,3,896943.8672065735,1062366.8831024545,476000.0,723686.2378953991
3312,540000.0,4,990219.235420227,1049214.9992240577,585000.0,833514.815064917
3313,1210000.0,5,1228652.4772644043,1244742.9252914942,,1220403.4703172632
3314,480000.0,2,950910.8066558838,968622.4958886616,465722.0,723571.8329478937
3315,800000.0,5,983506.977558136,979028.96465596,647500.0,843292.9424968666
3316,650000.0,1,1086256.980895996,1161462.0348693037,,1115462.7783102887
3317,200000.0,3,883953.0944824219,990780.7992286636,,930063.2727017166
3318,1140000.0,3,1080731.6303253174,1190884.6379056626,900000.0,1011115.844120454
3319,255000.0,5,874024.9872207642,960867.5208372456,255000.0,628375.1872473002
3320,850000.0,5,1112947.3447799685,1349963.1280617777,,1175417.818212664
3321,990000.0,2,1141819.2386627195,1244790.265953988,,1154793.910688835
3322,273000.0,2,937376.7971992492,1051825.3663942134,320000.0,654527.0070711295
3323,680000.0,1,1252944.1118240356,1285811.0605910434,,1250529.0982383075
3324,350000.0,1,885223.388671875,1069308.2881486244,350000.0,645084.2313259562
3325,330000.0,5,873535.4542732239,984636.2809851835,340000.0,670715.5509724299
3326,270000.0,4,853933.572769165,964317.96486203,,905721.2267522248
3327,440000.0,3,951810.1811408997,1034903.3163729716,,987212.872978204
3328,265000.0,3,967016.2796974182,997909.750369436,200000.0,587976.1312648087
3329,850000.0,4,967285.5734825134,1088085.830523207,,1015563.2941038156
3330,330000.0,5,983506.977558136,979028.96465596,550000.0,800164.7230163479
3331,770000.0,1,1010528.0876159668,1164117.0042158156,,1070626.6817882862
3332,450000.0,5,929286.777973175,989601.459397626,388000.0,711780.1700686719
3333,487200.0,4,1066948.0562210083,989921.7714506348,640000.0,875502.5754480163
3334,360000.0,4,994420.3495979308,980008.2723674014,360000.0,721835.5741626164
3335,255000.0,2,980844.9745178224,1053057.4618368386,,1007323.0514847612
3336,500000.0,5,956187.7250671388,926088.1559909278,620000.0,813182.2621875026
3337,1300000.0,3,1342637.062072754,1162895.8487769817,,1279675.854107237
3338,622000.0,3,1001549.9591827393,1014668.182364518,570000.0,793817.7516373692
3339,462000.0,2,981159.8658561708,1054437.2292121763,,1007814.8325799189
3340,430000.0,3,1040522.3369598388,1140821.333738848,405000.0,738855.4182671403
3341,1220630.0,1,1386276.4835357666,1343900.973190392,1000000.0,1146182.6711886732
3342,609017.0,4,1034323.4539031982,1037068.7713743777,590000.0,849125.9247740047
3343,650000.0,5,883407.8907966614,887589.1670963112,650000.0,795924.3686455105
3344,300000.0,4,916593.1940078737,929572.2752277552,,939733.2236305032
3345,460410.0,1,931453.7048339844,996782.9691149396,,973649.54488639
3346,281036.0,2,918569.4456100464,994348.4753187824,,952590.1053470096
3347,945000.0,4,1056199.4314193726,1092860.4096830203,1070000.0,1079642.3802311856
3348,550000.0,4,976302.444934845,1039004.8279894774,,1009012.313795846
3349,670000.0,5,940652.8472900392,930483.646676261,665000.0,828716.1765140652
3350,1100000.0,4,940232.4557304382,856558.9157904063,,936949.248468833
3351,795000.0,2,1024241.6858673096,1042447.8971593488,,1034983.3542136329
3352,550000.0,1,1001876.711845398,1002292.3584512708,570000.0,780003.8440524226
3353,360000.0,3,976687.7293586732,1084049.0632983458,369000.0,693418.3746000591
3354,918000.0,5,996294.5580482484,1016609.7907705838,,1008702.5872705607
3355,230000.0,3,953933.7754249572,1024122.56547723,,985888.3487215338
3356,690000.0,4,930598.9146232604,967126.792390364,,959108.644555893
3357,480000.0,2,931909.97838974,1013505.5672805164,487500.0,734941.301020432
3358,4400000.0,3,2627351.2840271,2320298.0956413588,,2379857.7818486546
3359,350000.0,5,910089.3139839172,1056368.8704053466,,963869.4359141714
3360,392793.0,3,920974.4930267334,1003849.6213219176,,958461.464781791
3361,3000000.0,1,3087228.775024414,3128867.942772936,,2770266.441605956
3362,560000.0,1,1125573.0390548706,1245023.0061119338,,1163114.7607168069
3363,650000.0,1,1066679.1200637815,1043852.3872202756,512500.0,767489.5774285969
3364,470000.0,5,922595.9777832032,1052472.1816021102,,970905.7964470776
3365,250791.0,3,907995.104789734,1016283.6762284548,,952877.6316564332
3366,606900.0,5,937223.5536575316,930483.646676261,590100.5,794417.6520783745
3367,810000.0,2,1028082.2515487672,1165643.7309309123,,1062057.1915400461
3368,295000.0,4,881865.7994270325,919181.0314457064,,913161.2331393597
3369,310000.0,3,966820.7764625548,1026546.6997076516,,995188.2577596809
3370,1500000.0,5,1146444.0822601318,1345902.163224105,,1195668.1613476153
3371,607000.0,1,873170.8526611328,1023109.3227238328,532500.0,738304.7681374998
3372,580000.0,1,973554.9092292786,1039549.6445651008,,1011874.7600731556
3373,350000.0,5,983962.2378349304,1123631.6430569547,,1030375.3416522379
3374,350000.0,3,960052.0730018616,1024122.56547723,,990010.5359530828
3375,230000.0,1,1021222.710609436,1123368.7078079523,,1065235.8071558503
3376,600000.0,1,1438131.9284439087,1498485.668528107,,1419336.825429247
3377,2000000.0,3,1697657.9427719116,1846950.9871569811,1975000.0,1798043.4725032544
3378,200000.0,3,868830.3828239441,894149.9312002382,,894929.3653205283
3379,210000.0,2,903668.5824394226,1052686.9458013503,,954000.4533021877
3380,800000.0,4,906677.24609375,960660.0577764674,,941020.8114352371
3381,480000.0,4,994766.9506072998,1032072.5455112988,,1019816.1821066908
3382,650000.0,3,935640.3350830078,1037008.2841350116,,976850.829485575
3383,350000.0,3,944031.536579132,1000380.8585412834,,973139.4991257921
3384,1100000.0,4,1165465.7125473022,1063655.2524784645,1003680.0,1082876.5329089179
3385,2000000.0,5,1124910.2354049685,1276199.8408134223,2100000.0,1559049.2059498338
3386,1600000.0,3,1508210.53981781,1471017.643295605,,1464451.3302295278
3387,450000.0,4,1003138.303756714,947407.8244922422,,1003613.5776852497
3388,690000.0,4,1076089.62059021,1169069.798972926,,1110408.4805180097
3389,1400000.0,5,1366528.6302566528,1621049.9617975268,,1409430.2302159956
3390,550000.0,4,1070052.0277023315,1055386.442978247,350000.0,755729.9378563223
3391,706000.0,3,905277.7290344238,942197.845008679,630000.0,787013.5022507914
3392,302000.0,1,1032583.5943222046,1037112.1598836492,303800.0,641002.4893498428
3393,150000.0,2,913635.7307434082,1090094.600953721,,968410.3834117046
3394,800000.0,1,1073583.0068588257,1051496.898390823,,1075957.0407230128
3395,370000.0,4,976346.4331626892,966382.55294207,322500.0,696165.7848244027
3396,5000000.0,2,3556493.043899536,3419201.2045637616,,3052899.5258805673
3397,800000.0,5,1091643.6910629272,1064529.856815969,,1083428.907017223
3398,250000.0,2,928447.425365448,1025993.0307797324,250000.0,611852.5025385116
3399,353500.0,2,1016843.4381484984,1143876.0569818208,399000.0,730131.376957202
3400,190000.0,3,924360.990524292,994331.5020173852,,958310.2519692315
3401,1200000.0,2,1426518.0826187134,1426326.605422439,,1379470.122046764
3402,371000.0,4,977113.1873130798,1011019.212529234,360000.0,720717.0922401719
3403,1050000.0,2,1147568.2258605957,1153785.9661550596,1139000.0,1136205.8262869134
3404,850000.0,3,983310.2226257324,947965.118719967,950000.0,972950.2281742949
3405,690000.0,3,1020511.8656158448,1185573.773441546,,1071694.6728390332
3406,850000.0,2,915143.4898376464,1008019.1734713882,,952966.2219059389
3407,384000.0,1,969670.6533432008,1133129.295532958,380000.0,690351.4260340761
3408,490000.0,2,896013.4983062744,1047615.9074650502,480000.0,725029.8956578012
3409,850000.0,3,1070146.083831787,1077482.1958820892,660000.0,868673.1846084354
3410,1100000.0,5,1351616.2633895874,1251860.8063793308,,1300325.1720200018
3411,234000.0,4,907280.8027267456,958790.4311713448,241000.0,633121.3231783047
3412,600000.0,1,1085482.478141785,1119321.7023151938,,1102801.2111573939
3413,370000.0,1,905101.5973091124,1032901.3965452864,,968169.7153873359
3414,1400000.0,1,1260191.4405822754,1248032.440069518,1300000.0,1266456.912858633
3415,240000.0,3,970028.7580490112,1003849.6213219176,,991550.9647707281
3416,350000.0,5,874164.2236709595,940807.67640166,,908221.602428298
3417,500000.0,3,977936.7446899414,994934.3693691016,,994599.15648696
3418,320000.0,2,927592.4563407898,1007221.4916673938,,961424.0013901388
3419,460000.0,4,1009030.9381484984,917049.1950599796,455616.5,760503.9596280596
3420,290000.0,1,929162.2638702393,1078443.4027835303,284499.5,617524.049293799
3421,760000.0,2,1023444.5333480836,996708.3700034952,,1025337.6726359803
3422,3100000.0,2,2224015.474319458,2161586.670470921,2850000.0,2307457.313841035
3423,375000.0,3,924450.3378868104,1023259.121047714,380000.0,674992.0020089654
3424,551419.0,3,1086386.4421844482,1126762.4644224455,1106500.0,1106798.1703228636
3425,430000.0,2,941935.658454895,1118611.1098599853,420000.0,716221.0858523301
3426,270000.0,1,898078.7396430969,1059303.657643222,270000.0,599474.735942437
3427,554000.0,2,968701.2434005736,1033433.36472457,420000.0,713242.6349153222
3428,260000.0,1,1023822.6652145386,1135144.2907459547,,1070231.0152298405
3429,380000.0,5,1027742.2666549684,983829.3762617348,360000.0,731070.1168440604
3430,590000.0,2,1008579.8501968384,1001624.1355441551,665000.0,845657.1561327222
3431,1200000.0,4,1328648.805618286,1304104.3737483069,,1314796.7020232033
3432,420000.0,3,930295.1693534852,1022404.1453721672,,969507.3795027063
3433,680000.0,2,1000687.1223449708,982736.3318959584,690000.0,853720.3170044698
