Id,preco,fold,xgboost_alpha150_bruto,lightgbm_alpha150_bruto,blend_arvores_alpha150_corr30,catboost_alpha150_corr30,generalista_cat60_arvores40
2594,850000.0,3,1116010.75,1044777.2281631842,1080393.989081592,1117392.410783908,1102593.0421029816
2595,630000.0,1,608737.625,607760.6942241518,635024.4117284531,627491.5395002859,630504.6883915528
2596,1150000.0,5,1176376.25,1179867.345779657,1240185.2585228798,1135725.6636319067,1177509.501588296
2597,450000.0,1,451287.09375,449405.32681766147,450346.21028383076,398183.1863462045,419048.395921255
2598,223000.0,3,206641.140625,206206.25956481593,204196.59006643554,221604.30120811358,214641.21675144235
2599,250000.0,1,263990.0,268464.48232331,270059.0688131585,281481.4669054846,276912.5076685542
2600,300000.0,1,309982.03125,306927.187309676,302918.2264958866,308143.67491704045,306053.4955485789
2601,340000.0,5,263223.71875,274872.4329072789,269048.07582863944,265693.9141309741,267035.57881004026
2602,220000.0,3,229470.578125,240319.88464141358,233426.66196824473,227770.15190027523,230032.75592746303
2603,390000.0,1,313326.28125,333270.5942928496,323298.43777142477,388305.6534225275,362302.76716208644
2604,295000.0,5,307629.84375,302055.88452449796,301890.00489607424,301851.06784136815,301866.64266325056
2605,450000.0,2,384322.71875,406902.0649009392,395612.39182546956,401932.7077064165,399404.58135403774
2606,450000.0,1,379040.4375,390959.5207611805,404499.98539141315,375751.58288071177,387250.94388499233
2607,1200000.0,5,971129.1875,968159.3465877428,969644.2670438713,908250.3758537634,932807.9323298065
2608,890000.0,3,822949.4375,803856.3189300318,813402.8782150159,811683.9651141453,812371.5303544935
2609,1100000.0,5,1140422.125,1138546.4151131306,1139484.2700565653,1040730.2155002512,1080231.8373227767
2610,2150000.0,4,2694207.0,2205038.167973604,2449622.583986802,2221080.6593559687,2312497.429208302
2611,650000.0,3,700624.8125,735791.2911338729,721745.6362718556,722586.6401497663,722250.2385986021
2612,1100000.0,2,857244.8125,865096.6927570829,861170.7526285414,842219.8923719819,849800.2364746057
2613,850000.0,2,828318.625,815492.713258108,830333.9683903378,854284.9279670892,844704.5441363887
2614,335000.0,2,372127.65625,382278.6302885626,393042.2002884969,390888.8394786708,391750.18380260124
2615,386000.0,4,379196.625,375044.57342126255,379784.4194474419,391971.2235463442,387096.5019067833
2616,460000.0,5,550010.375,544838.9292489749,552697.2564871411,542946.7195028479,546846.9342965651
2617,600000.0,5,915199.25,922422.0909432819,918810.670471641,830650.992239771,865914.863532519
2618,380000.0,3,491792.40625,485210.18684819236,488501.2965490962,488503.6203180121,488502.6908104457
2619,750000.0,1,607016.4375,612570.3157950029,588855.363653251,589358.9869385866,589157.5376244523
2620,670000.0,3,522759.0,517520.756492479,559097.9147723676,531302.0091264421,542420.3713848123
2621,235000.0,2,296212.84375,285499.1729818869,278599.2058561604,270446.83967709716,273707.78614872246
2622,690000.0,1,457673.53125,427755.6449211427,442714.58808557136,392465.5628258147,412565.17292971734
2623,290000.0,5,364643.71875,414311.15693770023,389477.4378438501,357565.3961201764,370330.2128096459
2624,519000.0,5,491847.28125,455703.52671237825,473775.4039811891,551909.9107757318,520656.1080579147
2625,370000.0,5,424051.6875,440463.46702176705,432257.5772608835,434598.7021032748,433662.2521663183
2626,1500000.0,1,1127145.5,1161824.5533865462,1144485.026693273,1130930.2535331943,1136352.1627972256
2627,500000.0,1,557068.3125,553256.4834495845,555162.3979747922,640022.8955306006,606078.6965082772
2628,530000.0,3,605179.5,593263.0998386957,576954.9099435435,553402.9155623576,562823.713314832
2629,1450000.0,4,1280644.5,1299398.8550236588,1593015.1742582805,1582916.9375067474,1586956.2322073607
2630,600000.0,3,517212.9375,513293.6809054241,525677.3164418985,538070.6375631501,533113.3091146494
2631,610000.0,3,556657.75,556892.1295746558,560742.4578511296,535845.2630314694,545804.1409593334
2632,630000.0,3,468205.375,485923.2264816508,508695.0105185777,503347.51720439596,505486.51453006867
2633,1390000.0,3,1637811.75,1634902.3770828245,1535449.9444789886,1576918.5291878849,1560331.0953043264
2634,800000.0,1,864045.6875,885746.2244298619,874895.9559649309,928160.5713552188,906854.7251991037
2635,370000.0,4,378591.75,388422.7505928703,383507.25029643514,388963.4474006419,386780.9685589592
2636,535000.0,5,437500.0625,465202.0263486243,451351.0444243122,359844.7888865066,396447.2911016288
2637,2100000.0,3,1498413.75,1574366.5313723786,1555473.0984803324,1371375.8321483016,1445014.7386811138
2638,300000.0,3,335578.34375,342163.82711300644,338871.08543150325,334256.4947150845,336102.331001652
2639,350000.0,5,478263.40625,473200.5228094993,498012.37517082476,513545.09141527273,507332.00491749356
2640,1500000.0,2,931785.25,969016.3652467531,950400.8076233766,955283.3711837864,953330.3457596225
2641,490000.0,3,432921.25,434729.3965273752,407177.7262845813,420279.95036989904,415039.0607357719
2642,500000.0,3,638477.4375,584911.2400113398,611694.3387556699,471828.748995418,527774.9848995188
2643,268000.0,1,282046.9375,279098.2658860621,283400.8211851217,293612.32001581904,289527.7204835401
2644,299000.0,2,403878.40625,402014.9037745583,402946.65501227917,426878.9214694151,417306.01488656073
2645,1500000.0,2,1585795.0,1668678.2816577705,1627236.6408288851,1687298.677805401,1663273.8630147944
2646,290000.0,5,348950.96875,359338.5378869238,354144.75331846194,329608.4652524527,339422.98047885636
2647,155000.0,5,170914.8125,170157.37570161858,170536.0941008093,206769.05418415985,192275.87015081962
2648,240000.0,2,230749.765625,230664.33000754679,230707.0478162734,246737.3179497026,240325.20989633093
2649,336000.0,2,383963.34375,388696.4589142687,386329.9013321344,372547.5546759307,378060.49333841214
2650,722000.0,3,605195.625,591041.5168757036,607682.9996564962,606896.7409266946,607211.2444186152
2651,850000.0,1,804665.875,849810.8923531789,827238.3836765895,616753.0794444602,700947.201137312
2652,894000.0,3,710015.4375,741853.8550884114,745154.2524059439,735934.5964953557,739622.458859591
2653,400000.0,2,497341.375,477561.7433127362,509216.0914094577,493847.6273535022,499995.0129758844
2654,380000.0,5,418215.75,421200.507347208,441845.6900715228,379269.25537708297,404299.8292548589
2655,550000.0,2,461031.8125,444304.3703993605,452668.0914496803,401818.6046535771,422158.39937201835
2656,630000.0,1,621784.3125,667297.7283927263,644541.0204463631,545952.8904675983,585388.1424591043
2657,488000.0,3,431754.0,385278.92035152117,408516.46017576056,394501.74338071264,400107.63009873184
2658,450000.0,1,434454.46875,428357.4628325956,431405.9657912978,464485.4108616566,451253.6328335131
2659,620000.0,2,421563.40625,428971.04253960785,425267.2243948039,471652.1208131235,453098.16224579565
2660,950000.0,5,852307.25,820876.752596943,836592.0012984716,848766.384510496,843896.6312256863
2661,3200000.0,2,3216653.5,3025658.1907091513,3121155.8453545757,2426809.7700623805,2704548.2001792584
2662,770000.0,4,729940.75,761317.7339043743,751440.4693665309,744906.952075958,747520.3589921871
2663,950000.0,3,988800.4375,1001251.7530711535,1002368.2666999036,961497.1039996474,977845.56907975
2664,540000.0,5,620937.5,625543.1230627783,637268.2180719724,649510.8515257551,644613.798144242
2665,750400.0,3,849297.0,869028.2846750063,856413.8496362522,862365.4188254199,859984.7911497528
2666,269000.0,2,269268.125,266346.27635026275,267807.2006751314,234165.886135217,247622.41195118276
2667,1300000.0,5,1340253.125,1359171.7204688205,1349798.6959140871,1349651.6910646134,1349710.493004403
2668,185000.0,5,171425.421875,198703.84517506917,185064.6335250346,213104.7598859685,201888.70934159492
2669,520000.0,1,606443.0,601710.490640036,587853.7217240125,574928.5382787213,580098.6116568379
2670,220000.0,2,288808.78125,300605.8039684372,294707.2926092186,278160.6241271633,284779.2915199854
2671,240000.0,1,343332.65625,349075.85284906614,346204.25454953307,320974.18096734944,331066.2104002229
2672,546300.0,5,602184.625,579502.289318917,595690.4200116209,575004.4869994305,583278.8602043067
2673,270000.0,3,284708.34375,297384.39328669535,291046.3685183477,246458.9034123931,264293.8894547749
2674,180000.0,5,325021.40625,300755.06889020966,312888.23757010483,292164.98944336554,300454.2886940612
2675,390000.0,4,313800.5625,312478.0871080075,316697.52736280265,316445.57163639204,316546.3539269563
2676,1030000.0,5,874890.5625,861709.3001561257,881409.951929644,905776.3692481644,896029.8023207563
2677,730000.0,1,910447.0,865630.2171343538,888038.6085671769,863415.4410024916,873264.7080283656
2678,260000.0,1,295507.4375,292695.99921261764,301871.2028494162,296715.7935966606,298777.95729776286
2679,1200000.0,3,1002602.3125,1008938.3894779213,1001039.2456922723,973948.7809098604,984784.9668228251
2680,2500000.0,3,1603519.5,1581704.550670375,1879828.417734631,1818947.2911308724,1843299.741772376
2681,196000.0,2,254401.859375,240551.14444263646,247476.50190881823,268155.3481377612,259883.809646184
2682,720000.0,5,717156.1875,700890.8941448013,709023.5408224007,710361.3497345671,709826.2261697005
2683,480000.0,2,613651.25,607885.5606206727,592537.8837172354,555515.7967358367,570324.6315283962
2684,470000.0,1,432916.71875,431627.4097387071,445090.44497104746,433716.27997434954,438265.94597302866
2685,1940000.0,4,1459489.25,1492314.0831519857,1475901.666575993,1471887.9174961022,1473493.4171280586
2686,370000.0,3,347641.9375,334985.4783388149,355919.5955435852,328307.90315867047,339352.5801126364
2687,315000.0,4,378252.5,364781.9893232872,395062.07126315054,405075.8632466026,401070.34645322175
2688,530000.0,3,523768.03125,521856.3458005713,515968.53196769994,526967.6048281819,522567.9756839891
2689,315000.0,4,316643.8125,303169.17555656336,309906.49402828165,336168.4098386221,325663.6435144859
2690,310000.0,5,350947.71875,345004.7965122494,357583.38034178724,354601.5633435036,355794.2901428171
2691,1800000.0,2,1438767.875,1372755.834487573,1457701.0483206506,1502482.4957255991,1484569.9167636195
2692,280000.0,1,291481.15625,301071.7115000186,295893.5037125065,304355.17392260954,300970.5058385683
2693,265000.0,4,206602.71875,207189.81172630182,206896.2652381509,236574.9464096792,224703.47394106787
2694,650000.0,1,695491.4375,711297.8663992882,686626.2563647509,688869.9801075689,687972.4906104417
2695,620000.0,4,492142.40625,493095.5315692892,512833.2782367512,523267.97269041586,519094.09490895
2696,1650000.0,2,844365.0,869362.8391530361,1079204.7437035625,1037007.9001806334,1053886.637589805
2697,240000.0,4,234162.59375,229292.62335893826,231727.60855446913,259298.106657943,248269.90741655347
2698,750000.0,3,768441.625,761204.1963043307,764822.9106521653,723107.4808684413,739793.6527819309
2699,670000.0,5,694745.625,692362.8636203873,690987.9710171355,772255.2683505012,739748.3494171549
2700,330000.0,5,383494.5625,364841.46965427976,374168.0160771399,331302.7551575715,348448.8595253989
2701,380000.0,2,431892.78125,417823.5871043379,405400.7289240182,404463.1105199624,404838.1578815847
2702,520000.0,4,542686.25,574569.1986479678,558627.7243239839,486205.81649988354,515174.5796295237
2703,553079.0,3,411295.5,419786.9934423969,415541.24672119843,380383.8289380003,394446.7960512796
2704,590000.0,4,502624.03125,490129.9968309367,542463.9098283278,538907.5515514747,540330.0948622159
2705,520000.0,4,412515.625,424079.1971849571,433808.18776473496,432150.84479842737,432813.7819849504
2706,2680000.0,1,1369351.375,1410526.419823634,1857957.2281882719,1809381.8937768508,1828812.0275414193
2707,504193.0,4,399878.71875,399183.36461856484,404171.7291789977,408654.5376889968,406861.41428499715
2708,2650000.0,3,1585566.625,1999396.7350583281,2094737.1760204148,1832398.6281351834,1937334.047289276
2709,860000.0,3,870428.9375,857988.096753007,864208.5171265035,920463.7536193064,897961.6590221853
2710,250000.0,5,257038.859375,261149.77523318838,277366.02211286593,268645.6644959471,272133.80754271464
2711,470000.0,4,423923.09375,432741.79693074356,440832.71173826023,432622.2122277755,435906.4120319694
2712,950000.0,4,937834.125,954945.707024208,959472.9412084728,960532.9907922841,960108.9709587595
2713,680000.0,2,640622.5625,577886.1886114065,609254.3755557032,638445.5420312419,626769.0754410265
2714,640000.0,5,526825.875,522011.53316430293,562093.0928575059,526043.0470330884,540463.0653628554
2715,410000.0,3,307407.84375,295606.31201314816,301507.07788157405,322773.93514672003,314267.19224066165
2716,290000.0,4,303134.125,302768.83962950535,302951.48231475265,298178.5153787653,300087.70215316024
2717,420000.0,5,430038.75,432377.35503132094,431208.05251566047,454135.292486955,444964.3964984372
2718,490000.0,5,428886.25,435317.8936975338,432102.0718487669,408454.5077248527,417913.5333744184
2719,525000.0,1,489888.625,482593.8566481149,490368.8685768402,483423.2068625695,486201.47154827777
2720,350000.0,3,235187.84375,236467.17866118677,235827.5112055934,252860.6668587193,246047.40459746894
2721,606976.0,2,532035.4375,542123.063344668,552985.6252956338,540914.4308135444,545742.9086063802
2722,270000.0,1,271993.5625,268757.2048569068,272962.76857491734,288596.25375909655,282342.85968542483
2723,645000.0,4,822498.25,861036.3712910715,841767.3106455358,947886.5481201924,905438.8531303299
2724,1050000.0,5,1418267.75,1391831.6225151252,1328534.7803802937,1231675.3929777874,1270419.1479387898
2725,360000.0,5,345035.25,346857.85236224247,350162.58582678484,348019.6849200637,348876.8452827522
2726,200000.0,5,277300.78125,256139.3271764854,266720.0542132427,202082.6957152932,227937.63911447302
2727,320000.0,4,308533.03125,302576.06313407357,305554.54719203676,294004.8165655467,298624.7088161427
2728,358000.0,2,333011.625,327803.8056902185,330407.71534510923,319402.3639638477,323804.5045163523
2729,650000.0,5,839758.6875,719282.0906771016,779520.3890885508,792112.4606541041,787075.6320278828
2730,650000.0,2,644465.3125,652433.2981364457,648449.3053182228,650918.8250226589,649931.0171408844
2731,480000.0,4,433940.15625,436229.7771450575,420059.4766882701,416663.1344103674,418021.6713215285
2732,350000.0,1,356144.40625,372578.79129527597,360053.1191408466,385766.2540114545,375481.00006321137
2733,5800000.0,5,2102122.0,1946339.8015360858,2766961.63053763,2485835.5206781956,2598285.9646219695
2734,500000.0,2,515359.15625,526807.6956463177,521083.42594815884,479867.9838763263,496354.1607050593
2735,450000.0,1,395021.03125,394902.9895912355,394962.01042061776,388994.5487301573,391381.5334063415
2736,420000.0,4,365037.59375,359735.36523481697,366920.5356446859,372330.9239358767,370166.7686194004
2737,337657.0,2,327177.21875,323247.3763694736,329048.60829181573,331358.70553724054,330434.6666390706
2738,570000.0,4,570149.9375,561412.3468644443,573046.7995275555,547238.0460287636,557561.5474282803
2739,420000.0,4,427997.125,431519.7757914927,426830.91527702246,441701.6006539401,435753.3265031731
2740,320000.0,3,417136.6875,404897.13525193784,411016.91137596895,410627.1528113642,410783.0562372061
2741,1800000.0,5,1220033.875,1234042.0045344795,1233926.5578370676,1142000.3364337853,1178770.8249950982
2742,650000.0,3,572731.4375,553738.3966917823,563234.9170958912,499758.31464274623,525148.9556240042
2743,350000.0,1,340565.0,347818.31562041136,347434.160467144,348548.20624791173,348102.5879356046
2744,360000.0,3,384949.25,380963.1921476803,382956.22107384016,383299.1124792156,383161.95591706544
2745,1550000.0,2,1317659.875,1373488.1517487369,1345574.0133743684,1241489.6159347603,1283123.3749106035
2746,386910.0,4,327164.4375,332698.2789371115,329931.35821855575,337914.82280982164,334721.4369733153
2747,285000.0,1,232353.171875,235192.07042308286,233772.62114904143,249643.0709846661,243294.89105041622
2748,850000.0,4,934614.5,923662.1895914385,929138.3447957193,1011841.4292866228,978760.1954902614
2749,650000.0,2,595915.25,592700.0613120793,594307.6556560397,608787.6135512732,602995.6303931798
2750,775000.0,4,925113.5,914960.1494300457,904275.777300516,928255.7457986908,918663.7583994209
2751,1000000.0,4,1321940.625,1141658.3005463826,1231799.4627731913,1131198.122247928,1171438.6584580333
2752,1400000.0,2,1065121.25,990390.1256056796,1027755.6878028398,1083521.1127368368,1061214.942763238
2753,380000.0,2,372228.4375,376509.4522791454,375308.26142270083,378235.3628620792,377064.5222863278
2754,725000.0,5,419507.21875,400363.4611045,433084.737949075,441278.0206812541,438000.7075883825
2755,1050000.0,4,954823.9375,1047339.4670951493,1001081.7022975746,1146039.6896126373,1088056.4946866122
2756,350000.0,2,364408.375,381447.3599823591,372927.86749117955,368147.4947340044,370059.64383687446
2757,525000.0,1,588908.0,571532.9906624726,595904.3467318653,565786.9236132929,577833.8928607218
2758,690000.0,4,819780.125,690574.5448873193,755177.3349436596,707938.7508848712,726834.1845083865
2759,230000.0,5,233043.328125,228407.51487879473,236507.79505132814,239392.62961683428,238238.6957906318
2760,1000000.0,1,972304.1875,964297.4390647239,968300.813282362,1004751.6638927318,990171.3236485838
2761,450000.0,5,436813.40625,459412.550322629,448112.9782863145,412768.006370506,426905.99513682944
2762,1300000.0,2,1353360.5,1547582.1807623059,1450471.340381153,1392712.662900603,1415816.133892823
2763,630000.0,4,610024.3125,618882.828750769,620617.4994377692,623577.0574842345,622393.2342656483
2764,400000.0,5,507987.03125,546902.9442369905,527444.9877434953,437686.2092104934,473589.7206236942
2765,350000.0,1,289563.875,305283.50651001255,316946.58352850436,318704.7407973965,318001.4778898397
2766,550000.0,1,563865.5,560669.8810438364,576292.4833653427,557101.8511225164,564778.104019647
2767,445000.0,5,421966.4375,420193.0880228909,421079.7627614455,415159.3819916653,417527.53429957735
2768,225000.0,3,304339.71875,274193.7975780372,289266.7581640186,265449.8345207726,274976.603978071
2769,420000.0,4,376403.25,363338.4535734279,378609.5962506997,386835.2354568174,383544.9797743703
2770,180000.0,5,264551.75,273317.10990477947,268934.42995238974,286597.99791426497,279532.5707295149
2771,850000.0,5,909619.9375,977215.2862153406,943417.6118576704,978777.0404538916,964633.2690154031
2772,330000.0,4,226188.03125,238886.56932075394,232537.30028537696,233115.84740291644,232884.42855590064
2773,1500000.0,3,951291.9375,945465.8515008907,948378.8945004453,694715.924193996,796181.1123165758
2774,2450000.0,3,1039915.0,996737.6979860036,1018326.3489930017,1000875.5460465692,1007855.8672251422
2775,1300000.0,4,1103583.375,1057194.9465049258,1080389.160752463,1133143.5999660864,1112041.8242806369
2776,260000.0,5,225256.796875,229214.26841807822,227235.5326465391,260355.38268747472,247107.4426711005
2777,270000.0,1,246664.546875,260014.62668717955,253339.58678108978,221432.05634877027,234195.06852169806
2778,360000.0,4,336409.875,329261.14380209625,337984.85658073367,343261.09244153195,341150.5980972126
2779,320000.0,4,284652.96875,281156.7261117964,276033.39320162876,273301.4897892047,274394.25115417433
2780,1200000.0,3,545299.4375,495835.0852206938,520567.2613603469,456467.9243500118,482107.65915414586
2781,357000.0,4,376139.5,378889.56910411175,358760.1741864391,363608.4969514209,361669.1678454282
2782,450000.0,3,390951.3125,381363.72242866905,386157.5174643345,343521.0050029771,360575.60998752003
2783,510000.0,3,459459.5625,466521.4014375987,483093.3373781595,490183.3549301203,487347.347909336
2784,730000.0,2,832611.1875,820490.7187553666,826550.9531276834,849996.502965693,840618.2830304892
2785,860000.0,5,913560.75,916326.801064933,985460.6428727265,996566.0998134587,992123.9170371658
2786,1400000.0,2,1517421.75,1573864.578716116,1545643.164358058,1417767.6759544774,1468917.8713159095
2787,1850000.0,3,1452139.25,1458997.9700405155,1315898.0270141803,1322573.888299198,1319903.5437851907
2788,320000.0,1,408891.4375,401884.7101649824,403771.6516827438,398971.81449018075,400891.749367206
2789,331685.0,3,196202.703125,225137.8130475421,243350.38066038972,267398.7274887248,257779.38875739079
2790,550000.0,1,545792.125,542223.7032925868,544007.9141462934,527784.7609509466,534274.0222290853
2791,330000.0,1,383077.125,390914.9941118297,384897.2416891404,383124.37979908555,383833.52455510746
2792,313449.0,4,342623.875,343937.27863722167,361946.4037730276,357823.7556382669,359472.8148921712
2793,348285.0,4,289726.03125,282481.6609460688,285022.6922686241,279836.97110348823,281911.2595695426
2794,170000.0,4,188502.8125,198337.00649323652,193419.90949661826,207943.66683385865,202134.1638989625
2795,452000.0,1,425500.71875,434895.9252044693,424138.8253840642,409904.40801625384,415598.174963378
2796,320000.0,4,458282.84375,445389.2473638036,451836.04555690184,427268.7967833568,437095.69629277487
2797,550000.0,5,632454.8125,628753.0682557344,630603.9403778672,627296.4546706891,628619.4489535603
2798,400000.0,5,374569.8125,383856.8492649582,379213.3308824791,333399.3123875908,351724.91978554614
2799,750000.0,1,546746.5,536072.5693949707,541409.5346974854,573094.1674837281,560420.314369231
2800,900000.0,4,1032931.875,1016668.0157300751,996359.9617555263,949636.7917215276,968326.059735127
2801,690000.0,1,818728.5,747890.4560407718,783309.4780203858,774045.1203796782,777750.8634359613
2802,505000.0,2,425376.5625,458325.1605353636,441850.8615176818,456104.3960827692,450402.9822567343
2803,850000.0,1,630173.5625,606486.9681791347,618330.2653395673,567178.1401996469,587638.9902556151
2804,200000.0,1,266130.03125,257957.189940992,262043.610595496,228663.5292979953,242015.56181699556
2805,497000.0,5,406985.53125,401186.2549768785,392360.1251794075,354643.4271336724,369730.1063519664
2806,950000.0,1,649650.0,637299.5498281782,671382.3424398624,656617.0962057058,662523.1946993684
2807,375000.0,4,368648.0,372435.53806086467,389279.2383213026,381433.15433789336,384571.5879312571
2808,560000.0,1,582845.1875,581600.7498559563,567306.0780745847,559898.600874377,562861.59175446
2809,650000.0,4,520978.25,542291.3912374945,546144.374433123,509155.440888751,523951.01430649986
2810,440000.0,2,611070.0,604691.7728958018,593516.6205135307,578362.6559031375,584424.2417472948
2811,470000.0,1,849236.25,848601.7602467126,848919.0051233564,872418.5495872863,863018.7318017143
2812,354000.0,1,395965.46875,397791.9153718356,383265.08444264246,372115.75239510497,376575.48521411995
2813,420000.0,1,426139.09375,424675.8798641871,432335.2407649655,401656.9338370794,413928.2566082338
2814,319000.0,4,365171.96875,372892.11927071074,369032.04401035537,347804.02644035884,356295.2334683575
2815,390000.0,4,445456.40625,416978.3944260806,431217.4003380403,444781.59828836,439355.91910823213
2816,950000.0,5,749783.5625,730809.1183973959,740296.340448698,864039.8630528699,814542.4540112012
2817,460000.0,2,309148.59375,307185.1132039185,320716.7974338715,340767.19524797157,332747.0361223315
2818,750000.0,2,689133.375,699016.9873154747,694075.1811577373,723510.0620038256,711736.1096653902
2819,1500000.0,2,1146515.75,1158357.161095009,1152436.4555475046,1196846.827752839,1179082.6788707054
2820,650000.0,3,679640.25,761705.9894747062,720673.1197373532,725477.7195622168,723555.8796322714
2821,390000.0,4,391402.71875,346668.2675617908,369035.4931558954,388426.9671658666,380670.37756187806
2822,320000.0,3,309414.0625,309803.79494342353,315726.25010519824,313629.1419595299,314467.9852177972
2823,280000.0,4,294249.5625,314276.27869478444,302084.04441817454,315498.84812720213,310132.9266435911
2824,1500000.0,5,667042.25,672547.0493814531,669794.6496907265,706171.0669076757,691620.5000208961
2825,1500000.0,4,1028020.1875,1125380.880837436,1076700.534168718,973747.3643699236,1014928.6322894413
2826,320000.0,5,338214.84375,345722.896960433,341968.8703552165,336072.648017263,338431.1369524444
2827,745000.0,4,679387.5,699592.3726833285,689489.9363416643,702835.7693637578,697497.4361549204
2828,280000.0,4,255571.53125,265898.6477801164,260735.0895150582,251057.1548305597,254928.3287043591
2829,890000.0,1,877646.625,894828.8025075889,965366.3996276561,953074.695270036,957991.377013084
2830,457000.0,1,374546.9375,383185.72662620293,383406.432444171,381552.13536727126,382293.8541980311
2831,450000.0,5,423508.5,411924.96764941234,397401.7136772943,395513.8510834055,396268.99612096103
2832,365000.0,2,381822.8125,388000.3613702444,384911.5869351222,364890.773897661,372899.0991126455
2833,750000.0,4,902561.875,885677.478353524,894119.676676762,878260.4922227415,884604.1660043497
2834,730000.0,1,687749.375,801028.8606824075,773072.3824888426,708948.4900412163,734598.0470202668
2835,900000.0,3,719414.6875,721622.4442924808,720518.5658962404,814389.9891028849,776841.4198202271
2836,1541680.0,2,966624.6875,980737.121964153,1137576.6333124535,1042338.7933948069,1080433.9293618656
2837,1950000.0,3,1860087.0,1949282.251150547,1904684.6255752735,1562588.310217122,1699426.8363603826
2838,130000.0,3,248578.546875,252644.70602877124,250611.62645188562,245503.04834979944,247546.47959063394
2839,416000.0,1,334406.53125,351537.3846252627,351080.37055634195,339923.02127470414,344385.9609873593
2840,480000.0,2,308830.34375,333500.3189699758,362815.73195199156,360777.0481386907,361592.52166401106
2841,1200000.0,3,755198.75,742382.2037618714,846653.333816655,840012.3886712969,842668.7667294401
2842,357000.0,3,380283.4375,382180.269739155,381231.8536195775,369598.7863550625,374252.0132608685
2843,970000.0,1,702589.25,574762.3591232051,638675.8045616025,724042.6095730753,689895.8875684862
2844,603166.0,1,555691.375,552413.5039357925,569918.1076275273,550410.3488556109,558213.4523643774
2845,558000.0,3,397042.03125,382391.7678655209,389716.89955776045,415331.3315135543,405085.5587312368
2846,360000.0,3,246931.21875,247555.22647618141,247243.2226130907,222117.78671095756,232167.9610718108
2847,550000.0,5,423591.3125,439146.4446755242,431368.8785877621,394359.702389686,409163.3728689165
2848,750000.0,2,627253.5625,648621.8897397014,668556.4082838956,714736.1492378793,696264.2528562858
2849,1150000.0,4,1195862.5,1144163.1662745455,1170012.8331372729,1171042.0923565798,1170630.388668857
2850,310000.0,4,460857.71875,436914.53836955654,448886.12855977827,341298.9826329343,384333.84100367187
2851,440000.0,3,387908.90625,386894.17548241164,387401.5408662058,401567.103138588,395900.8782296351
2852,590000.0,5,590904.625,597829.6176501247,594367.1213250624,581256.2821362603,586500.6178117811
2853,140000.0,3,249936.34375,243313.91354131646,246625.12864565823,235225.0395094087,239785.0751639085
2854,465722.0,5,480270.375,477419.70176969044,479191.5268693917,465352.13920474687,470887.89427060477
2855,1400000.0,5,1373154.25,1366857.8513391223,1379004.2354686926,1285359.050664865,1322817.124586396
2856,650000.0,3,552987.25,552165.7779302852,570253.5597755999,564770.5317595043,566963.7429659425
2857,520000.0,1,554695.4375,550901.2211549237,568458.8305292232,561309.8719668225,564169.4553917828
2858,2350000.0,2,1218062.125,1245737.468676735,1492329.857786857,1396266.0678490037,1434691.5838241451
2859,390000.0,3,593555.1875,588303.3783866101,590929.2829433051,585336.0886514694,587573.3663682037
2860,370000.0,1,375018.03125,379259.94259191205,377997.2908446692,374783.54316023143,376069.04223400657
2861,440000.0,5,439384.15625,446047.3047276215,432901.0113421675,420593.7791111928,425516.6720035827
2862,400000.0,3,425968.875,428459.2170645716,425049.8322226,421219.88396917033,422751.86327054224
2863,210000.0,2,203555.4375,207261.12928892678,205408.2833944634,202326.72193365227,203559.34651797672
2864,360000.0,5,379079.125,375820.17599060835,377449.65049530414,389236.1219301715,384521.53335622454
2865,350000.0,2,336826.5625,351667.61402023386,344247.0882601169,337573.3369369337,340242.837466207
2866,4700000.0,2,2627124.0,2696195.072148673,2661659.5360743366,2267931.485524984,2425422.7057447247
2867,620000.0,2,555673.875,562109.175628761,576024.0677200663,571607.8307173643,573374.3255184451
2868,360000.0,3,358671.8125,351727.11986118264,365639.62632641394,364578.8372479718,365003.1528793486
2869,420000.0,4,357336.1875,366589.3049918306,361962.7462459153,356563.58438847616,358723.2491314518
2870,185000.0,1,233249.453125,203221.6321159381,218235.54262046906,168842.62455646085,188599.79178206413
2871,700000.0,5,1131104.875,1041998.4061506274,1086551.6405753137,1059395.4264567804,1070257.9121041938
2872,1800000.0,1,1328415.0,1383932.191555782,1356173.595777891,1321976.4255557216,1335655.2936445894
2873,400000.0,5,370014.28125,390062.13880349573,380026.7470187235,361197.5108650995,368729.2053265491
2874,980000.0,4,952791.875,975650.0681499904,1004954.6801024966,1063945.51351418,1040349.1801495067
2875,450000.0,3,436245.5625,455052.87679406034,445649.2196470302,444783.3820451968,445129.71708593017
2876,570000.0,4,539238.0,525763.0584151183,532500.5292075591,588047.7574568002,565828.8661571038
2877,300000.0,5,290813.125,297810.0952847895,294311.6101423948,298685.89948488,296936.18374788587
2878,950000.0,1,1125969.0,1127276.137209171,1132234.4980232099,1126713.0792279013,1128921.6467460247
2879,1250000.0,5,1275569.0,1353431.1891432824,1295150.0662001488,1231900.2389385956,1257200.169843217
2880,210000.0,1,178413.8125,181542.99783511856,179978.40516755928,211017.586959941,198601.9142429883
2881,650000.0,3,526999.25,510787.2571311192,550725.2774958918,553391.1437349062,552324.7972393004
2882,640000.0,2,745526.8125,749940.8313503484,747733.8219251742,729092.1562079594,736548.8224948454
