Id,previsao_correspondencia,catboost_a100_bruto,catboost_a100_corr30,catboost_a150_bruto,catboost_a150_corr30
372,,714250.8548288308,714250.8548288308,717242.8728847437,717242.8728847437
373,1400000.0,1235411.250991816,1284787.8756942712,1234938.5690589135,1284456.9983412395
374,,866155.9602281126,866155.9602281126,844673.4957639126,844673.4957639126
375,,1979984.4640718678,1979984.4640718678,1730808.8882671036,1730808.8882671036
376,,363501.8913585186,363501.8913585186,352410.9445884668,352410.9445884668
377,350000.0,493235.5196151952,450264.86373063666,465899.1137623195,431129.37963362364
378,,948592.9881291068,948592.9881291068,908123.6033960341,908123.6033960341
379,,575061.4424114606,575061.4424114606,552708.5890451705,552708.5890451705
380,480000.0,570202.93771193,543142.056398351,541934.7226479361,523354.3058535552
381,330000.0,332037.94581749,331426.56207224296,328501.65350037743,328951.1574502642
382,,533920.9834463274,533920.9834463274,520638.1383996585,520638.1383996585
383,,738724.268354176,738724.268354176,699418.2888226655,699418.2888226655
384,,706515.0416997857,706515.0416997857,693445.5277927775,693445.5277927775
385,,531880.5938104076,531880.5938104076,522889.0501165585,522889.0501165585
386,1150000.0,936471.4179126298,1000529.9925388409,796470.6155554622,902529.4308888235
387,,1166860.3439650442,1166860.3439650442,1179206.094066417,1179206.094066417
388,345000.0,348219.8143103871,347253.87001727097,347113.36773771467,346479.3574164002
389,800000.0,899367.1765899978,869557.0236129984,887960.0742304116,861572.0519612881
390,,531155.8899105163,531155.8899105163,504482.9341201747,504482.9341201747
391,450000.0,385353.446872966,404747.4128110762,378432.9684569705,399903.07791987935
392,,834825.5677598779,834825.5677598779,763706.3745319569,763706.3745319569
393,567500.0,530868.5330267436,541857.9731187205,525970.7426831537,538429.5198782076
394,416000.0,317724.88374973956,347207.4186248177,314153.2451952627,344707.2716366839
395,335000.0,360925.1525501797,353147.6067851258,357552.15372668393,350786.5076086788
396,420000.0,418389.24124261027,418872.46886982716,415951.56469614955,417166.09528730466
397,,458545.27572653594,458545.27572653594,459658.06626325555,459658.06626325555
398,625000.0,597280.0922231538,605596.0645562076,592337.0203198564,602135.9142238994
399,748000.0,623448.4874721261,660813.9412304882,609743.020640301,651220.1144482107
400,,613345.0860925181,613345.0860925181,619502.4343624278,619502.4343624278
401,450000.0,369404.1459541938,393582.9021679356,358169.2602339033,385718.4821637323
402,690000.0,410080.45618068875,494056.31932648213,401943.48534376017,488360.4397406321
403,450724.5,342983.63656757545,375305.8955973028,336277.55355787225,370611.6374905106
404,,798977.4194793467,798977.4194793467,822484.0884764632,822484.0884764632
405,,1493085.1659403828,1493085.1659403828,1431057.5275351128,1431057.5275351128
406,330000.0,343999.3355111866,339799.5348578306,342561.5158473245,338793.0610931271
407,490000.0,594451.8713455398,563116.3099418778,576174.6668182384,550322.2667727668
408,900000.0,925315.8376153321,917721.0863307324,960994.7642634156,942696.3349843909
409,495000.0,527613.3608930302,517829.35262512113,523368.4707820785,514857.9295474549
410,,500275.6739653115,500275.6739653115,493192.293617283,493192.293617283
411,303950.0,293259.6630194249,296466.7641135974,283009.7443815467,289291.8210670827
412,,264742.7780183677,264742.7780183677,265959.56692860386,265959.56692860386
413,,432382.3993550968,432382.3993550968,420046.1196541112,420046.1196541112
414,,463845.3675459333,463845.3675459333,447925.9561421546,447925.9561421546
415,435000.0,669405.0847314151,599083.5593119906,638345.8698376527,577342.1088863568
416,674500.0,634651.6828138158,646606.1779696711,632016.246645875,644761.3726521125
417,,417481.0731597261,417481.0731597261,403531.9570249395,403531.9570249395
418,372500.0,356617.6648546626,361382.3653982638,355174.0656717262,360371.8459702083
419,,288774.8757045245,288774.8757045245,281899.0956450177,281899.0956450177
420,,452177.63839170727,452177.63839170727,444908.5159247047,444908.5159247047
421,,384288.5969494903,384288.5969494903,373384.9729394966,373384.9729394966
422,,267425.58639421745,267425.58639421745,270187.7019518821,270187.7019518821
423,270000.0,268072.42949103384,268650.7006437237,259196.9725897981,262437.8808128587
424,259000.0,267773.1519183599,265141.2063428519,264094.5497181732,262566.18480272125
425,,631375.0768490777,631375.0768490777,644944.5830160072,644944.5830160072
426,1100000.0,826647.3763808402,908653.1634665881,799953.0288032057,889967.120162244
427,1139000.0,975886.7478216342,1024820.7234751439,919994.529980903,985696.1709866321
428,,1881063.4309068157,1881063.4309068157,1658707.3308491413,1658707.3308491413
429,399000.0,325930.6496884713,347851.45478192985,326636.0663907927,348345.2464735549
430,,248432.70553180916,248432.70553180916,231681.83582278783,231681.83582278783
431,330000.0,305787.3544156501,313051.14809095504,294472.6010827009,305130.8207578906
432,1200000.0,921379.8732060327,1004965.9112442228,880395.370200726,976276.7591405081
433,,212672.06235152067,212672.06235152067,199964.07281986612,199964.07281986612
434,,1128000.8874608863,1128000.8874608863,1112517.3212303112,1112517.3212303112
435,,477546.4395045039,477546.4395045039,476800.7404888587,476800.7404888587
436,1360000.0,1600115.3655886767,1528080.7559120737,1459721.250841032,1429804.8755887223
437,1050000.0,1480353.2250284294,1351247.2575199006,1346682.0578906029,1257677.4405234219
438,330000.0,345714.5921763862,341000.2145234703,331425.65349516005,330997.957446612
439,,209716.16983293995,209716.16983293995,196289.386177586,196289.386177586
440,,703791.1654121653,703791.1654121653,706527.5427926931,706527.5427926931
441,,374568.8176085088,374568.8176085088,356969.87715580733,356969.87715580733
442,270000.0,270640.4539191478,270448.31774340343,266662.53747250774,267663.7762307554
443,,423173.90434461867,423173.90434461867,412116.99165256385,412116.99165256385
444,830000.0,866272.6475771483,855390.8533040037,817755.1234120622,821428.5863884435
445,,780976.1148172739,780976.1148172739,787956.2273217591,787956.2273217591
446,,232574.43041932103,232574.43041932103,227905.28985202833,227905.28985202833
447,431000.0,344425.1288133237,370397.5901693265,331635.9367138337,361445.1556996836
448,850000.0,892450.4737575762,879715.3316303033,894533.4213354434,881173.3949348103
449,353000.0,373318.7730828409,367223.1411579886,360317.8699998792,358122.50899991544
450,,293895.78185706737,293895.78185706737,282336.657479672,282336.657479672
451,1214727.0,1225061.1516709737,1221960.9061696816,1172697.0980080033,1185306.0686056023
452,1425000.0,803004.044933602,989602.8314535214,766967.7164119338,964377.4014883536
453,,435765.1962135536,435765.1962135536,430358.7623781036,430358.7623781036
454,,282451.56067708426,282451.56067708426,279210.56514537416,279210.56514537416
455,,537210.603503835,537210.603503835,500129.7777221722,500129.7777221722
456,,732865.9486406923,732865.9486406923,737604.5072008477,737604.5072008477
457,547000.0,335720.16040549177,399104.1122838442,328588.48990998586,394111.94293699006
458,400000.0,322215.9739691724,345551.1817784207,302783.3238035889,331948.32666251226
459,353229.0,345794.8407335073,348025.08851345506,340680.5453115761,344445.08171810326
460,285000.0,246866.76338907075,258306.7343723495,249887.48869952656,260421.24208966858
461,748000.0,625868.6414148468,662508.0489903927,616602.6704369093,656021.8693058365
462,400000.0,373883.2747256441,381718.29230795085,362961.8110214391,374073.26771500736
463,,514888.3579857594,514888.3579857594,516265.8799465304,516265.8799465304
464,,358983.5538274011,358983.5538274011,350562.0054183098,350562.0054183098
465,558600.0,506140.3716613394,521878.2601629376,504683.89781617885,520858.7284713252
466,,1280113.5890750145,1280113.5890750145,1236783.762473465,1236783.762473465
467,1400000.0,1368550.1756591012,1377985.1229613707,1325804.9159545633,1348063.4411681942
468,,1037553.5542140565,1037553.5542140565,958192.4352356109,958192.4352356109
469,,2879916.5108498083,2879916.5108498083,2508558.87326999,2508558.87326999
470,,1318792.303079875,1318792.303079875,1212949.1623108822,1212949.1623108822
471,650000.0,522970.33201807766,561079.2324126543,499962.0275821939,544973.4193075357
472,,358628.9367139497,358628.9367139497,354174.9140636007,354174.9140636007
473,200000.0,196906.61150002232,197834.62805001563,193683.36791102032,195578.3575377142
474,,402202.53226149175,402202.53226149175,397645.34124125127,397645.34124125127
475,1195000.0,1341972.1539661917,1297880.507776334,1345192.4385808127,1300134.7070065688
476,890000.0,868428.2804825961,874899.7963378172,847459.7153046404,860221.8007132482
477,550000.0,408483.94990433933,450938.7649330375,409284.56910383696,451499.1983726859
478,,276131.30741771834,276131.30741771834,257634.42732673633,257634.42732673633
479,820000.0,686016.8572062617,726211.8000443832,652518.0039436389,702762.6027605472
480,,538275.9026474669,538275.9026474669,550158.9529170458,550158.9529170458
481,,1468085.6713754206,1468085.6713754206,1333751.3767795267,1333751.3767795267
482,,665498.5770525751,665498.5770525751,634171.8962524139,634171.8962524139
483,420000.0,414546.85511947965,416182.7985836357,406973.9969483951,410881.79786387656
484,,551689.8193911711,551689.8193911711,533233.3227499699,533233.3227499699
485,730000.0,599755.778196051,638829.0447372356,596480.1442504276,636536.1009752993
486,1300000.0,1299358.7689702257,1299551.138279158,1233495.223315453,1253446.6563208168
487,,461551.60977083014,461551.60977083014,455509.923661792,455509.923661792
488,861500.0,1076940.6295988515,1012308.440719196,1067759.7779526366,1005881.8445668456
489,499000.0,350551.766153719,395086.2363076033,342830.76173060446,389681.5332114231
490,765000.0,774344.1070754069,771540.8749527849,787746.9387416982,780922.8571191886
491,,311363.6473882481,311363.6473882481,288232.3802296941,288232.3802296941
492,430000.0,359195.2985738581,380436.7090017006,358628.8789729091,380040.21528103633
493,362500.0,387246.4575632522,379822.52029427653,385532.9407993365,378623.05855953554
494,655000.0,532765.2187773169,569435.6531441218,524508.0086927197,563655.6060849038
495,,1391599.658309562,1391599.658309562,1296477.7127494367,1296477.7127494367
496,,922335.5602028602,922335.5602028602,936614.7842019008,936614.7842019008
497,585000.0,558874.7748815819,566712.3424171073,544250.5431204564,556475.3801843195
498,615000.0,627524.8795678522,623767.4156974966,621994.0390718079,619895.8273502655
499,550000.0,487331.89239725913,506132.3246780814,474199.5205367281,496939.66437570966
500,,1191167.266642236,1191167.266642236,1190194.510245785,1190194.510245785
501,,1580407.145766459,1580407.145766459,1350407.5891378676,1350407.5891378676
502,,515745.18355248193,515745.18355248193,502788.3480007534,502788.3480007534
503,320000.0,280786.5787992547,292550.60515947826,275430.02096850285,288801.014677952
504,,385287.90163604973,385287.90163604973,360454.9179301779,360454.9179301779
505,1375000.0,1314818.7362403965,1332873.1153682775,1301703.0412857307,1323692.1289000115
506,1180000.0,1421596.301036076,1349117.4107252532,1390571.2329010814,1327399.8630307568
507,,571746.7223034557,571746.7223034557,539069.4659988973,539069.4659988973
508,200000.0,266230.05818334717,246361.040728343,254817.24814158282,238372.07369910798
509,499000.0,477251.4876672463,483776.0413670724,463469.6137848124,474128.7296493687
510,,663141.8297292606,663141.8297292606,631797.493364553,631797.493364553
511,580000.0,508058.18975924206,529640.7328314695,498207.28579741233,522745.1000581886
512,,1457190.8164757022,1457190.8164757022,1291602.0924255876,1291602.0924255876
513,,355086.17174445116,355086.17174445116,351918.6412727909,351918.6412727909
514,,317521.1480977749,317521.1480977749,313247.7379143596,313247.7379143596
515,520000.0,402581.2155000569,437806.8508500398,402309.880612995,437616.9164290965
516,,835987.0346247085,835987.0346247085,797469.6444838264,797469.6444838264
517,,732788.5311235988,732788.5311235988,746360.1368729629,746360.1368729629
518,,648089.5896103506,648089.5896103506,626761.0884696896,626761.0884696896
519,535000.0,442636.9299334092,470345.8509533864,429001.20692251157,460800.84484575805
520,2100000.0,1262275.075782569,1513592.553047798,1185859.3964464401,1460101.577512508
521,,871292.7819550923,871292.7819550923,836773.9745954948,836773.9745954948
522,650000.0,573144.4581846008,596201.1207292206,558961.265052376,586272.8855366632
523,300000.0,251339.76563847705,265937.83594693395,242960.54407339593,260072.38085137715
524,1214727.0,1225061.1516709737,1221960.9061696816,1172697.0980080033,1185306.0686056023
525,,1468028.540667177,1468028.540667177,1350694.1359889873,1350694.1359889873
526,1003680.0,861551.2289356352,904189.8602549445,832499.5565873567,883853.6896111497
527,,1576406.3571749679,1576406.3571749679,1505295.3045866576,1505295.3045866576
528,,546571.7584278128,546571.7584278128,530838.0093483502,530838.0093483502
529,287000.0,329620.45154089393,316834.31607862574,331851.9897267472,318396.39280872303
530,990000.0,846228.4542399424,889359.9179679597,836264.8709365003,882385.4096555501
531,1075000.0,879131.8801610766,937892.3161127536,859518.8051567524,924163.1636097266
532,,568047.8399234092,568047.8399234092,567626.2624979751,567626.2624979751
533,,905468.9331790294,905468.9331790294,883513.516418939,883513.516418939
534,,375515.2156244829,375515.2156244829,364924.88191914366,364924.88191914366
535,,364934.67633974703,364934.67633974703,352867.218093841,352867.218093841
536,,479212.547064499,479212.547064499,483715.4954536239,483715.4954536239
537,,2913628.348107319,2913628.348107319,2634633.3527853475,2634633.3527853475
538,,1301324.3374304825,1301324.3374304825,1166587.2662287902,1166587.2662287902
539,,935555.5455531396,935555.5455531396,945933.2504504217,945933.2504504217
540,386500.0,345991.0449731163,358143.7314811814,341376.27181141137,354913.39026798797
541,260000.0,341959.631611308,317371.7421279156,324587.6716031857,305211.37012223
542,,596900.0341969032,596900.0341969032,597741.3709739198,597741.3709739198
543,,1100927.710289249,1100927.710289249,1117891.061334458,1117891.061334458
544,382500.0,419516.7231562079,408411.7062093455,413972.36861393374,404530.6580297536
545,495000.0,567171.9943448522,545520.3960413965,547154.8564915436,531508.3995440805
546,375000.0,228153.9348347851,272207.75438434957,215954.05867762485,263667.84107433737
547,,1187399.5174289509,1187399.5174289509,1176738.3921143927,1176738.3921143927
548,356400.0,348792.9359538956,351075.05516772694,354789.7501686443,355272.825118051
549,360000.0,353390.0671676057,355373.04701732396,343106.28542753163,348174.3997992721
550,600000.0,585562.9245656311,589894.0471959417,560827.3461215271,572579.142285069
551,,451461.11867681413,451461.11867681413,445076.2959277145,445076.2959277145
552,,1086996.2266842914,1086996.2266842914,1070900.9956539897,1070900.9956539897
553,,427425.09445570834,427425.09445570834,414627.8674974076,414627.8674974076
554,460000.0,427420.338684587,437194.23707921087,415903.98565169633,429132.7899561874
555,405000.0,354726.60444179364,369808.62310925557,356255.608579112,370878.92600537837
556,535000.0,406907.99104721233,445335.5937330486,394568.201670842,436697.7411695894
557,,393555.0922441254,393555.0922441254,382678.23972994136,382678.23972994136
558,350000.0,310116.99322201964,322081.8952554137,299733.4839339403,314813.4387537582
559,,1359271.4429838103,1359271.4429838103,1311329.0270765177,1311329.0270765177
560,674500.0,562950.2652732263,596415.1856912584,559837.3510394582,594236.1457276207
561,,411092.6659417324,411092.6659417324,406786.23476103484,406786.23476103484
562,,234689.4016578136,234689.4016578136,235397.19039532618,235397.19039532618
563,535000.0,571923.355967462,560846.3491772234,555732.6550814558,549512.858557019
564,540000.0,565488.5357731204,557841.9750411842,557406.9779432097,552184.8845602467
565,,531775.4292608527,531775.4292608527,530242.8391969368,530242.8391969368
566,,300071.2389500448,300071.2389500448,294026.07418513513,294026.07418513513
567,335000.0,326949.3722965975,329364.56060761824,320774.26226242585,325041.98358369805
568,630000.0,562242.6130818038,582569.8291572626,562466.6294304584,582726.6406013209
569,750000.0,866247.7360959103,831373.4152671372,834504.703719956,809153.2926039691
570,237500.0,262112.95678888613,254729.0697522203,253280.24987463298,248546.17491224306
571,780000.0,802355.7965536666,795649.0575875666,797239.5601931828,792067.692135228
572,,426816.6875697108,426816.6875697108,406335.38337015716,406335.38337015716
573,760000.0,841021.4289575346,816715.0002702742,831208.374104852,809845.8618733963
574,313489.5,377192.8432889038,358081.84030223265,371660.47274031024,354209.1809182172
575,,388895.05272363994,388895.05272363994,389495.188330294,389495.188330294
576,,1209192.5457521437,1209192.5457521437,1081500.5483136252,1081500.5483136252
577,,986973.3273572782,986973.3273572782,993623.6159654238,993623.6159654238
578,240000.0,243679.52248164162,242575.66573714913,244654.93320045175,243258.45324031622
579,675000.0,822061.4696390622,777943.0287473435,812368.7256362822,771158.1079453975
580,1200000.0,924692.1456996902,1007284.5019897831,911312.2164256534,997918.5514979573
581,353000.0,416876.5545700214,397713.58819901495,408701.6114380705,391991.1280066493
582,,2682035.019782858,2682035.019782858,2326954.0861494415,2326954.0861494415
583,,2554400.03019097,2554400.03019097,2502952.9541229843,2502952.9541229843
584,380000.0,380963.29250209266,380674.30475146486,381397.34604778414,380978.14223344886
585,,1357369.0546487733,1357369.0546487733,1355721.361871957,1355721.361871957
586,,843214.5483168958,843214.5483168958,820151.9326361577,820151.9326361577
587,1200000.0,1220532.4143271858,1214372.6900290302,1206911.05581721,1204837.7390720472
588,,1123223.4105951623,1123223.4105951623,1055128.0673390646,1055128.0673390646
589,630000.0,591224.3104790004,602857.0173353003,598358.5247513445,607850.9673259411
590,,331989.3097570672,331989.3097570672,316618.3957229267,316618.3957229267
591,1150000.0,1023439.2386401698,1061407.4670481188,1010735.4324937216,1052514.8027456051
592,,371599.698444398,371599.698444398,372752.55338263244,372752.55338263244
593,497000.0,506294.282139838,503505.99749788654,497980.2519236598,497686.1763465619
594,450000.0,328941.197214158,365258.8380499106,314239.8777325977,354967.9144128184
595,382500.0,384753.93399560056,384077.75379692035,371501.56286917103,374801.09400841966
596,,450849.16766709054,450849.16766709054,433220.2122088292,433220.2122088292
597,,475276.36907504115,475276.36907504115,432884.133907595,432884.133907595
598,,673055.5573036405,673055.5573036405,657875.6330015459,657875.6330015459
599,,564718.0825502715,564718.0825502715,555085.887393466,555085.887393466
600,,550805.469479858,550805.469479858,553294.4998620994,553294.4998620994
601,,618350.48500093,618350.48500093,606810.251788954,606810.251788954
602,,771735.7582019522,771735.7582019522,750557.2417884417,750557.2417884417
603,,376929.66098065436,376929.66098065436,375963.53308876755,375963.53308876755
604,450000.0,492478.58760718233,479735.0113250276,486737.84097924014,475716.4886854681
605,,1279630.9949061999,1279630.9949061999,1164617.9824225816,1164617.9824225816
606,,176188.18957947317,176188.18957947317,167550.6512110038,167550.6512110038
607,,760691.967334629,760691.967334629,730484.0635382582,730484.0635382582
608,530000.0,517426.1505106017,521198.30535742117,511457.3297572745,517020.1308300921
609,1000000.0,1159585.7581107297,1111710.030677511,1165602.3559762181,1115921.6491833525
610,462000.0,386050.6407142337,408835.44849996356,381836.4328485051,405885.50299395353
611,,696658.6838191942,696658.6838191942,688490.0548214929,688490.0548214929
612,675000.0,470451.0293310095,531815.7205317067,442410.4600915298,512187.32206407085
613,,777231.2695596938,777231.2695596938,769443.8773388483,769443.8773388483
614,520000.0,559609.2011565167,547726.4408095616,550245.9931590718,541172.1952113502
615,,2609291.8259400926,2609291.8259400926,2536797.896739581,2536797.896739581
616,309500.0,337144.7676367447,328851.3373457213,335622.6014872669,327785.8210410868
617,,480403.0869610804,480403.0869610804,456389.8496431751,456389.8496431751
618,530000.0,300435.6487867551,369304.95415072853,284766.6333769095,358336.6433638366
619,,311225.72223178996,311225.72223178996,298754.87363022816,298754.87363022816
620,376250.0,370088.46790009027,371936.9275300632,363855.0536116797,367573.53752817574
621,472900.0,413314.48547165585,431190.1398301591,413071.5699824754,431020.0989877328
622,,2846481.3712389665,2846481.3712389665,2481768.840401261,2481768.840401261
623,,1342831.970980636,1342831.970980636,1288370.076239953,1288370.076239953
624,382500.0,392536.5994019925,389525.61958139477,391408.29798105155,388735.8085867361
625,569500.0,574602.4778154604,573071.7344708223,561850.7450388955,564145.5215272268
626,,289566.07048460067,289566.07048460067,282554.9767429195,282554.9767429195
627,,1753927.537864911,1753927.537864911,1569783.6957647353,1569783.6957647353
628,570000.0,396482.01050664333,448537.4073546503,380365.7884512594,437256.0519158816
629,,898082.9011814757,898082.9011814757,824354.9959220785,824354.9959220785
630,415000.0,358680.3861988899,375576.27033922286,356291.9930046617,373904.3951032632
631,800000.0,839792.083825433,827854.458677803,811459.1669277244,808021.416849407
632,480000.0,413403.0048842198,433382.10341895383,404645.1110730268,427251.57775111875
633,,596678.6192728122,596678.6192728122,587917.1092358809,587917.1092358809
634,380000.0,392210.6930596482,388547.48514175374,389581.3901921619,386706.9731345133
635,716900.0,372569.4701057688,475868.6290740381,349082.6734697764,459427.8714288435
636,600000.0,591876.9994425566,594313.8996097896,583711.7473632713,588598.2231542899
637,584000.0,524629.2384410381,542440.4669087266,506884.8877406623,530019.4214184636
638,,382596.99369914737,382596.99369914737,367330.0062075786,367330.0062075786
639,210000.0,209093.51798551605,209365.4625898612,209948.29317761515,209963.8052243306
640,,492840.2433014896,492840.2433014896,472265.05777072965,472265.05777072965
641,1100000.0,984841.4017309584,1019388.9812116708,982808.2619994741,1017965.7833996319
642,,426161.1194396907,426161.1194396907,415333.2046889741,415333.2046889741
643,605000.0,480079.9353724053,517555.9547606837,454139.35312484216,499397.5471873895
644,535000.0,449112.93606300943,474879.05524410657,435565.6011976904,465395.92083838326
645,527500.0,560955.8725089028,550919.1107562319,557158.1416597853,548260.6991618497
646,,356283.30266419705,356283.30266419705,347852.9589562,347852.9589562
647,180000.0,309625.1004448723,270737.5703114106,294621.57478790724,260235.10235153505
648,382500.0,406257.62982626376,399130.3408783846,405385.3384531974,398519.73691723816
649,450000.0,322071.82863180636,360450.28004226444,303736.500325355,347615.55022774846
650,580000.0,478885.56888122257,509219.89821685577,478924.00655593345,509246.8045891534
651,,888833.8911728023,888833.8911728023,904010.2187253431,904010.2187253431
652,,478373.2239969109,478373.2239969109,473685.9233591032,473685.9233591032
653,,554324.1321849708,554324.1321849708,555367.3990073388,555367.3990073388
654,,337449.6524912276,337449.6524912276,322592.8035129043,322592.8035129043
655,,1158094.326179746,1158094.326179746,1114010.0696194186,1114010.0696194186
656,,310561.0578128513,310561.0578128513,302714.48750138655,302714.48750138655
657,,227252.4301521409,227252.4301521409,231055.33396384298,231055.33396384298
658,450000.0,438785.884891931,442150.1194243517,432569.29605546535,437798.5072388257
659,386910.0,331340.6459843983,348011.4521890788,339419.47394197097,353666.63175937964
660,574500.0,528969.2503281602,542628.4752297122,511586.77602039714,530460.743214278
661,1400000.0,972271.2162262283,1100589.8513583597,969474.501499746,1098632.151049822
662,,535311.2030578633,535311.2030578633,559073.8946887038,559073.8946887038
663,,559657.4768021392,559657.4768021392,520847.2652460651,520847.2652460651
664,570000.0,549524.7360723392,555667.3152506375,528372.3622484977,540860.6535739484
665,,331203.0244617695,331203.0244617695,333892.64681198925,333892.64681198925
666,574500.0,534277.1075257934,546343.9752680553,518167.03561662295,535066.9249316361
667,,577581.3705513419,577581.3705513419,559379.6522025911,559379.6522025911
668,740000.0,829705.0582457138,802793.5407719996,797564.6571218587,780295.2599853011
669,760000.0,797744.8990264809,786421.4293185365,737305.876156451,744114.1133095156
670,1214727.0,1250547.6319270446,1239801.442348931,1193779.407253279,1200063.6850772952
671,674500.0,627390.0841906817,641523.0589334772,619001.9365487463,635651.3555841225
672,,324212.6092003005,324212.6092003005,315038.1024536763,315038.1024536763
673,,792688.1248395633,792688.1248395633,791492.6159161369,791492.6159161369
674,1050000.0,795610.1625461336,871927.1137822935,753122.1399169887,842185.497941892
675,,414017.6295666892,414017.6295666892,405191.93456809537,405191.93456809537
676,380000.0,396113.73178425676,391279.6122489797,390858.8090627646,387601.1663439352
677,535000.0,519822.35609056265,524375.6492633938,512031.40343582735,518921.9824050791
678,315000.0,311721.09420100035,312704.7659407002,301815.0846219341,305770.55923535384
679,185000.0,204944.69684660056,198961.2877926204,202705.4570439867,197393.8199307907
680,,561383.2088844533,561383.2088844533,544470.6252809966,544470.6252809966
681,416000.0,334750.70861646434,359125.496031525,332019.0211883127,357213.31483181886
682,450000.0,375244.9611962661,397671.47283738625,363499.29443739116,389449.5061061738
683,,382881.89153677644,382881.89153677644,380195.6966740528,380195.6966740528
684,400000.0,390871.57329323224,393610.10130526253,359488.4890785749,371641.9423550024
685,1100000.0,748585.5607184541,854009.8925029178,711205.8396234883,827844.0877364418
686,,1604085.8935413437,1604085.8935413437,1437113.683954205,1437113.683954205
687,,401661.29230365495,401661.29230365495,400564.9616337364,400564.9616337364
688,615000.0,627524.8795678522,623767.4156974966,621994.0390718079,619895.8273502655
689,,272281.8825668397,272281.8825668397,272110.103018538,272110.103018538
690,602897.0,771275.5689790085,720761.9982853059,770297.8077031256,720077.5653921879
691,890000.0,933547.1123524909,920482.9786467436,935585.2013950931,921909.6409765652
692,,618234.5601974768,618234.5601974768,497213.544641138,497213.544641138
693,,1006278.3268688887,1006278.3268688887,973068.6837372757,973068.6837372757
694,530000.0,638412.3829522517,605888.6680665761,636266.9662590437,604386.8763813305
695,1100000.0,811363.1183034526,897954.1828124168,781659.5940221958,877161.715815537
696,550000.0,478309.698244994,499816.78877149575,449794.75414343993,479856.32790040795
697,,315384.4119372564,315384.4119372564,289284.40479770914,289284.40479770914
698,,859827.5753398006,859827.5753398006,861202.5231274035,861202.5231274035
699,325000.0,292515.3693797901,302260.75856585306,299098.79475308536,306869.1563271597
700,,450553.24912326183,450553.24912326183,425058.4315027629,425058.4315027629
701,386147.0,364589.7580259784,371056.93061818485,361791.0756863749,369097.8529804624
702,600000.0,545317.5309813399,561722.2716869379,506013.2778504605,534209.2944953223
703,,872484.3907325749,872484.3907325749,829802.3951979157,829802.3951979157
704,,896655.1728714353,896655.1728714353,877637.3671580172,877637.3671580172
705,,386172.69294194697,386172.69294194697,382708.3688669103,382708.3688669103
706,,348402.3434372054,348402.3434372054,341983.25045932847,341983.25045932847
707,,1435756.5065929552,1435756.5065929552,1381213.724512919,1381213.724512919
708,,176863.3397691778,176863.3397691778,178632.5823543803,178632.5823543803
709,,2528122.020543672,2528122.020543672,2251298.239239852,2251298.239239852
710,,267726.28990786895,267726.28990786895,269144.7751733003,269144.7751733003
711,770000.0,860959.5563591368,833671.6894513958,842314.1744232164,820619.9220962514
712,,395336.3771721674,395336.3771721674,390365.52600037813,390365.52600037813
713,,305726.6663036355,305726.6663036355,299213.13447754795,299213.13447754795
714,584000.0,552854.3118295172,562198.0182806621,533071.5485072281,548350.0839550598
715,1200000.0,1031534.1497585836,1082073.9048310085,1039311.7585444162,1087518.2309810913
716,,706630.41030377,706630.41030377,688777.3530590667,688777.3530590667
717,1020000.0,1119674.0737802058,1089771.851646144,1116967.7774432802,1087877.444210296
718,,589885.564443889,589885.564443889,564787.3128902082,564787.3128902082
719,,208971.10142554523,208971.10142554523,204824.6467017247,204824.6467017247
720,207000.0,227604.7168413062,221423.3017889143,221540.80221102483,217178.56154771737
721,350000.0,365716.1733882964,361001.3213718075,350297.1138342582,350207.97968398075
722,747750.0,465379.0252468446,550090.3176727912,442409.903625129,534011.9325375903
723,185000.0,168778.06472761347,173644.64530932944,164487.985089182,170641.5895624274
724,,947718.5799259867,947718.5799259867,936137.4251972673,936137.4251972673
725,580000.0,408378.9584114205,459865.2708879943,405874.8480146233,458112.3936102363
726,900000.0,974996.0687375739,952497.2481163017,895449.3024677429,896814.51172742
727,400000.0,485207.6316455912,459645.3421519138,467083.33608278754,446958.3352579513
728,674500.0,652800.6320882561,659310.4424617792,649357.9137774538,656900.5396442176
729,,367421.31189007044,367421.31189007044,357230.22880096274,357230.22880096274
730,1100000.0,568263.9336487259,727784.7535541081,534410.0364807269,704087.0255365088
731,,902784.7792742656,902784.7792742656,847957.5038581626,847957.5038581626
732,242500.0,273730.1019698977,264361.0713789284,271487.89846305014,262791.5289241351
733,,382974.72043069644,382974.72043069644,380618.62034142064,380618.62034142064
734,652500.0,596685.3268035599,613429.7287624918,585549.4154867859,605634.5908407501
735,,362128.53944449907,362128.53944449907,358121.6639011824,358121.6639011824
736,,188930.1273334122,188930.1273334122,179478.70217237688,179478.70217237688
737,380000.0,363385.25574713066,368369.67902299145,370207.60768931237,373145.32538251864
738,,1666536.1722313103,1666536.1722313103,1616392.9772370313,1616392.9772370313
739,,712919.9284905682,712919.9284905682,722913.9668882472,722913.9668882472
740,,495211.07206682075,495211.07206682075,488391.8810052864,488391.8810052864
741,2350000.0,1363664.1606835893,1659564.9124785124,1249369.0846412089,1579558.3592488463
742,,825062.8523572526,825062.8523572526,833127.6003824983,833127.6003824983
743,380000.0,385299.20286556805,383709.44200589764,371793.8201797713,374255.67412583984
744,,259649.62191552474,259649.62191552474,252713.42923051934,252713.42923051934
