Id,preco,fold,base,xgb_raw,lgb_raw,cat_raw,media_arvores_raw,media_tres_raw
2842,357000.0,3,370085.6043134775,379495.0842857361,381414.47490267496,351795.6199092122,380454.77959420555,370901.72636587446
2843,970000.0,1,664281.4809494965,745122.3134994507,581265.0216902185,760875.9303244534,663193.6675948346,695754.4218380408
2844,603166.0,1,558437.7203211411,564394.3892349243,570180.3232186,545431.9099005711,567287.3562267622,560002.2074513651
2845,558000.0,3,393447.4930391557,397240.16189575195,384686.7199980628,405770.06649500463,390963.4409469074,395898.98279627314
2846,360000.0,3,225982.2414111384,235391.0356760025,239922.90577816562,218478.67177470625,237656.97072708406,231264.2044096248
2847,550000.0,5,405427.72362820175,429070.8005428314,451181.8695899946,406854.2995450019,440126.33506641304,429035.656559276
2848,750000.0,2,663070.0062482352,645452.3236751556,668434.9132710312,673798.5615248925,656943.6184730935,662561.9328236931
2849,1150000.0,4,1122467.4164377828,1178839.087486267,1205617.9314741357,1159671.7304606216,1192228.5094802014,1181376.2498070083
2850,310000.0,4,409568.7452643264,414332.95607566833,415535.09476644464,364027.22159613116,414934.0254210565,397965.09081274807
2851,440000.0,3,387207.8528336488,386831.1941623688,382850.2267868189,396681.7495072899,384840.7104745938,388787.72348549246
2852,590000.0,5,580093.9220075218,589501.142501831,620390.5685786064,557098.466787397,604945.8555402188,588996.7259559449
2853,140000.0,3,233755.97108886583,248806.08916282654,255699.10560073334,228413.33047638423,252252.59738177992,244306.17507998136
2854,465722.0,5,473296.6666950368,468837.2495174408,477504.24663019704,458981.4328465636,473170.7480738189,468440.97633140045
2855,1400000.0,5,1308461.082614575,1369844.253063202,1386793.1401089495,1282409.3430013172,1378318.6965860757,1346348.9120578228
2856,650000.0,3,563066.388885157,572182.1531772614,572437.5163495238,573231.9564956331,572309.8347633926,572617.2086741395
2857,520000.0,1,564692.8569595919,569836.1995220184,570007.8963088036,549761.1360642368,569922.047915411,563201.7439650196
2858,2350000.0,2,1446442.769242375,1531543.664932251,1558293.4503328977,1448153.112119663,1544918.5576325743,1512663.4091282703
2859,390000.0,3,584075.8376123692,616883.3374977112,609199.481075658,584336.3633241086,613041.4092866846,603473.0606324925
2860,370000.0,1,375375.8413946235,374907.40263462067,381671.1046593545,370842.225632662,378289.2536469876,375806.9109755457
2861,440000.0,5,424354.722624104,426660.5715751648,430586.11215922283,414835.4263918728,428623.3418671938,424027.3700420868
2862,400000.0,3,408804.0432199799,426770.6940174103,426987.93778350565,412546.7569140855,426879.31590045796,422101.79623833374
2863,210000.0,2,198375.53462260505,185554.98123168945,203550.02131131478,204032.04334851794,194552.50127150211,197712.3486305074
2864,360000.0,5,377918.4630327993,374309.59939956665,379481.69021306536,390338.0011087246,376895.644806316,381376.43024045223
2865,350000.0,2,333803.5547828702,344468.29557418823,343860.00547031953,332256.02816422674,344164.1505222539,340194.77640291146
2866,4700000.0,2,2411448.096443221,2516631.841659546,2613172.9095037947,2433034.374500837,2564902.3755816706,2520946.3752213926
2867,620000.0,2,564290.377296854,580258.6505889893,590013.0118783639,570206.2934039142,585135.8312336765,580159.3186237557
2868,360000.0,3,362421.9239829479,366784.6931219101,363406.67300004046,365388.5967439754,365095.6830609753,365193.3209553086
2869,420000.0,4,349409.1742103913,364653.1403064728,350282.46281996917,355738.77623476734,357467.801563221,356891.45978706976
2870,185000.0,1,177723.89440411745,228108.42096805573,177377.45497192163,170828.5852269213,202742.93796998868,192104.82038896624
2871,700000.0,5,1036835.0891861396,1076740.7417297363,1121742.7405201436,1086727.8352642318,1099241.74112494,1095070.4391713708
2872,1800000.0,1,1286066.2817377266,1359067.3208236694,1372739.0557987427,1364373.2705672202,1365903.1883112062,1365393.2157298776
2873,400000.0,5,371889.56630475866,376922.1349954605,378275.36556774593,355684.64729884436,377598.7502816032,370294.0492873502
2874,980000.0,4,1009215.3512190748,958389.4658088684,949670.0295982374,1060069.6786114057,954029.747703553,989376.3913395038
2875,450000.0,3,438638.9921874806,398745.3281879425,420876.3586572565,479709.0027219819,409810.8434225995,433110.22985572694
2876,570000.0,4,551200.0079969624,539344.7875976562,559940.8566247661,571527.3789818485,549642.8221112113,556937.6744014237
2877,300000.0,5,290748.21244326426,304881.5131187439,311248.1729490717,299082.3662835881,308064.8430339078,305070.6841171346
2878,950000.0,1,1115916.7411047604,1100094.4857131958,1118371.3935576566,1126387.6872996823,1109232.9396354263,1114951.188856845
2879,1250000.0,5,1237729.081497766,1324502.956867218,1382208.5913756224,1197912.2260548547,1353355.7741214202,1301541.2580992316
2880,210000.0,1,191195.0807024588,185005.7989358902,183459.91574573366,217246.6640303187,184232.85734081193,195237.45957064754
2881,650000.0,3,541793.6880006415,553396.4335918427,557696.047776967,548930.8953192587,555546.2406844049,553341.1255626894
2882,640000.0,2,726783.7702289867,722103.1188964844,743356.2912701251,715094.9377011406,732729.7050833048,726851.4492892501
2883,381000.0,5,389583.1767806524,393333.4874601364,399782.37512742565,360592.7740894295,396557.93129378103,384569.5455589972
2884,1400000.0,3,985605.714814776,1054734.230041504,1055860.2599251766,959601.1356939889,1055297.2449833401,1023398.5418868897
2885,210000.0,4,261000.1161593304,275582.34333992004,270115.1545142559,259152.17252025902,272848.748927088,268283.223458145
2886,700000.0,4,670705.2589069821,780807.1970939636,801083.5391900903,746953.4991582232,790945.368142027,776281.4118140923
2887,590000.0,4,473243.6328039602,499553.8890361786,484212.91134956764,498978.8574599249,491883.4001928731,494248.5526152237
2888,680000.0,2,610722.9523025237,626607.9258918762,630056.0985900024,608539.4878180379,628332.0122409393,621734.5040999722
2889,1000000.0,2,983991.2863038314,1014755.9380531311,1057528.0528127952,1024073.4256669122,1036141.9954329631,1032119.1388442796
2890,500000.0,1,345256.9146992324,354953.3188343048,351749.3678570942,368024.6614041881,353351.3433456995,358242.44936519564
2891,765000.0,3,922646.1130046973,933263.6272907257,943404.2808333997,946092.4521331962,938333.9540620628,940920.120085774
2892,4500000.0,3,3561918.1436105203,3548615.99445343,3861592.018181593,3325373.2083896794,3705104.0063175117,3578527.073674901
2893,530000.0,4,417295.81092491554,427953.92870903015,431341.20375455945,420193.2161517116,429647.5662317948,426496.1162051004
2894,1400000.0,1,1328057.948310579,1602153.1820297241,1497492.109115084,1257768.1426060323,1549822.645572404,1452471.1445836134
2895,550000.0,5,513185.0388908173,518951.5278339386,516629.7660224267,512816.0821572564,517790.6469281827,516132.45867120725
2896,1100000.0,5,1036209.9580802564,1053005.2089691162,1075549.5013631862,1054158.9606898741,1064277.3551661512,1060904.5570073922
2897,345000.0,1,296337.0736362695,324815.2732849121,312932.33010780043,293616.76163564064,318873.80169635627,310454.7883427844
2898,1100000.0,2,914215.0948524744,1017454.981803894,994915.8806675518,993710.3143092609,1006185.431235723,1002027.0589269022
2899,210000.0,2,344221.2658892472,368969.8278903961,364860.05333748524,368675.0721965816,366914.9406139407,367501.6511414877
2900,1100000.0,5,994498.3506353764,1010452.6281356812,1075899.8433799262,979433.0669584693,1043176.2357578037,1021928.5128246922
2901,353000.0,3,385415.1901316638,394010.8252763748,389086.81869170564,417772.50230624387,391548.8219840402,400290.0487581081
2902,500000.0,5,311039.5823420112,317452.3115158081,285233.3727552754,328325.60165655037,301342.8421355417,310337.09530921123
2903,360000.0,3,322007.31700922846,354077.63719558716,348871.8500946865,287040.9589830508,351474.7436451368,329996.8154244415
2904,300000.0,2,300686.6844862724,314498.1563091278,310910.1823378197,318738.3891877197,312704.16932347376,314715.57594488905
2905,600000.0,4,439060.7523819364,461803.01904678345,453306.11358598626,468942.3631157029,457554.5663163848,461350.49858282413
2906,300000.0,3,279067.9843831125,291746.97399139404,279497.004900351,291710.9612457742,285621.9894458725,287651.64671250636
2907,430000.0,4,469294.86978683353,470585.59715747833,469527.792168861,474303.5080102407,470056.6946631697,471472.29911219334
2908,500000.0,1,473916.5806801275,478694.5581436157,490943.5234988395,474273.21941357106,484819.0408212276,481303.7670186754
2909,529000.0,2,354936.4767753671,355512.26139068604,381976.69925555564,359013.9984929088,368744.48032312084,365500.98637971684
2910,356500.0,4,351768.7035444714,361721.1878299713,344286.57792545547,372015.1676006344,353003.8828777134,359340.9777853537
2911,595000.0,2,612514.995291643,619261.025428772,630578.1515051271,599579.3097352709,624919.5884669495,616472.8288897233
2912,339242.0,1,325008.5236148344,328523.4454870224,328324.8050289358,338218.48001844,328424.1252579791,331688.91017813276
2913,1430000.0,2,905695.8908305556,980292.0818328857,972642.8089598124,856569.3065051723,976467.4453963491,936501.39909929
2914,220000.0,4,179331.8297682912,184734.56227779388,177658.86332503747,181623.66955413064,181196.71280141568,181339.03171898736
2915,1200000.0,4,1099083.0954447044,1085798.2635498047,1084932.388499549,1182906.8407324494,1085365.3260246767,1117879.164260601
2916,360000.0,1,369437.91728304,375202.05092430115,372809.0322826184,370667.0457829245,374005.54160345974,372892.7096632814
2917,480000.0,3,440076.4821672537,465680.3607940674,466386.8835632187,446356.99133925786,466033.622178643,459474.74523218133
2918,745500.0,4,533433.4249346855,551082.980632782,557620.9180911017,537215.0899729591,554351.9493619418,548639.6628989476
2919,1150000.0,5,834492.4627779593,859731.6759109497,887151.67188648,845189.6316587918,873441.6738987148,864024.3264854072
2920,990000.0,5,861285.7413088436,879987.158536911,862804.2144579442,881007.5349364989,871395.6864974275,874599.6359771179
2921,255000.0,4,257176.217540131,313051.700592041,332488.6825078526,242726.08920302085,322770.1915499468,296088.82410097145
2922,390000.0,3,509961.74679293466,521809.458732605,524359.244038004,529226.4635933076,523084.3513853045,525131.7221213055
2923,720000.0,4,435096.5691090163,481280.50565719604,397716.0824232261,470752.0928964057,439498.29404021107,449916.226992276
2924,1400000.0,2,1175368.9468949677,1215384.0446472168,1153320.2087787786,1223185.0605413076,1184352.1267129977,1197296.437989101
2925,1200000.0,5,651442.1570517932,1026998.75831604,1150188.426824448,724197.7900474202,1088593.5925702439,967128.3250626359
2926,336000.0,2,249880.3387411296,318867.35558509827,258881.3244428585,277285.7345784196,288874.34001397836,285011.47153545875
2927,450000.0,1,366873.8113495495,393708.5270881653,427849.22421522747,377738.4627444252,410778.87565169635,399765.404682606
2928,300000.0,2,334215.66637795337,347563.5349750519,347843.3714125319,345432.3858967617,347703.4531937919,346946.4307614485
2929,350000.0,5,373277.9951997722,378554.3668270111,379245.02233022766,369213.78035951895,378899.6945786194,375671.05650558585
2930,2600000.0,2,1246949.307814349,1515139.5797729492,1169078.4343727408,1073894.1870603566,1342109.007072845,1252704.0670686823
2931,470000.0,2,468593.5044001928,463913.11287879944,484365.99396165117,488531.4937461084,474139.5534202253,478936.8668621863
2932,550000.0,1,519336.1928729393,547246.1485862732,541242.56401725,513337.9362897803,544244.3563017616,533942.2162977678
2933,955000.0,2,919035.3954905194,944681.5848350525,975857.8760611704,939969.6077215177,960269.7304481114,953503.0228725802
2934,300000.0,4,369754.7600959257,391663.93876075745,423203.49435199687,388102.00889148616,407433.7165563771,400989.81400141347
2935,458000.0,4,434067.10219617205,487362.3549938202,485754.89819320675,418644.6062667396,486558.6265935135,463920.6198179222
2936,1300000.0,4,1153445.348816108,1127192.6164627075,1172001.0908710787,1235545.77882551,1149596.8536668932,1178246.4953864322
2937,900000.0,4,552483.3165869913,564122.8456497192,572212.6551658297,562769.8602675935,568167.7504077745,566368.4536943808
2938,1600000.0,1,1130579.633735673,1260965.5857086182,1270152.5400125585,1103262.3157899089,1265559.0628605883,1211460.1471703618
2939,2500000.0,4,1933298.6437727616,2177568.9125061035,2320794.06844208,1801106.0016381883,2249181.490474092,2099822.994195457
2940,260000.0,3,331568.2476709005,345013.1667852402,345357.34283451224,339758.8673148162,345185.2548098762,343376.45897818956
2941,3540000.0,3,3189957.7150322287,3016762.1488571167,3366715.491755015,2967268.600292574,3191738.820306066,3116915.413634902
2942,335000.0,2,302558.9880427143,312459.410071373,315539.4078058761,313324.0050602312,313999.40893862455,313774.27431249345
2943,3800000.0,2,879412.8357700777,1086138.4868621826,981134.6365537846,1079568.5775325426,1033636.5617079836,1048947.2336495032
2944,750000.0,4,663047.5843610801,661192.1191215515,671130.1243536774,650278.8803184322,666161.1217376145,660867.0412645537
2945,260000.0,1,305621.54720392975,287315.87529182434,318418.2758751892,334098.9768897357,302867.0755835068,313277.70935224975
2946,545000.0,2,565251.4580804657,576016.6399478912,582598.1102452127,563553.6820649807,579307.375096552,574056.1440860282
2947,630000.0,5,583367.4223825932,589421.7464923859,593553.3045111413,581923.1884590958,591487.5255017636,588299.4131542076
2948,250000.0,4,273490.72279307107,274880.27799129486,278617.10621918767,276125.13551216724,276748.69210524124,276540.8399075499
2949,320000.0,2,333386.09404180787,331185.0094795227,333225.30565397127,334966.834349013,332205.157566747,333125.716494169
2950,1550000.0,1,1250871.680132913,1336220.383644104,1181255.9012855373,1584991.810341247,1258738.1424648208,1367489.3650902961
2951,399000.0,4,356511.0516757311,365378.28085422516,363950.7801406468,331930.69467839133,364664.53049743595,353753.25189108774
2952,900000.0,4,806947.79126056,803300.3939628601,812403.2521990947,802883.8934601899,807851.8230809774,806195.846540715
2953,635000.0,2,589320.5553560905,600680.7289123535,601206.9827523564,589180.8374072255,600943.855832355,597022.8496906451
2954,190000.0,5,230157.7701809472,248226.0912656784,240266.62424508674,231602.40088726362,244246.35775538257,240031.7054660096
2955,550000.0,5,423248.1891971807,374080.27052879333,372217.4884724843,388590.9870850976,373148.8795006388,378296.24869545846
2956,270000.0,3,278618.6724788456,295994.25196647644,298133.00043321156,283232.7925268503,297063.626199844,292453.3483088461
2957,260000.0,5,291804.3084273429,293703.7944793701,314573.4127996137,313774.38641351997,304138.60363949195,307350.5312308346
2958,330000.0,4,356511.0516757311,365378.28085422516,363950.7801406468,331930.69467839133,364664.53049743595,353753.25189108774
2959,1200000.0,2,1254476.7124669382,1328908.7009429932,1378157.9281920746,1276651.4834747007,1353533.3145675338,1327906.0375365894
2960,545000.0,5,572878.1252380352,583894.4760799408,589093.5397081756,568674.8848329003,586494.0078940582,580554.3002070056
2961,1600000.0,1,1178116.8527881403,1224492.1922683716,1248159.2993837548,1249823.4243012422,1236325.7458260632,1240824.9719844563
2962,395000.0,3,514196.75885535433,519549.82447624207,518271.65615615394,520711.6422052395,518910.740316198,519511.0409458785
2963,1050000.0,3,600542.8920533191,594831.1686515808,603653.4080655967,612727.7804182376,599242.2883585887,603737.4523784717
2964,350000.0,4,272730.52423720947,272877.0971298218,284978.29136688437,276226.2596939595,278927.6942483531,278027.2160635552
2965,950000.0,1,839215.575920433,867638.6475563049,896864.6877251496,890335.6468612155,882251.6676407272,884946.32738089
2966,380000.0,3,371254.3104651471,370073.8251209259,369146.25875147164,368142.16941117257,369610.0419361988,369120.75109452335
2967,990000.0,4,877219.293668037,945609.6112728119,959696.5846428853,894207.7016435819,952653.0979578486,933171.2991864263
2968,470000.0,2,342401.7189528903,343840.09325504303,345560.5332577827,329535.2362713079,344700.31325641286,339645.28759471123
2969,320000.0,3,283433.69994424755,288839.1906261444,288481.9580541525,270791.47297546436,288660.5743401485,282704.2072185871
2970,870000.0,1,573039.5138748764,675125.4200935364,676098.8295134541,653539.9283528196,675612.1248034952,668254.7259866033
2971,1450000.0,4,1023802.189847958,1072550.0237941742,1074920.5467017426,1024068.9757522973,1073735.2852479583,1057179.8487494045
2972,490000.0,5,425309.56959179614,431085.16931533813,458792.2494030654,429811.8927608074,444938.7093592018,439896.43715973693
2973,740000.0,4,601473.258941806,611101.0909080505,609134.9609014071,580867.819660968,610118.0259047288,600367.9571568086
2974,800000.0,4,759241.5647997434,760913.9756679535,766496.5932140655,773910.7693230172,763705.2844410095,767107.1127350121
2975,521000.0,4,415254.7561623048,435061.99185848236,435858.6160094103,394584.11281381326,435460.3039339463,421834.906893902
2976,720000.0,5,552360.0414262804,572093.7252044678,572669.4923407566,547439.9195676332,572381.6087726122,564067.7123709525
2977,650000.0,2,526880.1897141676,531033.8846206665,535180.6039227729,516348.1329235071,533107.2442717197,527520.8738223155
2978,230000.0,1,348565.26988809503,364764.89901542664,379742.4587452306,361173.8977535506,372253.6788803286,368560.4185047359
2979,265000.0,2,341433.3561418299,353171.067237854,362768.2986673591,330252.7433874025,357969.6829526066,348730.70309753856
2980,550000.0,2,349975.2237165568,351929.8839569092,357146.24859353947,351487.77469023154,354538.0662752243,353521.30241356004
2981,1800000.0,5,1628895.145688598,1679623.5256195068,1718169.3530712745,1522526.2758064496,1698896.4393453905,1640106.3848324101
2982,631000.0,2,576075.521131221,600691.4564380646,598396.2868887222,524718.2908506761,599543.8716633935,574602.0113924877
2983,1072000.0,3,651492.1522787386,713292.6632911682,711877.2895020285,619704.8944641219,712584.9763965984,681624.9490857729
2984,390000.0,4,377485.0257906002,387070.9195137024,381072.8762017881,359780.7730775472,384071.89785774524,375974.8562643459
2985,1200000.0,4,1238167.410558721,1231459.7368240356,1370633.0419361943,1310068.1388069827,1301046.389380115,1304053.639189071
2986,2100000.0,2,1509572.859118331,1699119.4486618042,1573491.737296394,1746815.3416909983,1636305.5929790991,1673142.1758830657
2987,585000.0,3,531167.4047869486,532688.7271404266,544536.1078925631,531251.2293609236,538612.4175164949,536158.6881313045
2988,314000.0,4,381018.6532288148,398079.5741081238,394137.4754506212,378125.38391853264,396108.5247793725,390114.1444924259
2989,295000.0,4,302194.28030236386,296777.9338359833,316751.4260051204,349688.98795348825,306764.67992055183,321072.7825981973
2990,730000.0,4,573643.4836776078,583379.864692688,536476.317023364,578755.8490109311,559928.090858026,566204.0102423277
2991,500000.0,2,514553.0144717732,515565.4628276825,524550.8205084484,523721.25523537677,520058.14166806545,521279.1795238359
2992,670000.0,5,569876.5214155919,580152.8058052063,576756.4957039964,556172.210106578,578454.6507546013,571027.1705385935
2993,590000.0,4,656348.350757041,669306.1244487762,671036.3871138823,603253.3738079399,670171.2557813292,647865.2951235328
2994,360000.0,4,285762.1596605924,291748.85153770447,295963.1398846182,299827.1210919245,293855.99571116135,295846.3708380824
2995,299000.0,1,297883.75730316614,307235.71717739105,302160.7210341719,314742.26319230895,304698.21910578146,308046.2338012906
2996,270000.0,5,401314.8975281057,408335.20889282227,417382.6391079763,419492.35701744835,412858.9240003993,415070.06833941565
2997,450000.0,1,346667.4361613425,363870.3314065933,361048.8281347132,316676.8981648811,362459.5797706533,347198.68590206257
2998,2700000.0,3,2394293.5799134504,2407628.6125183105,2446077.620758264,2118623.9516275856,2426853.116638287,2324110.06163472
2999,382000.0,3,363837.89628732175,370874.82607364655,375080.7316730489,333521.94758071064,372977.77887334774,359825.83510913537
3000,680000.0,1,550902.0049930807,538620.3548908234,532623.8018138579,550193.8049560653,535622.0783523406,540479.3205535822
3001,750000.0,3,635274.1605805559,644716.4748668671,637668.0142421192,622535.2540172478,641192.2445544931,634973.2477087447
3002,890000.0,1,711766.8078727338,756868.302822113,747955.9735839609,726236.3186901531,752412.138203037,743686.8650320756
3003,1300000.0,4,934532.8515419292,981719.2988395691,1025423.5365715121,831022.8524355523,1003571.4177055405,946055.2292822112
3004,240000.0,2,221575.63251350136,236388.8088464737,238230.5733566308,219873.25415012796,237309.69110155225,231497.5454510775
3005,490000.0,3,430244.3989197797,398545.4738140106,429096.90812900657,466536.67290044273,413821.1909715086,431393.01828115335
3006,330000.0,3,362350.8810004951,446879.8339366913,415667.2554269257,391850.97291411355,431273.5446818085,418132.6874259102
3007,850000.0,2,934364.600069442,1053248.5246658325,1052675.1578109558,988711.5633077777,1052961.8412383941,1031545.0819281886
3008,870000.0,4,932103.2639947224,981183.5289001465,949669.935572722,985947.2720600193,965426.7322364342,972266.9121776293
3009,370000.0,3,404089.71109732304,396766.42417907715,386116.8417866223,431466.9691237828,391441.6329828497,404783.4116964941
3010,400000.0,3,386572.78896311583,423802.58440971375,396990.10544419184,413817.53688818973,410396.3449269528,411536.7422473651
3011,1400000.0,1,1071063.1440315042,1086095.8433151245,1094537.465954652,1071408.403462872,1090316.6546348883,1084013.9042442162
3012,1500000.0,3,1049201.5166922892,1012195.4679489136,1097937.8536333388,1195490.8534083036,1055066.660791126,1101874.724996852
3013,465000.0,5,483154.5255175312,466286.5996360779,434030.3672074249,482507.59668508015,450158.4834217514,460941.5211761943
3014,500000.0,4,400448.7119061954,412177.4431467056,412086.9543482632,386693.8287007183,412132.1987474844,403652.74206522905
3015,570000.0,3,573992.4427399699,578799.307346344,563735.975768583,589528.5231168646,571267.6415574634,577354.6020772639
3016,440000.0,5,549702.7062133785,551680.6261062622,555137.355255851,541498.7915086341,553408.9906810566,549438.9242902491
3017,275000.0,5,349046.4999426383,354011.05880737305,350438.2987783776,355696.28426792705,352224.6787928753,353381.88061789254
3018,490000.0,2,567405.8962493622,576167.1662330627,585580.2089656701,554577.2968559698,580873.6875993664,572108.2240182342
3019,1541680.0,2,1075110.6764795166,1135529.3629169464,1143707.217081678,1070378.9601718937,1139618.2899993123,1116538.5133901727
3020,570000.0,5,521002.9261385676,515604.73442077637,532304.9269367992,528928.6590925738,523954.8306787878,525612.7734833831
3021,540000.0,1,614696.1590578689,595237.4765872955,587625.3053572417,625496.7944844855,591431.3909722685,602786.5254763408
3022,335000.0,5,272017.0045843456,289312.82436847687,290953.11818536714,264360.6573066114,290132.97127692204,281542.19995348516
3023,780000.0,2,636149.522522748,656472.4445343018,684157.5245759229,616484.784993509,670314.9845551123,652371.5847012446
3024,300000.0,2,270258.57521302457,267973.03557395935,261191.81504907817,310014.60704479157,264582.4253115188,279726.4858892764
3025,650000.0,1,784214.9717528363,787921.3678836823,793560.730103724,810998.4098978046,790741.0489937032,797493.5026284037
3026,550000.0,1,566046.9208246982,572783.6034297943,564588.8615366707,532685.3957169445,568686.2324832325,556685.9535611365
3027,1250000.0,5,946733.4188966884,1030167.3424243927,1056293.8149963769,909085.9410827782,1043230.5787103848,998515.6995011825
3028,325000.0,1,259515.15820267555,254947.7517604828,260065.37480855818,278357.7174116932,257506.56328452047,264456.94799357804
3029,1800000.0,5,1146705.0203466616,1169708.8885307312,1199366.3922899317,1142167.1620302282,1184537.6404103315,1170414.1476169638
3030,820000.0,1,1102557.8559468468,1281580.4481506348,1266223.6082951531,1092862.5341981184,1273902.0282228938,1213555.5302146354
3031,199000.0,5,240596.9884108548,233897.44758605957,248080.14898376385,252472.43270243885,240988.79828491173,244816.6764240874
3032,416000.0,3,377699.5161227316,378124.05824661255,376028.73454462114,396017.94801112433,377076.3963956168,383390.2469341193
3033,400000.0,1,350819.1432036248,338517.0316696167,345895.8650142604,371854.3602464407,342206.44834193855,352089.08564343926
3034,434000.0,2,367631.8625528343,367155.118227005,366444.7776682592,361999.93784662784,366799.9479476321,365199.9445806307
3035,845000.0,1,749112.8469474999,751115.0122642517,771169.960969131,745131.9790581802,761142.4866166913,755805.6507638544
3036,400000.0,3,404246.54314640927,404048.03574085236,409663.74960472767,413623.35351226054,406855.89267279,409111.71295261354
3037,350000.0,3,261670.34728595053,296884.0003013611,290580.9469133568,250083.97018523177,293732.47360735893,279182.9724666499
3038,1300000.0,3,1300861.9006678525,1332002.3679733276,1331665.0754396757,1348075.9757673473,1331833.7217065017,1337247.8063934501
3039,1300000.0,1,1301119.5409179523,1326561.906337738,1318085.0150495372,1345946.7011429518,1322323.4606936376,1330197.8741767423
3040,400000.0,4,358922.28344696795,366130.55589199066,364987.71864070185,357327.77636684047,365559.13726634625,362815.35029984434
3041,280000.0,4,306516.54425337026,297639.936208725,303671.00247340865,367680.12039926206,300655.4693410668,322997.01969379856
3042,774800.0,1,497321.79804108426,519039.0944480896,513393.4563437037,499449.8597138677,516216.27539589664,510627.4701685537
3043,275000.0,2,272735.02583960764,298685.9381198883,302730.30933364166,283560.1903504567,300708.123726765,294992.14593466226
3044,330000.0,4,320742.1346836936,349074.00608062744,359301.23668562475,313285.43359183735,354187.6213831261,340553.55878602987
3045,1900000.0,1,1446041.044084624,1507124.547958374,1541561.5646694014,1424485.5179741,1524343.0563138877,1491057.2102006252
3046,140000.0,5,146779.92908836633,154126.68883800507,164450.1676751986,154148.74986927523,159288.42825660185,157575.202127493
3047,570000.0,5,690583.6252231575,667015.1546001434,658011.7236540099,661501.680892504,662513.4391270767,662176.1863822191
3048,405500.0,1,328639.7636626376,332420.6305669784,330469.98293600127,323220.63668093097,331445.3067514899,328703.75006130355
3049,448000.0,3,393267.5482828521,393537.2893642426,389302.28999425913,418531.9075658,391419.78967925085,400457.1623081006
3050,259000.0,5,349402.55800485634,343670.5470085144,345893.9287679951,363087.1967670356,344782.23788825475,350883.8908478483
3051,2250000.0,4,1557069.2070403649,1632151.9136428833,1636585.4311912965,1510430.9551391853,1634368.6724170898,1593056.0999911216
3052,370000.0,2,335739.9323711545,334524.97296333313,334140.49765803874,337763.83063581964,334332.73531068594,335476.43375239713
3053,340000.0,1,436331.4468842116,435422.09017276764,439271.2056599918,431128.44685740373,437346.64791637973,435273.9142300544
3054,475000.0,3,409664.0693968412,435734.1367483139,432624.716093842,434888.4690093713,434179.4264210779,434415.773950509
3055,360000.0,4,342422.5925142697,385464.3702507019,420883.4699532259,347189.2005134203,403173.9201019639,384512.34690578264
3056,1100000.0,1,958159.4990829494,1024088.0250930786,1022668.4209070918,980857.2148253634,1023378.2230000852,1009204.5536085112
3057,590000.0,1,564831.0592622136,567533.6122512817,548259.292763976,607816.1730543398,557896.4525076288,574536.3593565325
3058,250000.0,1,309225.0342953262,320918.2403087616,316875.8516732139,314205.1349179223,318897.04599098774,317333.07563329925
3059,350000.0,3,297840.56497512927,307023.5550403595,302438.6230500402,284430.6250839011,304731.08904519986,297964.2677247669
3060,397000.0,5,368008.7361672348,371403.1122684479,374153.0483768345,352727.78007460095,372778.0803226412,366094.6469066278
3061,310000.0,5,382157.8174314435,402416.97430610657,401235.88400447596,344760.66284825176,401826.4291552913,382804.5070529448
3062,1295000.0,1,1024985.0407374004,1087640.881538391,1059097.4072900582,940610.4844781244,1073369.1444142247,1029116.2577688579
3063,450000.0,5,472332.9883583248,486501.8129348755,487164.96751270466,507940.8330439941,486833.3902237901,493869.2044971914
3064,480000.0,5,513829.8384897374,590027.9879570007,567907.1103961146,460402.1311570403,578967.5491765577,539445.743170052
3065,1200000.0,2,841753.9112260102,1192672.610282898,1094384.8779719614,735990.7017868374,1143528.7441274296,1007682.7300138989
3066,320000.0,5,292843.61616719683,302813.50016593933,288750.51874193316,333965.3037695844,295782.00945393625,308509.774225819
3067,370000.0,5,378075.9220490768,375144.7796821594,365716.36785729625,394065.7830518799,370430.57376972784,378308.9768637785
3068,392790.0,3,357467.9273852033,359432.7778390884,358501.4682290197,324827.48171810916,358967.12303405406,347587.2425954058
3069,275000.0,1,272189.3789888339,296628.9222240448,288333.1553343789,286340.9774785861,292481.0387792118,290434.3516790033
3070,940000.0,5,1070461.195705732,1179761.1713409424,1255727.0266478718,1069006.9223985237,1217744.098994407,1168165.0401291128
3071,345000.0,3,332027.8552616842,330008.58980903623,334694.2037811087,343217.8146889659,332351.3967950725,335973.53609303694
3072,420000.0,2,389071.9352815532,399896.41308784485,368173.34765003924,390560.55906203005,384034.88036894205,386210.10659997136
3073,313458.0,3,358573.5516508993,363234.9083662033,360728.93054948363,361636.40371148323,361981.91945784347,361866.7475423901
3074,380000.0,1,326141.8625982155,336120.3670501709,329091.5612345354,355112.61472214304,332605.96414235316,340108.1810022831
3075,820000.0,1,701735.3966593057,721576.9016742706,716384.5073827773,697984.7994678523,718980.704528524,711982.0695083002
3076,168000.0,1,185924.79107980503,187152.54962444305,213214.87338012963,187034.52214248368,200183.71150228634,195800.6483823521
3077,270000.0,5,253745.441122871,263106.107711792,256933.29333235326,281111.17071177386,260019.7005220726,267050.1905853064
3078,790000.0,5,699252.981067501,678404.4504165649,704752.0577222685,669699.1004061374,691578.2540694168,684285.2028483236
