Id,rank_preco_pipeline,selecionado_top05,pipeline_atual_21_19,especialista_caro,diferenca_especialista_pipeline,previsao_w050,previsao_w100
484,916,0,548914.2025401572,993199.0343826504,444284.83184249315,548914.2025401572,548914.2025401572
485,736,0,637692.0756037643,919402.6382311065,281710.5626273422,637692.0756037643,637692.0756037643
486,183,0,1236989.3038348092,1398490.5675095876,161501.2636747784,1236989.3038348092,1236989.3038348092
487,1165,0,443174.26614110766,1029604.6753589304,586430.4092178227,443174.26614110766,443174.26614110766
488,371,0,960067.507893957,991495.2289419796,31427.72104802262,960067.507893957,960067.507893957
489,1414,0,377225.49365153257,782130.7972020755,404905.3035505429,377225.49365153257,377225.49365153257
490,568,0,777839.7187954107,903661.8567625688,125822.13796715811,777839.7187954107,777839.7187954107
491,1898,0,236797.5571613334,966377.8430205982,729580.2858592648,236797.5571613334,236797.5571613334
492,1456,0,366967.3821219019,760209.8426881472,393242.4605662453,366967.3821219019,366967.3821219019
493,1495,0,359132.73400078184,687647.3345525312,328514.6005517494,359132.73400078184,359132.73400078184
494,912,0,550046.3335092926,847790.1871584299,297743.8536491373,550046.3335092926,550046.3335092926
495,128,0,1324889.7692793526,1615357.3564685383,290467.58718918567,1324889.7692793526,1324889.7692793526
496,405,0,924342.4977308824,1040626.5373918765,116284.03966099408,924342.4977308824,924342.4977308824
497,820,0,582351.5565495318,786066.6815188094,203715.12496927765,582351.5565495318,582351.5565495318
498,759,0,612327.7909423839,827047.5595974752,214719.7686550913,612327.7909423839,612327.7909423839
499,1083,0,487644.58538288425,805152.9196952019,317508.33431231766,487644.58538288425,487644.58538288425
500,229,0,1157401.531037083,1101043.481433415,-56358.04960366781,1157401.531037083,1157401.531037083
501,91,1,1496091.6067050502,1789373.3065470755,293281.6998420253,1642732.4566260627,1789373.3065470755
502,1068,0,492185.9364709965,989116.8590358172,496930.92256482074,492185.9364709965,492185.9364709965
503,1748,0,295714.1260026492,683576.4684463926,387862.3424437434,295714.1260026492,295714.1260026492
504,1445,0,369290.7901832964,961161.3546354832,591870.5644521868,369290.7901832964,369290.7901832964
505,149,0,1294977.5772001385,1329146.6112531768,34169.03405303834,1294977.5772001385,1294977.5772001385
506,153,0,1288258.4308757102,1219424.7606120182,-68833.67026369204,1288258.4308757102,1288258.4308757102
507,1014,0,518131.4251865707,950921.4111931828,432789.98600661213,518131.4251865707,518131.4251865707
508,1908,0,233629.1480256341,600458.9392464391,366829.791220805,233629.1480256341,233629.1480256341
509,1047,0,504336.4937452567,763729.9762488801,259393.48250362347,504336.4937452567,504336.4937452567
510,711,0,655072.9371100282,1087818.4928079078,432745.5556978795,655072.9371100282,655072.9371100282
511,1021,0,514636.9376733295,821380.4070800034,306743.4694066739,514636.9376733295,514636.9376733295
512,151,0,1293290.113497854,1794082.876446083,500792.762948229,1293290.113497854,1293290.113497854
513,1577,0,344240.1644134665,996342.8751369652,652102.7107234986,344240.1644134665,344240.1644134665
514,1686,0,315080.6388366182,949601.2321744992,634520.5933378809,315080.6388366182,315080.6388366182
515,1164,0,443459.1704227391,769443.6255930227,325984.45517028356,443459.1704227391,443459.1704227391
516,672,0,690323.0352632164,1292811.1255171786,602488.0902539622,690323.0352632164,690323.0352632164
517,698,0,667482.0736981885,994578.0184816364,327095.9447834479,667482.0736981885,667482.0736981885
518,747,0,627080.4882900778,990715.5457906104,363635.0575005326,627080.4882900778,627080.4882900778
519,1183,0,434090.2556404516,785507.0592552414,351416.8036147898,434090.2556404516,434090.2556404516
520,79,1,1552620.0375052406,1893789.666316027,341169.6288107864,1723204.851910634,1893789.666316027
521,548,0,793714.725850144,993159.578172883,199444.85232273897,793714.725850144,793714.725850144
522,773,0,605851.9850332926,835668.6230214485,229816.63798815594,605851.9850332926,605851.9850332926
523,1868,0,248412.442801104,688517.7550379392,440105.31223683513,248412.442801104,248412.442801104
524,243,0,1149606.9913584692,1203621.8881373715,54014.89677890227,1149606.9913584692,1149606.9913584692
525,161,0,1276222.6208505642,1272350.658841099,-3871.962009465322,1276222.6208505642,1276222.6208505642
526,463,0,873783.0155536771,1023064.5533637964,149281.53781011933,873783.0155536771,873783.0155536771
527,127,0,1325939.1949851045,1710902.5690522743,384963.37406716985,1325939.1949851045,1325939.1949851045
528,970,0,532086.2507196038,1072092.9152425542,540006.6645229503,532086.2507196038,532086.2507196038
529,1708,0,307790.15644819784,651463.6385125333,343673.48206433543,307790.15644819784,307790.15644819784
530,476,0,859656.114747765,1010764.4194629752,151108.30471521022,859656.114747765,859656.114747765
531,380,0,944890.1438653638,1166931.9082625546,222041.76439719077,944890.1438653638,944890.1438653638
532,843,0,572205.2558324564,981828.8704190135,409623.61458655715,572205.2558324564,572205.2558324564
533,478,0,858818.7558099758,978500.8350757854,119682.07926580962,858818.7558099758,858818.7558099758
534,1487,0,361286.0903988018,988962.278594338,627676.1881955361,361286.0903988018,361286.0903988018
535,1531,0,353643.1052357127,992767.1748090284,639124.0695733157,353643.1052357127,353643.1052357127
536,1147,0,451968.2469962278,1020114.2341003352,568145.9871041074,451968.2469962278,451968.2469962278
537,30,1,2279243.647057189,2237378.20767281,-41865.43938437896,2258310.9273649994,2237378.20767281
538,189,0,1225052.710340989,1321553.186574813,96500.47623382392,1225052.710340989,1225052.710340989
539,429,0,898357.4692811532,1427950.3115504466,529592.8422692934,898357.4692811532,898357.4692811532
540,1518,0,355280.21805876243,718537.7249943893,363257.5069356269,355280.21805876243,355280.21805876243
541,1735,0,299471.8174325774,645606.6515147055,346134.83408212813,299471.8174325774,299471.8174325774
542,821,0,581762.1267165719,997102.189254379,415340.06253780716,581762.1267165719,581762.1267165719
543,315,0,1032279.2368113052,1105483.113739353,73203.87692804774,1032279.2368113052,1032279.2368113052
544,1322,0,393391.6338121895,737225.2439237811,343833.6101115916,393391.6338121895,393391.6338121895
545,946,0,539295.7915050609,819154.2636926981,279858.47218763724,539295.7915050609,539295.7915050609
546,1852,0,254795.3446779662,701182.7879435578,446387.44326559163,254795.3446779662,254795.3446779662
547,251,0,1125281.2362017392,1247526.0779112948,122244.84170955559,1125281.2362017392,1125281.2362017392
548,1510,0,356696.4259627009,696045.7543624674,339349.3283997665,356696.4259627009,356696.4259627009
549,1583,0,343059.9835948884,707290.8484137114,364230.864818823,343059.9835948884,343059.9835948884
550,836,0,574988.0670726831,873131.0548500839,298142.98777740076,574988.0670726831,574988.0670726831
551,1199,0,428595.6571011597,962700.4165467104,534104.7594455507,428595.6571011597,428595.6571011597
552,309,0,1041927.233343446,956425.2945801144,-85501.93876333162,1041927.233343446,1041927.233343446
553,1186,0,433463.8521981687,977770.9330303256,544307.0808321568,433463.8521981687,433463.8521981687
554,1259,0,409935.1950705194,723503.6200889981,313568.4250184787,409935.1950705194,409935.1950705194
555,1524,0,354566.6217469757,707746.945530925,353180.32378394925,354566.6217469757,354566.6217469757
556,1306,0,396470.0587947127,794193.8699285861,397723.81113387336,396470.0587947127,396470.0587947127
557,1355,0,386210.5741228482,1038369.1008641584,652158.5267413101,386210.5741228482,386210.5741228482
558,1702,0,311941.44971357466,708127.2829569144,396185.83324333973,311941.44971357466,311941.44971357466
559,125,0,1330457.29146875,1438282.4600418182,107825.16857306822,1330457.29146875,1330457.29146875
560,857,0,566101.1856361852,838250.3037732968,272149.11813711154,566101.1856361852,566101.1856361852
561,1220,0,420950.54122210864,943691.3387013436,522740.797479235,420950.54122210864,420950.54122210864
562,1913,0,230398.9726188805,998398.6654336134,767999.6928147329,230398.9726188805,230398.9726188805
563,885,0,556454.0260001618,784098.9250347705,227644.89903460874,556454.0260001618,556454.0260001618
564,875,0,562056.5782134484,777989.9183139309,215933.34010048246,562056.5782134484,562056.5782134484
565,962,0,534122.5500294142,1055752.84737981,521630.2973503957,534122.5500294142,534122.5500294142
566,1750,0,293939.81201362226,943356.533892094,649416.7218784718,293939.81201362226,293939.81201362226
567,1684,0,315364.3389159306,689517.505832091,374153.1669161604,315364.3389159306,315364.3389159306
568,774,0,605676.4339124422,805408.1977991002,199731.763886658,605676.4339124422,605676.4339124422
569,590,0,760874.107206417,956948.2000520356,196074.0928456186,760874.107206417,760874.107206417
570,1879,0,245433.2131394541,613990.9413059877,368557.7281665335,245433.2131394541,245433.2131394541
571,539,0,799394.1227353977,913398.2147705606,114004.09203516296,799394.1227353977,799394.1227353977
572,1410,0,377753.9522850882,1008489.7927797544,630735.8404946662,377753.9522850882,377753.9522850882
573,571,0,776608.7116417158,904911.2570443643,128302.54540264851,776608.7116417158,776608.7116417158
574,1543,0,351164.34108604514,697483.966371639,346319.6252855939,351164.34108604514,351164.34108604514
575,1476,0,362433.6852345453,951741.381716046,589307.6964815008,362433.6852345453,362433.6852345453
576,301,0,1053902.159651787,1261269.8981566117,207367.7385048247,1053902.159651787,1053902.159651787
577,359,0,980359.1729962692,1155919.4198202358,175560.24682396662,980359.1729962692,980359.1729962692
578,1897,0,238618.4058984009,616081.8398335848,377463.4339351839,238618.4058984009,238618.4058984009
579,641,0,715852.8689023044,900595.9226168152,184743.05371451075,715852.8689023044,715852.8689023044
580,344,0,1008324.6687528552,1167727.9628941782,159403.29414132307,1008324.6687528552,1008324.6687528552
581,1384,0,381998.47317202936,708640.6117453635,326642.1385733341,381998.47317202936,381998.47317202936
582,15,1,2642472.1529452694,2937672.5430897186,295200.3901444492,2790072.348017494,2937672.5430897186
583,21,1,2473670.97956711,2249669.7749425103,-224001.20462459978,2361670.37725481,2249669.7749425103
584,1390,0,380577.68913181993,710872.9932678738,330295.30413605383,380577.68913181993,380577.68913181993
585,169,0,1261607.4046677458,1369332.831932138,107725.42726439214,1261607.4046677458,1261607.4046677458
586,557,0,784331.5162799488,1053142.2035267372,268810.6872467884,784331.5162799488,784331.5162799488
587,208,0,1201824.5766976755,1198515.6791342578,-3308.897563417675,1201824.5766976755,1201824.5766976755
588,294,0,1064104.778277686,1124724.5360520887,60619.75777440262,1064104.778277686,1064104.778277686
589,749,0,624750.0415834246,819665.4375556399,194915.39597221534,624750.0415834246,624750.0415834246
590,1743,0,296837.6420420872,1007747.9869702716,710910.3449281843,296837.6420420872,296837.6420420872
591,297,0,1061822.2053012836,1141795.2694437415,79973.06414245791,1061822.2053012836,1061822.2053012836
592,1506,0,356925.8714257082,1024404.7044184796,667478.8329927714,356925.8714257082,356925.8714257082
593,1044,0,504530.7868135824,759241.8995586527,254711.11274507025,504530.7868135824,504530.7868135824
594,1564,0,346897.65256059635,760402.7576232429,413505.10506264656,346897.65256059635,346897.65256059635
595,1441,0,369795.80105900497,691870.0345026207,322074.2334436157,369795.80105900497,369795.80105900497
596,1204,0,427383.6596428822,1034031.4181741788,606647.7585312966,427383.6596428822,427383.6596428822
597,1138,0,455428.6006910219,1025691.846691072,570263.2460000501,455428.6006910219,455428.6006910219
598,686,0,676946.0415749059,979778.9765998347,302832.9350249289,676946.0415749059,676946.0415749059
599,961,0,535404.5841166745,984546.2716604104,449141.68754373596,535404.5841166745,535404.5841166745
600,839,0,573501.8713237224,1037526.6203429282,464024.7490192058,573501.8713237224,573501.8713237224
601,824,0,580806.5488114466,973870.6047061092,393064.0558946625,580806.5488114466,580806.5488114466
602,650,0,707331.1387280588,1147087.2586025314,439756.1198744726,707331.1387280588,707331.1387280588
603,1427,0,373588.46221517207,960015.0594384664,586426.5972232944,373588.46221517207,373588.46221517207
604,1126,0,464163.091002917,741682.6887902784,277519.5977873614,464163.091002917,464163.091002917
605,327,0,1027437.842728041,1252705.8215286287,225267.9788005877,1027437.842728041,1027437.842728041
606,1995,0,159411.89676795178,970682.1011300331,811270.2043620814,159411.89676795178,159411.89676795178
607,616,0,734420.7455183716,972891.3228972642,238470.57737889257,734420.7455183716,734420.7455183716
608,985,0,526948.9901833638,767222.3496544567,240273.35947109293,526948.9901833638,526948.9901833638
609,266,0,1106865.2840943944,1013820.2783904432,-93045.00570395123,1106865.2840943944,1106865.2840943944
610,1308,0,396252.3528662597,729905.0326619515,333652.6797956918,396252.3528662597,396252.3528662597
611,717,0,650250.68204228,974352.7326428476,324102.0506005676,650250.68204228,650250.68204228
612,1003,0,522417.5418602296,850615.0001433128,328197.4582830832,522417.5418602296,522417.5418602296
613,593,0,757104.578430408,1088689.373129291,331584.79469888296,757104.578430408,757104.578430408
614,927,0,545270.3221054542,777035.6561339532,231765.33402849908,545270.3221054542,545270.3221054542
615,12,1,2707969.4344393,2374021.98551916,-333947.44892014004,2540995.70997923,2374021.98551916
616,1670,0,320611.1393734722,703899.9673210583,383288.8279475861,320611.1393734722,320611.1393734722
617,1167,0,441455.5297541808,1041889.0993372592,600433.5695830784,441455.5297541808,441455.5297541808
618,1538,0,352189.53947893745,765982.3040423105,413792.764563373,352189.53947893745,352189.53947893745
619,1714,0,305762.1431153309,924851.7429706455,619089.5998553147,305762.1431153309,305762.1431153309
620,1469,0,364084.4887486024,727316.6570444532,363232.1682958508,364084.4887486024,364084.4887486024
621,1177,0,436679.1514152682,734802.0638957794,298122.91248051124,436679.1514152682,436679.1514152682
622,14,1,2675722.723012621,2976855.9909554934,301133.26794287236,2826289.3569840575,2976855.9909554934
623,116,0,1353896.1053422522,1522383.7835746892,168487.678232437,1353896.1053422522,1353896.1053422522
624,1359,0,385780.0455355909,727694.5705099487,341914.52497435774,385780.0455355909,385780.0455355909
625,845,0,571681.3849836431,817588.5797415178,245907.1947578747,571681.3849836431,571681.3849836431
626,1806,0,271520.3849147709,976838.4617810878,705318.0768663168,271520.3849147709,271520.3849147709
627,60,1,1758215.5464377245,2077519.155355092,319303.6089173674,1917867.3508964083,2077519.155355092
628,1245,0,414722.123977088,750976.4828463441,336254.3588692561,414722.123977088,414722.123977088
629,522,0,823147.3232890711,1300554.560255035,477407.23696596397,823147.3232890711,823147.3232890711
630,1379,0,383256.490463744,737589.3359027214,354332.8454389774,383256.490463744,383256.490463744
631,553,0,791024.7056351077,930807.6921036307,139782.98646852304,791024.7056351077,791024.7056351077
632,1192,0,431654.4826264962,745209.6394975005,313555.1568710043,431654.4826264962,431654.4826264962
633,791,0,596559.9960674242,1015376.3357403076,418816.3396728834,596559.9960674242,596559.9960674242
634,1412,0,377558.6736348071,701902.7489507347,324344.0753159276,377558.6736348071,377558.6736348071
635,1104,0,476987.3188663418,919430.5371676596,442443.21830131783,476987.3188663418,476987.3188663418
636,817,0,584155.0420592745,786898.876658199,202743.8345989245,584155.0420592745,584155.0420592745
637,999,0,522946.3646564352,838665.2785329062,315718.913876471,522946.3646564352,522946.3646564352
638,1505,0,356987.417612751,964984.3775353496,607996.9599225986,356987.417612751,356987.417612751
639,1943,0,206547.51724979412,611134.4308719821,404586.91362218803,206547.51724979412,206547.51724979412
640,1013,0,518424.768109287,1084656.5903962194,566231.8222869324,518424.768109287,518424.768109287
641,329,0,1026725.982428094,1108453.0459996385,81727.06357154448,1026725.982428094,1026725.982428094
642,1348,0,386791.8069965416,975610.2048485072,588818.3978519656,386791.8069965416,386791.8069965416
643,1039,0,505594.5371999468,807518.4905952943,301923.95339534746,505594.5371999468,505594.5371999468
644,1170,0,440167.7362838466,796049.4809998083,355881.7447159617,440167.7362838466,440167.7362838466
645,887,0,556127.1468623588,753913.3181661487,197786.17130378995,556127.1468623588,556127.1468623588
646,1517,0,355772.3830642383,989535.4607582644,633763.077694026,355772.3830642383,355772.3830642383
647,1905,0,235299.54737641595,607680.1565269807,372380.60915056476,235299.54737641595,235299.54737641595
648,1333,0,391005.7967727534,715439.750316956,324433.95354420255,391005.7967727534,391005.7967727534
649,1394,0,380375.0350598804,720916.215880473,340541.1808205926,380375.0350598804,380375.0350598804
650,1065,0,495408.1540500777,835885.4003879118,340477.2463378341,495408.1540500777,495408.1540500777
651,469,0,871697.8400045896,1038711.5249646356,167013.68496004597,871697.8400045896,871697.8400045896
652,1181,0,435439.7519930082,983330.485469434,547890.7334764258,435439.7519930082,435439.7519930082
653,941,0,541396.2591285689,869819.1660022249,328422.906873656,541396.2591285689,541396.2591285689
654,1662,0,322546.95377488574,1016853.0132512389,694306.0594763531,322546.95377488574,322546.95377488574
655,293,0,1064776.9708638487,1407066.3561953595,342289.3853315108,1064776.9708638487,1064776.9708638487
656,1727,0,301047.1735397359,952264.5131498636,651217.3396101277,301047.1735397359,301047.1735397359
657,1871,0,247205.82914665292,988840.9028113844,741635.0736647315,247205.82914665292,247205.82914665292
658,1253,0,411664.8298154671,724388.5939896345,312723.7641741674,411664.8298154671,411664.8298154671
659,1533,0,353340.4202406423,699921.3309576963,346580.910717054,353340.4202406423,353340.4202406423
660,964,0,533383.9634210179,791093.5815101259,257709.61808910803,533383.9634210179,533383.9634210179
661,275,0,1098475.0002080468,1304475.961855127,206000.96164708026,1098475.0002080468,1098475.0002080468
662,1009,0,520265.02344819735,955358.4466832944,435093.423235097,520265.02344819735,520265.02344819735
663,1097,0,480633.6778604036,1006211.508372877,525577.8305124734,480633.6778604036,480633.6778604036
664,889,0,555163.8522228673,817055.8456560352,261891.99343316793,555163.8522228673,555163.8522228673
665,1601,0,339357.83527123526,973657.2511765842,634299.415905349,339357.83527123526,339357.83527123526
666,956,0,536579.0033931404,802856.295742617,266277.2923494766,536579.0033931404,536579.0033931404
667,806,0,589619.8842280922,956193.3297176104,366573.4454895182,589619.8842280922,589619.8842280922
668,556,0,785163.9369136067,894788.2257540014,109624.2888403947,785163.9369136067,785163.9369136067
669,607,0,741651.6448811783,952590.6975390532,210939.05265787488,741651.6448811783,741651.6448811783
670,225,0,1163931.794196782,1228771.1881158913,64839.39391910937,1163931.794196782,1163931.794196782
671,743,0,629903.3427557657,857191.3085380619,227287.96578229626,629903.3427557657,629903.3427557657
672,1717,0,304793.24115400086,978346.5711579483,673553.3300039475,304793.24115400086,304793.24115400086
673,618,0,732133.2540103405,1090507.5422467047,358374.28823636414,732133.2540103405,732133.2540103405
674,445,0,883607.6697507516,1100792.6787864447,217185.00903569313,883607.6697507516,883607.6697507516
675,1242,0,414993.20739535376,976542.5747894966,561549.3673941428,414993.20739535376,414993.20739535376
676,1351,0,386590.3864991276,721469.852670874,334879.4661717464,386590.3864991276,386590.3864991276
677,1025,0,513461.66131615365,790002.833382881,276541.17206672736,513461.66131615365,513461.66131615365
678,1738,0,298952.56371470005,694988.1637849486,396035.6000702486,298952.56371470005,298952.56371470005
679,1964,0,189631.79939898127,627647.4925861735,438015.6931871922,189631.79939898127,189631.79939898127
680,1037,0,506102.0283301256,1055668.372630078,549566.3442999525,506102.0283301256,506102.0283301256
681,1381,0,383016.15907352336,743374.2140220739,360358.05494855053,383016.15907352336,383016.15907352336
682,1393,0,380375.6028409044,755999.8166281728,375624.2137872684,380375.6028409044,380375.6028409044
683,1450,0,368049.9002346285,950876.29637302,582826.3961383915,368049.9002346285,368049.9002346285
684,1608,0,338892.58052264934,717644.2757929538,378751.69527030445,338892.58052264934,338892.58052264934
685,514,0,829684.5775269853,1078258.9324807725,248574.35495378717,829684.5775269853,829684.5775269853
686,84,1,1530569.055937235,2045781.2481155817,515212.1921783467,1788175.1520264084,2045781.2481155817
687,1373,0,383698.82254435343,1024404.7044184796,640705.8818741261,383698.82254435343,383698.82254435343
688,760,0,612327.7909423839,827047.5595974752,214719.7686550913,612327.7909423839,612327.7909423839
689,1870,0,247493.89151063547,935720.233697508,688226.3421868725,247493.89151063547,247493.89151063547
690,688,0,675265.3664674555,834140.4964496691,158875.1299822136,675265.3664674555,675265.3664674555
691,426,0,900944.9907231672,1053386.6914033657,152441.7006801985,900944.9907231672,900944.9907231672
692,1082,0,487897.9070195501,1027217.7735310716,539319.8665115215,487897.9070195501,487897.9070195501
693,467,0,872145.7261092376,1229065.1421940343,356919.41608479666,872145.7261092376,872145.7261092376
694,811,0,585626.1223941192,777312.5732086288,191686.45081450965,585626.1223941192,585626.1223941192
695,462,0,874901.0663629685,1033919.2168280102,159018.15046504163,874901.0663629685,874901.0663629685
696,1103,0,477465.6189686155,796449.0181112657,318983.39914265025,477465.6189686155,477465.6189686155
697,1740,0,298142.3555828828,960764.3795635612,662622.0239806783,298142.3555828828,298142.3555828828
698,554,0,790505.9535492837,1002131.1603905418,211625.2068412581,790505.9535492837,790505.9535492837
699,1707,0,307833.36872681574,648801.0920786539,340967.7233518381,307833.36872681574,307833.36872681574
700,1191,0,431882.1412710744,940287.550419275,508405.40914820053,431882.1412710744,431882.1412710744
701,1459,0,366616.3625648864,708308.5529088661,341692.1903439797,366616.3625648864,366616.3625648864
702,880,0,558342.7142854377,902306.008315388,343963.2940299503,558342.7142854377,558342.7142854377
703,545,0,795715.5639203502,1014227.4892145348,218511.9252941846,795715.5639203502,795715.5639203502
704,505,0,835819.0420735588,1064862.2123558149,229043.1702822561,835819.0420735588,835819.0420735588
705,1424,0,374266.44058084383,1030013.666271439,655747.2256905952,374266.44058084383,374266.44058084383
706,1683,0,315855.5948032941,955228.8582475596,639373.2634442656,315855.5948032941,315855.5948032941
707,112,0,1373173.6481324085,1577335.324665483,204161.67653307458,1373173.6481324085,1373173.6481324085
708,1978,0,178426.6053025419,900911.6264930118,722485.02119047,178426.6053025419,178426.6053025419
709,28,1,2329702.753266241,2472730.860159482,143028.10689324094,2401216.806712861,2472730.860159482
710,1844,0,257867.6006605485,996494.077997174,738626.4773366256,257867.6006605485,257867.6006605485
711,537,0,803294.8186736162,881770.4905885571,78475.67191494093,803294.8186736162,803294.8186736162
712,1415,0,376674.0784333675,941710.8660837484,565036.787650381,376674.0784333675,376674.0784333675
713,1729,0,300440.7192930274,1041688.1746442304,741247.455351203,300440.7192930274,300440.7192930274
714,925,0,545320.9466161777,834223.2065837487,288902.259967571,545320.9466161777,545320.9466161777
715,254,0,1122073.4699962726,1176442.9711857417,54369.50118946913,1122073.4699962726,1122073.4699962726
716,697,0,668785.8981475858,1237495.9458810345,568710.0477334487,668785.8981475858,668785.8981475858
717,300,0,1056866.7363059896,1034298.7804275156,-22567.955878473935,1056866.7363059896,1056866.7363059896
718,992,0,525549.3957482268,944667.922865415,419118.5271171882,525549.3957482268,525549.3957482268
719,1979,0,178420.88006231302,970682.1011300331,792261.2210677201,178420.88006231302,178420.88006231302
720,1941,0,208354.1125151208,619125.4886822534,410771.37616713264,208354.1125151208,208354.1125151208
721,1512,0,356398.698902367,718241.1390225929,361842.44012022595,356398.698902367,356398.698902367
722,903,0,551968.6238915246,895578.8915761268,343610.2676846022,551968.6238915246,551968.6238915246
723,1983,0,175046.2684791836,599858.2465005409,424811.97802135727,175046.2684791836,175046.2684791836
724,414,0,906275.1827405376,1091279.6300021857,185004.44726164814,906275.1827405376,906275.1827405376
725,1136,0,457477.2157149522,777546.6433631277,320069.4276481755,457477.2157149522,457477.2157149522
726,446,0,883065.0144414038,1030790.3400376048,147725.325596201,883065.0144414038,883065.0144414038
727,1168,0,441111.92692164576,700445.6480302026,259333.72110855684,441111.92692164576,441111.92692164576
728,714,0,651638.8279512543,883188.486902063,231549.6589508087,651638.8279512543,651638.8279512543
729,1488,0,360647.65548936167,1025124.8391659864,664477.1836766247,360647.65548936167,360647.65548936167
730,724,0,647394.7388479873,1053958.68255366,406563.94370567263,647394.7388479873,647394.7388479873
731,497,0,841833.4172721005,1248447.2873612137,406613.87008911325,841833.4172721005,841833.4172721005
732,1836,0,259694.71669155156,666706.7964167052,407012.0797251537,259694.71669155156,259694.71669155156
733,1482,0,361738.2979654424,974910.0696005252,613171.7716350828,361738.2979654424,361738.2979654424
734,788,0,598582.7346496275,825257.6227828071,226674.88813317963,598582.7346496275,598582.7346496275
735,1446,0,369203.8972435026,964574.5160001392,595370.6187566365,369203.8972435026,369203.8972435026
736,1985,0,173994.9537237716,914004.6715601212,740009.7178363496,173994.9537237716,173994.9537237716
737,1418,0,375578.6066689264,696629.9570006559,321051.3503317295,375578.6066689264,375578.6066689264
738,87,1,1523143.2837119207,1463774.5903777396,-59368.693334181095,1493458.93704483,1463774.5903777396
739,669,0,693222.0104808464,1007044.6936316992,313822.6831508528,693222.0104808464,693222.0104808464
740,1078,0,488494.65440869774,976549.9862095864,488055.33180088864,488494.65440869774,488494.65440869774
741,99,1,1459528.341157817,1924757.120137,465228.77897918294,1692142.7306474084,1924757.120137
742,582,0,767814.798436871,1103010.6291914517,335195.8307545807,767814.798436871,767814.798436871
743,1491,0,360296.387648329,680901.4242724046,320605.0366240756,360296.387648329,360296.387648329
744,1883,0,244681.29033640292,982567.5128539252,737886.2225175223,244681.29033640292,244681.29033640292
745,1587,0,342880.31348394434,685211.954044216,342331.6405602716,342880.31348394434,342880.31348394434
746,1691,0,313919.9926418997,1006639.1170064176,692719.1243645179,313919.9926418997,313919.9926418997
747,654,0,706164.6470064461,1258495.292132306,552330.6451258598,706164.6470064461,706164.6470064461
748,551,0,792965.4813865569,914181.118734205,121215.63734764815,792965.4813865569,792965.4813865569
749,1576,0,344268.93505087175,695316.088028754,351047.15297788224,344268.93505087175,344268.93505087175
750,1383,0,382622.0603823879,979033.8173481772,596411.7569657892,382622.0603823879,382622.0603823879
751,1845,0,257741.6887542402,977929.6607185996,720187.9719643594,257741.6887542402,257741.6887542402
752,1907,0,234819.17332086185,607063.0750362484,372243.90171538654,234819.17332086185,234819.17332086185
753,1310,0,395614.5821774205,990478.3117905994,594863.7296131789,395614.5821774205,395614.5821774205
754,1677,0,318100.56800133944,702809.1224614182,384708.5544600787,318100.56800133944,318100.56800133944
755,458,0,876077.6312231062,1056172.4528831493,180094.8216600431,876077.6312231062,876077.6312231062
756,1091,0,484164.45449157007,1004853.28015814,520688.82566656993,484164.45449157007,484164.45449157007
757,919,0,547360.0866051419,798764.2387009587,251404.1520958168,547360.0866051419,547360.0866051419
758,1354,0,386257.6719134248,957654.7981889724,571397.1262755475,386257.6719134248,386257.6719134248
759,1689,0,314495.3266953012,963426.7644169196,648931.4377216183,314495.3266953012,314495.3266953012
760,768,0,607202.9698441825,1072104.035749019,464901.0659048364,607202.9698441825,607202.9698441825
761,741,0,630779.6890895807,901180.1327579163,270400.4436683357,630779.6890895807,630779.6890895807
762,762,0,610581.5100988395,912007.757498514,301426.2473996745,610581.5100988395,610581.5100988395
763,1944,0,204097.9569069849,948680.0539369568,744582.0970299719,204097.9569069849,204097.9569069849
764,427,0,900585.9409159607,967655.6836559052,67069.74273994449,900585.9409159607,900585.9409159607
765,1904,0,235656.8748119988,1029778.5887404964,794121.7139284976,235656.8748119988,235656.8748119988
766,565,0,778587.4488395749,1081766.507797646,303179.05895807117,778587.4488395749,778587.4488395749
767,73,1,1601738.0824689246,2196505.912676651,594767.8302077265,1899121.9975727878,2196505.912676651
768,862,0,564818.8106846935,917755.5960565384,352936.7853718449,564818.8106846935,564818.8106846935
769,464,0,873783.0155536771,1023064.5533637964,149281.53781011933,873783.0155536771,873783.0155536771
770,1270,0,407201.8087391337,777740.4749217387,370538.666182605,407201.8087391337,407201.8087391337
771,264,0,1108521.994338971,1171491.0233896996,62969.02905072854,1108521.994338971,1108521.994338971
772,265,0,1108148.4402308315,1336917.5155249934,228769.0752941619,1108148.4402308315,1108148.4402308315
773,664,0,699358.6758673993,998701.2373765142,299342.5615091149,699358.6758673993,699358.6758673993
774,94,1,1487127.832767216,1844594.5482750623,357466.7155078463,1665861.1905211392,1844594.5482750623
775,460,0,875450.3818277464,1071984.5742582527,196534.19243050634,875450.3818277464,875450.3818277464
776,65,1,1663908.8365728434,1776844.3552801202,112935.51870727679,1720376.5959264818,1776844.3552801202
777,106,0,1422379.1119596944,1256506.1935966376,-165872.91836305684,1422379.1119596944,1422379.1119596944
778,1928,0,218837.6379495597,650977.3761475466,432139.73819798685,218837.6379495597,218837.6379495597
779,1636,0,329572.9624599265,1014647.858547586,685074.8960876595,329572.9624599265,329572.9624599265
780,1706,0,308994.2183759273,968365.1425248928,659370.9241489655,308994.2183759273,308994.2183759273
