Id,preco,fold,xgb_bruto,lgb_bruto,previsao_correspondencia,especialista_caros_calibrado_cf
3165,342900.0,1,942458.6296081544,1061218.0860770089,342900.0,701202.5313828982
3166,740000.0,4,1153124.6900558472,1393204.597658086,,1219307.3619257512
3167,618000.0,5,956450.2239227296,940279.4050095382,650000.0,828944.0580108609
3168,295000.0,5,971036.7918014526,1018533.2525760372,,992885.4893119092
3169,420000.0,1,871550.3811836243,1048147.4174635374,,949360.7906116659
3170,290000.0,5,909812.3908042908,1018533.2525760372,270000.0,657189.9804806774
3171,315000.0,1,994052.231311798,1128929.5598096915,,1048333.6634417321
3172,1150000.0,3,1353872.4184036255,1357465.4861089692,,1335898.9655787617
3173,1900000.0,1,1312784.0757369995,1155926.6033546657,,1248449.2620283386
3174,350000.0,1,979706.4661979676,1123368.7078079523,,1037948.4373219494
3175,720000.0,2,1000704.288482666,1044977.855456906,,1018247.6970842441
3176,454231.0,1,1037219.8820114136,970734.711478139,457713.0,771542.6540710576
3177,485000.0,2,971547.00756073,952931.9434603228,,979637.3385766324
3178,850000.0,3,1054844.9754714966,1121413.1861293176,,1077588.8991625307
3179,370000.0,2,955949.84292984,1077104.5863808258,,993792.3347585913
3180,3450000.0,3,3122263.193130493,3083845.21537522,3500000.0,3040051.8698642827
3181,1050000.0,1,1251911.163330078,1225091.071769579,,1231969.56284068
3182,750000.0,1,948513.7462615968,1079109.6461574547,590000.0,821757.5840080599
3183,420000.0,4,805875.4801750183,906627.8883186613,650000.0,781745.1509645503
3184,535000.0,1,970800.1613616945,1023252.912586367,500000.0,778339.8765579975
3185,450000.0,5,956450.2239227296,940279.4050095382,495000.0,760174.9115661975
3186,350000.0,2,952388.5846138,1075545.814464642,,991016.602868645
3187,340000.0,2,957857.4895858763,1059595.603400083,,991596.3412380439
3188,360000.0,1,886216.8192863464,1131658.719389268,,983142.9494302698
3189,600000.0,2,993866.3840293884,1093942.5696191555,,1023330.596371247
3190,340000.0,1,1002413.1536483763,1026762.1208607892,,1023403.6473587961
3191,600000.0,3,981115.221977234,1237448.075357134,550000.0,822727.2241782265
3192,600000.0,5,1165295.958518982,1240377.639599001,,1178852.8718529025
3193,210000.0,1,1032709.3601226808,1115728.5434019591,300000.0,718103.7375798564
3194,900000.0,4,906807.005405426,1145671.051821642,,988144.7763069727
3195,1120000.0,4,1525159.71660614,1140014.7190560873,,1404402.412341209
3196,410000.0,3,904370.5463409424,955933.4850286294,452096.5,712708.6430377327
3197,335000.0,1,969670.6533432008,1133129.295532958,380000.0,738427.8654478614
3198,970000.0,1,943713.9630317688,1008394.2729972115,,982004.8462981579
3199,1541680.0,3,1406280.3983688354,1371810.080693097,,1373974.4385613138
3200,840000.0,4,1096727.0135879517,1405149.554744066,,1184294.9939020523
3201,2650000.0,1,1658022.9997634888,1634848.477400757,2100000.0,1779275.8986771293
3202,501449.0,4,969283.5211753844,950873.8096252396,400000.0,739825.8026863326
3203,3000000.0,4,2355947.0176696777,2379304.542984348,,2255704.187696464
3204,600000.0,4,1013026.3566970824,992130.3532041182,450000.0,784198.6740592787
3205,830000.0,1,1334940.0758743286,1286483.746088576,,1299104.5922399806
3206,380000.0,4,963869.6908950806,979590.5676864352,388750.0,738434.2697091838
3207,300000.0,3,919582.6053619384,978387.047239291,,949739.9080745608
3208,275000.0,2,953172.4452972412,1108111.8677696008,,998094.9774679353
3209,225000.0,3,925504.6844482422,986807.1380032238,350000.0,675098.8970709384
3210,409100.0,1,939039.0515327454,1061218.0860770089,350000.0,703471.6153874826
3211,2300000.0,2,1469617.72441864,1337994.725652089,,1391765.7215954007
3212,472000.0,2,972297.8472709656,951916.4717343028,499000.0,767196.2763174338
3213,3200000.0,1,2238171.100616455,2028501.841028329,,2027431.6171343804
3214,650000.0,2,950709.5217704772,979880.3162902148,,970616.6761118739
3215,1100000.0,5,1431467.4139022827,1470396.1052475655,,1409664.3556166608
3216,439000.0,5,885970.3540802002,958925.5884240884,385000.0,690692.8637339118
3217,750000.0,2,1276490.0922775269,1324824.893644996,,1260709.5768316754
3218,690000.0,5,940188.0502700806,942645.686959568,,951755.71333994
3219,650000.0,5,1026571.0353851318,1058546.9594628278,,1039872.8791245382
3220,1700000.0,4,1136767.2681808472,1111529.21499309,,1136013.9227366422
3221,1400000.0,1,1341363.0723953247,1369939.0466810698,1250000.0,1282477.0958764043
3222,560000.0,1,923674.22580719,1149270.6813008494,665000.0,859324.811467276
3223,600000.0,1,1040519.952774048,1300959.230896894,,1126826.4411529677
3224,195000.0,4,939184.2484474182,1070943.2082400995,,990906.8168737323
3225,250000.0,2,900689.8999214172,1089725.08329626,,958031.547225768
3226,850000.0,2,1382626.5335083008,1370706.14115159,1300000.0,1306074.2148924777
3227,380000.0,3,934266.9248580931,991088.2874048034,,962960.7136056237
3228,280000.0,2,941240.0126457214,1052686.9458013503,,978704.9479346994
3229,480000.0,1,1066679.1200637815,1043852.3872202756,485000.0,804678.7859157271
3230,1500000.0,3,1169629.5738220215,1710732.3423383387,,1302753.565946682
3231,865000.0,3,1221343.2788848877,1197141.5337068078,1100000.0,1155288.911923426
3232,680000.0,1,965376.2578964232,1036405.7314939748,,1003573.9533233617
3233,420000.0,3,978926.6586303712,1039616.32527165,380000.0,715090.3401668957
3234,328400.0,2,993880.1527023315,1088111.1051685072,309000.0,700955.3143845599
3235,580000.0,3,932990.4913902284,1024681.0900812144,,970726.3176743342
3236,3000000.0,1,2985473.394393921,3006429.6386868297,3050000.0,2725569.0101304436
3237,254200.0,2,931977.9872894288,1040220.9124440803,,969775.0966779478
3238,1900000.0,2,1420823.335647583,1420085.1579736788,1711000.0,1498572.8377518002
3239,695000.0,2,932898.1041908264,1073896.1501210742,747500.0,879451.4415630089
3240,330000.0,3,915957.6296806335,1011945.744658505,300000.0,650980.7197200286
3241,190000.0,4,900748.9085197448,955160.3946592126,,934377.6431883791
3242,560000.0,3,1012857.5563430786,1270374.3414919414,,1087326.1446768336
3243,750000.0,2,926427.3643493652,1030872.0759216824,650000.0,828383.37364829
3244,630000.0,5,954111.5760803224,937903.1272335286,475000.0,750079.6992555915
3245,850000.0,1,1180107.4743270874,1344987.8812318323,,1223546.4321773446
3246,3500000.0,4,2620780.70640564,2118613.702988253,,2362352.198509783
3247,270000.0,5,886899.6500968933,998375.9618967494,,932618.4951359545
3248,1300000.0,4,974483.5495948792,1064086.430843735,,1013283.8782134121
3249,510000.0,4,963085.0553512572,932314.21372967,527500.0,788879.4200443117
3250,265000.0,3,914778.1133651732,986608.4948770336,,948596.1977607035
3251,790000.0,5,1035207.748413086,1050758.4720043866,,1043290.914482104
3252,260000.0,3,909776.4492034912,1052759.6572797396,250000.0,630057.2065669342
3253,360000.0,5,959065.4373168944,901400.2986628828,,952536.5023804602
3254,2000000.0,2,2045206.308364868,2186015.467001078,,1922878.2626508556
3255,450000.0,5,897984.2662811279,933917.4954015524,525000.0,753056.5528401034
3256,1100000.0,2,1166949.1529464722,1152333.383130849,1190000.0,1164668.236479307
3257,470000.0,5,917998.0754852296,987225.1816216168,490000.0,753199.0279365927
3258,570000.0,2,995724.4396209716,1185475.452035485,442613.5,773803.8550866008
3259,255000.0,2,943296.6709136964,1074402.6251918636,255500.0,656002.1323456166
3260,364000.0,4,1010933.3992004396,1038221.794603242,,1031486.7479702566
3261,249000.0,1,921323.9550590516,1082146.1005286947,,990062.4072621006
3262,375000.0,1,980774.4026184082,1100604.206635859,,1031907.5989544325
3263,360000.0,4,979817.9268836976,1078812.3532269965,350000.0,745808.6065711268
3264,349000.0,2,1026216.8645858763,1143876.0569818208,,1055529.0225812737
3265,1000000.0,1,994828.6414146425,1084948.901717941,,1035887.256420793
3266,980000.0,4,1370614.528656006,1492778.936871566,,1390561.4998465725
3267,320000.0,4,951969.9811935424,1018532.5008753296,440000.0,763504.7986000367
3268,1800000.0,5,2003185.510635376,2030531.8651362248,2000000.0,1908014.5730915263
3269,457000.0,1,1027104.4969558716,1038065.3015094136,394000.0,748715.4507747573
3270,400000.0,3,949431.9558143616,1050362.347948254,382500.0,707453.9516838172
3271,450000.0,1,959329.36668396,1061218.0860770089,365000.0,717042.2119444652
3272,260000.0,3,835442.5430297852,971653.6356036843,,890775.505028467
3273,350000.0,1,973686.5162849426,1048147.4174635374,418500.0,744822.6938181502
3274,512000.0,3,953608.7512969972,1024122.56547723,608500.0,813201.3013354596
3275,430000.0,4,1063118.2193756104,1142771.241801015,,1094060.9791201737
3276,380000.0,5,924092.411994934,1021914.1206767363,287500.0,670456.7580982735
3277,1300000.0,5,1401269.9127197266,1462512.7492132972,1300000.0,1339131.7936835722
3278,480000.0,4,926282.4058532716,991514.9793427784,,961401.2792616717
3279,500000.0,2,953305.2444458008,1054449.3470719133,,987413.4043524629
3280,620000.0,4,922303.6170005798,1097760.8480182972,,986311.2520538138
3281,330000.0,5,873535.4542732239,984636.2809851835,340000.0,670715.5509724299
3282,550000.0,1,1005708.3368301392,1151950.9678793657,,1062187.8546752052
3283,185000.0,5,910513.8778686523,1012116.6861220804,,951820.1615477519
3284,352000.0,3,879930.4962158203,967690.310236366,,920051.251824356
3285,400000.0,3,893129.6467781067,980737.4240113404,,932387.612947011
3286,400000.0,4,923326.7307281494,934723.3579717416,415000.0,727172.8133542289
3287,990000.0,3,1336064.4578933716,1369895.9303932537,1800000.0,1532708.0172319687
3288,562000.0,4,1017687.5591278076,984625.7296237292,623500.0,858413.5725958172
3289,570000.0,1,969222.2476005554,1158712.0100419838,,1041935.3782709087
3290,1700000.0,2,1193917.2744750977,1188660.8837525162,,1178550.1413917278
3291,170000.0,4,975214.660167694,1017756.0820123984,160000.0,650774.7927983538
3292,850000.0,5,1389984.6076965332,1408097.3139801037,,1366791.5969919632
3293,1465000.0,1,1111679.4347763062,1155319.0614497757,1375000.0,1238380.5311015556
3294,379000.0,1,959329.36668396,1061218.0860770089,360000.0,714679.8637834776
3295,1050000.0,4,1166890.3827667236,1352549.1090054016,,1218191.1061991854
3296,408000.0,1,933356.4639091492,1035234.5018155264,313458.0,680311.3234454808
3297,410000.0,5,963065.6838417052,1046536.0244355128,300000.0,693371.710011787
3298,1450000.0,4,1564032.4354171753,1689996.316433645,1500000.0,1533299.2763169282
3299,1000000.0,2,979772.448539734,1043256.0764982244,664500.0,855120.175701542
3300,365000.0,2,929134.964942932,1034482.21641397,,966646.5997722908
3301,300000.0,5,970525.2051353456,981280.211322826,,982206.2699211432
3302,4000000.0,4,2591041.326522827,2811572.8642811785,,2511551.540326745
3303,1600000.0,2,1182152.9865264893,1253656.3255834177,,1183351.495120883
3304,215000.0,4,886480.0930023193,939443.7670607502,,920452.1344732215
3305,260000.0,4,974725.3656387328,959555.0540003022,,986310.471824677
3306,158000.0,5,915286.2429618835,981280.211322826,,946328.5321207466
3307,340000.0,5,916568.3388710022,1023051.118078022,380000.0,709691.8187567842
3308,360000.0,3,901513.9937400818,983284.8249861894,320000.0,651776.042266738
3309,490000.0,4,939769.208431244,887039.2356075086,,943442.5216708248
3310,380000.0,1,989870.6078529358,1119029.558678486,,1042876.1697288433
3311,380000.0,3,896943.8672065735,1062366.8831024545,476000.0,735584.4085968863
3312,540000.0,4,990219.235420227,1049214.9992240577,585000.0,844408.2470127267
3313,1210000.0,5,1228652.4772644043,1244742.9252914942,,1220403.4703172632
3314,480000.0,2,950910.8066558838,968622.4958886616,465722.0,745875.3593971065
3315,800000.0,5,983506.977558136,979028.96465596,647500.0,843292.9424968666
3316,650000.0,1,1086256.980895996,1161462.0348693037,,1113863.736892199
3317,200000.0,3,883953.0944824219,990780.7992286636,,928740.7815551131
3318,1140000.0,3,1080731.6303253174,1190884.6379056626,900000.0,1014821.0182494865
3319,255000.0,5,874024.9872207642,960867.5208372456,255000.0,628375.1872473002
3320,850000.0,5,1112947.3447799685,1349963.1280617777,,1175417.818212664
3321,990000.0,2,1141819.2386627195,1244790.265953988,,1154317.2565914828
3322,273000.0,2,937376.7971992492,1051825.3663942134,320000.0,681783.5601161168
3323,680000.0,1,1252944.1118240356,1285811.0605910434,,1250059.8922459572
3324,350000.0,1,885223.388671875,1069308.2881486244,350000.0,687496.6694222064
3325,330000.0,5,873535.4542732239,984636.2809851835,340000.0,670715.5509724299
3326,270000.0,4,853933.572769165,964317.96486203,,904523.906045376
3327,440000.0,3,951810.1811408997,1034903.3163729716,,986083.3973889729
3328,265000.0,3,967016.2796974182,997909.750369436,200000.0,618624.5534884353
3329,850000.0,4,967285.5734825134,1088085.830523207,,1014586.5700391105
3330,330000.0,5,983506.977558136,979028.96465596,550000.0,800164.7230163479
3331,770000.0,1,1010528.0876159668,1164117.0042158156,,1068685.5120236825
3332,450000.0,5,929286.777973175,989601.459397626,388000.0,711780.1700686719
3333,487200.0,4,1066948.0562210083,989921.7714506348,640000.0,883425.2203751358
3334,360000.0,4,994420.3495979308,980008.2723674014,360000.0,736851.3228505253
3335,255000.0,2,980844.9745178224,1053057.4618368386,,1006167.9830400608
3336,500000.0,5,956187.7250671388,926088.1559909278,620000.0,813182.2621875026
3337,1300000.0,3,1342637.062072754,1162895.8487769817,,1279759.9272652895
3338,622000.0,3,1001549.9591827393,1014668.182364518,570000.0,810194.4283048586
3339,462000.0,2,981159.8658561708,1054437.2292121763,,1006661.8415982305
3340,430000.0,3,1040522.3369598388,1140821.333738848,405000.0,761680.3744796315
3341,1220630.0,1,1386276.4835357666,1343900.973190392,1000000.0,1181383.4345918843
3342,609017.0,4,1034323.4539031982,1037068.7713743777,590000.0,859576.9771648623
3343,650000.0,5,883407.8907966614,887589.1670963112,650000.0,795924.3686455105
3344,300000.0,4,916593.1940078737,929572.2752277552,,938599.9386660795
3345,460410.0,1,931453.7048339844,996782.9691149396,,971029.371720361
3346,281036.0,2,918569.4456100464,994348.4753187824,,951212.0731818613
3347,945000.0,4,1056199.4314193726,1092860.4096830203,1070000.0,1079402.064908172
3348,550000.0,4,976302.444934845,1039004.8279894774,,1008021.3391670894
3349,670000.0,5,940652.8472900392,930483.646676261,665000.0,828716.1765140652
3350,1100000.0,4,940232.4557304382,856558.9157904063,,935810.5740620588
3351,795000.0,2,1024241.6858673096,1042447.8971593488,,1033947.1283268579
3352,550000.0,1,1001876.711845398,1002292.3584512708,570000.0,817598.1888335197
3353,360000.0,3,976687.7293586732,1084049.0632983458,369000.0,714896.6358358732
3354,918000.0,5,996294.5580482484,1016609.7907705838,,1008702.5872705607
3355,230000.0,3,953933.7754249572,1024122.56547723,,984754.2208536728
3356,690000.0,4,930598.9146232604,967126.792390364,,958013.5849581638
3357,480000.0,2,931909.97838974,1013505.5672805164,487500.0,753817.9575134618
3358,4400000.0,3,2627351.2840271,2320298.0956413588,,2386912.6428412152
3359,350000.0,5,910089.3139839172,1056368.8704053466,,963869.4359141714
3360,392793.0,3,920974.4930267334,1003849.6213219176,,957232.891190156
3361,3000000.0,1,3087228.775024414,3128867.942772936,,2789715.2989510894
3362,560000.0,1,1125573.0390548706,1245023.0061119338,,1161897.7762315986
3363,650000.0,1,1066679.1200637815,1043852.3872202756,512500.0,817481.2768702963
3364,470000.0,5,922595.9777832032,1052472.1816021102,,970905.7964470776
3365,250791.0,3,907995.104789734,1016283.6762284548,,951630.276616823
3366,606900.0,5,937223.5536575316,930483.646676261,590100.5,794417.6520783745
3367,810000.0,2,1028082.2515487672,1165643.7309309123,,1061141.1549730427
3368,295000.0,4,881865.7994270325,919181.0314457064,,911977.580723237
3369,310000.0,3,966820.7764625548,1026546.6997076516,,994086.97049774
3370,1500000.0,5,1146444.0822601318,1345902.163224105,,1195668.1613476153
3371,607000.0,1,873170.8526611328,1023109.3227238328,532500.0,762674.2678677808
3372,580000.0,1,973554.9092292786,1039549.6445651008,,1009511.9372002132
3373,350000.0,5,983962.2378349304,1123631.6430569547,,1030375.3416522379
3374,350000.0,3,960052.0730018616,1024122.56547723,,988890.9142469475
3375,230000.0,1,1021222.710609436,1123368.7078079523,,1063254.668113708
3376,600000.0,1,1438131.9284439087,1498485.668528107,,1420470.2332439993
3377,2000000.0,3,1697657.9427719116,1846950.9871569811,1975000.0,1786313.2073309363
3378,200000.0,3,868830.3828239441,894149.9312002382,,893496.3111674518
3379,210000.0,2,903668.5824394226,1052686.9458013503,,952627.9574355539
3380,800000.0,4,906677.24609375,960660.0577764674,,939890.027895604
3381,480000.0,4,994766.9506072998,1032072.5455112988,,1018848.7809654541
3382,650000.0,3,935640.3350830078,1037008.2841350116,,975685.1810168066
3383,350000.0,3,944031.536579132,1000380.8585412834,,971961.019632959
3384,1100000.0,4,1165465.7125473022,1063655.2524784645,1003680.0,1083601.5910721503
3385,2000000.0,5,1124910.2354049685,1276199.8408134223,2100000.0,1559049.2059498338
3386,1600000.0,3,1508210.53981781,1471017.643295605,,1465469.3059857665
3387,450000.0,4,1003138.303756714,947407.8244922422,,1002610.9598989144
3388,690000.0,4,1076089.62059021,1169069.798972926,,1109652.6123122592
3389,1400000.0,5,1366528.6302566528,1621049.9617975268,,1409430.2302159956
3390,550000.0,4,1070052.0277023315,1055386.442978247,350000.0,772989.5849364698
3391,706000.0,3,905277.7290344238,942197.845008679,630000.0,796088.9875007508
3392,302000.0,1,1032583.5943222046,1037112.1598836492,303800.0,707782.2684057463
3393,150000.0,2,913635.7307434082,1090094.600953721,,967095.0954427639
3394,800000.0,1,1073583.0068588257,1051496.898390823,,1074055.6407491497
3395,370000.0,4,976346.4331626892,966382.55294207,322500.0,711835.0659673893
3396,5000000.0,2,3556493.043899536,3419201.2045637616,,3067629.8477688674
3397,800000.0,5,1091643.6910629272,1064529.856815969,,1083428.907017223
3398,250000.0,2,928447.425365448,1025993.0307797324,250000.0,642832.1771171663
3399,353500.0,2,1016843.4381484984,1143876.0569818208,399000.0,756897.695965875
3400,190000.0,3,924360.990524292,994331.5020173852,,957081.167757311
3401,1200000.0,2,1426518.0826187134,1426326.605422439,,1380219.1911741556
3402,371000.0,4,977113.1873130798,1011019.212529234,360000.0,736557.4104659662
3403,1050000.0,2,1147568.2258605957,1153785.9661550596,1139000.0,1135928.1860926973
3404,850000.0,3,983310.2226257324,947965.118719967,950000.0,974078.2207735425
3405,690000.0,3,1020511.8656158448,1185573.773441546,,1070878.6592070241
3406,850000.0,2,915143.4898376464,1008019.1734713882,,951589.6650791299
3407,384000.0,1,969670.6533432008,1133129.295532958,380000.0,738427.8654478614
3408,490000.0,2,896013.4983062744,1047615.9074650502,480000.0,741010.1251893389
3409,850000.0,3,1070146.083831787,1077482.1958820892,660000.0,884358.995764731
3410,1100000.0,5,1351616.2633895874,1251860.8063793308,,1300325.1720200018
3411,234000.0,4,907280.8027267456,958790.4311713448,241000.0,650841.1873695955
3412,600000.0,1,1085482.478141785,1119321.7023151938,,1101103.8185745303
3413,370000.0,1,905101.5973091124,1032901.3965452864,,965513.7842067137
3414,1400000.0,1,1260191.4405822754,1248032.440069518,1300000.0,1262874.4853223409
3415,240000.0,3,970028.7580490112,1003849.6213219176,,990436.7845444236
3416,350000.0,5,874164.2236709595,940807.67640166,,908221.602428298
3417,500000.0,3,977936.7446899414,994934.3693691016,,993495.7768321045
3418,320000.0,2,927592.4563407898,1007221.4916673938,,960080.8316549942
3419,460000.0,4,1009030.9381484984,917049.1950599796,455616.5,771304.2686424141
3420,290000.0,1,929162.2638702393,1078443.4027835303,284499.5,671869.6862191382
3421,760000.0,2,1023444.5333480836,996708.3700034952,,1024259.545308704
3422,3100000.0,2,2224015.474319458,2161586.670470921,2850000.0,2288754.400422708
3423,375000.0,3,924450.3378868104,1023259.121047714,380000.0,693982.0185365072
3424,551419.0,3,1086386.4421844482,1126762.4644224455,1106500.0,1104260.1301684654
3425,430000.0,2,941935.658454895,1118611.1098599853,420000.0,737095.7150020585
3426,270000.0,1,898078.7396430969,1059303.657643222,270000.0,651983.6874332688
3427,554000.0,2,968701.2434005736,1033433.36472457,420000.0,737828.2571867149
3428,260000.0,1,1023822.6652145386,1135144.2907459547,,1068286.9032621412
3429,380000.0,5,1027742.2666549684,983829.3762617348,360000.0,731070.1168440604
3430,590000.0,2,1008579.8501968384,1001624.1355441551,665000.0,861241.9641665624
3431,1200000.0,4,1328648.805618286,1304104.3737483069,,1314601.2278319856
3432,420000.0,3,930295.1693534852,1022404.1453721672,,968316.406986802
3433,680000.0,2,1000687.1223449708,982736.3318959584,690000.0,867891.5819778766
3434,270000.0,5,929497.5996017456,931450.0955522826,,941679.4876510603
3435,400000.0,2,952413.3205413818,973109.039418701,450000.0,739593.3321047798
3436,160000.0,4,933609.426021576,995170.7991848314,,967381.7155631388
3437,380000.0,1,970935.046672821,1036667.7747324442,400000.0,733484.7805748284
3438,385000.0,2,953072.3690986632,1060589.8255485657,398000.0,724817.3269033672
3439,200000.0,2,839770.257472992,1053236.9610946823,,908169.5397429358
3440,2000000.0,4,2289180.040359497,2120160.9042459195,,2149248.719262003
3441,650000.0,3,971112.0128631592,954465.4737725472,,978501.7780737226
3442,750000.0,3,950546.5030670166,968175.9533882216,,968101.067116854
3443,450000.0,3,1107709.7654342651,1095191.8027131148,,1106359.041293601
3444,695000.0,3,909400.2842903136,904003.050379785,,923663.96709155
3445,1200000.0,2,1215029.9549102783,1228085.4353762318,1465000.0,1307374.503582461
3446,930000.0,5,984751.6417503356,1082401.2354461306,,1019470.6158501586
3447,600000.0,3,945704.2813301086,1106027.980410132,505000.0,772012.1969082202
3448,380000.0,3,922730.8630943298,968536.6697591068,,949340.9874477364
3449,364350.0,2,951739.9668693542,1051825.3663942134,,985802.8681953566
3450,330000.0,4,830077.588558197,1110729.6806656136,,926351.8444336919
3451,185000.0,3,946017.8017616272,1005639.089026922,235000.0,629241.8808725803
3452,1500000.0,2,1451071.9776153564,1395670.7444985765,1239000.0,1305068.5557871826
3453,299990.0,3,917917.6688194276,994331.5020173852,270000.0,634819.2960834369
3454,750000.0,4,932360.4702949524,966069.2766313744,765000.0,885564.7252109104
3455,240000.0,2,866102.1590232849,1066198.7064370343,230000.0,614733.4135069528
3456,570000.0,2,998496.115207672,1032443.6102147894,,1014216.8587858076
3457,700000.0,1,967178.761959076,1092875.757532335,,1021323.3332420894
3458,1400000.0,2,1055590.271949768,1077036.6634487133,,1062363.4246497464
3459,650000.0,5,935458.1832885742,1003150.1272140206,560000.0,792826.7745373896
3460,790000.0,3,989668.7269210815,979912.0790295338,,997572.3493063743
3461,250000.0,5,902775.4664421082,1087731.5113998966,,967848.5088407343
3462,415000.0,1,970488.1310462952,1147739.9363345143,,1039484.1015835027
3463,330000.0,3,859865.1885986328,971199.8964768948,,907301.7976054413
3464,727600.0,4,1154271.4834213257,1275522.4155498364,706200.0,993554.1513021828
3465,620000.0,5,962787.389755249,1057774.3343581618,,998434.690953766
3466,315000.0,3,935184.7171783448,915031.1401726163,305000.0,647254.7400024028
3467,360000.0,4,1008191.1087036132,1000637.8578981904,407697.5,765971.7452388336
3468,950000.0,1,938314.4378662108,1079109.6461574547,480000.0,767208.3169609244
3469,350000.0,2,997159.9578857422,1028520.6936863568,,1012509.9836535787
3470,410000.0,2,881747.9610443115,1077760.5397083964,450000.0,725090.3849465405
3471,480000.0,5,1115746.3788986206,1297589.2027598408,,1162873.866085901
3472,550000.0,4,1090922.9516983032,1191967.8189196528,600000.0,911774.0328703845
3473,416000.0,3,988246.738910675,1031219.9590878832,,1009751.7867918201
3474,550000.0,5,939247.1313476562,937903.1272335286,650000.0,822877.5488665362
3475,550000.0,1,1055321.6934204102,1023109.3227238328,772500.0,930815.8636707219
3476,520000.0,3,938994.4076538086,943237.8303749112,,953862.8754076103
3477,1750000.0,2,1511815.5479431152,1753718.9343582469,,1498923.557337637
3478,340000.0,2,956046.7600822448,1067059.22965989,277500.0,670231.7868281738
3479,270000.0,5,955292.1652793884,1062437.3256011491,,994875.0022955615
3480,1100000.0,2,1230575.3231048584,1251780.03589195,1390000.0,1282559.9483430781
3481,330000.0,2,904247.82037735,1023481.1366321476,,947132.930800526
3482,475000.0,4,982859.9691390992,921616.4641229468,475000.0,771321.4825617195
3483,700000.0,2,1081468.3437347412,1071473.6684468328,,1078973.955588453
3484,355000.0,2,910139.262676239,1017235.034869943,,949970.0928693007
3485,330000.0,5,906877.9349327089,993361.7281338762,270000.0,651852.3083161919
3486,900000.0,2,894355.4162979126,918636.8112644638,870000.0,905558.8381931115
3487,400000.0,4,963126.8382072448,1057810.7180598923,,1003887.4910886935
3488,280000.0,1,970398.0088233948,1035234.5018155264,280000.0,676291.075650682
3489,260000.0,2,937714.5767211914,1077760.5397083964,,981305.3519931324
3490,680000.0,5,933180.9282302856,1151990.4160711202,810000.0,927339.7256019389
3491,300000.0,2,1026506.1855316162,1030872.0759216824,550000.0,818120.2078152875
3492,291000.0,2,944035.530090332,1059709.1450218875,,982053.4581024919
3493,234000.0,4,849870.2049255371,1045320.7788114174,245000.0,648525.7165896009
3494,595000.0,5,1050940.752029419,1003002.7545161656,680000.0,883764.230993447
3495,440000.0,3,924450.3378868104,1023259.121047714,440000.0,722757.1315645498
3496,2500000.0,5,1699352.2644042969,1713507.9131380983,,1641686.1381027831
3497,1100000.0,3,1206572.2942352295,1036465.4762406936,,1157542.3038793625
3498,411558.0,2,1015406.370162964,1105208.9316048312,,1040399.7626997664
3499,470000.0,1,972205.5792808532,1149411.8832024138,410000.0,755822.5207950195
3500,399000.0,2,917072.7729797364,1018815.6012986844,,955110.2104979347
3501,280000.0,5,971853.3158302308,1023051.118078022,,994668.6103874642
3502,1200000.0,1,1822320.2228546145,2126875.2109851334,,1818303.1971538072
3503,670000.0,1,980401.8139839172,1054553.531069816,,1018125.1147865431
3504,650000.0,1,1033848.4048843384,1135052.4955982252,550000.0,838370.372920644
3505,650000.0,2,972471.1775779724,952500.5968654949,570000.0,800006.8529087035
3506,320000.0,1,971141.3383483888,1133129.295532958,300000.0,701122.948035914
3507,570000.0,3,999409.7352027892,1031698.9447286896,570000.0,811679.2603432985
3508,791574.0,2,1020669.9371337892,1133926.006527931,,1049740.89791775
3509,520000.0,4,1038621.0680007936,1066463.982388948,585000.0,864342.3037825662
3510,550000.0,2,957730.47208786,992839.7260490536,,978092.090700675
3511,310000.0,1,951254.12940979,1032157.2739897732,,993659.6524071287
3512,100000.0,3,943909.0490341188,977406.428598282,,965976.9537456214
3513,760000.0,2,1040004.7302246094,1011898.3998326114,744500.0,909334.3088819077
3514,790000.0,1,951881.2894821168,1112627.457142319,736500.0,895592.2998721533
3515,330000.0,2,1024091.1245346068,1126406.3541215416,350000.0,734971.5329307176
3516,400000.0,2,991484.7016334534,1150307.078801655,442613.5,768637.1243294532
3517,1900000.0,5,1760180.7117462158,1647591.2031758092,,1661857.1685329594
3518,607000.0,3,893206.8347930908,943237.8303749112,546300.0,752219.1970527327
3519,618000.0,3,962091.4459228516,936357.6543427076,574500.0,788528.0352368457
3520,430000.0,1,948035.5381965636,1153455.9954567866,,1027452.365831875
3521,450000.0,4,1006660.6998443604,1038221.794603242,400000.0,769106.3090543982
3522,168000.0,4,982149.7201919556,1011019.212529234,200000.0,669299.069505809
3523,470000.0,2,933194.3988800048,1002028.5457188352,525000.0,770413.3837919433
3524,230000.0,4,1001289.2484664916,998889.6414534806,,1014703.2357441182
3525,300000.0,4,1012709.4984054564,942612.8653026776,,1007915.0283730447
3526,380000.0,3,952118.754386902,1002423.4773273604,368000.0,695101.2195354976
3527,550000.0,5,960824.728012085,1007318.9780202928,522500.0,785273.9080892862
3528,1300000.0,5,1693992.7339553833,1611055.9153510984,,1611139.9977717753
3529,850000.0,5,859523.1175422668,908310.97656763,810000.0,862289.658782995
3530,250000.0,5,947575.0923156738,1057275.3754298645,250000.0,667541.9140997474
3531,457713.0,4,1044495.3441619872,998443.1221583388,455972.0,798880.6233572678
3532,295000.0,5,978724.1816520692,1121322.5496936175,,1026353.5613585981
