Id,preco,fold_busca,log_a200_d6_bruto,log_a200_d6_calibrado_cf,log_a250_d6_bruto,log_a250_d6_calibrado_cf,log_a300_d6_bruto,log_a300_d6_calibrado_cf
2725,360000.0,5,342074.5411365799,313907.53682170354,332535.7498236338,310614.43380959064,327001.5056352176,310662.67019258736
2726,200000.0,5,190291.5192651096,174622.58925232428,179985.67680499755,168120.7182213374,177766.75140974903,168884.52411598567
2727,320000.0,4,296314.66075234645,270173.0860328355,295649.126053888,274087.6097334401,284696.2021174548,268234.5473244343
2728,358000.0,2,310266.5284767343,285069.8241534301,312197.61393214564,291499.1215109128,304729.0219680996,288875.310152745
2729,650000.0,5,755263.3566516783,693073.676721122,748722.4561333478,699365.4123375616,683136.2599515311,649002.9280130134
2730,650000.0,2,661798.3559373074,608053.7977406228,628333.6915098608,586675.5891691145,651477.365823564,617583.8615380604
2731,480000.0,4,415104.3011293149,378482.825577581,411973.5715567887,381928.5820610449,403767.88057487184,380421.28368633694
2732,350000.0,1,391869.13620285,360314.30001068156,384622.7534357606,359854.1431295276,380233.05569420755,361816.3193815824
2733,5800000.0,5,1339091.0527301799,1228827.9991426766,1251799.9443055557,1169279.1862215372,1068609.2563733172,1015215.52426056
2734,500000.0,2,457255.01330598,420121.39329487644,450165.75481872365,420320.0671881991,439197.2231848042,416347.7218097603
2735,450000.0,1,371772.6320992561,341836.04505313904,377002.46015678183,352724.57504285796,368541.17723940546,350690.74161862367
2736,420000.0,4,367569.8227728373,335141.95044867846,368958.36593679985,342050.45000654244,368862.4351932382,347534.1349591561
2737,337657.0,2,326348.95440015424,299846.1983645261,336091.56877218507,313808.9231700848,328893.0202522563,311782.1618000978
2738,570000.0,4,511125.2424747036,466032.574149568,500800.07898050663,464277.0247088981,490096.4311880794,461758.15970604174
2739,420000.0,4,447331.3059030272,407866.68836453167,454473.9074616395,421329.3935449443,443976.05819604325,418304.55098227994
2740,320000.0,3,404391.2077926084,371134.32649369456,407596.7612413742,380409.7331305654,405124.55084785406,384021.0997734071
2741,1800000.0,5,997177.9652529849,915068.6216091797,951872.2055920231,889123.1885770591,918890.6691596913,872977.7202146893
2742,650000.0,3,477070.3538010887,437836.38475859055,466559.4103562304,435439.52666018286,446572.6630572432,423310.1273104197
2743,350000.0,1,345115.2879144062,317325.2545296006,346491.7629259205,324178.679850181,335274.91076122934,319035.73972846597
2744,360000.0,3,381693.7646624073,350303.5069631763,381405.78567719186,355965.7164645458,377742.7660179569,358065.66680315265
2745,1550000.0,2,1196957.1994210568,1099752.4613220706,1111545.1713010261,1037850.4719269534,1105024.982288037,1047535.3887310576
2746,386910.0,4,336153.33101417223,306497.0953165941,332065.5258027944,307848.18293552665,334823.1549301376,315463.06810012076
2747,285000.0,1,239706.13224050117,220404.0565261437,229103.95735253004,214350.31475445008,218069.2220355414,207506.9542369265
2748,850000.0,4,929353.7480424503,847363.9795185961,885095.1792094256,820545.7100248106,919422.0449280194,866259.3817097238
2749,650000.0,2,589585.7940701256,541705.6086071957,603968.0323877309,563925.3569053954,608071.6570325333,576436.3610196445
2750,775000.0,4,888581.4392834202,810188.6995167829,859116.6975881092,796461.8237399823,790985.1650364059,745248.9569788859
2751,1000000.0,4,1056441.2826209196,963239.5535661008,1037310.8148239772,961660.3491462007,1012899.3348545687,954331.6438687334
2752,1400000.0,2,975428.0217945029,896213.6393263516,968592.5549524149,904375.5181678144,934951.2529486374,886309.848103371
2753,380000.0,2,382312.66645327426,351265.10465867515,382561.87834289385,357198.2823826312,382153.16598177684,362271.41621054994
2754,725000.0,5,409544.16412600264,375821.59535563714,394090.139070547,368111.05417165864,379835.79195994145,360857.05824433063
2755,1050000.0,4,1092023.3277694234,995682.4671928603,1081435.051212899,1002566.6310100221,1037172.8526315314,977201.6224790873
2756,350000.0,2,367404.58475520235,337567.7063315043,365152.97861069354,340943.5810269991,357203.9414156597,338620.19015384023
2757,525000.0,1,537127.8582068442,493876.22133592295,512380.96228591073,479385.0870553726,499627.0973015699,475427.46402969206
2758,690000.0,4,681413.5366397912,621297.6353957307,697216.4620547709,646368.8768576517,621258.0960534192,585335.8173628825
2759,230000.0,5,222499.52568512165,204178.53319264477,216110.03060342107,201863.6938496293,202330.6828829576,192221.10333775685
2760,1000000.0,1,1024318.2314610706,941836.1194080452,1020102.0453147193,954410.3778111963,994583.5031701659,946410.4633871575
2761,450000.0,5,403926.08445623977,370666.11799990135,421851.7810186923,394042.60198244645,418103.04900325084,397212.2677744125
2762,1300000.0,2,1460861.7375973756,1342225.3463624455,1278801.892976505,1194018.1851298928,1041037.1588783204,986876.5705650084
2763,630000.0,4,613694.3923785742,559552.8329546289,570742.5953657891,529118.6746425761,560877.8010969216,528446.821427875
2764,400000.0,5,412740.3255036715,378754.57932461397,410143.2590062834,383105.9254369611,391814.6002552674,372237.3378657413
2765,350000.0,1,289822.74505479884,266485.08357529226,278314.0390626068,260391.4073027394,272200.6740338224,259016.52825079148
2766,550000.0,1,520843.9856921256,478903.58995326975,508681.1081920476,475923.4930317269,505678.1929941251,481185.4725429414
2767,445000.0,5,421676.65261845844,386955.0739405396,416474.0028577599,389019.33600428456,426610.4156681893,405294.55852504127
2768,225000.0,3,252399.08191209246,231641.93846942356,251755.1003816733,234962.83498125512,247512.42819408476,234619.1922552115
2769,420000.0,4,378021.36308686755,344671.43135005765,376135.74331062584,348704.3854833829,373195.3332621649,351616.4969417792
2770,180000.0,5,272247.37707471906,249830.06119000484,262662.922693922,245347.74098308498,255796.951238966,243015.89604198388
2771,850000.0,5,961268.9307366261,882116.3985725781,952192.0954609393,889421.9907677033,942191.7159440363,895114.5155736137
2772,330000.0,4,223827.45634589746,204080.87290150058,221689.05611106264,205521.40405268274,225711.85966384003,212660.78736697842
2773,1500000.0,3,628861.4505459963,577144.2761582765,592934.5053197243,553385.3022914655,561867.1024679735,532598.7333146875
2774,2450000.0,3,935154.3993414248,858247.8834336789,906473.4699685983,846010.9686604866,882814.5668392421,836827.637683478
2775,1300000.0,4,1085662.7615948517,989883.0450922564,940546.3398421131,871952.8502305562,827677.703218312,779819.8655340608
2776,260000.0,5,273086.2843600008,250599.891410838,267877.2871625796,250218.36577445836,268128.2248486249,254731.0298271032
2777,270000.0,1,215244.17045181146,197911.86761791277,214817.50450457333,200983.8687965915,205883.56713600198,195911.51628386413
2778,360000.0,4,338955.9125405931,309052.42652406543,322930.3825307665,299379.2602722942,324800.9453540552,306020.3610009864
2779,320000.0,4,279544.6787334305,254882.59118097115,287615.92230912653,266640.2627979309,281895.9795924539,265596.2387842613
2780,1200000.0,3,422890.83939592727,388112.55990523886,416484.85205003247,388704.9812141478,400639.4686379146,379769.6511775851
2781,357000.0,4,384066.02344974,350182.817590992,383768.68047775247,355780.6570465938,382417.01698267506,360304.9660535647
2782,450000.0,3,332004.15416509146,304700.33911410416,314941.2593276033,293934.4268775226,304079.5966974736,288239.70529071294
2783,510000.0,3,468950.08166077343,430383.9187463052,454680.0144007434,424352.49586186156,460173.5632604422,436202.53939211153
2784,730000.0,2,859342.2733488934,789555.1993760986,851588.7813921322,795129.0163233222,800511.2291106948,758864.1478799323
2785,860000.0,5,895291.2924538809,821571.4721660828,896650.353733843,837541.654086578,864669.0487868093,821465.3171311415
2786,1400000.0,2,1330906.1603002872,1222823.444553316,1304809.6117671668,1218301.609607405,1302594.5788570966,1234826.307452985
2787,1850000.0,3,1359856.6452524008,1248022.8809093053,1250166.4527639896,1166779.3561860626,1148652.985760659,1088818.1965932627
2788,320000.0,1,390107.8864311052,358694.8729621536,397214.5730836215,371635.0854407821,390875.6705261486,371943.4550143811
2789,331685.0,3,229100.16069893795,210259.10603922798,215780.0280154384,201387.32855055525,203952.73808275798,193328.581584167
2790,550000.0,1,505980.4086419492,465236.88628687826,512812.73230502906,479789.05231450225,511881.24797084514,487088.0801331753
2791,330000.0,1,375916.63362933736,345646.3553649506,368768.00005705096,345020.3907301692,371321.13142836234,353336.04764248163
2792,313449.0,4,336510.88620533404,306823.10614973336,336060.8651070484,311552.14450170245,324944.23849486874,306155.3686704774
2793,348285.0,4,278602.1144861378,254023.18216344662,282807.44128635194,262182.4614589861,274138.55033169664,258287.3582629044
2794,170000.0,4,204131.73530032497,186122.7545856081,191888.40858895084,177894.10017100102,198906.93955571874,187405.77673531845
2795,452000.0,1,407635.6333182578,374811.2170856152,405516.96101249487,379402.823223806,412042.87509261654,392085.41777417785
2796,320000.0,4,416367.2299954183,379634.3358954599,408780.9148106836,378968.7638876612,404076.90318548697,380712.43804475426
2797,550000.0,5,628983.1590554793,577191.6071433289,601942.4679527545,562261.4078884943,589335.860554011,559889.324436913
2798,400000.0,5,332544.09267824574,305161.841832472,339166.50284066406,316808.0764336045,314357.55712609,298650.48450557404
2799,750000.0,1,553618.2909588121,509038.77991727245,560184.0236135457,524109.7673280841,571342.8625097099,543669.6481866395
2800,900000.0,4,921800.0135936582,840476.6532488764,916518.2836086536,849677.1459608632,852448.2282749166,803158.1135546849
2801,690000.0,1,748343.343832591,688083.8095938105,708598.7802216719,662967.0361451635,676037.9297309013,643293.7690043811
2802,505000.0,2,448104.7883171391,411714.2568843216,433873.86583128694,405108.31951410155,418884.266257653,397091.5587618429
2803,850000.0,1,552786.0657813603,508273.5687675237,532854.5376730808,498540.2224755614,526887.1473123509,501367.16288899066
2804,200000.0,1,231827.7142609296,213160.0395897564,229945.4102303221,215137.58046251567,232409.64798622558,221152.7960650854
2805,497000.0,5,343549.54676346347,315261.08795589424,335675.52885278815,313547.2333234632,326325.56660817756,310020.5048832267
2806,950000.0,1,623260.7028943367,573073.3123398888,619166.9009391181,579294.3152772291,583293.0773904908,555041.0497500545
2807,375000.0,4,354204.5871113304,322955.8272408114,351811.95084197127,326154.5128476335,346700.5264362558,326653.6682755083
2808,560000.0,1,572205.4255167439,526129.2056709832,544735.2481157846,509655.8489899539,534144.1038137076,508272.6258725792
2809,650000.0,4,472770.5680160482,431061.6390767996,436576.59443260246,404737.3209951144,431279.5827456972,406342.2089499323
2810,440000.0,2,555456.4042980076,510347.86212849006,553051.40896176,516384.47146416863,518921.5096830621,491924.3040471472
2811,470000.0,1,843625.6612206982,775693.6219555571,813600.10628688,761206.5757489234,808593.5897560291,769429.0439502273
2812,354000.0,1,371126.05864413694,341241.5362226039,367777.62111121765,344093.789368854,359279.96315264073,341878.09804727434
2813,420000.0,1,381341.4404754057,350634.3355370417,367287.7448359284,343635.45973102323,364486.224821189,346832.1924018864
2814,319000.0,4,344308.30012806796,313932.6139183723,329884.6288186579,305826.33748164267,330790.7433610837,311663.8179386987
2815,390000.0,4,448989.2989335304,409378.4093591482,443167.93701258133,410847.9608498433,420860.2856461761,396525.3746537874
2816,950000.0,5,776649.4035176362,712698.759814827,761289.9555501965,711104.4410520296,716130.9380012988,680349.0062678338
2817,460000.0,2,334261.1085367963,307115.80749536253,326557.5934552038,304907.0440224408,332891.5661131355,315572.6808923107
2818,750000.0,2,697832.1671916075,641161.3078812518,669201.1668971985,624833.5783469785,655815.4979722529,621696.2997359136
2819,1500000.0,2,1157929.9626495887,1063894.6213602233,1092308.657629324,1019889.3262102773,1133903.1420437405,1074911.1447459958
2820,650000.0,3,687470.1657086742,630933.0470548895,637665.4819742081,595132.6872313693,657419.3914434972,623173.5825097135
2821,390000.0,4,415478.12302110466,378823.6680248465,399993.16216962616,370821.8968616544,395183.89933755284,372333.6439345296
2822,320000.0,3,297733.5918553845,273248.16652410023,280176.2492128545,261488.27058384853,272394.748283689,258205.36076987235
2823,280000.0,4,315097.39922701905,287298.76724268694,310219.517127187,287595.3907827711,304363.05486863025,286764.22670115967
2824,1500000.0,5,681798.1791708977,625657.7479339708,717648.0244407844,670339.459455023,669352.437244511,635907.8226577465
2825,1500000.0,4,914473.7477432138,833796.7277639682,798702.7923815231,740453.8689939309,721149.796347167,679451.5969569747
2826,320000.0,5,327399.361979192,300440.73708148685,314260.5431583378,293543.95950989553,309652.76718644414,294180.7723478078
2827,745000.0,4,702499.3970032509,640523.2516767107,655436.8431554432,607636.2209133093,648695.1260184216,611186.3881040865
2828,280000.0,4,243620.6020016756,222127.82079986457,235416.25607899213,218247.48742644844,227403.96120023142,214255.04849960032
2829,890000.0,1,850424.5541514951,781945.0414241716,844047.4073257602,789693.1572838948,812884.7368558539,773512.3476670726
2830,457000.0,1,365325.0092677116,335907.6100409,352573.09766662103,329868.39394704637,344925.2967314724,328218.70549137186
2831,450000.0,5,388502.8769167179,356512.8838172727,391813.73542148294,365984.7148804662,378156.6529605098,359261.81847876863
2832,365000.0,2,363654.09776074684,334121.79589685897,361810.1049157521,337822.3376160576,354409.65059154783,335971.2740011911
2833,750000.0,4,896063.2829610761,817010.4773878987,900493.6859078811,834821.2127153708,875875.7790154769,825231.0404889958
2834,730000.0,1,686044.760452372,630801.7519155528,640506.1813222198,599259.4067562602,614982.4792739572,585195.5630969966
2835,900000.0,3,765728.0821352246,702755.0811300292,716714.3123523794,668908.897760765,666978.6023838867,632234.8420423974
2836,1541680.0,2,790635.9753047881,726428.5308378424,768986.9806381743,718003.6595605654,728652.2497361599,690743.6754024157
2837,1950000.0,3,1490145.6448431422,1367596.9942452356,1377574.4589976773,1285689.1470844077,1254694.940225554,1189336.2913137772
2838,130000.0,3,242230.10504222405,222309.25192974962,228066.80805837564,212854.57059372697,229495.51745597576,217540.80522167345
2839,416000.0,1,309734.5432138431,284793.5058336763,310064.4041249714,290097.13924788596,295331.2913729599,281026.8051200417
2840,480000.0,2,310865.9040822814,285620.5245442007,303991.043565464,283836.641255618,299467.1712178685,283887.2103727064
2841,1200000.0,3,724322.0356893574,664754.2421792116,713559.7762110822,665964.7716886961,682846.9302096011,647276.56856932
2842,357000.0,3,366811.57388898137,336645.21829860494,359298.2006997982,335332.7249859129,359154.79260005156,340445.96446824376
2843,970000.0,1,798044.8161629179,733783.1248951611,732878.9394787343,685683.6222713089,688646.6828044293,655291.812206401
2844,603166.0,1,503307.67487931263,462779.3715049517,492086.4079964223,460397.4442838451,485285.61985517014,461780.6216354226
2845,558000.0,3,418843.4124823707,384397.99086256657,400663.52883405937,373938.9528383811,407957.8063605911,386706.7674172546
2846,360000.0,3,214990.87606950157,197310.16019830058,210533.89464009483,196491.11644326625,198412.06592202722,188076.53005533532
2847,550000.0,5,401834.3935063409,368746.66046969936,425671.6022094777,397610.6141347006,392721.554148477,373098.97523850726
2848,750000.0,2,689245.2217111686,633271.7071236653,682255.3758657081,637022.3020159797,667316.4116443286,632598.8714128857
2849,1150000.0,4,1131861.270986586,1032005.8135735422,1082699.224940783,1003738.6092938357,1067872.3232980005,1006125.9936370938
2850,310000.0,4,325712.4511789959,296977.33440160786,314724.43355411984,291771.7663127359,290816.71042414504,274001.15665336093
2851,440000.0,3,401962.2542915363,368905.1286171492,400538.4718555371,373822.2372597762,408390.3539880256,387116.7830908151
2852,590000.0,5,571178.4294424009,524146.61809153866,556443.6266614702,519761.9267524656,530745.2717242258,504226.25114720786
2853,140000.0,3,217879.6180377186,199961.33382455344,213195.7460760697,198975.42027165895,195598.24866177677,185409.28810077754
2854,465722.0,5,464079.6039315106,425866.49352886935,459726.0494199758,429420.13489930285,452699.510810695,430080.0956562391
2855,1400000.0,5,1182944.2088121793,1085538.5541172659,1118251.9969207628,1044534.9441803098,1062614.5832294922,1009520.3787223925
2856,650000.0,3,542004.9339936665,497430.7854812753,526145.6870331775,491051.35129756806,508551.36487006926,482060.2800298191
2857,520000.0,1,520067.8283381986,478189.9318265078,512662.077028482,479648.0988088516,505720.03305046825,481225.2860598414
2858,2350000.0,2,1056480.663475328,970684.0065443752,1032392.3177129291,963945.3994460761,981492.2534153142,930429.524850267
2859,390000.0,3,600181.3106128909,550822.7730872283,568505.9870523222,530586.1856189597,575057.9435356215,545102.4467606712
2860,370000.0,1,365040.93670152884,335646.4121092941,366162.0480022897,342582.25456862943,356424.24546730955,339160.69816153066
2861,440000.0,5,418478.9275537292,384020.6550411764,421769.56263993017,393965.80357751856,419465.2046728217,398506.3624811167
2862,400000.0,3,401061.8531109059,368078.7758693447,404505.2461108242,377524.42451771017,387029.35362501326,366868.504297302
2863,210000.0,2,201384.54429352898,185030.1317090987,196737.94002155954,183694.34654492815,186364.12942509935,176668.4227886167
2864,360000.0,5,379222.5127402014,347996.68074124336,378695.8252384094,353731.5594033739,377878.4263273747,358997.49361396243
2865,350000.0,2,332561.044971698,305553.80587072205,319151.10724510875,297991.6028807457,314103.5056478055,297762.08064479346
2866,4700000.0,2,2076100.0594569647,1907500.244322043,1705109.049641474,1592061.4632206168,1317264.2594993452,1248732.7890805043
2867,620000.0,2,527441.0285746504,484607.6114148247,510692.37948081223,476833.817228756,499652.7789274549,473658.04067214625
2868,360000.0,3,344653.6996998302,316309.5938951682,344584.52787573176,321600.4658400682,352809.3215126349,334431.0370083544
2869,420000.0,4,358289.8435943352,326680.67281020264,353975.07489017333,328159.8815353142,344424.8315988406,324509.55827325827
2870,185000.0,1,170927.5668027864,157163.81030118768,173318.66642665816,162157.43774434394,170104.31153907895,161865.24288278804
2871,700000.0,5,1003337.6010982031,920721.0624762102,974783.1106738172,910523.768255548,814784.8286267493,774073.5933367967
2872,1800000.0,1,1281112.0134861525,1177951.8612958342,1241258.1453385197,1161324.65462146,1208195.9674607557,1149676.5246782834
2873,400000.0,5,342613.23882287025,314401.87721673294,328113.8955283284,306484.07558779564,326990.86764946656,310652.5637404704
2874,980000.0,4,1038474.5356944407,946857.8752152115,1067571.2931321724,989713.948626052,1041305.8467158863,981095.6392909243
2875,450000.0,3,427357.66586331197,392212.0373434012,428054.99746946234,399503.3887330945,422535.13971960155,400524.74901470443
2876,570000.0,4,594675.1296727814,542211.4942363672,576526.4843248148,534480.7479925038,570689.2283020198,537690.9339779974
2877,300000.0,5,295982.51696843933,271610.80896328465,298308.23990786757,278643.2589243745,307692.16823972727,292318.13595786016
2878,950000.0,1,1073665.3180640836,987209.5855075215,990071.2566282535,926313.4864189479,896738.1502143454,853304.28825351
2879,1250000.0,5,1126780.1168650258,1033999.1098125833,1077836.9380522661,1006784.1139779111,1031149.0149565492,979627.0073147874
2880,210000.0,1,205085.59037775957,188571.29616094113,199337.04762075984,186500.30926347428,188765.19596262087,179622.28009304314
2881,650000.0,3,511314.4495073151,469264.2673421155,476158.2656032045,444398.13062881934,464687.17223251757,440481.0287548913
2882,640000.0,2,712591.5319671048,654722.0665677397,709088.1124328284,662076.0461446883,690610.8156191721,654681.3699212185
2883,381000.0,5,343764.36812962184,315458.22056238225,339663.5744130701,317272.3802117927,332037.8799673309,315447.3989205618
2884,1400000.0,3,979448.6290220713,898899.3832272019,972543.384110543,907673.9669879259,978206.122615151,927250.1264748775
2885,210000.0,4,254485.0313533548,232033.76469908367,244383.32344693193,226560.59186210769,245189.4817618137,231012.1777527585
2886,700000.0,4,681160.7923063614,621067.1887604996,621125.2833235092,575826.9828949748,622513.2165794147,586518.3645258724
2887,590000.0,4,482046.33104367385,439519.0725231231,463035.8231049398,429266.8937321892,451622.0719457747,425508.4582411112
2888,680000.0,2,581748.929943067,534505.1751940813,565321.7382800444,527841.2861780277,550100.9979218887,521481.6605379176
2889,1000000.0,2,938448.6990460538,862237.4025567324,896026.206115604,836620.2695906028,861813.766042434,816977.3832223807
2890,500000.0,1,355608.4610657718,326973.4763200711,345512.45538645494,323262.4369281836,341836.8678049879,325279.8658241786
2891,765000.0,3,913262.4994563537,838156.3597730555,866286.7447732586,808504.7299936452,823426.0965524294,780532.788048539
2892,4500000.0,3,1809167.8871360268,1660383.0458415882,1550011.8420751824,1446624.819582063,1410866.748690329,1337372.9124337053
2893,530000.0,4,412920.66670042335,376491.83650224045,410348.2800131021,380421.82207066414,401352.11084866174,378145.19818140037
2894,1400000.0,1,1252359.2104771866,1151514.3464920202,1162896.5555255509,1088009.3280982121,983740.8735183222,936093.0007302477
2895,550000.0,5,513120.2049351251,470869.00734983844,490151.652711659,457840.0312405946,477954.4051881408,454073.11338711553
2896,1100000.0,5,1049246.122308884,962849.397325362,1051560.179122989,982239.5631995441,1039669.325084652,987721.5948003207
2897,345000.0,1,264195.0132229835,242920.9969893509,259658.243835971,242936.99217593847,253572.5115961156,241290.62812422868
2898,1100000.0,2,897361.1297989736,824486.5494509797,843238.54394472,787332.3940183957,765133.9318769473,725327.3759480666
2899,210000.0,2,358801.1826622648,329662.98540077434,347839.5014713836,324777.97581034614,341576.64984264626,323805.91788385535
2900,1100000.0,5,928715.8091165229,852243.7568095538,946443.0785269298,884051.9587008768,939724.2583349592,892770.3460324556
2901,353000.0,3,418850.20136831724,384404.22143475723,408453.4599643629,381209.28936745226,407964.13314854313,386712.7646348073
2902,500000.0,5,324063.71096615645,297379.74929291965,333158.4106005831,311196.04774069466,315350.8269252086,299594.1249558418
2903,360000.0,3,271513.2969334497,249184.2123411275,270427.63066601916,252389.8926465489,264965.0548443436,251162.6894738832
2904,300000.0,2,308022.1965856281,283007.7541625721,298921.2121885923,279102.9362988346,286241.6397124492,271349.74514905317
2905,600000.0,4,436883.39302892727,398340.5148818198,420555.80353781715,389884.91692749475,421998.64308870165,397597.91018822097
2906,300000.0,3,283591.1109367837,260268.7544361731,270243.1642973135,252217.73033133036,258177.64832555037,244728.84755909126
2907,430000.0,4,475751.92911458825,433779.97750300396,466986.9072259905,432929.82761956064,447521.0402575387,421644.5557012266
2908,500000.0,1,461368.7743260758,424217.55532702524,464107.15623507614,434219.9766794326,458841.15513314697,436617.0048734087
2909,529000.0,2,353410.1809710305,324709.7862539761,343901.1438226675,321100.72863239027,328539.9064396961,311447.41894737
2910,356500.0,4,363250.90186394425,331204.0548773803,358527.3899877017,332380.1989787948,362958.70341146603,341971.7677402383
2911,595000.0,2,619838.28064723,569501.2946938624,621141.5749496444,579960.305113283,603257.9750316521,571873.1137385017
2912,339242.0,1,328639.5507241439,302176.2081658259,338837.07374202786,317016.93085694936,332192.88813439745,316102.9960693037
2913,1430000.0,2,831495.3886861231,763969.7565859588,836982.1411387225,781490.7865224363,826905.0884952015,783884.8507541912
2914,220000.0,4,156478.9392531685,142674.000030349,150668.076705438,139679.94277040765,145234.86361430003,136837.11833021062
2915,1200000.0,4,1145877.485802731,1044785.4850274023,1156536.037934734,1072190.5470822745,1108593.1093364034,1044492.2293946043
2916,360000.0,1,366263.65209741856,336770.6696771425,361069.8820867749,337818.0096407562,357298.9702647704,339993.05532235466
2917,480000.0,3,422958.46093838126,388174.62029411853,400373.78473134857,373668.53489773633,404830.38913506584,383742.2613168886
2918,745500.0,4,410122.2339180095,373940.2880268442,390753.27762907546,362255.87164881174,383686.9425666955,361501.4622190629
2919,1150000.0,5,737586.2325253766,676852.1173085397,715337.558186017,668181.3030223949,667987.8348305203,634611.4034597429
2920,990000.0,5,863767.6482821357,792643.538912946,841095.4865975378,785649.0572452984,845150.0518835029,802921.5991574804
2921,255000.0,4,234796.69424916204,214082.37889593485,224051.89137980918,207711.91913942975,211337.9245624126,199117.97946674688
2922,390000.0,3,526174.3447523924,482902.09404871636,506386.2711178755,472609.9041372346,509639.9479168928,483092.15740669245
2923,720000.0,4,444262.8430946041,405068.9325456877,406303.4761618156,376672.00337768527,391241.12087305804,368618.8441277237
2924,1400000.0,2,1021363.5598071853,938418.7582863574,890304.614918388,831278.0160524462,842598.684139801,798761.977586305
2925,1200000.0,5,603951.7950958166,554221.3686164926,545041.1185897699,509111.09119394625,491517.7304458565,466958.73858650826
2926,336000.0,2,215930.47330333065,198394.78772059423,223043.29284917424,208255.67212235837,203923.48964896347,193314.24666844239
2927,450000.0,1,351214.0236933097,322932.89623983775,343793.10835992417,321653.81095520704,318567.2448887156,303137.31616712303
2928,300000.0,2,351964.14828666154,323381.1856953629,336076.5446449002,313794.8951323626,338200.19812661153,320605.12811205804
2929,350000.0,5,382695.63920155424,351183.82401396724,387209.7748896871,361684.2551716261,388477.0132119636,369066.5154535974
2930,2600000.0,2,859104.6879217774,789336.9082305409,763842.9278809722,713200.6540511891,603613.5375874053,572210.1779370756
2931,470000.0,2,489211.9817651945,449483.14051224705,477044.7199283792,445416.97493807704,483778.6209524813,458609.7453741873
2932,550000.0,1,467698.14618275827,430037.2613956025,458955.4059780187,429399.98447197635,441100.51962869527,419735.6439670252
2933,955000.0,2,945009.8724429905,868265.7439175865,868491.3148856704,810910.9231823095,845018.4996881575,801055.9007660837
2934,300000.0,4,373174.4801618038,340252.1518105995,372806.79507767706,345618.21548087464,366540.8730287137,345346.80976248963
2935,458000.0,4,384697.8628170585,350758.9146066174,416697.3509309966,386307.85899267625,368341.023072781,347042.87184057536
2936,1300000.0,4,1173242.186094398,1069736.007243859,1163168.676222903,1078339.4709735608,1099877.3351211932,1036280.4171757875
2937,900000.0,4,522803.789400678,476680.8122602259,509161.39032506006,472028.5505505406,501583.03969649144,472580.59151451295
2938,1600000.0,1,1021022.6721479244,938805.9314259907,984682.7361170672,921271.9712876475,931963.4899575184,886823.4749311948
2939,2500000.0,4,1553204.991375235,1416177.6022016415,1437596.482825435,1332753.4195619593,1368150.6009480923,1289041.6324049174
2940,260000.0,3,307090.8262287015,281835.86776503734,292610.75140246365,273093.38158903504,288023.6043653362,273020.0899392444
2941,3540000.0,3,2233072.1824226417,2049425.7156556812,1694280.027254308,1581270.2020823483,1427287.4002767429,1352938.1914769367
2942,335000.0,2,251791.51795374992,231343.56161071724,249656.33891584037,233104.2910834524,236955.54113188898,224627.78567921132
2943,3800000.0,2,784799.6515464517,721066.1741709479,733761.1896225443,685113.3148642894,556968.0617287811,527991.4611937356
2944,750000.0,4,667269.7355799701,608401.6336560122,621873.7003882977,576520.8183448188,608804.1178771304,573601.9509689535
2945,260000.0,1,311467.94839264295,286387.33044483647,320120.70118417026,299505.8394065946,308537.7369569614,293593.59136273863
2946,545000.0,2,550641.3812081942,505923.8664359906,551538.860033885,514972.2035157862,517688.0389333759,490755.005359813
2947,630000.0,5,581477.1225056899,533597.2991075487,564963.290509349,527719.9600278666,557026.7465060144,529194.5555482818
2948,250000.0,4,279934.3952830961,255237.9260220954,276328.2601632672,256175.80319227898,270489.0023643963,254848.83382995904
2949,320000.0,2,353891.3613412303,325151.890029051,353984.085620684,330515.1781515538,347650.153412796,329563.4437545762
2950,1550000.0,1,1383668.4738431862,1272250.0741716484,1206789.8441984206,1129076.013944063,989912.3030191982,941965.5146368914
2951,399000.0,4,310194.0048399806,282827.96181504236,299773.01157310285,277910.74271496607,303218.44417624857,285685.7994912068
2952,900000.0,4,788466.1009581138,718905.7712745789,776312.8252591185,719696.7889629498,752692.5031272861,709170.4467752171
2953,635000.0,2,591494.1051611119,543458.9460032993,572086.2117082101,534157.2795546547,566097.7529031034,536646.1746586618
2954,190000.0,5,225555.7607082737,206983.1125830848,213899.3253257639,199798.72198268402,206890.7306527829,196553.30545905224
2955,550000.0,5,440315.1271007011,404058.8244722079,422962.84178889944,395080.41975767503,436869.24900402874,415040.8028152063
2956,270000.0,3,278079.08701079956,255210.03592803876,262631.7178501895,245113.97341513305,257641.68934018057,244220.80735623412
2957,260000.0,5,286336.3994036554,262758.96926018054,289593.5177058757,270503.02586968715,281026.2506628604,266984.59768722556
2958,330000.0,4,310194.0048399806,282827.96181504236,299773.01157310285,277910.74271496607,303218.44417624857,285685.7994912068
2959,1200000.0,2,1222999.0042447855,1123679.4145715411,1193971.5289365859,1114812.0173323972,1130729.9579756877,1071903.0474997594
2960,545000.0,5,534732.90990373,490702.08512933966,525466.646726807,490827.001444015,507709.79984577384,482341.76107733883
2961,1600000.0,1,1180165.3831780467,1085133.8486543025,1143705.3652320541,1070053.9958225947,1116936.9098033968,1062837.6350621951
2962,395000.0,3,522038.6799024189,479106.54370261263,512974.1413469858,478758.35818314535,509852.33086467884,483293.4770576769
